lgcode,new_firms_total,log_new_firms_total,first_founded_year_observed,last_founded_year_observed,n_entry_years_observed,new_firms_1980,new_firms_1983,new_firms_1984,new_firms_1986,new_firms_1987,new_firms_1988,new_firms_1989,new_firms_1990,new_firms_1991,new_firms_1992,new_firms_1993,new_firms_1994,new_firms_1995,new_firms_1996,new_firms_1997,new_firms_1998,new_firms_1999,new_firms_2000,new_firms_2001,new_firms_2002,new_firms_2003,new_firms_2004,new_firms_2005,new_firms_2006,new_firms_2007,new_firms_2008,new_firms_2009,new_firms_2010,new_firms_2011,new_firms_2012,new_firms_2013,new_firms_2014,new_firms_2015,new_firms_2016,new_firms_2017,new_firms_2018,new_firms_1981,new_firms_1982,new_firms_1985,new_firms_1990_1999,new_firms_2000_2009,new_firms_2010_2014,new_firms_2015_2018,new_firms_pre_1990,share_new_1990_1999,share_new_2000_2009,share_new_2010_2014,share_new_2015_2018,share_new_pre_1990,new_agriculture,new_manufacturing,new_construction,new_trade_retail,new_transport,new_hospitality,new_finance_prof_info,new_social_services,new_other_services,new_utilities_mining,share_new_agriculture,share_new_manufacturing,share_new_construction,share_new_trade_retail,share_new_transport,share_new_hospitality,share_new_finance_prof_info,share_new_social_services,share_new_other_services,share_new_utilities_mining
51202,2073,7.637234388789473,1980,2018,35,1,0,0,0,10,12,2,4,4,9,18,10,21,13,15,28,13,18,16,20,55,30,37,48,48,100,41,70,97,122,177,164,189,238,406,34,2,1,0,135,413,630,867,28,0.06512301013024602,0.19922817173178967,0.30390738060781475,0.4182344428364689,0.013506994693680656,128,228,9,1130,4,159,56,123,235,1,0.06174626145682586,0.10998552821997105,0.004341534008683068,0.5451037144235408,0.001929570670525808,0.07670043415340087,0.027013989387361312,0.059334298118668596,0.11336227689339122,4.82392667631452e-4
51203,1436,7.270312886079025,1980,2018,39,1,7,1,2,4,1,6,4,3,4,21,10,17,13,18,19,16,9,25,16,37,15,27,28,49,54,45,42,65,74,114,106,150,140,273,15,1,1,3,125,305,401,578,27,0.08704735376044569,0.21239554317548748,0.27924791086350975,0.4025069637883008,0.018802228412256268,55,149,2,823,3,138,44,70,146,6,0.0383008356545961,0.10376044568245125,0.001392757660167131,0.5731197771587744,0.0020891364902506965,0.09610027855153204,0.03064066852367688,0.04874651810584958,0.10167130919220056,0.004178272980501393
51204,896,6.799055862058796,1983,2018,33,0,3,0,0,0,6,4,2,1,1,3,3,8,3,8,9,3,8,10,11,21,12,14,31,19,45,18,26,46,44,89,65,108,130,134,9,0,0,2,41,189,270,381,15,0.04575892857142857,0.2109375,0.3013392857142857,0.4252232142857143,0.016741071428571428,35,98,1,502,2,77,17,71,93,0,0.0390625,0.109375,0.0011160714285714285,0.5602678571428571,0.002232142857142857,0.0859375,0.018973214285714284,0.07924107142857142,0.10379464285714286,0
51205,2067,7.63433723562832,1980,2018,37,2,10,0,5,2,12,8,1,3,2,15,8,8,10,19,30,20,27,33,20,66,27,46,38,41,111,57,48,113,116,179,167,206,263,316,33,0,2,3,116,466,623,818,44,0.05611998064828253,0.2254475084663764,0.3014029995162071,0.3957426221577165,0.021286889211417512,66,188,3,1016,6,210,68,244,262,4,0.03193033381712627,0.09095307208514755,0.001451378809869376,0.4915336236090953,0.002902757619738752,0.10159651669085631,0.03289791969037252,0.11804547653604257,0.12675374939525882,0.0019351717464925011
51206,1969,7.585788821732034,1980,2018,39,2,3,1,2,3,10,4,1,3,5,19,8,12,11,21,22,15,19,37,16,56,21,40,39,52,104,47,93,104,92,151,136,197,209,362,45,2,1,4,117,431,576,813,32,0.05942102590147283,0.21889283900457085,0.292534281361097,0.4128999492127984,0.016251904520060943,104,200,5,1191,5,168,46,81,159,10,0.05281868969019807,0.1015744032503809,0.0025393600812595226,0.6048755713560183,0.0025393600812595226,0.08532249873031995,0.023362112747587607,0.041137633316404264,0.08075165058405281,0.005078720162519045
51207,2572,7.8528278122817445,1980,2018,36,2,11,0,3,5,15,13,9,3,8,48,11,22,13,25,53,22,21,39,27,105,17,49,48,58,130,55,48,125,122,222,193,216,361,406,65,0,0,2,214,549,710,1048,51,0.08320373250388803,0.21345256609642302,0.276049766718507,0.40746500777604977,0.01982892690513219,99,266,7,1515,2,222,80,99,278,4,0.03849144634525661,0.10342146189735614,0.0027216174183514776,0.5890357698289269,7.776049766718507e-4,0.08631415241057543,0.03110419906687403,0.03849144634525661,0.10808709175738725,0.0015552099533437014
51208,1641,7.403670290012373,1981,2018,37,0,3,0,2,2,6,7,5,3,4,19,10,6,14,12,21,12,20,13,16,64,21,27,33,26,75,37,35,78,70,150,141,170,214,291,25,2,2,5,106,332,474,700,29,0.06459475929311395,0.20231566118220598,0.28884826325411334,0.42656916514320536,0.017672151127361365,103,172,1,959,5,135,37,87,142,0,0.0627666057282145,0.1048141377209019,6.093845216331506e-4,0.5843997562461913,0.0030469226081657527,0.08226691042047532,0.02254722730042657,0.05301645338208409,0.08653260207190737,0
60101,72,4.290459441148391,1993,2014,17,0,0,0,0,0,0,0,0,0,0,1,5,2,1,1,2,4,6,2,0,3,7,4,0,1,4,0,8,3,0,0,18,0,0,0,0,0,0,0,16,27,29,0,0,0.2222222222222222,0.375,0.4027777777777778,0,0,0,0,0,13,2,56,0,1,0,0,0,0,0,0.18055555555555555,0.027777777777777776,0.7777777777777778,0,0.013888888888888888,0,0
60102,73,4.30406509320417,1990,2017,19,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,9,7,4,4,2,0,1,0,8,3,4,16,5,2,1,1,0,1,0,0,0,0,5,38,28,2,0,0.0684931506849315,0.5205479452054794,0.3835616438356164,0.0273972602739726,0,0,1,0,12,0,25,0,8,27,0,0,0.0136986301369863,0,0.1643835616438356,0,0.3424657534246575,0,0.1095890410958904,0.3698630136986301,0
60103,45,3.828641396489095,1984,2018,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,1,0,0,1,3,2,10,4,5,7,4,0,0,0,0,7,16,20,2,0,0.15555555555555556,0.35555555555555557,0.4444444444444444,0.044444444444444446,2,0,0,36,0,1,1,4,1,0,0.044444444444444446,0,0,0.8,0,0.022222222222222223,0.022222222222222223,0.08888888888888889,0.022222222222222223,0
60104,60,4.110873864173311,1980,2017,23,1,0,0,1,1,1,1,0,0,0,0,0,1,0,2,1,1,1,0,2,3,0,1,0,0,2,0,5,1,2,10,3,1,1,17,0,0,0,1,5,9,21,19,6,0.08333333333333333,0.15,0.35,0.31666666666666665,0.1,1,1,0,52,0,0,1,5,0,0,0.016666666666666666,0.016666666666666666,0,0.8666666666666667,0,0,0.016666666666666666,0.08333333333333333,0,0
60105,219,5.393627546352362,1980,2018,26,1,0,0,0,2,2,0,0,0,1,0,4,4,2,3,0,4,0,0,0,4,3,2,1,2,8,3,5,6,10,24,19,22,18,60,8,0,1,0,18,23,64,108,6,0.0821917808219178,0.1050228310502283,0.2922374429223744,0.4931506849315068,0.0273972602739726,2,7,0,107,2,69,0,28,4,0,0.0091324200913242,0.0319634703196347,0,0.4885844748858447,0.0091324200913242,0.3150684931506849,0,0.1278538812785388,0.0182648401826484,0
60106,264,5.579729825986222,1982,2018,34,0,0,0,2,1,4,2,3,1,0,3,1,1,1,4,1,9,1,3,3,5,9,5,6,13,17,6,19,8,25,20,25,24,13,25,1,0,1,2,24,68,97,63,12,0.09090909090909091,0.25757575757575757,0.36742424242424243,0.23863636363636365,0.045454545454545456,17,15,3,145,4,46,8,15,11,0,0.06439393939393939,0.056818181818181816,0.011363636363636364,0.5492424242424242,0.015151515151515152,0.17424242424242425,0.030303030303030304,0.056818181818181816,0.041666666666666664,0
60107,40,3.713572066704308,1981,2018,19,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,2,0,0,5,0,1,1,1,3,0,2,1,0,4,0,0,9,1,2,1,0,0,6,13,7,12,2,0.15,0.325,0.175,0.3,0.05,8,0,0,1,0,23,0,6,2,0,0.2,0,0,0.025,0,0.575,0,0.15,0.05,0
60108,27,3.332204510175204,1980,2018,16,1,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,0,1,1,2,0,0,0,1,1,0,0,1,0,0,1,2,1,6,1,0,0,0,4,6,2,10,5,0.14814814814814814,0.2222222222222222,0.07407407407407407,0.37037037037037035,0.18518518518518517,1,0,0,3,0,14,0,5,4,0,0.037037037037037035,0,0,0.1111111111111111,0,0.5185185185185185,0,0.18518518518518517,0.14814814814814814,0
60201,112,4.727387818712341,1981,2017,22,0,0,1,2,0,0,0,1,0,3,5,0,0,2,0,3,2,0,3,1,3,0,0,1,1,6,0,0,6,10,9,12,14,11,15,0,1,0,0,16,15,37,40,4,0.14285714285714285,0.13392857142857142,0.33035714285714285,0.35714285714285715,0.03571428571428571,1,13,0,15,1,59,0,14,8,1,0.008928571428571428,0.11607142857142858,0,0.13392857142857142,0.008928571428571428,0.5267857142857143,0,0.125,0.07142857142857142,0.008928571428571428
60202,832,6.725033642166843,1980,2018,38,1,3,2,3,0,4,3,2,3,2,4,2,2,3,3,9,4,3,2,4,12,9,7,18,7,22,15,19,28,21,86,54,91,147,209,24,1,2,1,34,99,208,471,20,0.040865384615384616,0.11899038461538461,0.25,0.5661057692307693,0.02403846153846154,6,35,0,416,3,262,22,57,26,5,0.007211538461538462,0.042067307692307696,0,0.5,0.003605769230769231,0.31490384615384615,0.026442307692307692,0.06850961538461539,0.03125,0.006009615384615385
60203,334,5.814130531825066,1980,2018,35,3,4,0,1,0,1,1,3,1,5,1,1,3,0,7,1,2,3,5,2,10,5,7,4,6,8,5,11,20,18,35,15,37,62,40,4,2,1,0,24,55,99,143,13,0.0718562874251497,0.16467065868263472,0.2964071856287425,0.4281437125748503,0.038922155688622756,1,29,1,215,1,44,2,34,4,3,0.0029940119760479044,0.08682634730538923,0.0029940119760479044,0.6437125748502994,0.0029940119760479044,0.1317365269461078,0.005988023952095809,0.10179640718562874,0.011976047904191617,0.008982035928143712
60204,437,6.082218910376446,1980,2018,30,2,2,0,0,0,2,1,0,0,5,3,2,2,3,1,4,0,1,0,3,5,2,5,17,4,23,6,3,15,18,27,43,34,56,142,5,1,0,0,20,66,106,237,8,0.04576659038901602,0.15102974828375287,0.2425629290617849,0.5423340961098398,0.018306636155606407,12,23,0,173,1,99,48,50,29,2,0.02745995423340961,0.05263157894736842,0,0.39588100686498856,0.002288329519450801,0.22654462242562928,0.10983981693363844,0.11441647597254005,0.06636155606407322,0.004576659038901602
60301,220,5.3981627015177525,1983,2018,33,0,1,0,2,0,4,2,3,3,0,4,4,1,2,2,6,2,5,4,1,3,1,2,3,9,11,7,2,11,20,15,11,25,15,37,1,0,0,1,27,46,59,78,10,0.12272727272727273,0.20909090909090908,0.2681818181818182,0.35454545454545455,0.045454545454545456,10,55,0,104,0,28,2,20,1,0,0.045454545454545456,0.25,0,0.4727272727272727,0,0.12727272727272726,0.00909090909090909,0.09090909090909091,0.004545454545454545,0
60302,228,5.43372200355424,1980,2018,30,3,5,0,1,0,2,0,0,0,0,5,0,1,2,3,5,0,3,1,2,6,1,3,4,4,7,8,8,15,12,21,10,23,35,33,2,0,2,1,16,39,66,93,14,0.07017543859649122,0.17105263157894737,0.2894736842105263,0.40789473684210525,0.06140350877192982,4,82,0,72,0,43,0,22,3,2,0.017543859649122806,0.35964912280701755,0,0.3157894736842105,0,0.18859649122807018,0,0.09649122807017543,0.013157894736842105,0.008771929824561403
60303,506,6.2285110035911835,1981,2018,31,0,3,0,0,0,1,2,0,0,0,13,4,5,3,0,5,8,2,7,4,39,3,5,6,17,25,11,14,28,45,54,23,64,43,64,3,1,2,2,38,119,164,174,11,0.07509881422924901,0.23517786561264822,0.3241106719367589,0.3438735177865613,0.021739130434782608,9,103,1,198,1,103,15,26,45,5,0.017786561264822136,0.20355731225296442,0.001976284584980237,0.391304347826087,0.001976284584980237,0.20355731225296442,0.029644268774703556,0.05138339920948617,0.08893280632411067,0.009881422924901186
60304,130,4.875197323201151,1980,2017,27,1,0,0,0,0,0,1,1,0,0,2,2,0,1,0,2,1,5,2,0,2,2,3,1,6,4,3,4,6,14,19,20,15,6,5,0,0,1,1,9,28,63,26,4,0.06923076923076923,0.2153846153846154,0.4846153846153846,0.2,0.03076923076923077,0,23,0,17,0,68,3,11,4,4,0,0.17692307692307693,0,0.13076923076923078,0,0.5230769230769231,0.023076923076923078,0.08461538461538462,0.03076923076923077,0.03076923076923077
60305,234,5.459585514144159,1981,2017,34,0,3,3,2,4,2,0,3,6,2,6,5,5,3,2,5,0,2,6,3,1,3,3,11,5,9,6,8,12,12,16,12,12,21,38,0,1,0,2,37,49,60,71,17,0.1581196581196581,0.2094017094017094,0.2564102564102564,0.3034188034188034,0.07264957264957266,0,90,0,71,1,33,4,31,2,2,0,0.38461538461538464,0,0.3034188034188034,0.004273504273504274,0.14102564102564102,0.017094017094017096,0.13247863247863248,0.008547008547008548,0.008547008547008548
60306,270,5.602118820879701,1980,2018,30,2,1,0,0,0,6,0,0,0,0,2,7,2,0,5,4,4,6,2,3,1,6,2,5,9,5,2,2,6,8,21,39,24,38,51,5,1,0,1,24,41,76,118,11,0.08888888888888889,0.15185185185185185,0.2814814814814815,0.43703703703703706,0.040740740740740744,16,64,2,97,0,29,11,44,7,0,0.05925925925925926,0.23703703703703705,0.007407407407407408,0.3592592592592593,0,0.10740740740740741,0.040740740740740744,0.16296296296296298,0.025925925925925925,0
60307,143,4.969813299576001,1980,2018,27,1,0,1,0,0,2,0,1,0,0,2,3,1,2,0,1,0,2,0,1,2,3,3,2,9,4,3,5,6,2,11,7,11,14,42,2,0,0,0,10,29,31,69,4,0.06993006993006994,0.20279720279720279,0.21678321678321677,0.4825174825174825,0.027972027972027972,10,31,1,65,0,15,1,16,4,0,0.06993006993006994,0.21678321678321677,0.006993006993006993,0.45454545454545453,0,0.1048951048951049,0.006993006993006993,0.11188811188811189,0.027972027972027972,0
60401,295,5.69035945432406,1980,2018,25,1,0,1,1,0,0,0,0,0,0,1,3,3,0,0,2,1,1,3,0,4,1,0,4,6,11,6,2,8,5,30,34,28,34,101,4,0,0,0,10,36,79,167,3,0.03389830508474576,0.12203389830508475,0.2677966101694915,0.5661016949152542,0.010169491525423728,17,3,0,191,1,31,4,23,17,8,0.0576271186440678,0.010169491525423728,0,0.6474576271186441,0.003389830508474576,0.10508474576271186,0.013559322033898305,0.07796610169491526,0.0576271186440678,0.02711864406779661
60402,358,5.883322388488279,1980,2018,27,1,0,0,1,2,0,3,0,0,5,3,1,1,1,3,0,1,0,4,0,4,0,1,5,17,12,7,15,32,21,31,29,34,37,71,16,0,0,0,15,50,128,158,7,0.04189944134078212,0.13966480446927373,0.3575418994413408,0.441340782122905,0.019553072625698324,28,16,0,151,1,72,8,54,28,0,0.0782122905027933,0.0446927374301676,0,0.42178770949720673,0.002793296089385475,0.2011173184357542,0.0223463687150838,0.15083798882681565,0.0782122905027933,0
60403,280,5.638354669333745,1981,2018,27,0,1,0,0,0,1,1,0,0,0,1,0,1,2,0,0,1,1,1,1,0,0,1,3,2,9,1,15,15,26,29,41,59,32,27,3,2,3,1,5,19,126,121,9,0.017857142857142856,0.06785714285714285,0.45,0.43214285714285716,0.03214285714285714,13,15,0,132,1,30,18,26,43,2,0.04642857142857143,0.05357142857142857,0,0.4714285714285714,0.0035714285714285713,0.10714285714285714,0.06428571428571428,0.09285714285714286,0.15357142857142858,0.007142857142857143
60404,1029,6.937314081223682,1980,2018,37,3,3,2,0,2,3,4,0,3,3,6,2,6,2,5,10,8,9,15,4,28,12,17,16,25,54,28,24,38,53,102,66,101,93,250,27,1,2,2,45,208,283,471,22,0.043731778425655975,0.2021379980563654,0.2750242954324587,0.4577259475218659,0.021379980563654033,18,66,3,615,0,173,43,34,72,5,0.01749271137026239,0.0641399416909621,0.0029154518950437317,0.597667638483965,0,0.16812439261418854,0.04178814382896016,0.03304178814382896,0.06997084548104957,0.004859086491739553
60405,200,5.303304908059076,1983,2017,23,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,4,2,2,1,0,11,7,11,16,7,22,21,27,51,9,0,0,0,1,2,29,77,87,5,0.01,0.145,0.385,0.435,0.025,11,6,0,139,0,23,3,11,7,0,0.055,0.03,0,0.695,0,0.115,0.015,0.055,0.035,0
60406,262,5.572154032177765,1980,2017,33,1,1,0,0,1,0,1,0,1,5,1,0,2,2,2,1,2,1,1,3,7,2,7,7,2,12,8,4,10,28,21,28,45,31,21,0,2,1,1,16,50,91,97,8,0.061068702290076333,0.19083969465648856,0.3473282442748092,0.3702290076335878,0.030534351145038167,6,4,0,194,0,18,2,31,6,1,0.022900763358778626,0.015267175572519083,0,0.7404580152671756,0,0.06870229007633588,0.007633587786259542,0.1183206106870229,0.022900763358778626,0.003816793893129771
60407,348,5.855071922202427,1982,2018,30,0,4,1,0,1,1,2,0,0,1,2,0,1,2,0,2,4,0,4,0,9,3,6,8,10,14,5,3,19,13,27,18,44,69,70,2,0,1,2,12,59,80,185,12,0.034482758620689655,0.16954022988505746,0.22988505747126436,0.5316091954022989,0.034482758620689655,2,24,0,213,0,39,8,42,20,0,0.005747126436781609,0.06896551724137931,0,0.6120689655172413,0,0.11206896551724138,0.022988505747126436,0.1206896551724138,0.05747126436781609,0
60408,201,5.308267697401205,1981,2018,26,0,1,0,0,0,1,1,0,1,0,0,1,2,1,1,0,0,0,1,0,0,2,5,2,2,4,6,5,2,7,36,32,41,19,23,3,1,0,1,6,22,82,86,5,0.029850746268656716,0.10945273631840796,0.4079601990049751,0.42786069651741293,0.024875621890547265,5,3,0,122,0,43,2,22,3,1,0.024875621890547265,0.014925373134328358,0,0.6069651741293532,0,0.21393034825870647,0.009950248756218905,0.10945273631840796,0.014925373134328358,0.004975124378109453
60501,302,5.713732805509369,1981,2018,37,0,6,2,1,2,4,3,2,3,2,10,4,4,0,5,7,12,3,8,1,11,3,12,4,11,25,17,5,21,6,23,15,25,19,20,2,1,1,2,49,95,70,66,22,0.16225165562913907,0.31456953642384106,0.23178807947019867,0.2185430463576159,0.0728476821192053,34,73,0,139,2,4,1,37,6,6,0.11258278145695365,0.24172185430463577,0,0.4602649006622517,0.006622516556291391,0.013245033112582781,0.0033112582781456954,0.12251655629139073,0.019867549668874173,0.019867549668874173
60502,280,5.638354669333745,1981,2017,28,0,4,0,0,0,8,0,0,2,0,4,2,4,1,0,4,0,7,2,0,12,1,6,6,11,22,5,6,14,11,17,19,25,15,69,0,1,1,1,17,72,67,109,15,0.060714285714285714,0.2571428571428571,0.2392857142857143,0.3892857142857143,0.05357142857142857,22,60,0,141,0,24,0,31,1,1,0.07857142857142857,0.21428571428571427,0,0.5035714285714286,0,0.08571428571428572,0,0.11071428571428571,0.0035714285714285713,0.0035714285714285713
60503,407,6.0112671744041615,1982,2018,30,0,1,0,0,0,2,3,0,0,2,4,1,8,1,0,1,1,0,1,2,31,1,5,7,8,14,6,7,14,13,31,36,37,59,104,5,0,1,1,18,75,101,205,8,0.044226044226044224,0.18427518427518427,0.24815724815724816,0.5036855036855037,0.019656019656019656,29,70,4,228,1,20,4,37,8,6,0.07125307125307126,0.171990171990172,0.009828009828009828,0.5601965601965602,0.002457002457002457,0.04914004914004914,0.009828009828009828,0.09090909090909091,0.019656019656019656,0.014742014742014743
60504,265,5.583496308781699,1982,2018,32,0,0,0,0,0,3,1,1,1,1,2,3,1,2,1,4,1,1,0,1,4,2,2,8,5,13,10,5,12,9,29,24,28,41,46,2,0,1,1,17,46,79,117,6,0.06415094339622641,0.17358490566037735,0.2981132075471698,0.44150943396226416,0.022641509433962263,18,53,0,146,0,14,0,26,5,3,0.06792452830188679,0.2,0,0.5509433962264151,0,0.052830188679245285,0,0.09811320754716982,0.018867924528301886,0.011320754716981131
60505,393,5.976350909297934,1983,2018,34,0,2,0,1,1,8,1,0,2,1,9,1,7,3,5,6,2,1,3,3,11,1,5,6,16,10,5,7,16,10,37,20,38,48,104,2,0,0,1,36,61,90,192,14,0.0916030534351145,0.15521628498727735,0.22900763358778625,0.48854961832061067,0.035623409669211195,19,37,2,245,2,30,1,51,5,1,0.04834605597964377,0.09414758269720101,0.005089058524173028,0.6234096692111959,0.005089058524173028,0.07633587786259542,0.002544529262086514,0.1297709923664122,0.01272264631043257,0.002544529262086514
60506,830,6.7226297948554485,1980,2018,36,1,2,0,0,1,6,1,3,3,2,6,2,6,4,7,11,6,5,6,5,16,5,8,13,20,45,14,17,36,35,76,48,77,138,200,3,1,0,1,50,137,212,418,13,0.060240963855421686,0.1650602409638554,0.25542168674698795,0.5036144578313253,0.01566265060240964,35,69,30,391,1,190,27,45,36,6,0.04216867469879518,0.08313253012048193,0.03614457831325301,0.4710843373493976,0.0012048192771084338,0.2289156626506024,0.03253012048192771,0.05421686746987952,0.043373493975903614,0.007228915662650603
60507,420,6.042632833682381,1980,2018,33,2,0,1,0,1,0,0,1,1,0,6,0,8,3,2,6,2,5,1,4,4,1,3,12,21,22,10,12,12,15,29,24,38,41,121,9,1,1,1,29,83,92,209,7,0.06904761904761905,0.1976190476190476,0.21904761904761905,0.4976190476190476,0.016666666666666666,33,39,12,166,2,80,6,45,23,14,0.07857142857142857,0.09285714285714286,0.02857142857142857,0.3952380952380952,0.004761904761904762,0.19047619047619047,0.014285714285714285,0.10714285714285714,0.05476190476190476,0.03333333333333333
60508,176,5.176149732573829,1983,2018,28,0,1,0,0,2,4,0,0,3,0,2,1,4,4,1,3,1,2,0,0,7,0,1,6,2,15,2,6,5,3,16,10,12,21,34,7,0,0,1,19,35,40,74,8,0.10795454545454546,0.19886363636363635,0.22727272727272727,0.42045454545454547,0.045454545454545456,15,36,1,78,0,19,0,25,1,1,0.08522727272727272,0.20454545454545456,0.005681818181818182,0.4431818181818182,0,0.10795454545454546,0,0.14204545454545456,0.005681818181818182,0.005681818181818182
60509,321,5.7745515455444085,1980,2018,34,2,3,1,0,0,4,2,1,3,2,13,1,5,2,4,10,4,4,1,1,12,1,9,5,8,21,10,9,14,11,17,21,26,23,67,4,0,0,0,45,72,72,120,12,0.14018691588785046,0.22429906542056074,0.22429906542056074,0.37383177570093457,0.037383177570093455,25,80,5,137,0,24,2,41,3,4,0.0778816199376947,0.24922118380062305,0.01557632398753894,0.42679127725856697,0,0.07476635514018691,0.006230529595015576,0.1277258566978193,0.009345794392523364,0.012461059190031152
60601,388,5.963579343618446,1983,2018,35,0,1,1,0,2,4,4,3,5,5,3,2,10,8,1,2,2,3,1,2,3,3,8,8,8,27,10,11,18,23,18,30,26,40,89,6,0,0,1,41,73,100,161,13,0.1056701030927835,0.18814432989690721,0.25773195876288657,0.41494845360824745,0.03350515463917526,6,50,0,200,1,61,8,52,9,1,0.015463917525773196,0.12886597938144329,0,0.5154639175257731,0.002577319587628866,0.15721649484536082,0.020618556701030927,0.13402061855670103,0.023195876288659795,0.002577319587628866
60602,363,5.8971538676367405,1980,2018,34,2,0,0,1,1,2,5,2,2,3,6,7,3,4,4,2,3,4,0,0,8,8,3,12,18,14,11,6,17,20,26,30,35,41,53,7,0,1,2,36,78,99,136,14,0.09917355371900827,0.21487603305785125,0.2727272727272727,0.3746556473829201,0.03856749311294766,31,32,0,186,4,24,1,54,30,1,0.08539944903581267,0.0881542699724518,0,0.512396694214876,0.011019283746556474,0.06611570247933884,0.0027548209366391185,0.1487603305785124,0.08264462809917356,0.0027548209366391185
60603,478,6.171700597410915,1980,2018,36,1,0,0,0,3,6,3,2,3,1,4,1,6,4,6,8,4,3,3,3,10,4,6,10,26,18,9,16,16,27,36,42,68,49,70,6,1,1,2,39,92,137,193,17,0.08158995815899582,0.19246861924686193,0.28661087866108786,0.40376569037656906,0.03556485355648536,27,18,0,282,0,80,7,55,8,1,0.056485355648535567,0.03765690376569038,0,0.5899581589958159,0,0.16736401673640167,0.014644351464435146,0.11506276150627615,0.016736401673640166,0.0020920502092050207
60604,236,5.4680601411351315,1985,2017,29,0,0,0,0,0,2,1,1,1,2,3,0,1,0,1,2,6,1,4,3,3,2,7,5,7,15,8,5,9,9,14,14,25,27,56,0,0,0,2,17,55,51,108,5,0.07203389830508475,0.2330508474576271,0.21610169491525424,0.4576271186440678,0.0211864406779661,6,11,0,128,1,41,4,42,3,0,0.025423728813559324,0.046610169491525424,0,0.5423728813559322,0.00423728813559322,0.17372881355932204,0.01694915254237288,0.17796610169491525,0.012711864406779662,0
60605,679,6.522092798170152,1984,2018,33,0,0,1,0,2,4,1,1,1,5,3,1,7,4,2,7,9,6,3,9,9,12,5,9,21,31,24,15,38,23,41,69,67,118,125,6,0,0,0,40,129,186,316,8,0.05891016200294551,0.18998527245949925,0.27393225331369664,0.4653902798232695,0.011782032400589101,26,45,0,342,2,169,7,70,15,3,0.03829160530191458,0.0662739322533137,0,0.5036818851251841,0.0029455081001472753,0.24889543446244478,0.010309278350515464,0.10309278350515463,0.022091310751104567,0.004418262150220913
60606,464,6.142037405587356,1982,2018,34,0,1,0,1,3,2,0,3,3,2,3,2,5,0,3,4,5,1,2,2,7,3,6,9,7,21,7,14,21,19,63,44,62,58,77,2,0,1,1,30,65,161,199,9,0.06465517241379311,0.1400862068965517,0.34698275862068967,0.42887931034482757,0.01939655172413793,10,32,1,227,1,109,7,60,17,0,0.021551724137931036,0.06896551724137931,0.0021551724137931034,0.4892241379310345,0.0021551724137931034,0.2349137931034483,0.015086206896551725,0.12931034482758622,0.036637931034482756,0
60607,970,6.878326468291325,1982,2018,37,0,1,1,2,3,13,8,6,2,2,6,3,9,6,8,5,7,9,10,6,16,7,20,19,24,42,22,20,48,32,99,71,117,91,217,16,0,1,1,54,175,270,441,30,0.05567010309278351,0.18041237113402062,0.27835051546391754,0.45463917525773195,0.030927835051546393,25,78,0,554,8,167,24,84,30,0,0.02577319587628866,0.08041237113402062,0,0.5711340206185567,0.008247422680412371,0.17216494845360825,0.024742268041237112,0.0865979381443299,0.030927835051546393,0
60608,1123,7.024649030453636,1980,2018,39,2,1,1,1,5,2,3,1,9,3,5,4,16,8,8,11,6,9,27,20,22,9,31,23,35,72,24,43,88,43,85,67,121,103,197,13,2,1,2,71,272,326,434,20,0.06322350845948353,0.24220837043633126,0.2902938557435441,0.38646482635796975,0.017809439002671415,42,84,9,564,3,232,48,81,53,7,0.037399821905609976,0.07479964381121995,0.008014247551202136,0.5022261798753339,0.0026714158504007124,0.20658949243098843,0.0427426536064114,0.07212822796081923,0.04719501335707925,0.006233303650934996
60609,405,6.0063531596017325,1982,2018,34,0,4,2,1,1,3,0,1,0,1,5,2,9,0,4,9,4,1,3,1,18,3,15,11,12,20,21,5,21,9,30,33,66,54,33,1,0,1,1,35,105,98,154,13,0.08641975308641975,0.25925925925925924,0.2419753086419753,0.3802469135802469,0.03209876543209877,30,70,0,205,3,34,6,44,13,0,0.07407407407407407,0.1728395061728395,0,0.5061728395061729,0.007407407407407408,0.08395061728395062,0.014814814814814815,0.10864197530864197,0.03209876543209877,0
60610,429,6.063785208687608,1982,2018,36,0,1,1,2,1,4,4,0,4,2,3,2,8,6,10,11,5,6,7,6,25,7,3,17,19,12,14,19,15,20,36,25,29,31,69,2,0,2,1,51,116,115,131,16,0.11888111888111888,0.2703962703962704,0.2680652680652681,0.30536130536130535,0.037296037296037296,27,40,0,202,4,71,10,56,19,0,0.06293706293706294,0.09324009324009325,0,0.47086247086247085,0.009324009324009324,0.1655011655011655,0.023310023310023312,0.13053613053613053,0.04428904428904429,0
