lgcode,new_firms_total,log_new_firms_total,first_founded_year_observed,last_founded_year_observed,n_entry_years_observed,new_firms_1980,new_firms_1983,new_firms_1984,new_firms_1986,new_firms_1987,new_firms_1988,new_firms_1989,new_firms_1990,new_firms_1991,new_firms_1992,new_firms_1993,new_firms_1994,new_firms_1995,new_firms_1996,new_firms_1997,new_firms_1998,new_firms_1999,new_firms_2000,new_firms_2001,new_firms_2002,new_firms_2003,new_firms_2004,new_firms_2005,new_firms_2006,new_firms_2007,new_firms_2008,new_firms_2009,new_firms_2010,new_firms_2011,new_firms_2012,new_firms_2013,new_firms_2014,new_firms_2015,new_firms_2016,new_firms_2017,new_firms_2018,new_firms_1981,new_firms_1982,new_firms_1985,new_firms_1990_1999,new_firms_2000_2009,new_firms_2010_2014,new_firms_2015_2018,new_firms_pre_1990,share_new_1990_1999,share_new_2000_2009,share_new_2010_2014,share_new_2015_2018,share_new_pre_1990,new_agriculture,new_manufacturing,new_construction,new_trade_retail,new_transport,new_hospitality,new_finance_prof_info,new_social_services,new_other_services,new_utilities_mining,share_new_agriculture,share_new_manufacturing,share_new_construction,share_new_trade_retail,share_new_transport,share_new_hospitality,share_new_finance_prof_info,share_new_social_services,share_new_other_services,share_new_utilities_mining
20317,491,6.198478716492308,1982,2018,28,0,3,0,0,2,8,1,0,0,0,2,0,4,1,3,11,0,2,3,0,15,9,8,7,11,30,10,10,18,25,56,43,39,44,111,14,0,1,0,21,95,152,208,15,0.04276985743380855,0.1934826883910387,0.3095723014256619,0.42362525458248473,0.03054989816700611,2,56,0,303,1,45,8,30,46,0,0.004073319755600814,0.11405295315682282,0,0.6171079429735234,0.002036659877800407,0.09164969450101833,0.016293279022403257,0.06109979633401222,0.09368635437881874,0
20318,200,5.303304908059076,1981,2018,21,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,6,0,4,2,0,16,4,5,6,5,21,12,17,34,55,5,1,0,0,3,32,49,111,5,0.015,0.16,0.245,0.555,0.025,1,35,0,114,0,23,1,17,9,0,0.005,0.175,0,0.57,0,0.115,0.005,0.085,0.045,0
20401,2011,7.60688453121963,1980,2018,39,2,13,1,1,3,13,3,6,4,5,21,11,12,3,11,40,16,11,20,16,76,20,35,28,56,163,35,70,112,90,153,153,182,208,363,50,1,2,2,129,460,578,803,41,0.06414719045251119,0.22874191944306316,0.2874191944306315,0.39930382894082544,0.020387866732968673,25,155,4,1338,9,270,38,75,71,26,0.012431626056688214,0.07707608155146693,0.001989060169070114,0.6653406265539532,0.0044753853804077575,0.13426156141223272,0.018896071606166086,0.037294878170064646,0.035305818000994534,0.012928891098955743
20402,1220,7.107425474110705,1980,2018,34,3,1,0,1,3,12,1,0,2,2,24,4,7,5,5,26,5,7,11,8,32,10,11,20,15,76,18,19,68,70,145,78,107,136,264,24,0,0,0,80,208,380,531,21,0.06557377049180328,0.17049180327868851,0.3114754098360656,0.43524590163934423,0.01721311475409836,35,169,0,744,0,101,12,75,83,1,0.028688524590163935,0.13852459016393442,0,0.6098360655737705,0,0.08278688524590164,0.009836065573770493,0.06147540983606557,0.0680327868852459,8.19672131147541e-4
20403,697,6.548219102762372,1980,2018,31,1,1,1,0,1,2,1,1,0,0,4,0,3,1,0,14,1,1,4,2,32,1,4,10,3,68,10,13,11,54,113,34,55,94,144,13,0,0,0,24,135,225,306,7,0.03443328550932568,0.19368723098995697,0.32281205164992827,0.43902439024390244,0.010043041606886656,2,32,0,599,1,23,1,21,18,0,0.0028694404591104736,0.04591104734576758,0,0.8593974175035868,0.0014347202295552368,0.032998565279770443,0.0014347202295552368,0.03012912482065997,0.02582496413199426,0
20404,628,6.444131256700441,1983,2018,31,0,3,0,0,0,10,2,3,3,2,8,0,1,2,1,10,2,1,10,6,29,13,11,10,5,51,13,19,37,31,78,57,58,63,82,7,0,0,0,32,149,222,210,15,0.050955414012738856,0.2372611464968153,0.3535031847133758,0.3343949044585987,0.02388535031847134,6,34,0,512,0,33,7,20,16,0,0.009554140127388535,0.054140127388535034,0,0.8152866242038217,0,0.052547770700636945,0.011146496815286623,0.03184713375796178,0.025477707006369428,0
20405,744,6.61338421837956,1981,2018,34,0,2,0,1,0,7,1,2,2,2,17,4,2,2,9,15,4,3,3,3,17,7,14,9,14,34,19,20,40,33,68,56,87,103,133,9,2,0,0,59,123,217,332,13,0.0793010752688172,0.16532258064516128,0.2916666666666667,0.44623655913978494,0.01747311827956989,7,70,0,525,0,64,5,36,37,0,0.009408602150537635,0.09408602150537634,0,0.7056451612903226,0,0.08602150537634409,0.006720430107526882,0.04838709677419355,0.04973118279569892,0
20406,648,6.47543271670409,1981,2018,33,0,1,0,1,0,1,0,1,0,2,8,1,4,2,3,7,1,2,6,6,13,4,6,5,9,31,6,9,17,55,86,51,83,79,128,18,1,1,0,29,88,218,308,5,0.044753086419753084,0.13580246913580246,0.33641975308641975,0.47530864197530864,0.007716049382716049,1,79,0,436,1,58,6,29,38,0,0.0015432098765432098,0.12191358024691358,0,0.6728395061728395,0.0015432098765432098,0.08950617283950617,0.009259259259259259,0.044753086419753084,0.05864197530864197,0
20407,1259,7.138866999945524,1981,2018,34,0,42,2,1,2,3,7,0,5,0,30,1,3,0,3,15,1,2,2,4,63,6,4,8,16,44,8,3,14,45,245,50,102,150,338,36,2,0,2,58,157,357,626,61,0.046068308181096106,0.12470214455917394,0.2835583796664019,0.49722001588562353,0.048451151707704525,2,86,0,957,0,127,6,21,60,0,0.0015885623510722795,0.06830818109610802,0,0.7601270849880858,0,0.10087370929308975,0.004765687053216839,0.016679904686258934,0.04765687053216839,0
20408,807,6.694562058521095,1982,2018,32,0,0,1,2,1,1,3,3,0,1,9,0,0,1,1,6,1,4,6,2,20,5,6,9,5,39,13,10,51,49,125,66,103,133,124,6,0,1,0,22,109,301,366,9,0.027261462205700124,0.13506815365551425,0.37298636926889717,0.45353159851301117,0.011152416356877323,8,97,1,506,0,81,13,50,51,0,0.009913258983890954,0.12019826517967781,0.0012391573729863693,0.6270136307311028,0,0.10037174721189591,0.0161090458488228,0.061957868649318466,0.06319702602230483,0
20409,676,6.517671272912275,1988,2018,25,0,0,0,0,0,4,0,1,0,0,6,0,1,0,13,7,3,0,2,3,24,8,10,6,10,25,7,14,25,24,81,39,73,101,176,13,0,0,0,31,95,183,363,4,0.04585798816568047,0.14053254437869822,0.27071005917159763,0.5369822485207101,0.005917159763313609,2,64,0,416,0,75,8,41,70,0,0.0029585798816568047,0.09467455621301775,0,0.6153846153846154,0,0.11094674556213018,0.011834319526627219,0.060650887573964495,0.10355029585798817,0
20410,711,6.568077911411976,1982,2018,34,0,3,2,2,0,5,1,0,0,4,18,1,5,1,2,9,2,7,1,8,30,5,7,5,16,55,13,18,25,24,93,48,69,62,152,16,0,1,1,42,147,208,299,15,0.05907172995780591,0.20675105485232068,0.29254571026722925,0.42053445850914206,0.02109704641350211,32,105,1,378,1,59,7,42,86,0,0.0450070323488045,0.14767932489451477,0.0014064697609001407,0.5316455696202531,0.0014064697609001407,0.0829817158931083,0.009845288326300985,0.05907172995780591,0.1209563994374121,0
20411,585,6.373319789577012,1982,2018,31,0,1,0,1,2,1,1,3,1,0,6,1,0,0,0,3,2,1,4,2,43,1,6,4,3,34,2,3,39,16,63,33,76,73,136,23,0,1,0,16,100,154,308,7,0.02735042735042735,0.17094017094017094,0.26324786324786326,0.5264957264957265,0.011965811965811967,13,50,1,389,2,41,4,19,66,0,0.022222222222222223,0.08547008547008547,0.0017094017094017094,0.6649572649572649,0.003418803418803419,0.07008547008547009,0.006837606837606838,0.03247863247863248,0.11282051282051282,0
20412,224,5.41610040220442,1980,2018,27,1,1,0,0,0,4,1,0,0,0,7,1,1,0,0,8,1,1,0,1,6,0,3,9,3,15,2,6,12,15,33,16,11,30,31,4,0,1,0,18,40,82,76,8,0.08035714285714286,0.17857142857142858,0.36607142857142855,0.3392857142857143,0.03571428571428571,0,23,0,155,0,10,1,14,21,0,0,0.10267857142857142,0,0.6919642857142857,0,0.044642857142857144,0.004464285714285714,0.0625,0.09375,0
20413,666,6.502790045915623,1985,2018,27,0,0,0,0,1,4,0,2,0,0,27,0,1,0,1,13,0,1,1,2,24,1,8,2,5,79,7,21,31,15,129,16,84,58,128,4,0,0,1,44,130,212,274,6,0.06606606606606606,0.19519519519519518,0.3183183183183183,0.4114114114114114,0.009009009009009009,4,54,0,439,0,65,9,25,70,0,0.006006006006006006,0.08108108108108109,0,0.6591591591591591,0,0.09759759759759759,0.013513513513513514,0.03753753753753754,0.10510510510510511,0
20414,725,6.587550014824796,1981,2018,35,0,5,0,1,0,14,2,0,1,4,21,1,1,5,5,21,3,4,7,3,34,3,12,4,7,59,5,8,20,27,80,32,72,103,147,11,1,1,1,62,138,167,333,25,0.08551724137931034,0.19034482758620688,0.2303448275862069,0.4593103448275862,0.034482758620689655,0,67,0,504,1,67,8,32,46,0,0,0.09241379310344827,0,0.6951724137931035,0.001379310344827586,0.09241379310344827,0.011034482758620689,0.044137931034482755,0.06344827586206897,0
20415,1321,7.186901020411631,1980,2018,38,1,11,0,3,1,16,3,10,5,5,27,6,11,2,7,34,5,5,7,11,58,17,19,8,28,79,21,26,45,54,107,82,115,174,272,34,3,2,7,112,253,314,595,47,0.08478425435276306,0.19152157456472368,0.2376987130961393,0.45041635124905377,0.03557910673732021,6,133,1,792,0,148,53,88,99,1,0.004542013626040878,0.10068130204390613,7.57002271006813e-4,0.5995457986373959,0,0.11203633610900833,0.04012112036336109,0.06661619984859955,0.07494322482967448,7.57002271006813e-4
20501,1726,7.454141078146678,1980,2018,38,1,4,2,0,1,11,4,3,4,3,19,9,15,10,4,13,13,11,17,7,83,13,19,42,26,102,32,46,93,96,132,187,141,269,271,17,1,3,2,93,352,554,698,29,0.05388180764774044,0.20393974507531865,0.320973348783314,0.4044032444959444,0.016801853997682505,21,189,1,1060,1,206,66,91,88,3,0.01216685979142526,0.10950173812282735,5.793742757821553e-4,0.6141367323290846,5.793742757821553e-4,0.11935110081112399,0.038238702201622246,0.05272305909617613,0.05098493626882966,0.0017381228273464658
20502,1355,7.212294468500341,1980,2018,38,1,5,4,0,3,6,6,3,1,6,59,7,10,5,6,14,15,9,18,13,76,19,21,19,13,81,11,18,61,54,144,124,90,157,243,21,1,5,6,126,280,401,511,37,0.0929889298892989,0.2066420664206642,0.2959409594095941,0.3771217712177122,0.02730627306273063,7,152,0,842,2,162,43,57,89,1,0.0051660516605166054,0.1121771217712177,0,0.6214022140221402,0.0014760147601476014,0.11955719557195572,0.03173431734317343,0.04206642066420664,0.06568265682656826,7.380073800738007e-4
20503,781,6.661854740545311,1981,2018,35,0,1,0,0,0,4,2,2,1,7,20,1,9,1,2,17,1,3,5,2,25,5,11,17,6,29,12,14,30,36,85,58,89,146,134,1,2,2,1,61,115,223,370,12,0.07810499359795134,0.147247119078105,0.2855313700384123,0.4737516005121639,0.015364916773367477,31,78,2,466,2,57,19,40,82,4,0.03969270166453265,0.0998719590268886,0.002560819462227913,0.5966709346991037,0.002560819462227913,0.07298335467349552,0.024327784891165175,0.05121638924455826,0.10499359795134443,0.005121638924455826
20504,1696,7.436617265234227,1980,2018,38,1,8,3,1,1,16,7,4,2,5,24,6,6,5,4,28,13,5,10,6,62,12,10,22,17,92,15,43,93,72,167,191,163,246,302,31,0,1,2,97,251,566,742,40,0.057193396226415096,0.1479952830188679,0.33372641509433965,0.4375,0.02358490566037736,24,170,0,1136,0,149,26,57,132,2,0.014150943396226415,0.10023584905660378,0,0.6698113207547169,0,0.08785377358490566,0.015330188679245283,0.033608490566037735,0.07783018867924528,0.0011792452830188679
20505,660,6.493753839851686,1983,2018,32,0,1,0,0,1,2,1,0,0,1,7,1,2,2,2,4,1,1,4,2,19,4,14,16,4,28,8,7,43,33,83,114,41,88,121,3,0,0,2,20,100,280,253,7,0.030303030303030304,0.15151515151515152,0.42424242424242425,0.38333333333333336,0.010606060606060607,5,69,0,454,2,60,12,26,32,0,0.007575757575757576,0.10454545454545454,0,0.6878787878787879,0.0030303030303030303,0.09090909090909091,0.01818181818181818,0.03939393939393939,0.048484848484848485,0
20506,1496,7.311218384419629,1983,2018,36,0,13,1,2,6,7,5,4,2,2,20,5,10,7,11,27,9,6,10,11,48,8,28,20,53,69,28,36,80,88,154,123,144,183,264,8,0,0,4,97,281,481,599,38,0.06483957219251336,0.18783422459893048,0.321524064171123,0.40040106951871657,0.02540106951871658,6,172,0,978,0,151,27,56,105,1,0.004010695187165776,0.11497326203208556,0,0.6537433155080213,0,0.10093582887700535,0.01804812834224599,0.0374331550802139,0.07018716577540107,6.684491978609625e-4
20507,427,6.059123195581797,1985,2018,27,0,0,0,0,0,1,1,0,1,0,2,0,6,0,1,3,1,0,5,3,5,5,6,5,5,14,6,8,24,33,34,58,48,68,76,7,0,0,1,14,54,157,199,3,0.03278688524590164,0.12646370023419204,0.36768149882903983,0.46604215456674475,0.00702576112412178,0,54,0,270,0,44,6,21,32,0,0,0.12646370023419204,0,0.6323185011709602,0,0.10304449648711944,0.01405152224824356,0.04918032786885246,0.07494145199063232,0
20508,255,5.545177444479562,1981,2018,23,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,1,0,0,0,9,1,1,5,3,10,11,3,4,6,35,13,26,32,79,9,1,0,0,5,40,61,146,3,0.0196078431372549,0.1568627450980392,0.23921568627450981,0.5725490196078431,0.011764705882352941,6,44,0,146,0,31,4,13,11,0,0.023529411764705882,0.17254901960784313,0,0.5725490196078431,0,0.12156862745098039,0.01568627450980392,0.050980392156862744,0.043137254901960784,0
20509,322,5.777652323222656,1983,2018,25,0,4,0,0,0,1,1,0,1,0,11,0,5,2,0,6,0,0,1,0,15,2,0,1,3,22,3,2,7,1,82,20,17,79,33,1,0,0,2,25,47,112,130,8,0.07763975155279502,0.14596273291925466,0.34782608695652173,0.40372670807453415,0.024844720496894408,14,27,1,205,2,35,0,19,19,0,0.043478260869565216,0.08385093167701864,0.003105590062111801,0.6366459627329193,0.006211180124223602,0.10869565217391304,0,0.059006211180124224,0.059006211180124224,0
20510,454,6.12029741895095,1980,2018,30,1,0,0,2,0,1,3,0,0,0,3,1,3,1,2,8,2,1,1,3,11,5,0,7,8,29,8,8,17,12,31,39,35,130,66,15,0,0,1,20,73,107,246,8,0.04405286343612335,0.16079295154185022,0.2356828193832599,0.5418502202643172,0.01762114537444934,25,73,0,249,0,39,5,36,27,0,0.05506607929515418,0.16079295154185022,0,0.5484581497797357,0,0.08590308370044053,0.011013215859030838,0.07929515418502203,0.05947136563876652,0
20511,324,5.783825182329737,1983,2018,28,0,2,0,0,0,1,0,0,0,0,4,1,1,3,5,2,0,1,4,2,12,1,3,2,3,18,6,6,14,14,34,56,44,32,51,1,0,0,1,16,52,124,128,4,0.04938271604938271,0.16049382716049382,0.38271604938271603,0.3950617283950617,0.012345679012345678,6,55,0,201,1,9,3,26,23,0,0.018518518518518517,0.1697530864197531,0,0.6203703703703703,0.0030864197530864196,0.027777777777777776,0.009259259259259259,0.08024691358024691,0.07098765432098765,0
20512,403,6.0014148779611505,1980,2018,29,1,0,0,0,1,1,0,2,0,0,2,1,0,1,0,1,1,4,4,2,8,2,4,6,11,12,13,5,20,26,53,29,62,90,37,3,0,1,0,8,66,133,192,4,0.019851116625310174,0.16377171215880892,0.33002481389578164,0.47642679900744417,0.009925558312655087,11,57,0,245,0,31,4,15,40,0,0.02729528535980149,0.141439205955335,0,0.607940446650124,0,0.07692307692307693,0.009925558312655087,0.03722084367245657,0.09925558312655088,0
20513,323,5.780743515792329,1984,2018,30,0,0,2,0,0,1,2,0,2,1,2,2,1,1,1,3,1,1,0,3,1,2,12,5,2,12,30,10,30,5,24,98,37,17,14,1,0,0,0,14,68,167,69,5,0.043343653250773995,0.21052631578947367,0.5170278637770898,0.21362229102167182,0.015479876160990712,5,44,0,202,2,25,1,29,15,0,0.015479876160990712,0.13622291021671826,0,0.6253869969040248,0.006191950464396285,0.07739938080495357,0.0030959752321981426,0.08978328173374613,0.04643962848297214,0
20514,282,5.645446897643238,1982,2018,26,0,1,0,0,0,0,0,0,2,0,2,1,0,1,0,8,2,1,10,8,1,0,14,9,4,7,31,4,24,11,15,37,21,20,40,7,0,1,0,16,85,91,88,2,0.05673758865248227,0.30141843971631205,0.32269503546099293,0.3120567375886525,0.0070921985815602835,1,26,0,200,1,15,2,19,18,0,0.0035460992907801418,0.09219858156028368,0,0.7092198581560284,0.0035460992907801418,0.05319148936170213,0.0070921985815602835,0.0673758865248227,0.06382978723404255,0
20515,286,5.659482215759621,1985,2018,25,0,0,0,0,0,0,1,0,0,1,3,0,0,1,1,2,1,0,1,0,10,1,2,9,10,24,1,2,9,2,26,56,50,56,15,1,0,0,1,9,58,95,122,2,0.03146853146853147,0.20279720279720279,0.3321678321678322,0.42657342657342656,0.006993006993006993,10,46,0,169,1,12,5,18,25,0,0.03496503496503497,0.16083916083916083,0,0.5909090909090909,0.0034965034965034965,0.04195804195804196,0.017482517482517484,0.06293706293706294,0.08741258741258741,0
20516,612,6.418364935936212,1981,2018,32,0,2,1,0,0,6,7,1,2,0,3,1,2,1,2,3,0,2,3,0,18,5,6,6,13,15,3,11,19,16,81,79,76,102,106,17,2,0,1,15,71,206,301,19,0.024509803921568627,0.11601307189542484,0.3366013071895425,0.4918300653594771,0.03104575163398693,41,83,0,369,3,46,3,39,27,1,0.06699346405228758,0.13562091503267973,0,0.6029411764705882,0.004901960784313725,0.07516339869281045,0.004901960784313725,0.06372549019607843,0.04411764705882353,0.0016339869281045752
20517,998,6.906754778648554,1981,2018,34,0,4,1,0,0,3,1,4,1,1,3,2,3,2,5,17,1,0,2,4,33,5,16,20,4,65,21,23,44,38,125,155,76,90,206,20,2,1,0,39,170,385,392,12,0.03907815631262525,0.17034068136272545,0.38577154308617234,0.3927855711422846,0.012024048096192385,8,95,0,708,2,69,12,47,56,1,0.008016032064128256,0.09519038076152304,0,0.7094188376753507,0.002004008016032064,0.06913827655310621,0.012024048096192385,0.047094188376753505,0.056112224448897796,0.001002004008016032
20518,340,5.831882477283517,1990,2018,24,0,0,0,0,0,0,0,1,1,0,0,0,3,0,2,1,0,1,1,4,6,2,21,31,6,8,20,13,46,25,19,26,35,36,30,2,0,0,0,8,100,129,103,0,0.023529411764705882,0.29411764705882354,0.37941176470588234,0.3029411764705882,0,1,54,0,225,1,21,2,17,19,0,0.0029411764705882353,0.1588235294117647,0,0.6617647058823529,0.0029411764705882353,0.061764705882352944,0.0058823529411764705,0.05,0.05588235294117647,0
20519,199,5.298317366548036,1983,2017,21,0,1,0,0,0,2,0,0,0,0,11,0,1,0,0,2,2,0,0,0,12,2,4,4,6,16,5,6,8,7,31,8,38,25,8,0,0,0,0,16,49,60,71,3,0.08040201005025126,0.24623115577889448,0.3015075376884422,0.35678391959798994,0.01507537688442211,0,12,0,161,0,13,0,9,4,0,0,0.06030150753768844,0,0.8090452261306532,0,0.06532663316582915,0,0.04522613065326633,0.020100502512562814,0
20520,1370,7.223295679562314,1980,2018,30,1,1,0,0,0,0,2,1,0,0,9,2,2,1,4,7,2,1,3,3,27,11,13,8,23,28,26,40,33,79,146,317,185,134,257,4,0,0,0,28,143,615,580,4,0.020437956204379562,0.10437956204379562,0.4489051094890511,0.4233576642335766,0.00291970802919708,3,141,0,928,3,116,26,42,110,1,0.0021897810218978104,0.10291970802919707,0,0.6773722627737226,0.0021897810218978104,0.08467153284671533,0.01897810218978102,0.030656934306569343,0.08029197080291971,7.2992700729927e-4
20601,2824,7.946263643580541,1980,2018,38,2,9,2,0,1,23,3,2,6,10,56,6,16,6,18,61,11,22,32,16,121,23,27,37,45,165,63,87,158,147,273,187,255,360,505,57,4,3,5,192,551,852,1177,52,0.0679886685552408,0.19511331444759206,0.301699716713881,0.41678470254957506,0.018413597733711047,49,292,3,1740,6,361,76,99,177,21,0.017351274787535412,0.10339943342776203,0.0010623229461756375,0.6161473087818697,0.002124645892351275,0.1278328611898017,0.026912181303116147,0.035056657223796035,0.0626770538243626,0.007436260623229462
20602,683,6.52795791762255,1982,2018,33,0,3,0,1,0,6,0,1,1,1,10,0,3,3,2,13,6,7,3,1,25,1,7,6,6,34,6,13,27,25,78,43,42,95,193,19,0,1,1,40,96,186,349,12,0.05856515373352855,0.14055636896046853,0.27232796486090777,0.5109809663250366,0.017569546120058566,3,63,4,469,5,45,5,39,47,3,0.004392386530014641,0.09224011713030747,0.005856515373352855,0.6866764275256223,0.007320644216691069,0.06588579795021962,0.007320644216691069,0.05710102489019034,0.06881405563689605,0.004392386530014641
20603,581,6.366470447731438,1980,2018,32,1,3,0,0,0,8,1,2,1,2,11,0,3,3,1,12,0,1,6,5,27,4,5,8,4,40,19,6,24,31,32,50,59,82,119,10,0,0,1,35,119,143,270,14,0.060240963855421686,0.20481927710843373,0.24612736660929432,0.46471600688468157,0.024096385542168676,15,47,0,370,2,38,8,25,76,0,0.025817555938037865,0.08089500860585198,0,0.6368330464716007,0.0034423407917383822,0.06540447504302926,0.013769363166953529,0.043029259896729774,0.13080895008605853,0
20604,685,6.530877627725885,1980,2018,34,1,7,0,1,1,12,2,0,0,1,9,3,9,1,4,15,2,6,6,4,40,10,4,8,15,42,9,14,22,22,78,37,71,96,126,4,0,0,3,44,144,173,297,27,0.06423357664233577,0.21021897810218979,0.25255474452554744,0.4335766423357664,0.03941605839416058,63,90,0,385,4,41,17,41,42,2,0.09197080291970802,0.13138686131386862,0,0.5620437956204379,0.00583941605839416,0.059854014598540145,0.024817518248175182,0.059854014598540145,0.061313868613138686,0.00291970802919708
20605,484,6.184148890937483,1983,2018,29,0,4,0,0,0,2,1,0,1,1,2,1,0,1,0,9,1,1,4,1,17,2,6,4,7,13,10,4,16,14,74,27,42,56,156,7,0,0,0,16,65,135,261,7,0.03305785123966942,0.13429752066115702,0.27892561983471076,0.5392561983471075,0.014462809917355372,10,92,0,291,7,13,6,20,45,0,0.02066115702479339,0.19008264462809918,0,0.6012396694214877,0.014462809917355372,0.026859504132231406,0.012396694214876033,0.04132231404958678,0.09297520661157024,0
20606,402,5.998936561946683,1980,2018,30,1,0,0,0,0,0,0,0,0,0,9,1,2,1,2,4,3,3,2,2,12,6,10,13,19,20,7,9,32,26,42,27,35,45,61,3,2,1,2,22,94,136,144,6,0.05472636815920398,0.23383084577114427,0.3383084577114428,0.3582089552238806,0.014925373134328358,0,50,0,277,1,16,5,24,29,0,0,0.12437810945273632,0,0.6890547263681592,0.0024875621890547263,0.03980099502487562,0.012437810945273632,0.05970149253731343,0.07213930348258707,0
20607,470,6.154858094016418,1982,2018,30,0,0,2,0,0,3,0,0,0,1,11,2,0,1,2,2,4,3,1,2,18,4,10,3,10,31,5,9,39,27,76,40,48,72,38,3,0,1,2,23,87,191,161,8,0.04893617021276596,0.1851063829787234,0.40638297872340423,0.3425531914893617,0.01702127659574468,5,78,0,291,3,30,2,33,28,0,0.010638297872340425,0.16595744680851063,0,0.6191489361702127,0.006382978723404255,0.06382978723404255,0.00425531914893617,0.07021276595744681,0.059574468085106386,0
20608,1462,7.288244401020124,1983,2018,35,0,2,0,1,1,4,3,2,2,1,21,5,9,2,8,25,9,3,20,13,78,12,25,30,17,109,23,41,59,54,159,98,111,232,250,31,0,0,2,84,330,411,624,13,0.057455540355677154,0.22571819425444598,0.2811217510259918,0.426812585499316,0.008891928864569083,22,173,0,914,11,104,40,58,130,10,0.015047879616963064,0.11833105335157319,0,0.625170998632011,0.007523939808481532,0.07113543091655267,0.027359781121751026,0.03967168262653899,0.08891928864569083,0.006839945280437756
20609,267,5.5909869805108565,1984,2017,26,0,0,2,0,0,0,2,0,0,1,4,1,3,1,6,1,4,1,3,1,9,0,3,4,2,4,0,0,7,11,35,18,37,47,59,0,0,0,1,21,27,71,143,5,0.07865168539325842,0.10112359550561797,0.26591760299625467,0.5355805243445693,0.018726591760299626,0,20,0,193,3,10,1,23,17,0,0,0.0749063670411985,0,0.7228464419475655,0.011235955056179775,0.03745318352059925,0.003745318352059925,0.08614232209737828,0.06367041198501873,0
20610,354,5.872117789475416,1988,2018,23,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,2,2,0,0,1,4,2,3,2,2,7,5,7,12,7,28,31,35,71,114,11,0,0,0,10,26,85,231,2,0.02824858757062147,0.07344632768361582,0.2401129943502825,0.652542372881356,0.005649717514124294,6,42,0,227,0,30,4,12,31,2,0.01694915254237288,0.11864406779661017,0,0.6412429378531074,0,0.0847457627118644,0.011299435028248588,0.03389830508474576,0.08757062146892655,0.005649717514124294
20611,550,6.311734809152915,1983,2018,33,0,1,0,1,0,2,2,1,2,2,9,1,4,2,1,6,2,3,1,5,20,2,7,3,7,25,12,9,20,21,53,48,58,83,126,11,0,0,0,30,85,151,278,6,0.05454545454545454,0.15454545454545454,0.27454545454545454,0.5054545454545455,0.01090909090909091,5,64,0,335,3,44,11,29,56,3,0.00909090909090909,0.11636363636363636,0,0.6090909090909091,0.005454545454545455,0.08,0.02,0.05272727272727273,0.10181818181818182,0.005454545454545455
20612,458,6.129050210060545,1988,2018,27,0,0,0,0,0,2,0,0,1,0,8,2,1,2,0,9,1,3,3,1,16,1,7,3,3,17,3,8,44,25,32,18,66,53,121,8,0,0,0,24,57,127,248,2,0.05240174672489083,0.12445414847161572,0.27729257641921395,0.5414847161572053,0.004366812227074236,13,54,4,279,1,33,6,22,46,0,0.028384279475982533,0.11790393013100436,0.008733624454148471,0.6091703056768559,0.002183406113537118,0.07205240174672489,0.013100436681222707,0.048034934497816595,0.10043668122270742,0
20613,534,6.282266746896006,1980,2018,33,1,1,0,0,0,2,1,2,1,1,6,1,1,3,0,8,1,7,6,4,22,4,3,7,12,40,4,16,17,10,49,26,51,82,130,14,0,1,0,24,109,118,277,6,0.0449438202247191,0.20411985018726592,0.2209737827715356,0.5187265917602997,0.011235955056179775,3,79,0,317,1,63,4,14,52,1,0.0056179775280898875,0.14794007490636704,0,0.5936329588014981,0.0018726591760299626,0.11797752808988764,0.00749063670411985,0.026217228464419477,0.09737827715355805,0.0018726591760299626
20614,352,5.8664680569332965,1982,2018,24,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,2,1,2,1,0,8,1,1,1,1,17,3,7,4,12,28,27,40,55,125,8,0,1,0,10,35,78,228,1,0.028409090909090908,0.09943181818181818,0.2215909090909091,0.6477272727272727,0.002840909090909091,1,39,0,240,2,23,3,7,36,1,0.002840909090909091,0.11079545454545454,0,0.6818181818181818,0.005681818181818182,0.06534090909090909,0.008522727272727272,0.019886363636363636,0.10227272727272728,0.002840909090909091
20615,236,5.4680601411351315,1983,2018,26,0,1,1,0,0,0,0,0,1,2,1,1,1,0,0,0,1,2,3,0,7,2,3,3,1,13,2,11,15,17,35,16,20,28,45,4,0,0,0,7,36,94,97,2,0.029661016949152543,0.15254237288135594,0.3983050847457627,0.4110169491525424,0.00847457627118644,0,13,0,185,1,4,6,19,7,1,0,0.05508474576271186,0,0.7838983050847458,0.00423728813559322,0.01694915254237288,0.025423728813559324,0.08050847457627118,0.029661016949152543,0.00423728813559322
20616,291,5.676753802268282,1983,2018,27,0,3,0,0,0,4,0,0,2,2,1,0,2,1,3,0,0,1,2,1,1,1,3,1,4,23,2,7,10,15,45,30,47,53,26,1,0,0,0,11,39,107,127,7,0.037800687285223365,0.13402061855670103,0.36769759450171824,0.436426116838488,0.024054982817869417,9,31,0,195,0,12,0,23,21,0,0.030927835051546393,0.10652920962199312,0,0.6701030927835051,0,0.041237113402061855,0,0.07903780068728522,0.07216494845360824,0
