hhid,year,any_shock,n_shocks,total_loss_rs,cope_private_transfer,cope_sell_assets,cope_savings,cope_borrow,cope_gov_transfer,cope_remittance,cope_other_mech,primary_savings,primary_borrow,primary_sell_assets,primary_gov_transfer,primary_private_transfer,primary_remittance,primary_none,shock_type_economic_price,shock_type_natural_disaster,shock_type_other_shock,shock_type_agricultural,shock_type_illness,shock_type_death,shock_type_economic_job
775,2016,1,2,15750,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
776,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
777,2016,1,1,6000,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
777,2017,1,1,38250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
780,2017,1,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
782,2016,1,1,7000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
783,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
784,2016,1,1,25000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
784,2017,1,1,15000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
785,2016,1,1,25000,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
785,2018,1,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
786,2017,1,2,7000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
787,2016,1,2,22000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
788,2016,1,1,650000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
789,2016,1,4,36000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
789,2018,1,1,15000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
790,2016,1,1,100000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
790,2017,1,1,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
791,2016,1,1,9000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
791,2017,1,2,37000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
791,2018,1,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
793,2016,1,1,200000,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
793,2018,1,1,95000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
795,2016,1,1,300000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
796,2016,1,1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
796,2017,1,1,57155,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
796,2018,1,1,180000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
797,2016,1,1,300000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
798,2016,1,1,400000,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
798,2017,1,2,19000,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
799,2016,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
800,2018,1,1,800000,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
801,2016,1,2,13000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
801,2018,1,1,150000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
802,2016,1,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
802,2017,1,2,23725,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
803,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
805,2016,1,2,202000,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
808,2016,1,2,30000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
809,2016,1,1,15000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
810,2016,1,2,382500,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
810,2017,1,1,13700,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
811,2016,1,1,45000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
812,2016,1,1,20000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
813,2016,1,1,16000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
813,2017,1,1,100000,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
814,2016,1,4,26000,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0
814,2017,1,2,170000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
814,2018,1,1,7500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
815,2016,1,1,40000,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
817,2016,1,1,70000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
818,2016,1,2,12000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
819,2016,1,3,64800,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
820,2016,1,2,712000,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
821,2016,1,2,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
822,2016,1,7,24600,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
822,2017,1,1,25000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
823,2016,1,1,10000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
823,2017,1,2,41000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
823,2018,1,1,12100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
824,2016,1,3,625000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
825,2016,1,1,5000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
826,2016,1,4,23500,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
826,2018,1,1,5000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
827,2016,1,1,25000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
828,2016,1,1,3000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
828,2017,1,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
828,2018,1,1,100000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
829,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
830,2016,1,2,15000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
831,2016,1,2,1000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
832,2017,1,1,350000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
833,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
833,2017,1,1,9000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
834,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
835,2016,1,2,25000,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
836,2016,1,2,27000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
837,2016,1,1,25000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
838,2016,1,2,30000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
838,2017,1,1,85000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
838,2018,1,1,100000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
839,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
840,2016,1,2,8300,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
841,2016,1,2,13000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
842,2016,1,2,5000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
843,2016,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
844,2016,1,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
845,2016,1,1,5000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
846,2016,1,4,40000,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0
846,2017,1,2,38000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
847,2016,1,1,15000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
852,2016,1,2,105000,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
852,2017,1,1,92000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
852,2018,1,1,150000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
853,2016,1,1,25000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
854,2016,1,1,40000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
855,2016,1,1,7500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
856,2016,1,1,200000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
856,2017,1,1,100000,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
857,2016,1,1,12000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
858,2016,1,2,35000,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
859,2016,1,2,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
859,2017,1,2,16700,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
860,2016,1,1,20000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
861,2016,1,1,450000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
862,2016,1,1,100000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
862,2017,1,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
862,2018,1,1,14000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
863,2017,1,1,3000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
864,2016,1,2,3000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
865,2016,1,2,9000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
866,2016,1,1,500000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
867,2016,1,1,25000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
867,2017,1,1,5000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
868,2016,1,2,100000,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
869,2016,1,5,135000,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0
870,2016,1,3,80410,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
870,2017,1,1,70000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
871,2016,1,6,204000,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0
871,2018,1,1,300000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
872,2016,1,1,32000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
873,2016,1,1,25000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
873,2017,1,2,9700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
875,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
875,2017,1,1,80500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
876,2016,1,1,100000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
876,2017,1,1,10900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
876,2018,1,2,10000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
877,2016,1,1,20000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
877,2018,1,2,90000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
878,2018,1,1,24000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
879,2016,1,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
879,2017,1,1,60000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
880,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
881,2016,1,2,1203500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
881,2017,1,2,11800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
881,2018,1,1,150000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
882,2016,1,4,174000,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0
882,2018,1,1,30000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
883,2016,1,1,25000,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
884,2016,1,1,300000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
884,2017,1,1,12000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
886,2017,1,1,30000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
888,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
888,2018,1,1,65000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
890,2016,1,1,300000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
890,2017,1,1,44400,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
892,2016,1,1,300000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
893,2017,1,2,9000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
894,2016,1,1,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
895,2016,1,2,105000,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0
896,2017,1,3,8050,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
897,2016,1,1,300000,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
897,2018,1,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
898,2016,1,1,25000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
898,2017,1,1,100000,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
899,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
901,2016,1,3,9500,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
901,2018,1,1,40000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
902,2016,1,2,14600,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
902,2017,1,1,25200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
903,2016,1,1,325000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
904,2016,1,3,27000,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0
906,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
908,2016,1,1,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
908,2017,1,2,12000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
908,2018,1,1,15000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
909,2016,1,1,300000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
910,2016,1,2,17000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
911,2016,1,1,25000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
913,2016,1,1,19300,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
914,2016,1,1,65000,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
914,2018,1,1,25000,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
915,2016,1,1,5000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
916,2016,1,1,150000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
916,2018,1,1,450000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
917,2016,1,1,150000,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
917,2017,1,1,35000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
918,2016,1,1,250000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
918,2017,1,1,8000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
919,2016,1,1,22000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
920,2016,1,2,50500,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
920,2017,1,2,63000,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
921,2016,1,1,20000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
922,2016,1,2,825000,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
922,2018,1,1,40000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
923,2016,1,1,15000,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
923,2017,1,2,56050,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
924,2016,1,2,50000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
925,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
925,2018,1,1,25000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
926,2016,1,1,200000,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
926,2017,1,1,350000,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
927,2017,1,1,155000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
928,2017,1,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
929,2016,1,1,100000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
930,2016,1,1,20000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
931,2016,1,1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
932,2016,1,2,47000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
932,2018,1,1,250000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
933,2016,1,1,30000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
933,2018,1,1,51000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
934,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
935,2016,1,4,242000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
935,2017,1,2,50950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
937,2016,1,1,400000,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
938,2016,1,2,202000,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
938,2017,1,1,15000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
939,2016,1,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
939,2017,1,1,1400,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
940,2016,1,1,60000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
941,2016,1,1,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
941,2018,1,1,50000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
942,2016,1,2,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
942,2017,1,3,237000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
942,2018,1,1,120000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
943,2016,1,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
943,2017,1,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
943,2018,1,3,97300,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0
944,2016,1,4,323650,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0
944,2018,1,2,39850,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
945,2016,1,2,12000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
946,2016,1,2,65000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
946,2017,1,1,21750,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
947,2016,1,3,103000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
947,2017,1,1,50000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
949,2017,1,1,400000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
949,2018,1,1,1100000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
950,2016,1,2,3000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
951,2016,1,1,600000,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
951,2018,1,1,50000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
952,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
953,2017,1,1,32200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
954,2016,1,6,38800,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0
954,2017,1,1,42800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
956,2016,1,1,110000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
958,2016,1,1,50000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
959,2016,1,3,24500,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
960,2016,1,1,100000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
960,2017,1,1,64000,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
962,2016,1,2,18000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
963,2016,1,1,200000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
963,2018,1,1,60000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
964,2016,1,1,20000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
965,2016,1,1,30000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
966,2016,1,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
966,2017,1,3,96500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
968,2016,1,1,15000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
969,2016,1,1,50000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
970,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
971,2016,1,2,4000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
972,2016,1,4,50000,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0
973,2017,1,2,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
973,2018,1,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
974,2017,1,2,110500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
