dname,year,native_pop,inmig_count,outmig_count,net_internal_mig_count,mig_in_internal_share,mig_out_internal_share,net_internal_mig_share,mig_out_economic_share,mig_out_noneconomic_share,mig_in_economic_share,mig_in_noneconomic_share,mig_in_temp_share,mig_out_temp_share,net_temp_mig_share,mig_out_temp_economic_share,mig_out_temp_noneconomic_share,mig_in_temp_economic_share,mig_in_temp_noneconomic_share
Dailekh,2021,26967.854698896408,793.4231886863708,10147.341442972422,-9353.91825428605,0.029421071773975394,0.3762754418647797,-0.34685437009080433,0.10563637792606388,0.22395260992306495,0.005177773911224129,0.022873969762372586,0.03160137607536931,0.36247713331705095,-0.33087575724168167,0.09633872654731095,0.22167189125264591,0.005639889569739107,0.02454491078142005
Dang,2011,57989,8759,6454,2305,0.1510458880132439,0.11129697011502182,0.039748917898222075,NA,NA,NA,NA,0.04423575736741773,0.028641520047501486,0.015594237319916247,0.007343979499359355,0.018375574236694895,0.011000343760742524,0.02746960842526329
Dang,2021,58514.5170622468,14185.276137471199,7265.470115572214,6919.806021898985,0.24242319427128026,0.12416525813317957,0.11825793613810069,0.04249536625981556,0.07165423315309437,0.06490396841598658,0.13796140152593317,0.25588386665267465,0.1283159664217507,0.12756790023092393,0.0425049466660732,0.07628712870648252,0.06884817078254575,0.14693680020266978
Darchula,2011,16035,445,3461,-3016,0.027751792952915497,0.21584034923604614,-0.18808855628313065,NA,NA,NA,NA,0.008682891035832212,0.0550935550935551,-0.04641066405772288,0.013574660633484163,0.035404182463005994,0.002201296318943378,0.0054420936773877954
Darchula,2021,13886.848682135344,616.0491498112679,4048.7492075562477,-3432.70005774498,0.04436205534548531,0.2915527705551179,-0.24719071520963262,0.08855053153697931,0.18055057767451593,0.010295494164821953,0.03343464469141258,0.04874768837741008,0.2837301884012892,-0.23498250002387916,0.07860474036060633,0.18375660672562302,0.011289010788009443,0.03675505245509002
Dhading,2011,39801,1987,12437,-10450,0.0499233687595789,0.31247958594005176,-0.26255621718047284,NA,NA,NA,NA,0.016281104199066875,0.08198872472783826,-0.06570762052877138,0.02145703732503888,0.05202663297045101,0.006099339035769829,0.007314346811819595
Dhading,2021,32849.83019191027,2762.633259534836,14833.480991840363,-12070.847732305527,0.08409885967127992,0.4515542669530546,-0.3674554072817747,0.14166797463549982,0.27154036231824613,0.014313802800209363,0.06714892856434715,0.0995212809273187,0.43379706757101716,-0.33427578664369845,0.12777602010212868,0.27332567372325806,0.016151983276322245,0.08007397811916393
Dhankuta,2011,35764,7255,7270,-15,0.20285762218991163,0.20327703836259925,-4.1941617268761885e-4,NA,NA,NA,NA,0.07396405391912132,0.04118821767348976,0.03277583624563155,0.010459311033449825,0.027209186220668997,0.017948077883175238,0.04740389415876186
Dhankuta,2021,14112.755639016628,2276.897870838642,9010.448262184858,-6733.550391346216,0.161336164890707,0.6384612964794949,-0.47712513158878783,0.19578417888495034,0.3779398710376284,0.030562373988698134,0.12506155066891264,0.1995796645520896,0.6477105603612549,-0.4481308958091652,0.20669242706862728,0.38190115025152677,0.03792949972541338,0.15421666012453186
Dhanusa,2011,87578,3645,9223,-5578,0.0416200415629496,0.10531183630592157,-0.06369179474297199,NA,NA,NA,NA,0.00935446463084654,0.027963995803191782,-0.018609531172345244,0.005444806449831576,0.01817880611850461,0.0011044232149759789,0.00569882378927605
Dhanusa,2021,82385.52858877182,9124.726249814034,10441.714515298605,-1316.9882654845715,0.11075642052817546,0.12674209529465455,-0.01598567476647909,0.01675254867324143,0.10419967237434788,0.012940629028592821,0.09479297218823261,0.12598647001107838,0.13476087088331815,-0.008774400872239758,0.017094480749170606,0.11281897708541187,0.014817890308085054,0.10770723003237169
Dolakha,2011,40866,1815,7115,-5300,0.04441344883277052,0.17410561346840894,-0.12969216463563843,NA,NA,NA,NA,0.017777142312458298,0.04465732532647031,-0.02688018301401201,0.012296253931941665,0.02721380230673911,0.005623868077399676,0.00845963206558002
Dolakha,2021,17689.959066033363,1510.1942709684372,9325.617410063744,-7815.423139095306,0.08537013937291543,0.5271700954904943,-0.4417999561175789,0.18663533006099203,0.28800835334001496,0.031042062951135218,0.05297370323599256,0.10970080277322453,0.46360251433667143,-0.3539017115634469,0.15973994520715973,0.2670655921201612,0.03692121384688534,0.07099574734867148
Dolpa,2011,34779,1329,380,949,0.038212714569136545,0.010926133586359585,0.027286580982776962,NA,NA,NA,NA,0.015748917261938243,0.00295292198661342,0.012795995275324821,8.155689296360875e-4,0.0019123685246639293,0.007874458630969122,0.005259013442825805
Dolpa,2021,4556.52817261219,145.07478633522987,404.87836776673794,-259.80358143150806,0.031838887161332013,0.08885676822988393,-0.05701788106855192,0.018622313247253185,0.06587968418813794,0.01257850715110147,0.016154750585790155,0.03187037023662834,0.0808092823908822,-0.04893891215425386,0.019151232843046945,0.05727731083602293,0.011715318738623135,0.017259814788564386
Doti,2011,43586,2762,6767,-4005,0.06336897168815675,0.15525627495067224,-0.09188730326251549,NA,NA,NA,NA,0.028775541898697667,0.0328134359816298,-0.004037894082932133,0.007920484547289951,0.020633195039158697,0.011204046768575423,0.013555787278415016
Doti,2021,21134.149196743965,1094.6609764695168,8718.936673521996,-7624.275697052479,0.05179583839779866,0.4125520546086274,-0.36075621621082876,0.10881213996029399,0.26413317615751547,0.010781776296635154,0.0395957661496331,0.05961125781628212,0.4223680111149109,-0.3627567532986288,0.10978850151194441,0.273382856524397,0.012872455901256007,0.045126487876456615
Gorkha,2011,57873,4008,11586,-7578,0.06925509304857187,0.20019698304909025,-0.13094189000051837,NA,NA,NA,NA,0.027128374454528863,0.05629759909738008,-0.029169224642851217,0.014219582206441123,0.03738240223000216,0.00826295442101246,0.01343974514261063
Gorkha,2021,24922.207026302814,2172.2727630138397,14231.241528376937,-12058.968765363097,0.08716213458628404,0.571026535224482,-0.48386440063819797,0.17825718848352573,0.3410477591309547,0.016580956718329935,0.06551438526553859,0.11002884391165722,0.5511733286057109,-0.44114448469405365,0.15984244194655714,0.3440106955152986,0.021348848263675398,0.0822915438046617
Gulmi,2011,32431,1860,13564,-11704,0.0573525330702106,0.41824180567975083,-0.36088927260954023,NA,NA,NA,NA,0.014342206220858172,0.1034350469220327,-0.08909284070117453,0.019240984477365282,0.07578350941391725,0.0025969426901965415,0.009650002951071239
Gulmi,2021,24589.97125661373,2212.3132190704346,15907.563945680857,-13695.250726610422,0.08996810919310895,0.6469126693835541,-0.5569445601904451,0.17225752242708572,0.3943146239223359,0.012553623127869193,0.07483107777301631,0.11230045937272355,0.6403749448227355,-0.5280744854500119,0.16124862822534522,0.40223548061214104,0.01580178134809956,0.09261777693819981
Humla,2011,48271,1628,542,1086,0.033726253858424315,0.011228273704708832,0.022497980153715482,NA,NA,NA,NA,0.01159631837164984,0.0037100109475732878,0.007886307424076552,6.08198515995621e-4,0.002635526902647691,0.004885861411831488,0.004723675140899323
