lgcode,n_firms,emp_total,rev_total,cap_total,n_firms_size_2_9_workers,n_firms_size_1_worker,n_firms_size_10_50_workers,n_firms_size_51plus_workers,n_firms_manufacturing,n_firms_education,n_firms_other_services,n_firms_transport,n_firms_trade_retail,n_firms_health,n_firms_hospitality,n_firms_construction,n_firms_water_waste,n_firms_agriculture,n_firms_arts,n_firms_energy,n_firms_finance,n_firms_prof_tech,n_firms_admin_sup,n_firms_info_comm,n_firms_mining,n_firms_real_estate,n_firms_surviving_trd_tradable_goods,n_firms_surviving_trd_non_tradable_services,n_firms_surviving_trd_tradable_services,n_firms_surviving_trd_non_tradable_utilities,n_firms_surviving_agor_not_ag,n_firms_surviving_agor_agro_processing,n_firms_surviving_agor_agro_downstream_manuf,n_firms_surviving_agor_crop_livestock_primary,n_firms_surviving_agor_forestry_primary,n_firms_surviving_agor_fishery_primary,n_firms_surviving_mtier_medium_low_tech,n_firms_surviving_mtier_low_tech,n_firms_surviving_mtier_high_tech,n_firms_surviving_mtier_medium_high_tech,n_firms_surviving_modern_industrial_sector,n_firms_surviving_modern_other,n_firms_surviving_modern_public_sector,n_firms_surviving_modern_traditional_commerce,n_firms_surviving_modern_traditional_agriculture,n_firms_surviving_modern_modern_services,n_firms_surviving_modern_traditional_services,n_firms_surviving_modern_modern_manuf,median_firm_age_years_wmean,n_firms_finance_prof_info,n_firms_social_services,n_firms_utilities_mining,share_agriculture,share_manufacturing,share_construction,share_trade_retail,share_transport,share_hospitality,share_finance_prof_info,share_social_services,share_other_services,share_utilities_mining,share_size_1_worker,share_size_2_9_workers,share_size_10_50_workers,share_size_51plus_workers,industry_hhi,industry_diversity,n_industries_present,mean_emp_per_firm,log_n_firms,log_emp_total,log_rev_total,log_cap_total,DIST
10204,111,242,63153336,56122268,86,23,2,0,12,4,6,0,65,4,13,1,0,5,0,0,1,0,0,0,0,0,17,93,1,0,96,8,2,4,1,0,1,11,0,0,13,6,8,78,5,1,0,0,2.96396396396396,1,8,0,0.0450450450450451,0.108108108108108,0.00900900900900901,0.585585585585586,0,0.117117117117117,0.00900900900900901,0.0720720720720721,0.0540540540540541,0,0.207207207207207,0.774774774774775,0.018018018018018,0,0.378621865108352,0.621378134891648,8,2.18018018018018,4.71849887129509,5.49306144334055,17.9610762478033,17.8430432436,102
10205,133,275,1867661568,1081664364,99,32,2,0,17,4,3,0,93,2,11,1,0,0,0,0,1,1,0,0,0,0,17,114,2,0,120,6,7,0,0,0,0,17,0,0,18,1,6,104,0,2,2,0,2.99248120300752,2,6,0,0,0.12781954887218,0.0075187969924812,0.699248120300752,0,0.0827067669172932,0.0150375939849624,0.0451127819548872,0.0225563909774436,0,0.240601503759399,0.744360902255639,0.0150375939849624,0,0.514952795522641,0.485047204477359,7,2.06766917293233,4.89783979995091,5.62040086571715,21.3479529874271,20.801766770543,102
10206,1198,3530,35384296140,111172055536,809,353,33,3,140,22,62,1,638,15,237,5,2,29,2,1,18,10,9,5,2,0,171,990,34,3,1067,54,48,26,2,1,7,132,0,1,146,34,37,875,28,33,45,0,3.06510851419032,33,37,5,0.0242070116861436,0.11686143572621,0.00417362270450751,0.532554257095159,0.000834724540901503,0.197829716193656,0.0275459098497496,0.0308848080133556,0.0517529215358932,0.00417362270450751,0.29465776293823,0.675292153589315,0.0275459098497496,0.00250417362270451,0.341419756355194,0.658580243644806,10,2.9465776293823,7.08924315502751,8.16933639592839,24.2895339468251,25.4343448880543,102
10207,338,679,1882493772,2278810843,204,127,7,0,49,6,13,0,217,13,24,1,0,10,0,1,3,1,0,0,0,0,59,274,4,1,284,36,8,9,1,0,1,48,0,0,51,12,19,241,10,4,1,0,2.91420118343195,4,19,1,0.029585798816568,0.144970414201183,0.0029585798816568,0.642011834319527,0,0.0710059171597633,0.0118343195266272,0.0562130177514793,0.0384615384615385,0.0029585798816568,0.375739644970414,0.603550295857988,0.0207100591715976,0,0.443909526977347,0.556090473022653,9,2.00887573964497,5.82600010738045,6.52209279817015,21.3558632097975,21.5469195842041,102
10208,606,1180,372354252,321118875,335,267,4,0,68,12,35,0,368,16,68,1,0,21,2,1,11,3,0,0,0,0,89,502,14,1,537,25,23,19,2,0,5,62,0,1,70,27,28,436,21,14,10,0,3.2970297029703,14,28,1,0.0346534653465347,0.112211221122112,0.00165016501650165,0.607260726072607,0,0.112211221122112,0.0231023102310231,0.0462046204620462,0.0577557755775578,0.00165016501650165,0.440594059405941,0.552805280528053,0.0066006600660066,0,0.401158927773966,0.598841072226034,9,1.94719471947195,6.4085287910595,7.07411681619736,19.7353562521048,19.587321942757,102
10209,274,701,1123079568,242708080,156,106,12,0,18,12,19,1,159,31,20,1,0,9,1,0,3,0,0,0,0,0,27,243,4,0,253,7,5,8,1,0,1,17,0,0,19,19,43,179,9,3,2,0,2.77007299270073,3,43,0,0.0328467153284672,0.0656934306569343,0.00364963503649635,0.58029197080292,0.00364963503649635,0.072992700729927,0.0109489051094891,0.156934306569343,0.0693430656934307,0,0.386861313868613,0.569343065693431,0.0437956204379562,0,0.377044594810592,0.622955405189408,9,2.55839416058394,5.61677109766657,6.55393340402581,20.8393403641553,19.307369966393,102
10210,309,953,136030476,180146089,195,99,14,1,48,7,14,0,173,1,30,1,2,19,1,1,10,1,0,1,0,0,67,227,12,3,255,21,14,15,4,0,1,47,0,0,50,11,8,203,19,12,6,0,3.09385113268608,12,8,3,0.0614886731391586,0.155339805825243,0.00323624595469256,0.559870550161812,0,0.0970873786407767,0.0388349514563107,0.0258899676375405,0.0453074433656958,0.00970873786407767,0.320388349514563,0.631067961165049,0.0453074433656958,0.00323624595469256,0.355128245410082,0.644871754589918,9,3.08414239482201,5.73657229747919,6.86066367144829,18.7283895141829,19.0092786907874,102
10301,370,1027,786061200,1927980000,285,80,5,0,14,3,5,1,82,2,255,0,0,1,4,0,1,1,0,1,0,0,15,351,4,0,355,4,10,1,0,0,0,14,0,0,14,7,5,337,1,3,3,0,3.65405405405405,3,5,0,0.0027027027027027,0.0378378378378378,0,0.221621621621622,0.0027027027027027,0.689189189189189,0.00810810810810811,0.0135135135135135,0.0135135135135135,0,0.216216216216216,0.77027027027027,0.0135135135135135,0,0.525975164353543,0.474024835646457,8,2.77567567567568,5.91620206260744,6.93537044601511,20.4825452112299,21.3797386601557,103
10302,245,936,305246448,264388201,164,66,13,2,26,7,28,1,130,2,42,0,0,4,3,0,2,0,0,0,0,0,30,212,3,0,222,9,10,2,2,0,5,21,0,0,26,31,9,172,4,2,1,0,3.62857142857143,2,9,0,0.0163265306122449,0.106122448979592,0,0.530612244897959,0.00408163265306122,0.171428571428571,0.00816326530612245,0.036734693877551,0.114285714285714,0,0.269387755102041,0.669387755102041,0.0530612244897959,0.00816326530612245,0.336959600166597,0.663040399833403,8,3.82040816326531,5.50533153593236,6.84268328223842,19.5366300377998,19.3929290431611,103
10303,155,397,48844152,47953500,97,51,7,0,13,4,7,0,78,3,45,0,0,2,0,0,1,2,0,0,0,0,15,137,3,0,141,1,11,0,2,0,1,12,0,0,13,4,7,123,2,3,3,0,3.43225806451613,3,7,0,0.0129032258064516,0.0838709677419355,0,0.503225806451613,0,0.290322580645161,0.0193548387096774,0.0451612903225806,0.0451612903225806,0,0.329032258064516,0.625806451612903,0.0451612903225806,0,0.349177939646202,0.650822060353798,7,2.56129032258065,5.04985600724954,5.98645200528444,17.7041452363517,17.6857423701841,103
10304,162,424,158388000,317120000,150,11,1,0,7,1,10,0,76,12,45,0,0,4,1,4,2,0,0,0,0,0,11,145,2,4,153,1,4,4,0,0,1,6,0,0,11,11,13,121,4,2,0,0,3.17901234567901,2,13,4,0.0246913580246914,0.0432098765432099,0,0.469135802469136,0,0.277777777777778,0.0123456790123457,0.0802469135802469,0.0617283950617284,0.0246913580246914,0.0679012345679012,0.925925925925926,0.00617283950617284,0,0.310737692424935,0.689262307575065,8,2.61728395061728,5.09375020080676,6.05208916892442,18.8805582832127,19.5747908122593,103
10305,269,2195,342996936,1372732438,174,61,27,7,12,9,30,0,131,3,67,0,0,5,1,1,6,0,3,1,0,0,17,244,7,1,256,2,6,3,2,0,1,11,0,0,13,29,12,198,5,7,5,0,3.31970260223048,7,12,1,0.0185873605947955,0.0446096654275093,0,0.486988847583643,0,0.24907063197026,0.0260223048327138,0.0446096654275093,0.111524163568773,0.00371747211895911,0.226765799256506,0.646840148698885,0.100371747211896,0.0260223048327138,0.316648470861376,0.683351529138624,8,8.15985130111524,5.59842195899838,7.69439280262942,19.6532320750612,21.0400690714718,103
10306,172,989,70482012,192113500,130,21,18,3,22,5,13,0,84,3,27,0,0,8,0,1,9,0,0,0,0,0,30,132,9,1,144,13,7,7,1,0,1,21,0,0,23,13,8,111,8,9,0,0,3.1453488372093,9,8,1,0.0465116279069768,0.127906976744186,0,0.488372093023256,0,0.156976744186047,0.0523255813953488,0.0465116279069768,0.0755813953488372,0.00581395348837209,0.122093023255814,0.755813953488372,0.104651162790698,0.0174418604651163,0.292320173066522,0.707679826933478,8,5.75,5.15329159449778,6.89770494312864,18.0708681004783,19.0735969063728,103
10307,620,1567,427944240,1081977690,438,166,16,0,65,10,20,2,242,4,249,2,0,12,3,0,6,1,3,1,0,0,77,533,10,0,565,10,33,8,0,4,9,55,0,1,67,22,14,491,8,8,10,0,3.33064516129032,8,14,0,0.0193548387096774,0.104838709677419,0.0032258064516129,0.390322580645161,0.0032258064516129,0.401612903225806,0.0129032258064516,0.0225806451612903,0.032258064516129,0,0.267741935483871,0.706451612903226,0.0258064516129032,0,0.326748178980229,0.673251821019771,9,2.52741935483871,6.43133108193348,7.35755620091035,19.8745034670218,20.8020563988587,103
10308,91,1163,51377892,57759648,30,39,15,7,3,1,9,0,28,10,36,0,0,2,0,0,2,0,0,0,0,0,5,84,2,0,86,2,1,1,1,0,0,3,0,0,3,9,11,64,2,2,0,0,3.2967032967033,2,11,0,0.021978021978022,0.032967032967033,0,0.307692307692308,0,0.395604395604396,0.021978021978022,0.120879120879121,0.0989010989010989,0,0.428571428571429,0.32967032967033,0.164835164835165,0.0769230769230769,0.277623475425673,0.722376524574327,7,12.7802197802198,4.52178857704904,7.05961762829138,17.7547185406308,17.8718009756606,103
10401,154,694,5807014512,91040361,132,15,5,2,13,11,3,0,104,3,12,0,0,7,0,0,1,0,0,0,0,0,20,133,1,0,136,9,2,6,1,0,1,12,0,0,13,1,14,116,7,1,2,0,2.94805194805195,1,14,0,0.0454545454545455,0.0844155844155844,0,0.675324675324675,0,0.0779220779220779,0.00649350649350649,0.0909090909090909,0.0194805194805195,0,0.0974025974025974,0.857142857142857,0.0324675324675325,0.012987012987013,0.480013493000506,0.519986506999494,7,4.50649350649351,5.04342511691925,6.54391184556479,22.4823324225583,18.3268135046086,104
10402,879,2795,1512264132,1007824000,575,267,34,3,71,19,44,6,488,13,145,5,1,23,2,1,34,21,2,4,0,0,94,718,65,2,807,18,31,21,2,0,6,65,0,0,77,37,32,633,23,59,18,0,3.12969283276451,59,32,2,0.0261660978384528,0.080773606370876,0.00568828213879408,0.555176336746303,0.0068259385665529,0.164960182025028,0.0671217292377702,0.0364050056882821,0.0500568828213879,0.00227531285551763,0.303754266211604,0.65415244596132,0.0386803185437998,0.00341296928327645,0.351062136231445,0.648937863768555,10,3.17974971558589,6.77992190747225,7.9359451033537,21.1368737905846,20.7310593891683,104
10403,347,1476,210428340,146507835,173,145,26,3,47,8,16,0,171,6,66,0,2,15,3,2,9,0,1,1,0,0,62,271,10,4,293,21,18,14,1,0,2,45,0,0,49,17,14,237,15,10,5,0,3.02305475504323,10,14,4,0.0432276657060519,0.135446685878963,0,0.492795389048991,0,0.190201729106628,0.0288184438040346,0.0403458213256484,0.0461095100864553,0.0115273775216138,0.417867435158501,0.498559077809798,0.0749279538904899,0.00864553314121038,0.303955684375753,0.696044315624247,8,4.2536023054755,5.85220247977447,7.29776828253138,19.1646557303269,18.8025894730456,104
10404,280,1306,79385028,112227805,196,66,13,5,14,3,23,2,167,3,52,1,0,6,0,1,1,2,3,2,0,0,20,252,7,1,264,6,4,2,4,0,1,13,0,0,16,25,6,219,6,5,3,0,2.59285714285714,5,6,1,0.0214285714285714,0.05,0.00357142857142857,0.596428571428571,0.00714285714285714,0.185714285714286,0.0178571428571429,0.0214285714285714,0.0821428571428571,0.00357142857142857,0.235714285714286,0.7,0.0464285714285714,0.0178571428571429,0.40077806122449,0.59922193877551,10,4.66428571428572,5.63835466933375,7.17548971362422,18.189820356802,18.5360413456612,104
10405,214,579,66290520,79206000,176,28,10,0,25,2,7,0,141,4,13,0,2,4,1,3,6,0,6,0,0,0,29,174,6,5,187,17,6,4,0,0,0,25,0,0,28,15,6,154,4,6,1,0,2.85046728971963,6,6,5,0.0186915887850467,0.116822429906542,0,0.658878504672897,0,0.0607476635514019,0.0280373831775701,0.0280373831775701,0.0327102803738318,0.0233644859813084,0.130841121495327,0.822429906542056,0.0467289719626168,0,0.454996069525723,0.545003930474277,8,2.70560747663551,5.37063802812766,6.36302810354047,18.0095574735923,18.1875626241163,104
10406,168,369,206216808,154858850,93,70,5,0,10,8,0,0,110,8,28,0,0,1,0,0,2,0,1,0,0,0,11,155,2,0,159,1,7,0,1,0,0,10,0,0,10,1,16,138,1,2,0,0,3.17261904761905,2,16,0,0.00595238095238095,0.0595238095238095,0,0.654761904761905,0,0.166666666666667,0.0119047619047619,0.0952380952380952,0,0,0.416666666666667,0.553571428571429,0.0297619047619048,0,0.469281462585034,0.530718537414966,6,2.19642857142857,5.12989871492307,5.91350300563827,19.1444386441685,18.8580246212905,104
10407,261,660,119924436,218474390,148,106,6,1,25,4,13,0,176,6,22,0,0,13,0,0,1,0,1,0,0,0,38,222,1,0,225,13,10,10,3,0,0,25,0,0,25,13,10,198,13,1,1,0,2.91570881226054,1,10,0,0.0498084291187739,0.0957854406130268,0,0.674329501915709,0,0.0842911877394636,0.00383141762452107,0.0383141762452107,0.0498084291187739,0,0.406130268199234,0.567049808429119,0.0229885057471264,0.00383141762452107,0.477444547202772,0.522555452797229,7,2.52873563218391,5.5683445037611,6.49375383985169,18.6023724107406,19.2021793619697,104
10408,319,804,122921484,221156885,203,108,8,0,29,12,18,0,196,8,35,0,0,8,1,0,8,0,4,0,0,0,37,274,8,0,291,8,12,7,1,0,4,25,0,0,29,17,20,231,8,8,6,0,3.10971786833856,8,20,0,0.0250783699059561,0.0909090909090909,0,0.614420062695925,0,0.109717868338558,0.0250783699059561,0.0626959247648903,0.0564263322884013,0,0.338557993730408,0.636363636363636,0.0250783699059561,0,0.406187046117864,0.593812953882136,7,2.52037617554859,5.76832099579377,6.69084227741856,18.6270563761819,19.214382899031,104
10501,103,269,226407120,542758042,72,27,4,0,17,5,3,0,43,1,11,0,0,12,0,5,4,0,2,0,0,0,29,65,4,5,77,12,2,9,3,0,0,17,0,0,22,3,6,54,12,4,2,0,3.05825242718447,4,6,5,0.116504854368932,0.16504854368932,0,0.41747572815534,0,0.106796116504854,0.0388349514563107,0.058252427184466,0.029126213592233,0.0485436893203884,0.262135922330097,0.699029126213592,0.0388349514563107,0,0.234612121783391,0.765387878216609,8,2.61165048543689,4.64439089914137,5.59842195899838,19.2378453569789,20.1121741855903,105
10502,172,449,87957528,150342553,101,62,9,0,21,10,6,0,101,3,16,0,0,8,0,2,4,0,1,0,0,0,29,137,4,2,147,14,3,4,4,0,0,21,0,0,23,6,13,117,8,4,1,0,3.26162790697674,4,13,2,0.0465116279069768,0.122093023255814,0,0.587209302325582,0,0.0930232558139535,0.0232558139534884,0.0755813953488372,0.0348837209302326,0.0116279069767442,0.36046511627907,0.587209302325582,0.0523255813953488,0,0.378143591130341,0.621856408869659,8,2.61046511627907,5.15329159449778,6.10924758276437,18.2923646309416,18.8284269417295,105
10503,126,287,132365772,77084016,49,72,5,0,14,8,6,0,56,2,8,1,0,22,0,1,2,1,5,0,0,0,36,86,3,1,90,12,2,10,11,1,0,14,0,0,16,11,10,64,21,3,1,0,3.68253968253968,3,10,1,0.174603174603175,0.111111111111111,0.00793650793650794,0.444444444444444,0,0.0634920634920635,0.0238095238095238,0.0793650793650794,0.0476190476190476,0.00793650793650794,0.571428571428571,0.388888888888889,0.0396825396825397,0,0.253653313177123,0.746346686822877,9,2.27777777777778,4.84418708645859,5.66296048013595,18.7010796559626,18.1604065148386,105
10504,413,802,269745972,294550171,239,169,5,0,36,8,11,0,202,5,106,0,0,33,2,0,7,1,2,0,0,0,69,336,8,0,350,24,6,23,10,0,0,36,0,0,36,9,13,308,33,8,6,0,3.30750605326877,8,13,0,0.0799031476997579,0.0871670702179177,0,0.48910411622276,0,0.256658595641647,0.0193704600484262,0.0314769975786925,0.026634382566586,0,0.409200968523002,0.578692493946731,0.0121065375302663,0,0.321154488799254,0.678845511200746,7,1.94188861985472,6.02586597382531,6.68835471394676,19.4129912333535,19.5009599098734,105
10505,851,1869,872953440,1335430546,442,387,21,1,115,19,24,2,435,11,152,3,0,46,3,2,12,5,20,2,0,0,161,667,21,2,713,61,31,35,11,0,2,113,0,0,120,40,30,587,46,19,9,0,3.26321974148061,19,30,2,0.0540540540540541,0.135135135135135,0.00352526439482961,0.511163337250294,0.00235017626321974,0.1786133960047,0.0223266745005875,0.0352526439482961,0.0282021151586369,0.00235017626321974,0.45475910693302,0.519388954171563,0.0246768507638073,0.00117508813160987,0.316934110833871,0.683065889166129,10,2.19623971797885,6.74758652682932,7.53369370984863,20.5873927801938,21.0125195839205,105
10506,124,257,57636144,46607303,43,79,2,0,30,3,5,0,59,0,5,0,0,19,0,1,1,0,1,0,0,0,49,73,1,1,76,27,2,14,5,0,0,30,0,0,31,3,3,64,19,1,3,0,3.4758064516129,1,3,1,0.153225806451613,0.241935483870968,0,0.475806451612903,0,0.0403225806451613,0.00806451612903226,0.0241935483870968,0.0403225806451613,0.00806451612903226,0.637096774193548,0.346774193548387,0.0161290322580645,0,0.312369927159209,0.687630072840791,8,2.07258064516129,4.8283137373023,5.55295958492162,17.8696604462205,17.6572678250112,105
10507,264,538,119349204,105719406,144,113,7,0,32,10,9,0,135,4,20,0,0,50,0,0,2,0,2,0,0,0,82,180,2,0,184,25,5,32,18,0,0,32,0,0,32,9,14,155,50,2,2,0,3.44318181818182,2,14,0,0.189393939393939,0.121212121212121,0,0.511363636363636,0,0.0757575757575758,0.00757575757575758,0.053030303030303,0.0340909090909091,0,0.428030303030303,0.545454545454545,0.0265151515151515,0,0.32182621671258,0.67817378328742,7,2.03787878787879,5.57972982598622,6.289715570909,18.5975642496461,18.4762990385284,105
10508,249,463,137531220,117780818,111,133,5,0,45,9,14,0,93,7,36,0,0,34,0,0,8,1,2,0,0,0,79,161,9,0,176,27,12,20,14,0,1,44,0,0,45,12,16,129,34,9,4,0,3.06827309236948,9,16,0,0.136546184738956,0.180722891566265,0,0.373493975903614,0,0.144578313253012,0.036144578313253,0.0642570281124498,0.0562248995983936,0,0.534136546184739,0.445783132530121,0.0200803212851406,0,0.220302898340349,0.779697101659651,7,1.85943775100402,5.52146091786225,6.13988455222626,18.7393615111145,18.5843359890989,105
