outcome_group,dataset,outcome,spec,threshold,beta,stars,se,pval,mean_y,sd_y,n,n_muni,interpret,err
Other,census,mig_in_reason_study,S0_baseline,25,-0.00142011084570325,*,0.000758781485489183,0.0618821354635409,0.00739147407316319,0.016978373104747,1425,475,-0.14pp (-19% of mean),
Other,census,mig_in_reason_study,S_levels,25,-0.00142825156082605,***,0.000342059421876359,0.0000353989439964983,0.00739147407316319,0.016978373104747,1425,475,-0.14pp (-19% of mean),""
Other,census,mig_in_return,S0_baseline,25,-0.00281663072913717,***,0.000565822895991172,0.00000090116591481481,0.0151271385045344,0.0161549531103594,475,475,-0.28pp (-19% of mean),1-year outcome: cross-section (no entity FE)
Other,census,mig_in_return,S_levels,25,,,,,,,,,"",All observations are fixed-effects singletons. The estimation cannot be done.
Other,census,mlfp_agri,S0_baseline,25,-0.0117652494748895,***,0.00444260482571622,0.00836010753397976,0.463750510136542,0.177324690704276,1425,475,-1.18pp (-3% of mean),
Other,census,mlfp_agri,S_levels,25,-0.0130307619595406,***,0.00222353640646684,0.00000000865507525855842,0.463750510136542,0.177324690704276,1425,475,-1.30pp (-3% of mean),""
Other,census,mlfp_all,S0_baseline,25,-0.0136714142551018,***,0.003260666187574,0.0000328819097186207,0.794890460355408,0.070884628994556,1425,475,-1.37pp (-2% of mean),
Other,census,mlfp_all,S_levels,25,-0.0130454079735447,***,0.00162211690977414,0.00000000000000711636234800471,0.794890460355408,0.070884628994556,1425,475,-1.30pp (-2% of mean),""
Other,census,mlfp_nonagri,S0_baseline,25,-0.00129559610220242,"",0.00377789867394406,0.731794931651757,0.308915834305157,0.142912130987181,1425,475,-0.13pp (-0% of mean),
Other,census,mlfp_nonagri,S_levels,25,-0.00114771172560541,"",0.00184219481118037,0.533575465412467,0.308915834305157,0.142912130987181,1425,475,-0.11pp (-0% of mean),""
Other,census,mort_child_dead_any,S0_baseline,25,0.00167535489236142,"",0.00178694735848916,0.348952482322019,0.0967889157448676,0.0570269567051389,1425,475,+0.17pp (+2% of mean),
Other,census,mort_child_dead_any,S_levels,25,0.000120473088513208,"",0.000939225120901543,0.897990818461361,0.0967889157448676,0.0570269567051389,1425,475,+0.01pp (+0% of mean),""
Other,census,mort_child_death_ratio,S0_baseline,25,-0.000424766987259311,"",0.00108603053466977,0.695885150620984,0.057661729150963,0.0319136821929893,1425,475,-0.04pp (-1% of mean),
Other,census,mort_child_death_ratio,S_levels,25,-0.000658576364764261,"",0.00057242795866787,0.250519510706361,0.057661729150963,0.0319136821929893,1425,475,-0.07pp (-1% of mean),""
Other,census,mort_children_dead_mean,S0_baseline,25,-0.000217695874357745,"",0.00355764897774473,0.951232939382447,0.151402377984708,0.107141160133876,1425,475,-0.02pp (-0% of mean),
Other,census,mort_children_dead_mean,S_levels,25,-0.00136095279748532,"",0.00184085976980794,0.460089098142875,0.151402377984708,0.107141160133876,1425,475,-0.14pp (-1% of mean),""
Other,census,share_men,S0_baseline,25,-0.00278965602724759,*,0.00150154636115564,0.0638094024673705,0.462286892001458,0.0424740503283195,1425,475,-0.28pp (-1% of mean),
Other,census,share_men,S_levels,25,-0.00687104793964425,***,0.000743895798108728,0.00000000000000000085551078202369,0.462286892001458,0.0424740503283195,1425,475,-0.69pp (-1% of mean),""
Other,census,share_women,S0_baseline,25,0.00278965602724757,*,0.00150154636115564,0.0638094024673727,0.537713107998542,0.0424740503283195,1425,475,+0.28pp (+1% of mean),
Other,census,share_women,S_levels,25,0.00687104793964425,***,0.000743895798108728,0.000000000000000000855510782023646,0.537713107998542,0.0424740503283195,1425,475,+0.69pp (+1% of mean),""
Other,census,work_lfp,S0_baseline,25,-0.00615554850843162,*,0.00365794140859149,0.0930741994655548,0.701096909972474,0.116909327610285,1425,475,-0.62pp (-1% of mean),
Other,census,work_lfp,S_levels,25,-0.0052438963063275,***,0.00192734134702463,0.00675206431031074,0.701096909972474,0.116909327610285,1425,475,-0.52pp (-1% of mean),""
Other,census,work_share_agriculture,S0_baseline,25,-0.00569698876342238,"",0.00462252766512838,0.218395656562916,0.460045703630659,0.189126862628514,1425,475,-0.57pp (-1% of mean),
Other,census,work_share_agriculture,S_levels,25,-0.00493812369689812,**,0.00232258643809313,0.0340085197464913,0.460045703630659,0.189126862628514,1425,475,-0.49pp (-1% of mean),""
Other,census,work_share_extended_econ,S0_baseline,25,-0.0100269740612166,"",0.00942155087763994,0.287753055871989,0.03317482662473,0.0290681155715693,950,475,-1.00pp (-30% of mean),
Other,census,work_share_extended_econ,S_levels,25,-0.0232396952114421,***,0.00869779174723936,0.00780186382179809,0.03317482662473,0.0290681155715693,950,475,-2.32pp (-70% of mean),""
Other,census,work_share_household_chores,S0_baseline,25,-0.00539747704572985,"",0.00349176731908143,0.122826938477725,0.158138239080848,0.094148513296792,1425,475,-0.54pp (-3% of mean),
Other,census,work_share_household_chores,S_levels,25,-0.00425857315080002,**,0.00179212498232678,0.0178849976286062,0.158138239080848,0.094148513296792,1425,475,-0.43pp (-3% of mean),""
Other,census,work_share_job_seeking,S0_baseline,25,0.000158898896547323,"",0.00180855503141268,0.93002538348005,0.0373138695395736,0.0440845436412097,1425,475,+0.02pp (+0% of mean),
Other,census,work_share_job_seeking,S_levels,25,0.00191003976020568,**,0.000926427227353515,0.0397783837163585,0.0373138695395736,0.0440845436412097,1425,475,+0.19pp (+5% of mean),""
Other,census,work_share_no_work,S0_baseline,25,0.000345831821029287,"",0.000895888944779651,0.699654420623704,0.028573723329463,0.0146443169118783,1425,475,+0.03pp (+1% of mean),
Other,census,work_share_no_work,S_levels,25,0.000555104403768786,"",0.000433126839503007,0.20060223509892,0.028573723329463,0.0146443169118783,1425,475,+0.06pp (+2% of mean),""
Other,census,work_share_nonagriculture,S0_baseline,25,-0.000556300603124652,"",0.00276234195696637,0.840482132959009,0.240835087773595,0.114789696581813,1425,475,-0.06pp (-0% of mean),
Other,census,work_share_nonagriculture,S_levels,25,-0.00021938053238523,"",0.00135297360149278,0.871259237088201,0.240835087773595,0.114789696581813,1425,475,-0.02pp (-0% of mean),""
Other,census,work_share_own_nonagri,S0_baseline,25,-0.00136027142733653,"",0.00099837454664092,0.173691544903148,0.061286011840426,0.0355349024940731,1425,475,-0.14pp (-2% of mean),
Other,census,work_share_own_nonagri,S_levels,25,0.000565394878599792,"",0.000491887953259501,0.250954914716673,0.061286011840426,0.0355349024940731,1425,475,+0.06pp (+1% of mean),""
Other,census,work_share_student,S0_baseline,25,0.00879272772249905,***,0.00169409030142096,0.000000312095535199185,0.146924784701719,0.0475386620451526,1425,475,+0.88pp (+6% of mean),
Other,census,work_share_student,S_levels,25,0.00662562656054685,***,0.000815542995146662,0.00000000000000394086871611285,0.146924784701719,0.0475386620451526,1425,475,+0.66pp (+5% of mean),""
Other,census,work_share_wage_nonagri,S0_baseline,25,0.00241626635902932,"",0.00191690699306787,0.208108233719769,0.143478218416624,0.0782677819550903,1425,475,+0.24pp (+2% of mean),
Other,census,work_share_wage_nonagri,S_levels,25,0.000422891794229159,"",0.000903961258016213,0.640127828171418,0.143478218416624,0.0782677819550903,1425,475,+0.04pp (+0% of mean),""
Other,hh,agricultural_shock_any,S0_baseline,25,-0.0713921360366008,"",0.0636958821192785,0.263870923431294,0.137564126923808,0.344474650029511,3142,191,-7.14pp (-52% of mean),
Other,hh,agricultural_shock_any,S_levels,25,-0.0667397388591474,**,0.0292902738716447,0.0238810136648232,0.137564126923808,0.344474650029511,3142,191,-6.67pp (-49% of mean),""
Other,hh,agro_hh,S0_baseline,25,-0.00619976947119784,"",0.0215813194268343,0.774214973766256,0.951999332164621,0.213776562717466,11844,191,-0.62pp (-1% of mean),
Other,hh,agro_hh,S_levels,25,-0.0116101753692416,"",0.0129060353020294,0.369475750038391,0.951999332164621,0.213776562717466,11844,191,-1.16pp (-1% of mean),""
Other,hh,any_coping_reported,S0_baseline,25,-0.120115528950936,"",0.0946509118410407,0.206084686023444,0.44993349800494,0.497534299783541,3142,191,-12.01pp (-27% of mean),
Other,hh,any_coping_reported,S_levels,25,-0.00951372797521601,"",0.0480792366670464,0.84336786231125,0.44993349800494,0.497534299783541,3142,191,-0.95pp (-2% of mean),""
Other,hh,any_enrolled,S0_baseline,25,-0.0245734382364002,*,0.0135379624370707,0.07107761024457,0.654980146996705,0.475394832463746,11561,191,-2.46pp (-4% of mean),
Other,hh,any_enrolled,S_levels,25,-0.00827525805352309,"",0.00694640761784528,0.235021717309469,0.654980146996705,0.475394832463746,11561,191,-0.83pp (-1% of mean),""
Other,hh,any_health_spending,S0_baseline,25,-0.0616803268498192,**,0.0268654296010814,0.0227731359356034,0.784235870575315,0.411368771409165,11561,191,-6.17pp (-8% of mean),
Other,hh,any_health_spending,S_levels,25,-0.0229932787863442,*,0.0135557839966203,0.0914863768222692,0.784235870575315,0.411368771409165,11561,191,-2.30pp (-3% of mean),""
Other,hh,any_insured,S0_baseline,25,0.0176327920826427,"",0.0113785512896165,0.122889180524688,0.0392836022640872,0.194277094553974,11561,191,+1.76pp (+45% of mean),
Other,hh,any_insured,S_levels,25,0.00977167598371766,*,0.0055960140460361,0.0823950124179774,0.0392836022640872,0.194277094553974,11561,191,+0.98pp (+25% of mean),""
Other,hh,any_shock,S0_baseline,25,,"",,,1,0,5263,191,"",degenerate
Other,hh,any_shock,S_levels,25,,,,,,,,,"",NULL/degenerate
Other,hh,asset_sales_12m,S0_baseline,25,-4839.90926321013,"",8902.80887040013,0.587327588764388,6487.66474663995,212513.978584737,11844,191,-4839.909 (mean 6487.665),
Other,hh,asset_sales_12m,S_levels,25,-9961.66406891315,"",7603.23544041466,0.19171414400733,6487.66474663995,212513.978584737,11844,191,-9961.664 (mean 6487.665),""
Other,hh,capex_12m,S0_baseline,25,30726.8384995599,"",21257.0942767638,0.149968704678891,21258.0470823942,211975.462165167,11844,191,+30726.838 (mean 21258.047),
Other,hh,capex_12m,S_levels,25,10641.7163784053,"",7350.33435190683,0.149324767453646,21258.0470823942,211975.462165167,11844,191,+10641.716 (mean 21258.047),""
Other,hh,cope_borrow_any,S0_baseline,25,0.0153147858515519,"",0.0638831794887159,0.810814549126853,0.16074482234467,0.36733031756173,3142,191,+1.53pp (+10% of mean),
Other,hh,cope_borrow_any,S_levels,25,0.00297217263122254,"",0.0286713703851916,0.917553151674419,0.16074482234467,0.36733031756173,3142,191,+0.30pp (+2% of mean),""
Other,hh,cope_credit_or_asset_any,S0_baseline,25,-0.0744491971782619,"",0.0992027545960627,0.453959504102119,0.288808664259928,0.453251865917399,3142,191,-7.44pp (-26% of mean),
Other,hh,cope_credit_or_asset_any,S_levels,25,-0.0344936236389532,"",0.0462296621057806,0.456569417079266,0.288808664259928,0.453251865917399,3142,191,-3.45pp (-12% of mean),""
Other,hh,cope_external_support_any,S0_baseline,25,-0.0148607374263419,"",0.0858202927050476,0.862721539713563,0.216036481094433,0.411578554237897,3142,191,-1.49pp (-7% of mean),
Other,hh,cope_external_support_any,S_levels,25,0.0198343479135573,"",0.0475222103965707,0.676910718867819,0.216036481094433,0.411578554237897,3142,191,+1.98pp (+9% of mean),""
Other,hh,cope_family_community_any,S0_baseline,25,,"",,,0,0,5263,191,"",degenerate
Other,hh,cope_family_community_any,S_levels,25,,,,,,,,,"",NULL/degenerate
Other,hh,cope_migration_remittance_any,S0_baseline,25,-0.0302826764400247,"",0.064359878778212,0.638558849081421,0.0676420292608778,0.251154475226479,3142,191,-3.03pp (-45% of mean),
Other,hh,cope_migration_remittance_any,S_levels,25,-0.0405699142544039,"",0.0346123827442464,0.242714717720783,0.0676420292608778,0.251154475226479,3142,191,-4.06pp (-60% of mean),""
Other,hh,cope_public_private_aid_any,S0_baseline,25,0.00380838448077016,"",0.0749469052850579,0.959530366916933,0.16264487934638,0.369076421154384,3142,191,+0.38pp (+2% of mean),
Other,hh,cope_public_private_aid_any,S_levels,25,0.0456189467557377,"",0.0388304299510879,0.241634088642398,0.16264487934638,0.369076421154384,3142,191,+4.56pp (+28% of mean),""
Other,hh,cope_savings_any,S0_baseline,25,-0.17025495535267,*,0.0949022059207883,0.0745097674628604,0.143454303629109,0.350568848898935,3142,191,-17.03pp (-119% of mean),
Other,hh,cope_savings_any,S_levels,25,-0.122472596361357,***,0.0428658135416463,0.00478446489735609,0.143454303629109,0.350568848898935,3142,191,-12.25pp (-85% of mean),""
Other,hh,cope_self_insurance_any,S0_baseline,25,-0.141267219287456,"",0.106776148535897,0.187525035753325,0.205016150484515,0.403751783153583,3142,191,-14.13pp (-69% of mean),
Other,hh,cope_self_insurance_any,S_levels,25,-0.103149734062376,**,0.0507020806695216,0.0433922092336146,0.205016150484515,0.403751783153583,3142,191,-10.31pp (-50% of mean),""
Other,hh,cope_sell_assets_any,S0_baseline,25,-0.112133172703273,"",0.102988273423552,0.277715993178911,0.164164924947748,0.370460360786331,3142,191,-11.21pp (-68% of mean),
Other,hh,cope_sell_assets_any,S_levels,25,-0.0891442174685468,*,0.049514297625724,0.0734948543703185,0.164164924947748,0.370460360786331,3142,191,-8.91pp (-54% of mean),""
Other,hh,cost_per_migrant,S0_baseline,25,32591.2049492952,***,10704.8057315556,0.00266089929330467,83722.3004824497,169568.908915143,5646,191,+32591.205 (mean 83722.300),
Other,hh,cost_per_migrant,S_levels,25,8713.5586689316,"",6613.00985658094,0.189211169255394,83722.3004824497,169568.908915143,5646,191,+8713.559 (mean 83722.300),""
Other,hh,cost_to_monthly_earning_ratio,S0_baseline,25,9.83976294131235,"",12.7702175033996,0.441951045973345,24.2601803288275,111.838807106688,4405,190,+9.840 (mean 24.260),
Other,hh,cost_to_monthly_earning_ratio,S_levels,25,6.83742465836022,"",6.05980434913046,0.260613210015291,24.2601803288275,111.838807106688,4405,190,+6.837 (mean 24.260),""
Other,hh,cultivated_area_sqm,S0_baseline,25,-262.915424377951,*,150.98636070636,0.0832462445885044,4358.97543523603,5888.13815298297,9967,191,-262.915 (mean 4358.975),
Other,hh,cultivated_area_sqm,S_levels,25,-28.6076822818645,"",94.604069822491,0.762682672641341,4358.97543523603,5888.13815298297,9967,191,-28.608 (mean 4358.975),""
Other,hh,cultivated_area_total_sqm,S0_baseline,25,-134.34099693558,"",137.290283023254,0.329062521538482,3844.67680924866,5706.56108613098,11844,191,-134.341 (mean 3844.677),
Other,hh,cultivated_area_total_sqm,S_levels,25,35.3861186955215,"",83.6541314664669,0.672769968779278,3844.67680924866,5706.56108613098,11844,191,+35.386 (mean 3844.677),""
Other,hh,death_shock_any,S0_baseline,25,0.00675429663985865,"",0.0379236615943066,0.858845056550722,0.0490214706441193,0.215933382084927,3142,191,+0.68pp (+14% of mean),
Other,hh,death_shock_any,S_levels,25,0.00880265322880013,"",0.0195166279589916,0.652514371152047,0.0490214706441193,0.215933382084927,3142,191,+0.88pp (+18% of mean),""
Other,hh,demographic_cash_amt,S0_baseline,25,-130.391618684303,"",144.024804633412,0.366431142384808,1461.24142248936,3668.36402696262,11844,191,-130.392 (mean 1461.241),
Other,hh,demographic_cash_amt,S_levels,25,15.9749766404771,"",79.2075967014063,0.840378831786582,1461.24142248936,3668.36402696262,11844,191,+15.975 (mean 1461.241),""
Other,hh,demographic_cash_any,S0_baseline,25,-0.0224253595502898,"",0.0145862890261538,0.125852341019725,0.253026129059187,0.434763943222909,11844,191,-2.24pp (-9% of mean),
Other,hh,demographic_cash_any,S_levels,25,-0.000160438315204506,"",0.00753351695369093,0.983031402573551,0.253026129059187,0.434763943222909,11844,191,-0.02pp (-0% of mean),""
Other,hh,dest_diversified,S0_baseline,25,-0.000197014222134315,"",0.0108841386311367,0.985577242636689,0.0494999152398712,0.21692775492365,5646,191,-0.02pp (-0% of mean),
Other,hh,dest_diversified,S_levels,25,0.00421104806804153,"",0.00577588270511883,0.466853921642853,0.0494999152398712,0.21692775492365,5646,191,+0.42pp (+9% of mean),""
Other,hh,dest_gulf_share,S0_baseline,25,0.00997076161228335,"",0.0181500263108909,0.583415528181286,0.465857715144145,0.485649055649444,3612,191,+1.00pp (+2% of mean),
Other,hh,dest_gulf_share,S_levels,25,-0.0122754915923762,"",0.00932121083106251,0.189461149900467,0.465857715144145,0.485649055649444,3612,191,-1.23pp (-3% of mean),""
Other,hh,dest_india_share,S0_baseline,25,-0.000092594338663663,"",0.010953943814219,0.993264477819602,0.188661563774233,0.38114881633784,3612,191,-0.01pp (-0% of mean),
Other,hh,dest_india_share,S_levels,25,-0.00393932875559089,"",0.00496551711921278,0.428581586009979,0.188661563774233,0.38114881633784,3612,191,-0.39pp (-2% of mean),""
Other,hh,dest_malaysia_share,S0_baseline,25,-0.00464941371956886,"",0.0106663860188962,0.663413730097734,0.226952929394091,0.408149587152614,3612,191,-0.46pp (-2% of mean),
Other,hh,dest_malaysia_share,S_levels,25,0.00595286091994999,"",0.00549232972287039,0.279819402720346,0.226952929394091,0.408149587152614,3612,191,+0.60pp (+3% of mean),""
Other,hh,dest_other_country_share,S0_baseline,25,-0.00522875355405135,"",0.0152235847637738,0.731633200904548,0.118527791687531,0.314539938252846,3612,191,-0.52pp (-4% of mean),
Other,hh,dest_other_country_share,S_levels,25,0.0102619594280167,"",0.00769478561048851,0.183940252418206,0.118527791687531,0.314539938252846,3612,191,+1.03pp (+9% of mean),""
Other,hh,disaster_cash_amt,S0_baseline,25,1732.39883724199,"",4698.11974934873,0.712729838880304,4470.45696635779,24445.7690999146,11844,191,+1732.399 (mean 4470.457),
Other,hh,disaster_cash_amt,S_levels,25,3361.26090706433,"",2582.58646082008,0.194659996600634,4470.45696635779,24445.7690999146,11844,191,+3361.261 (mean 4470.457),""
Other,hh,disaster_cash_any,S0_baseline,25,-0.0468854600000466,**,0.0208143620073876,0.0254309866928169,0.125219133483596,0.330981037424044,11844,191,-4.69pp (-37% of mean),
Other,hh,disaster_cash_any,S_levels,25,-0.0269043656740726,***,0.0102451812926083,0.00934229481632484,0.125219133483596,0.330981037424044,11844,191,-2.69pp (-21% of mean),""
Other,hh,dry_cost_equip,S0_baseline,25,653.437042190876,**,308.080714156146,0.0352191519732058,691.18825136612,2792.60573023475,10458,191,+653.437 (mean 691.188),
Other,hh,dry_cost_equip,S_levels,25,350.730554222637,**,145.478452529031,0.0168667568031699,691.18825136612,2792.60573023475,10458,191,+350.731 (mean 691.188),""
Other,hh,dry_cost_insect,S0_baseline,25,25.6174639062958,"",81.2013923437849,0.752743023500004,168.964025500911,870.801631408283,10458,191,+25.617 (mean 168.964),
Other,hh,dry_cost_insect,S_levels,25,43.3484581139808,"",37.6262160976355,0.25073522485615,168.964025500911,870.801631408283,10458,191,+43.348 (mean 168.964),""
Other,hh,dry_used_equip,S0_baseline,25,0.0145118984314502,"",0.0575693863897567,0.801254280298705,0.222768670309654,0.416123251211461,10458,191,+1.45pp (+7% of mean),
Other,hh,dry_used_equip,S_levels,25,0.0359408659223699,"",0.0273679256129257,0.190683234436253,0.222768670309654,0.416123251211461,10458,191,+3.59pp (+16% of mean),""
Other,hh,dry_used_fert,S0_baseline,25,-0.012157995968977,"",0.0548817551366887,0.824917112033386,0.430054644808743,0.49510602139468,10458,191,-1.22pp (-3% of mean),
Other,hh,dry_used_fert,S_levels,25,-0.0336925616379506,"",0.0245042876799024,0.170761210222322,0.430054644808743,0.49510602139468,10458,191,-3.37pp (-8% of mean),""
Other,hh,dry_used_insect,S0_baseline,25,0.0345729483801267,"",0.0469580930894404,0.462485911061154,0.181329690346084,0.38530864893376,10458,191,+3.46pp (+19% of mean),
Other,hh,dry_used_insect,S_levels,25,0.0334242835879268,"",0.0243664967878625,0.171764738552952,0.181329690346084,0.38530864893376,10458,191,+3.34pp (+18% of mean),""
Other,hh,dry_used_labour,S0_baseline,25,0.0268349984163348,"",0.0422391358209515,0.525989818209007,0.312750455373406,0.463634754083702,10458,191,+2.68pp (+9% of mean),
Other,hh,dry_used_labour,S_levels,25,-0.0480117688496827,*,0.0244711831138279,0.0512262624822948,0.312750455373406,0.463634754083702,10458,191,-4.80pp (-15% of mean),""
Other,hh,dry_used_seed,S0_baseline,25,-0.181508412203561,***,0.0570997394941113,0.00172676618113394,0.284790528233151,0.451335169787696,10458,191,-18.15pp (-64% of mean),
Other,hh,dry_used_seed,S_levels,25,-0.129517938447777,***,0.0311148840624435,0.0000476685270161535,0.284790528233151,0.451335169787696,10458,191,-12.95pp (-45% of mean),""
Other,hh,durables_stock_value,S0_baseline,25,-41661.0824437256,"",31118.9073945253,0.182244932593934,178014.87834672,415451.794930397,11817,191,-41661.082 (mean 178014.878),
Other,hh,durables_stock_value,S_levels,25,16621.0968445806,"",21085.013326859,0.431509731454221,178014.87834672,415451.794930397,11817,191,+16621.097 (mean 178014.878),""
Other,hh,durables_use_value_12m,S0_baseline,25,-4166.10824437251,"",3111.89073945253,0.182244932593939,17801.487834672,41545.1794930397,11817,191,-4166.108 (mean 17801.488),
Other,hh,durables_use_value_12m,S_levels,25,1662.10968445807,"",2108.5013326859,0.431509731454218,17801.487834672,41545.1794930397,11817,191,+1662.110 (mean 17801.488),""
Other,hh,economic_shock_any,S0_baseline,25,-0.00112638396974674,"",0.119731835863589,0.992504502251004,0.298308949268478,0.457559285495504,3142,191,-0.11pp (-0% of mean),
Other,hh,economic_shock_any,S_levels,25,-0.0101365279054253,"",0.0523547073318505,0.846700037887027,0.298308949268478,0.457559285495504,3142,191,-1.01pp (-3% of mean),""
Other,hh,education_cash_amt,S0_baseline,25,,"",,,0,0,11979,191,"",degenerate
Other,hh,education_cash_amt,S_levels,25,,,,,,,,,"",NULL/degenerate
Other,hh,education_cash_any,S0_baseline,25,,"",,,0,0,11979,191,"",degenerate
Other,hh,education_cash_any,S_levels,25,,,,,,,,,"",NULL/degenerate
Other,hh,effective_n_crops,S0_baseline,25,-0.337216203144716,***,0.107230642043347,0.00196038845786141,1.48438577741806,0.708490458136907,2928,191,-0.337 (mean 1.484),
Other,hh,effective_n_crops,S_levels,25,-0.115989913677744,*,0.0595712963551143,0.0531636351195638,1.48438577741806,0.708490458136907,2928,191,-0.116 (mean 1.484),""
Other,hh,equip_stock_value_rs,S0_baseline,25,3656.37594970298,"",8584.52700504682,0.670659345759942,17695.1187849992,111784.469130826,4873,191,"3,656 Rs (+21% of mean)",
Other,hh,equip_stock_value_rs,S_levels,25,-7128.61792646557,"",4845.85468873331,0.142978822086569,17695.1187849992,111784.469130826,4873,191,"-7,129 Rs (-40% of mean)",""
Other,hh,expenses_12m,S0_baseline,25,67352.4784758983,*,36409.5338679525,0.0658870306343945,62680.4866015527,520375.112000094,11844,191,+67352.478 (mean 62680.487),
Other,hh,expenses_12m,S_levels,25,-9041.22136346863,"",17890.9183802878,0.613896946452025,62680.4866015527,520375.112000094,11844,191,-9041.221 (mean 62680.487),""
Other,hh,external_support_any,S0_baseline,25,-0.0250659113868027,"",0.0332879768664972,0.452380732092617,0.835879455714166,0.370400383786344,11844,191,-2.51pp (-3% of mean),
Other,hh,external_support_any,S_levels,25,-0.0219538655010286,"",0.0163021288376826,0.179685241918245,0.835879455714166,0.370400383786344,11844,191,-2.20pp (-3% of mean),""
Other,hh,grows_cashcrop,S0_baseline,25,-0.0482922027940954,"",0.0369019644105148,0.192229549855288,0.20121247113164,0.400925779169451,9748,191,-4.83pp (-24% of mean),
Other,hh,grows_cashcrop,S_levels,25,-0.00994407000077729,"",0.0203702170284534,0.625994368942879,0.20121247113164,0.400925779169451,9748,191,-0.99pp (-5% of mean),""
Other,hh,grows_staple,S0_baseline,25,-0.00401639147507296,"",0.0201243556912943,0.842023568394895,0.911566589684373,0.283937845687468,9748,191,-0.40pp (-0% of mean),
Other,hh,grows_staple,S_levels,25,-0.0132099996933889,"",0.0105606039777041,0.212518077999864,0.911566589684373,0.283937845687468,9748,191,-1.32pp (-1% of mean),""
Other,hh,has_both_internal_and_international,S0_baseline,25,0.0238290870121495,"",0.022979301025484,0.301062880563821,0.114426173927784,0.318355156275322,5646,191,+2.38pp (+21% of mean),
Other,hh,has_both_internal_and_international,S_levels,25,0.00519238873208795,"",0.011478875373821,0.651537939150385,0.114426173927784,0.318355156275322,5646,191,+0.52pp (+5% of mean),""
Other,hh,has_enterprise,S0_baseline,25,0.00252014058722511,"",0.011754090992492,0.830460863813984,0.16887887135821,0.374660534639815,11844,191,+0.25pp (+1% of mean),
Other,hh,has_enterprise,S_levels,25,0.00685624531528115,"",0.00640789106060769,0.285990595493846,0.16887887135821,0.374660534639815,11844,191,+0.69pp (+4% of mean),""
Other,hh,has_migrant,S0_baseline,25,,"",,,1,0,5899,191,"",degenerate
Other,hh,has_migrant,S_levels,25,,,,,,,,,"",NULL/degenerate
Other,hh,has_migrant_internal,S0_baseline,25,0.00559009901619643,"",0.0235151281875976,0.812351695674098,0.369215121206984,0.482633196793239,5646,191,+0.56pp (+2% of mean),
Other,hh,has_migrant_internal,S_levels,25,0.0197400125417776,"",0.0131682911315589,0.13551865324916,0.369215121206984,0.482633196793239,5646,191,+1.97pp (+5% of mean),""
Other,hh,has_migrant_international,S0_baseline,25,0.0496679495847561,**,0.0251010814616718,0.049292636416887,0.677063909137142,0.46763815466003,5646,191,+4.97pp (+7% of mean),
Other,hh,has_migrant_international,S_levels,25,0.0162990180740839,"",0.0138962141771855,0.242300003636809,0.677063909137142,0.46763815466003,5646,191,+1.63pp (+2% of mean),""
Other,hh,has_only_internal,S0_baseline,25,-0.0182389879959553,"",0.0221251796000571,0.410771905928058,0.2547889472792,0.435779453569308,5646,191,-1.82pp (-7% of mean),
Other,hh,has_only_internal,S_levels,25,0.0145476238096894,"",0.0112200469411688,0.196350211272546,0.2547889472792,0.435779453569308,5646,191,+1.45pp (+6% of mean),""
Other,hh,has_only_international,S0_baseline,25,0.025838862572605,"",0.0262193440011877,0.325637447989214,0.562637735209358,0.496103049934843,5646,191,+2.58pp (+5% of mean),
Other,hh,has_only_international,S_levels,25,0.0111066293419954,"",0.0148698405375014,0.456033193054136,0.562637735209358,0.496103049934843,5646,191,+1.11pp (+2% of mean),""
Other,hh,health_political_cash_amt,S0_baseline,25,,"",,,0,0,11979,191,"",degenerate
Other,hh,health_political_cash_amt,S_levels,25,,,,,,,,,"",NULL/degenerate
Other,hh,health_political_cash_any,S0_baseline,25,0.000673562478791977,"",0.000813483316195639,0.408710501917104,0.00033391768928959,0.018271126307389,11844,191,+0.07pp (+202% of mean),
Other,hh,health_political_cash_any,S_levels,25,-0.00000706995851477781,"",0.000585467068491417,0.99037784370128,0.00033391768928959,0.018271126307389,11844,191,-0.00pp (-2% of mean),""
Other,hh,health_shock_any,S0_baseline,25,-0.147701874695808,"",0.0987311862936999,0.13642452065392,0.413452403572107,0.492499340607942,3142,191,-14.77pp (-36% of mean),
Other,hh,health_shock_any,S_levels,25,-0.0594844384971323,"",0.0514301168286828,0.24898280877019,0.413452403572107,0.492499340607942,3142,191,-5.95pp (-14% of mean),""
Other,hh,horti_value_share,S0_baseline,25,-0.0935292692632726,**,0.0403469843951258,0.0216265880705182,0.248600485446031,0.395088567935887,2928,191,-9.35pp (-38% of mean),
Other,hh,horti_value_share,S_levels,25,-0.0415015823032674,*,0.0239990002207701,0.0855592125714517,0.248600485446031,0.395088567935887,2928,191,-4.15pp (-17% of mean),""
Other,hh,in_input_module,S0_baseline,25,0.000124325309768855,"",0.000556044855994423,0.823317628090059,0.998907103825137,0.0330424149883079,10458,191,+0.01pp (+0% of mean),
Other,hh,in_input_module,S_levels,25,-0.000289083969537323,"",0.000254144594693068,0.256770789408486,0.998907103825137,0.0330424149883079,10458,191,-0.03pp (-0% of mean),""
Other,hh,informal_support_any,S0_baseline,25,-0.00355739957318916,"",0.0435155708033637,0.93493153999842,0.723015276734285,0.447527547395061,11844,191,-0.36pp (-0% of mean),
