outcome_group,dataset,outcome,spec,threshold,treatment_type,beta,stars,se,pval,mean_y,sd_y,n,n_muni,interpret,err
Firm structure / formality (NEC 2018),nec_cs,mean_emp_per_firm,S0_baseline,25,log_int,-0.0138193470183121,"",0.108967169529172,0.899528240462644,3.18447907286332,1.30935693273456,469,475,-0.014 (baseline 3.184),""
Firm structure / formality (NEC 2018),nec_cs,mean_emp_per_firm,S_fx_alone,25,fx_alone,-0.332722667643422,***,0.110323611924968,0.00382294862827343,3.18447907286332,1.30935693273456,469,475,-0.333 (baseline 3.184),""
Firm structure / formality (NEC 2018),nec_cs,share_borrowed,S0_baseline,25,log_int,0.00759472604536911,"",0.00914463624365591,0.409714838210358,0.338428284527563,0.118749959477411,469,475,+0.76pp (+2% of mean),""
Firm structure / formality (NEC 2018),nec_cs,share_borrowed,S_fx_alone,25,fx_alone,0.0149520791371784,"",0.0114183778397378,0.195627391596183,0.338428284527563,0.118749959477411,469,475,+1.50pp (+4% of mean),""
Firm structure / formality (NEC 2018),nec_cs,share_female_led,S0_baseline,25,log_int,0.0104762970518224,*,0.00624825658248756,0.0990828165886443,0.354007791563201,0.137242118623303,469,475,+1.05pp (+3% of mean),""
Firm structure / formality (NEC 2018),nec_cs,share_female_led,S_fx_alone,25,fx_alone,-0.00714910314391013,"",0.00851633275210255,0.404719485547934,0.354007791563201,0.137242118623303,469,475,-0.71pp (-2% of mean),""
Firm structure / formality (NEC 2018),nec_cs,share_has_foreign_capital,S0_baseline,25,log_int,0.000272854540030839,"",0.00684749967266945,0.968354089838213,0.0172662963687232,0.0980324652483557,469,475,+0.03pp (+2% of mean),""
Firm structure / formality (NEC 2018),nec_cs,share_has_foreign_capital,S_fx_alone,25,fx_alone,0.00150657458891605,"",0.00246637007325481,0.543729176265745,0.0172662963687232,0.0980324652483557,469,475,+0.15pp (+9% of mean),""
Firm structure / formality (NEC 2018),nec_cs,share_keeps_accounts,S0_baseline,25,log_int,-0.00837336465746648,"",0.0157336149310893,0.59665880892359,0.472385841781505,0.223568831123899,469,475,-0.84pp (-2% of mean),""
Firm structure / formality (NEC 2018),nec_cs,share_keeps_accounts,S_fx_alone,25,fx_alone,0.00297692848776378,"",0.0194403052254757,0.878835180001321,0.472385841781505,0.223568831123899,469,475,+0.30pp (+1% of mean),""
Firm structure / formality (NEC 2018),nec_cs,share_operates_year_round,S0_baseline,25,log_int,-0.000411049724924871,"",0.00166559925245034,0.805959054456481,0.992603790725803,0.0180401610689805,469,475,-0.04pp (-0% of mean),""
Firm structure / formality (NEC 2018),nec_cs,share_operates_year_round,S_fx_alone,25,fx_alone,0.000727780932633572,"",0.00253517808782441,0.775097520565401,0.992603790725803,0.0180401610689805,469,475,+0.07pp (+0% of mean),""
Firm structure / formality (NEC 2018),nec_cs,share_registered,S0_baseline,25,log_int,0.00717719348442176,"",0.00774634602633048,0.358079044979695,0.485554741628495,0.132074516918932,469,475,+0.72pp (+1% of mean),""
Firm structure / formality (NEC 2018),nec_cs,share_registered,S_fx_alone,25,fx_alone,0.0265960656503284,*,0.0138134799298868,0.0591773979621267,0.485554741628495,0.132074516918932,469,475,+2.66pp (+5% of mean),""
Firm structure / formality (NEC 2018),nec_cs,share_tax_registered,S0_baseline,25,log_int,-0.0382598737508867,***,0.0109111162199184,0.000892558736015796,0.600819288911529,0.222743530151907,469,475,-3.83pp (-6% of mean),""
Firm structure / formality (NEC 2018),nec_cs,share_tax_registered,S_fx_alone,25,fx_alone,0.0240928867017455,*,0.014114125233531,0.0932637099897441,0.600819288911529,0.222743530151907,469,475,+2.41pp (+4% of mean),""
Firm structure / formality (NEC 2018),nec_cs,share_uses_formal_credit,S0_baseline,25,log_int,-0.000437372986279122,"",0.00818825743774111,0.957588295095607,0.261080138613177,0.121253511498648,469,475,-0.04pp (-0% of mean),""
Firm structure / formality (NEC 2018),nec_cs,share_uses_formal_credit,S_fx_alone,25,fx_alone,0.015634988859993,"",0.0117825878231653,0.189814162544801,0.261080138613177,0.121253511498648,469,475,+1.56pp (+6% of mean),""
First stage (migrant share),census,absent_hh_share,S0_baseline,25,log_int,0.00633557221410122,**,0.00278834661245888,0.0235239474392341,0.237475060617869,0.133108691850646,1425,475,+0.63pp (+3% of mean),
First stage (migrant share),census,absent_hh_share,S_fx_alone,25,fx_alone,0.0813773632684742,***,0.0250730290748205,0.00125491149535224,0.237475060617869,0.133108691850646,1425,475,+8.14pp (+34% of mean),
First stage (migrant share),census,mig_in_share,S0_baseline,25,log_int,-0.0139134356350598,***,0.00482846606579551,0.00413686964436528,0.108861247900555,0.141656854396498,1425,475,-1.39pp (-13% of mean),
First stage (migrant share),census,mig_in_share,S_fx_alone,25,fx_alone,0.0938178211803193,***,0.0361144856746601,0.00967453450765155,0.108861247900555,0.141656854396498,1425,475,+9.38pp (+86% of mean),
"First stage (remit / migrants, log)",hh,log_n_migrants_female,S0_baseline,25,log_int,-0.00710750075846042,"",0.0169072426688684,0.67468145138297,0.19391882516904,0.385750840966335,5646,191,-0.7% change (log outcome),
"First stage (remit / migrants, log)",hh,log_n_migrants_female,S_fx_alone,25,fx_alone,-0.104632254126537,"",0.0781253202233922,0.182077055946023,0.19391882516904,0.385750840966335,5646,191,-10.5% change (log outcome),
"First stage (remit / migrants, log)",hh,log_n_migrants_international,S0_baseline,25,log_int,0.0367770924096929,*,0.0190357005486325,0.0548461389592294,0.533283569040371,0.407286267127658,5646,191,+3.7% change (log outcome),
"First stage (remit / migrants, log)",hh,log_n_migrants_international,S_fx_alone,25,fx_alone,-0.147967896743042,"",0.101845972779745,0.147912275369562,0.533283569040371,0.407286267127658,5646,191,-14.8% change (log outcome),
"First stage (remit / migrants, log)",hh,log_n_migrants_male,S0_baseline,25,log_int,0.0202017506877935,"",0.0189423936617161,0.287558407134448,0.726584064707353,0.349461795467568,5646,191,+2.0% change (log outcome),
"First stage (remit / migrants, log)",hh,log_n_migrants_male,S_fx_alone,25,fx_alone,-0.219837793548296,**,0.0987658357947192,0.0271998270723372,0.726584064707353,0.349461795467568,5646,191,-22.0% change (log outcome),
"First stage (remit / migrants, log)",hh,log_n_migrants_total,S0_baseline,25,log_int,0.000983692443581607,"",0.0143623298947767,0.945466692934722,0.909387056882897,0.336805759684585,5646,191,+0.1% change (log outcome),
"First stage (remit / migrants, log)",hh,log_n_migrants_total,S_fx_alone,25,fx_alone,-0.136654638678319,**,0.0675569018344184,0.0444945546549119,0.909387056882897,0.336805759684585,5646,191,-13.7% change (log outcome),
"First stage (remit / migrants, log)",hh,log_remit_amount_12m_rs,S0_baseline,25,log_int,0.47915995931609,"",0.44197175791783,0.279675812095237,8.54683800490676,5.36350484612935,5646,191,+47.9% change (log outcome),
"First stage (remit / migrants, log)",hh,log_remit_amount_12m_rs,S_fx_alone,25,fx_alone,2.35214275156204,"",2.01245149636276,0.243950665306279,8.54683800490676,5.36350484612935,5646,191,+235.2% change (log outcome),
"First stage (remit / migrants, log)",hh,log_remit_amount_intl_12m_rs,S0_baseline,25,log_int,0.497120929736248,"",0.345232756653386,0.151524715441227,7.29852903836602,5.89863650273945,5646,191,+49.7% change (log outcome),
"First stage (remit / migrants, log)",hh,log_remit_amount_intl_12m_rs,S_fx_alone,25,fx_alone,0.968331709314184,"",2.05992906182108,0.638836880900963,7.29852903836602,5.89863650273945,5646,191,+96.8% change (log outcome),
"First stage (remit / migrants, log)",hh,log_remittance_amt,S0_baseline,25,log_int,-0.141536121186088,"",0.372160162566425,0.704140349170113,2.40442817014052,3.29009929189048,11844,191,-14.2% change (log outcome),
"First stage (remit / migrants, log)",hh,log_remittance_amt,S_fx_alone,25,fx_alone,0.493738402394154,"",2.00557327603135,0.805806189835008,2.40442817014052,3.29009929189048,11844,191,+49.4% change (log outcome),
Health spending,hh,hlt_spend_fees,S0_baseline,25,log_int,98.9793906715192,"",156.418478268182,0.52763436378904,479.339697558503,2883.6658442582,11561,191,99 Rs (+21% of mean),
Health spending,hh,hlt_spend_fees,S_fx_alone,25,fx_alone,596.349983425779,"",754.173167848369,0.430085416575767,479.339697558503,2883.6658442582,11561,191,596 Rs (+124% of mean),
Health spending,hh,hlt_spend_hospital,S0_baseline,25,log_int,4566.00093512976,**,2017.45430605966,0.0247511956050674,7645.58063698572,30521.0809093953,11561,191,"4,566 Rs (+60% of mean)",
Health spending,hh,hlt_spend_hospital,S_fx_alone,25,fx_alone,2354.98338353443,"",9732.01335803307,0.809054190473231,7645.58063698572,30521.0809093953,11561,191,"2,355 Rs (+31% of mean)",
Health spending,hh,hlt_spend_medicines,S0_baseline,25,log_int,1913.81488541785,***,635.070785832273,0.00293429868492136,1534.70879445806,7262.40625496355,11561,191,"1,914 Rs (+125% of mean)",
Health spending,hh,hlt_spend_medicines,S_fx_alone,25,fx_alone,2132.67641516365,"",1990.61856994584,0.285364941201883,1534.70879445806,7262.40625496355,11561,191,"2,133 Rs (+139% of mean)",
Health spending,hh,hlt_spend_other,S0_baseline,25,log_int,-161.44088290676,"",603.899787218255,0.789504596142353,1399.30303286306,9252.81379901403,11561,191,-161 Rs (-12% of mean),
Health spending,hh,hlt_spend_other,S_fx_alone,25,fx_alone,2966.83877099699,"",2251.89537963966,0.1892625431354,1399.30303286306,9252.81379901403,11561,191,"2,967 Rs (+212% of mean)",
Health spending,hh,hlt_spend_tests,S0_baseline,25,log_int,185.719436009153,"",316.591707163551,0.558154405072268,1341.94466503337,4724.80846375365,11561,191,186 Rs (+14% of mean),
Health spending,hh,hlt_spend_tests,S_fx_alone,25,fx_alone,-619.856721788064,"",1431.76852725173,0.665556069744945,1341.94466503337,4724.80846375365,11561,191,-620 Rs (-46% of mean),
Health spending,hh,hlt_spend_total,S0_baseline,25,log_int,6603.07376432159,**,2656.87253955236,0.0138088687673392,12400.8768268987,39189.1436817044,11561,191,"6,603 Rs (+53% of mean)",
Health spending,hh,hlt_spend_total,S_fx_alone,25,fx_alone,7430.99183133286,"",11389.6192192673,0.514908837662141,12400.8768268987,39189.1436817044,11561,191,"7,431 Rs (+60% of mean)",
Health utilisation,hh,any_health_spending,S0_baseline,25,log_int,-0.0616803268498192,**,0.0268654296010814,0.0227731359356034,0.784235870575315,0.411368771409165,11561,191,-6.17pp (-8% of mean),
Health utilisation,hh,any_health_spending,S_fx_alone,25,fx_alone,0.165626396687659,"",0.211749396917269,0.435081784467573,0.784235870575315,0.411368771409165,11561,191,+16.56pp (+21% of mean),
Housing,census,housing_foundation_modern,S0_baseline,25,log_int,0.0210403012933299,***,0.00641211397360385,0.00110937704012388,0.2772017537435,0.263619758999456,950,475,+2.10pp (+8% of mean),
Housing,census,housing_foundation_modern,S_fx_alone,25,fx_alone,-0.050274054485191,"",0.0766313185760862,0.512109624631643,0.2772017537435,0.263619758999456,950,475,-5.03pp (-18% of mean),
Housing,census,housing_foundation_traditional,S0_baseline,25,log_int,-0.0212562892548763,***,0.00635160426329708,0.000883135309501744,0.718230857456144,0.263140118363228,950,475,-2.13pp (-3% of mean),
Housing,census,housing_foundation_traditional,S_fx_alone,25,fx_alone,0.0468490392955436,"",0.0760663849818061,0.538258296430229,0.718230857456144,0.263140118363228,950,475,+4.68pp (+7% of mean),
Housing,census,housing_own,S0_baseline,25,log_int,0.00406457087990784,**,0.00166106322235187,0.0147683930503968,0.910980976868776,0.102653907056129,1425,475,+0.41pp (+0% of mean),
Housing,census,housing_own,S_fx_alone,25,fx_alone,-0.0156170864644915,"",0.0144449270759368,0.280181572355045,0.910980976868776,0.102653907056129,1425,475,-1.56pp (-2% of mean),
Housing,census,housing_rented,S0_baseline,25,log_int,-0.00424111608385152,***,0.00145281415958741,0.00367585371863712,0.0675251103531762,0.0941538997713713,1425,475,-0.42pp (-6% of mean),
Housing,census,housing_rented,S_fx_alone,25,fx_alone,0.0199483229724693,"",0.0130449776711688,0.126882996241424,0.0675251103531762,0.0941538997713713,1425,475,+1.99pp (+30% of mean),
Housing,census,housing_roof_modern,S0_baseline,25,log_int,-0.000512018448080434,"",0.00822392757751298,0.9503823439954,0.635020554341648,0.311606029844545,950,475,-0.05pp (-0% of mean),
Housing,census,housing_roof_modern,S_fx_alone,25,fx_alone,-0.0685880975702737,"",0.124779750762589,0.582802356889713,0.635020554341648,0.311606029844545,950,475,-6.86pp (-11% of mean),
Housing,census,housing_roof_traditional,S0_baseline,25,log_int,0.0149739039928196,*,0.00762349112681929,0.050093200520801,0.152472393120975,0.203083725581297,950,475,+1.50pp (+10% of mean),
Housing,census,housing_roof_traditional,S_fx_alone,25,fx_alone,0.1899496521997,**,0.0753231806315974,0.0120023891344287,0.152472393120975,0.203083725581297,950,475,+18.99pp (+125% of mean),
Industry employment (census),census,ind_agri_forestry_fish,S0_baseline,25,log_int,-0.00559421456493666,"",0.00391139014671217,0.153307869432252,0.700182939231398,0.182356092501113,1425,475,-0.56pp (-1% of mean),
Industry employment (census),census,ind_agri_forestry_fish,S_fx_alone,25,fx_alone,-0.0899540096330576,**,0.0367874054021665,0.0148385232955044,0.700182939231398,0.182356092501113,1425,475,-9.00pp (-13% of mean),
Industry employment (census),census,ind_arts_recreation,S0_baseline,25,log_int,-0.000650822376264575,***,0.000177319599342003,0.000269757946563781,0.00102801122430677,0.00284459797625814,1425,475,-0.07pp (-63% of mean),
Industry employment (census),census,ind_arts_recreation,S_fx_alone,25,fx_alone,0.0013186763892255,"",0.0012317298660833,0.284899124019143,0.00102801122430677,0.00284459797625814,1425,475,+0.13pp (+128% of mean),
Industry employment (census),census,ind_construction,S0_baseline,25,log_int,0.00777900922799366,***,0.0017110846979904,0.00000694197933671001,0.0402643932172135,0.0358835931177404,1425,475,+0.78pp (+19% of mean),
Industry employment (census),census,ind_construction,S_fx_alone,25,fx_alone,0.0240950885478337,**,0.0106863223495815,0.0246040095901726,0.0402643932172135,0.0358835931177404,1425,475,+2.41pp (+60% of mean),
Industry employment (census),census,ind_education,S0_baseline,25,log_int,0.000454544853370042,"",0.000441308447460054,0.303538311283215,0.0305725060689085,0.0153416585188411,1425,475,+0.05pp (+1% of mean),
Industry employment (census),census,ind_education,S_fx_alone,25,fx_alone,-0.00011559270050413,"",0.00420146780038473,0.978062583930922,0.0305725060689085,0.0153416585188411,1425,475,-0.01pp (-0% of mean),
Industry employment (census),census,ind_finance_real_estate_prof,S0_baseline,25,log_int,-0.00207299348891107,***,0.000677299926706553,0.00233372006834142,0.0126102115190101,0.0192507975752389,1425,475,-0.21pp (-16% of mean),
Industry employment (census),census,ind_finance_real_estate_prof,S_fx_alone,25,fx_alone,0.0144012848133492,***,0.00549380413356894,0.00903924605418767,0.0126102115190101,0.0192507975752389,1425,475,+1.44pp (+114% of mean),
Industry employment (census),census,ind_health,S0_baseline,25,log_int,-0.000483722975535154,**,0.000220412838221314,0.0286750854467994,0.00684631873032137,0.00729029984221472,1425,475,-0.05pp (-7% of mean),
Industry employment (census),census,ind_health,S_fx_alone,25,fx_alone,0.00338153355847889,*,0.00186693723680021,0.0707314098086773,0.00684631873032137,0.00729029984221472,1425,475,+0.34pp (+49% of mean),
Industry employment (census),census,ind_manufacturing,S0_baseline,25,log_int,0.000247053645953874,"",0.00125919693709069,0.844538207558691,0.0483216692392314,0.0437009057213024,1425,475,+0.02pp (+1% of mean),
Industry employment (census),census,ind_manufacturing,S_fx_alone,25,fx_alone,-0.00546210056874098,"",0.0123056928896312,0.657340734519776,0.0483216692392314,0.0437009057213024,1425,475,-0.55pp (-11% of mean),
Industry employment (census),census,ind_others,S0_baseline,25,log_int,-0.000160699716129771,"",0.00141934606622842,0.909903319241199,0.0444304346637626,0.0419180388045633,1425,475,-0.02pp (-0% of mean),
Industry employment (census),census,ind_others,S_fx_alone,25,fx_alone,0.0253035968750689,**,0.01074407941209,0.018923392703617,0.0444304346637626,0.0419180388045633,1425,475,+2.53pp (+57% of mean),
Industry employment (census),census,ind_public_admin_defence,S0_baseline,25,log_int,0.000655284055342609,"",0.00128781609400547,0.611105649118786,0.0166916915974576,0.0314672489133611,1425,475,+0.07pp (+4% of mean),
Industry employment (census),census,ind_public_admin_defence,S_fx_alone,25,fx_alone,-0.0109676972559641,"",0.0122280606365299,0.370212332491816,0.0166916915974576,0.0314672489133611,1425,475,-1.10pp (-66% of mean),
Industry employment (census),census,ind_transport_accommodation,S0_baseline,25,log_int,0.000499201691828269,"",0.000756960935925897,0.509906932602925,0.029536697912072,0.0300264003438206,1425,475,+0.05pp (+2% of mean),
Industry employment (census),census,ind_transport_accommodation,S_fx_alone,25,fx_alone,0.00726961306836224,"",0.00683358845060372,0.287958183555428,0.029536697912072,0.0300264003438206,1425,475,+0.73pp (+25% of mean),
Industry employment (census),census,ind_wholesale_retail,S0_baseline,25,log_int,-0.0006726403527113,"",0.00130631825122144,0.606853785399682,0.0695151265963183,0.0500821189394605,1425,475,-0.07pp (-1% of mean),
Industry employment (census),census,ind_wholesale_retail,S_fx_alone,25,fx_alone,0.0307296069059489,**,0.0140763400869213,0.0295206568246105,0.0695151265963183,0.0500821189394605,1425,475,+3.07pp (+44% of mean),
Input use / capital,hh,dry_cost_equip,S0_baseline,25,log_int,653.437042190876,**,308.080714156146,0.0352191519732058,691.18825136612,2792.60573023475,10458,191,+653.437 (baseline 691.188),
Input use / capital,hh,dry_cost_equip,S_fx_alone,25,fx_alone,428.932111787933,"",1326.13962245907,0.746714612820778,691.18825136612,2792.60573023475,10458,191,+428.932 (baseline 691.188),
Input use / capital,hh,dry_cost_fert,S0_baseline,25,log_int,-2.86415954233814,"",216.911897790219,0.989478691147904,1032.14371584699,4610.58296821423,10458,191,-2.864 (baseline 1032.144),
Input use / capital,hh,dry_cost_fert,S_fx_alone,25,fx_alone,-1083.67480313743,"",2253.55591808035,0.631159841787842,1032.14371584699,4610.58296821423,10458,191,-1083.675 (baseline 1032.144),
Input use / capital,hh,dry_cost_insect,S0_baseline,25,log_int,25.6174639062958,"",81.2013923437849,0.752743023500004,168.964025500911,870.801631408283,10458,191,+25.617 (baseline 168.964),
Input use / capital,hh,dry_cost_insect,S_fx_alone,25,fx_alone,-110.539006148951,"",273.936376571167,0.687018944715787,168.964025500911,870.801631408283,10458,191,-110.539 (baseline 168.964),
Input use / capital,hh,dry_cost_labour,S0_baseline,25,log_int,304.653500339936,"",298.912419908108,0.309400930426468,996.748724954463,2928.27472108216,10458,191,+304.654 (baseline 996.749),
Input use / capital,hh,dry_cost_labour,S_fx_alone,25,fx_alone,1146.22775194367,"",968.975748635632,0.238316091178836,996.748724954463,2928.27472108216,10458,191,+1146.228 (baseline 996.749),
Input use / capital,hh,dry_cost_seed,S0_baseline,25,log_int,-137.17382672081,"",132.589849431083,0.302183542171722,440.210382513661,1557.39105256542,10458,191,-137.174 (baseline 440.210),
Input use / capital,hh,dry_cost_seed,S_fx_alone,25,fx_alone,149.862215601259,"",644.878470469974,0.816486555449843,440.210382513661,1557.39105256542,10458,191,+149.862 (baseline 440.210),
Input use / capital,hh,owns_irrigation_kit,S0_baseline,25,log_int,0.0544292888911721,"",0.0481978634222536,0.260246292379582,0.106361323155216,0.30832566941857,4876,191,+5.44pp (+51% of mean),
Input use / capital,hh,owns_irrigation_kit,S_fx_alone,25,fx_alone,-0.34212120143154,"",0.332169001804522,0.304380164091147,0.106361323155216,0.30832566941857,4876,191,-34.21pp (-322% of mean),
Input use / capital,hh,owns_plough,S0_baseline,25,log_int,0.00824076027354135,"",0.0411393987991244,0.841456949425702,0.519253604749788,0.499671543942356,4876,191,+0.82pp (+2% of mean),
Input use / capital,hh,owns_plough,S_fx_alone,25,fx_alone,0.25004693766806,"",0.269160726513735,0.354112689703994,0.519253604749788,0.499671543942356,4876,191,+25.00pp (+48% of mean),
Input use / capital,hh,owns_powered_machinery,S0_baseline,25,log_int,-0.00236565854215361,"",0.0135646343113278,0.861743645896738,0.0340966921119593,0.181492962490494,4876,191,-0.24pp (-7% of mean),
Input use / capital,hh,owns_powered_machinery,S_fx_alone,25,fx_alone,0.0335399460258378,"",0.0606935745506482,0.581200393796783,0.0340966921119593,0.181492962490494,4876,191,+3.35pp (+98% of mean),
Input use / capital,hh,owns_storage_struct,S0_baseline,25,log_int,0.0511136021418295,"",0.0832518161162831,0.539997575150495,0.240712468193384,0.427552318841476,4876,191,+5.11pp (+21% of mean),
Input use / capital,hh,owns_storage_struct,S_fx_alone,25,fx_alone,0.152502849702036,"",0.306824741266004,0.619757240787104,0.240712468193384,0.427552318841476,4876,191,+15.25pp (+63% of mean),
Input use / capital,hh,owns_transport,S0_baseline,25,log_int,-0.0109266501098286,"",0.0239795988421134,0.649168589359375,0.0220525869380831,0.146867046571104,4876,191,-1.09pp (-50% of mean),
Input use / capital,hh,owns_transport,S_fx_alone,25,fx_alone,-0.0684230163950803,"",0.106321117097542,0.520668191188374,0.0220525869380831,0.146867046571104,4876,191,-6.84pp (-310% of mean),
Input use / capital,hh,total_input_cost_rs,S0_baseline,25,log_int,2116.92346213134,"",1336.08580862887,0.11476077184221,8069.01218799566,14551.2541884204,11844,191,"2,117 Rs (+26% of mean)",
Input use / capital,hh,total_input_cost_rs,S_fx_alone,25,fx_alone,2110.06771553995,"",6492.00963086685,0.74551949143141,8069.01218799566,14551.2541884204,11844,191,"2,110 Rs (+26% of mean)",
Input use / capital,hh,wet_cost_equip,S0_baseline,25,log_int,746.375721374966,**,324.293932918641,0.0224457740723541,994.135245901639,2659.40358899222,10458,191,+746.376 (baseline 994.135),
Input use / capital,hh,wet_cost_equip,S_fx_alone,25,fx_alone,424.774251157671,"",1481.81190155022,0.774686022931321,994.135245901639,2659.40358899222,10458,191,+424.774 (baseline 994.135),
Input use / capital,hh,wet_cost_fert,S0_baseline,25,log_int,278.255495197089,"",233.978341327691,0.2358308514933,1651.4868852459,3030.29939667255,10458,191,+278.255 (baseline 1651.487),
Input use / capital,hh,wet_cost_fert,S_fx_alone,25,fx_alone,149.091174367896,"",1546.34309337584,0.923292340862397,1651.4868852459,3030.29939667255,10458,191,+149.091 (baseline 1651.487),
Input use / capital,hh,wet_cost_insect,S0_baseline,25,log_int,145.802208283804,"",104.918240115366,0.166253917897095,217.962112932605,793.84538778214,10458,191,+145.802 (baseline 217.962),
Input use / capital,hh,wet_cost_insect,S_fx_alone,25,fx_alone,-395.213996742459,"",457.186799622446,0.388432140740246,217.962112932605,793.84538778214,10458,191,-395.214 (baseline 217.962),
Input use / capital,hh,wet_cost_labour,S0_baseline,25,log_int,571.627556986631,*,338.675223558999,0.0930838850998239,2043.11475409836,3892.42587701691,10458,191,+571.628 (baseline 2043.115),
Input use / capital,hh,wet_cost_labour,S_fx_alone,25,fx_alone,1742.75267447019,"",1938.22698192456,0.369712004915556,2043.11475409836,3892.42587701691,10458,191,+1742.753 (baseline 2043.115),
Input use / capital,hh,wet_cost_seed,S0_baseline,25,log_int,79.3609307097101,"",192.754547067033,0.681008636691496,567.205919854281,1979.4878473141,10458,191,+79.361 (baseline 567.206),
Input use / capital,hh,wet_cost_seed,S_fx_alone,25,fx_alone,-89.4102152093335,"",708.454862791476,0.89970347194826,567.205919854281,1979.4878473141,10458,191,-89.410 (baseline 567.206),
Internal migration,census,mig_in_domestic,S0_baseline,25,log_int,-0.0152831326429208,***,0.00467522600565874,0.00115792064558548,0.0978778132951373,0.131605021352087,1425,475,-1.53pp (-16% of mean),
Internal migration,census,mig_in_domestic,S_fx_alone,25,fx_alone,0.0717089804364088,**,0.0351125043044548,0.0416782772238968,0.0978778132951373,0.131605021352087,1425,475,+7.17pp (+73% of mean),
Internal migration,census,mig_in_from_rural,S0_baseline,25,log_int,-0.00998536007677661,***,0.00384241404687,0.00964870524044137,0.0816475945262721,0.106663769082033,1425,475,-1.00pp (-12% of mean),
Internal migration,census,mig_in_from_rural,S_fx_alone,25,fx_alone,0.0659365462006506,**,0.0267544919523142,0.0140739982515816,0.0816475945262721,0.106663769082033,1425,475,+6.59pp (+81% of mean),
Internal migration,census,mig_in_from_urban,S0_baseline,25,log_int,-0.00653648290762351,***,0.00198640276141085,0.00107423143794296,0.0155895154448729,0.0361004281655081,1425,475,-0.65pp (-42% of mean),
Internal migration,census,mig_in_from_urban,S_fx_alone,25,fx_alone,0.00713082602243327,"",0.0147681866856122,0.62942483197398,0.0155895154448729,0.0361004281655081,1425,475,+0.71pp (+46% of mean),
Internal migration,census,mig_in_international,S0_baseline,25,log_int,0.00136969700786098,"",0.00105734825992701,0.195810167252063,0.010983434605418,0.0181659354234004,1425,475,+0.14pp (+12% of mean),
Internal migration,census,mig_in_international,S_fx_alone,25,fx_alone,0.022108840743911,***,0.00712234361064079,0.00202240467863741,0.010983434605418,0.0181659354234004,1425,475,+2.21pp (+201% of mean),
Internal migration,census,mig_in_reason_economic,S0_baseline,25,log_int,-0.00532759562236226,***,0.00197274155214209,0.00716909850497902,0.0273916059832768,0.0481081277015337,1425,475,-0.53pp (-19% of mean),
Internal migration,census,mig_in_reason_economic,S_fx_alone,25,fx_alone,0.0162261728412295,"",0.0174333607675307,0.352454543106594,0.0273916059832768,0.0481081277015337,1425,475,+1.62pp (+59% of mean),
Internal migration,census,mig_in_reason_marriage,S0_baseline,25,log_int,-0.000886388733884794,"",0.00219236296751152,0.686168994143966,0.0471488163483077,0.063917333362434,1425,475,-0.09pp (-2% of mean),
Internal migration,census,mig_in_reason_marriage,S_fx_alone,25,fx_alone,0.0474666542069419,***,0.0133563564278259,0.000417658178929898,0.0471488163483077,0.063917333362434,1425,475,+4.75pp (+101% of mean),
Internal migration,census,mig_in_reason_noneconomic,S0_baseline,25,log_int,-0.00885120656239636,**,0.00346937403444475,0.0110470361346153,0.0780741114704437,0.101547105351318,1425,475,-0.89pp (-11% of mean),
Internal migration,census,mig_in_reason_noneconomic,S_fx_alone,25,fx_alone,0.076457427643701,***,0.026620150329304,0.00425947315920522,0.0780741114704437,0.101547105351318,1425,475,+7.65pp (+98% of mean),
Internal migration,census,mig_in_reason_study,S0_baseline,25,log_int,-0.00142011084570325,*,0.000758781485489183,0.0618821354635409,0.00739147407316319,0.016978373104747,1425,475,-0.14pp (-19% of mean),
Internal migration,census,mig_in_reason_study,S_fx_alone,25,fx_alone,0.00535291329838822,"",0.00629863718153718,0.395836077774236,0.00739147407316319,0.016978373104747,1425,475,+0.54pp (+72% of mean),
Internal migration,census,mig_in_return,S0_baseline,25,log_int,-0.00281663072913717,***,0.000565822895991172,0.00000090116591481481,0.0151271385045344,0.0161549531103594,475,475,-0.28pp (-19% of mean),1-year outcome: cross-section (no entity FE)
Internal migration,census,mig_in_return,S_fx_alone,25,fx_alone,0.00417657776954235,"",0.0087822826086403,0.634600841704303,0.0151271385045344,0.0161549531103594,475,475,+0.42pp (+28% of mean),1-year outcome: cross-section (no entity FE)
Labour force,census,flfp_agri,S0_baseline,25,log_int,0.00599392436731671,"",0.00525982018943487,0.255041733632178,0.478198729950758,0.212095739876271,1425,475,+0.60pp (+1% of mean),
Labour force,census,flfp_agri,S_fx_alone,25,fx_alone,0.0478604465523295,"",0.0459221208711551,0.297846068514022,0.478198729950758,0.212095739876271,1425,475,+4.79pp (+10% of mean),
Labour force,census,flfp_all,S0_baseline,25,log_int,0.00387605160563424,"",0.00465848292451496,0.405804441761682,0.64761129759457,0.180692734418086,1425,475,+0.39pp (+1% of mean),
Labour force,census,flfp_all,S_fx_alone,25,fx_alone,0.0704700406937093,**,0.0356619632188533,0.0487278327254209,0.64761129759457,0.180692734418086,1425,475,+7.05pp (+11% of mean),
Labour force,census,flfp_chores_only,S0_baseline,25,log_int,-0.015233030046045,***,0.00397849171235679,0.000146028494419484,0.216528202447978,0.166525826620878,1425,475,-1.52pp (-7% of mean),
Labour force,census,flfp_chores_only,S_fx_alone,25,fx_alone,-0.0494335165135773,*,0.0283564026982928,0.0819308532215823,0.216528202447978,0.166525826620878,1425,475,-4.94pp (-23% of mean),
