hhid,year,any_shock,coped_self,coped_external,cope_category
1596,2016,1,0,0,neither
1596,2017,1,0,0,neither
1597,2016,1,0,1,external_only
1598,2016,1,0,1,external_only
1598,2017,1,0,0,neither
1598,2018,1,0,0,neither
1599,2016,1,0,1,external_only
1599,2017,1,0,0,neither
1600,2016,1,0,0,neither
1601,2016,1,0,1,external_only
1602,2016,1,1,0,self_only
1602,2017,1,0,0,neither
1602,2018,1,0,0,neither
1603,2016,1,0,0,neither
1604,2018,1,0,0,neither
1606,2016,1,0,0,neither
1606,2017,1,0,0,neither
1607,2016,1,1,1,both
1608,2016,1,0,0,neither
1608,2017,1,0,0,neither
1609,2017,1,0,0,neither
1610,2016,1,1,0,self_only
1611,2016,1,0,0,neither
1611,2017,1,0,0,neither
1613,2016,1,1,1,both
1613,2018,1,0,0,neither
1614,2016,1,0,0,neither
1614,2018,1,0,0,neither
1615,2016,1,0,0,neither
1616,2017,1,0,1,external_only
1617,2016,1,1,0,self_only
1617,2017,1,1,0,self_only
1618,2018,1,1,0,self_only
1620,2016,1,0,1,external_only
1621,2016,1,0,0,neither
1622,2016,1,0,0,neither
1623,2016,1,0,0,neither
1623,2018,1,0,0,neither
1624,2017,1,1,0,self_only
1625,2018,1,0,0,neither
1627,2016,1,1,0,self_only
1627,2017,1,0,0,neither
1628,2016,1,1,1,both
1629,2016,1,0,1,external_only
1631,2016,1,0,0,neither
1632,2016,1,1,0,self_only
1632,2017,1,0,0,neither
1633,2016,1,0,0,neither
1633,2017,1,0,0,neither
1634,2016,1,1,1,both
1634,2018,1,1,0,self_only
1636,2016,1,0,0,neither
1637,2016,1,1,1,both
1637,2017,1,0,0,neither
1638,2016,1,0,0,neither
1638,2018,1,1,1,both
1639,2017,1,0,0,neither
1639,2018,1,0,0,neither
1640,2016,1,0,0,neither
1641,2016,1,1,0,self_only
1641,2017,1,0,0,neither
1641,2018,1,0,0,neither
1642,2016,1,1,0,self_only
1643,2016,1,0,0,neither
1644,2016,1,0,1,external_only
1644,2018,1,0,0,neither
1645,2016,1,0,0,neither
1645,2017,1,0,0,neither
1648,2016,1,0,0,neither
1649,2016,1,0,0,neither
1649,2017,1,1,0,self_only
1649,2018,1,0,0,neither
1650,2016,1,0,0,neither
1650,2017,1,0,0,neither
1651,2016,1,0,0,neither
1651,2017,1,1,1,both
1652,2016,1,0,0,neither
1652,2017,1,0,0,neither
1654,2016,1,1,0,self_only
1654,2017,1,0,0,neither
1655,2018,1,0,0,neither
1656,2018,1,0,0,neither
1657,2017,1,0,0,neither
1658,2016,1,1,0,self_only
1659,2016,1,0,1,external_only
1659,2017,1,0,0,neither
1659,2018,1,0,0,neither
1660,2018,1,0,0,neither
1661,2016,1,1,1,both
1662,2016,1,0,0,neither
1663,2016,1,1,1,both
1664,2016,1,0,0,neither
1664,2018,1,1,1,both
1665,2016,1,0,0,neither
1666,2016,1,1,1,both
1667,2017,1,0,0,neither
1669,2016,1,1,1,both
1670,2016,1,1,0,self_only
1670,2017,1,0,0,neither
1671,2016,1,0,0,neither
1671,2017,1,0,0,neither
1672,2016,1,0,0,neither
1672,2017,1,1,0,self_only
1673,2016,1,0,0,neither
1674,2016,1,1,1,both
1674,2017,1,0,0,neither
1675,2016,1,0,0,neither
1676,2016,1,1,0,self_only
1677,2016,1,0,1,external_only
1678,2016,1,1,0,self_only
1679,2016,1,1,1,both
1679,2017,1,1,1,both
1679,2018,1,0,1,external_only
1680,2016,1,0,0,neither
1680,2017,1,0,0,neither
1682,2016,1,0,0,neither
1683,2016,1,0,1,external_only
1684,2016,1,1,1,both
1684,2018,1,0,0,neither
1685,2016,1,0,0,neither
1686,2017,1,1,0,self_only
1687,2016,1,1,0,self_only
1688,2016,1,1,0,self_only
1688,2017,1,0,1,external_only
1688,2018,1,1,1,both
1690,2016,1,0,0,neither
1690,2017,1,0,0,neither
1691,2016,1,0,0,neither
1691,2017,1,0,0,neither
1691,2018,1,0,0,neither
1692,2016,1,0,0,neither
1693,2016,1,0,0,neither
1694,2016,1,0,1,external_only
1697,2016,1,1,1,both
1697,2017,1,0,0,neither
1698,2016,1,1,1,both
1699,2017,1,0,0,neither
1699,2018,1,0,0,neither
1700,2016,1,0,0,neither
1702,2016,1,0,1,external_only
1703,2016,1,0,0,neither
1704,2016,1,0,0,neither
1704,2018,1,0,0,neither
1705,2016,1,1,0,self_only
1705,2017,1,0,0,neither
1706,2016,1,0,0,neither
1706,2017,1,1,0,self_only
1707,2016,1,0,0,neither
1708,2016,1,0,0,neither
1708,2017,1,0,0,neither
1708,2018,1,0,0,neither
1709,2016,1,1,0,self_only
1710,2016,1,0,0,neither
1711,2016,1,0,0,neither
1712,2016,1,0,0,neither
1712,2017,1,0,0,neither
1713,2016,1,1,0,self_only
1714,2016,1,1,0,self_only
1714,2017,1,0,0,neither
1715,2016,1,0,1,external_only
1716,2017,1,0,0,neither
1717,2016,1,0,0,neither
1717,2017,1,0,0,neither
1717,2018,1,0,0,neither
1718,2016,1,0,0,neither
1718,2017,1,0,0,neither
1719,2016,1,1,0,self_only
1719,2018,1,0,0,neither
1721,2016,1,0,0,neither
1721,2018,1,0,0,neither
1723,2016,1,0,1,external_only
1724,2016,1,0,0,neither
1725,2018,1,0,0,neither
1726,2016,1,0,0,neither
1726,2017,1,0,0,neither
1727,2016,1,1,0,self_only
1728,2016,1,1,1,both
1729,2016,1,0,1,external_only
1730,2016,1,1,0,self_only
1730,2017,1,0,0,neither
1731,2016,1,1,1,both
1731,2018,1,0,0,neither
1733,2017,1,0,0,neither
1734,2016,1,0,0,neither
1735,2016,1,0,0,neither
1736,2016,1,0,0,neither
1736,2017,1,0,0,neither
1737,2016,1,0,0,neither
1737,2017,1,0,0,neither
1737,2018,1,0,0,neither
1738,2016,1,0,0,neither
1739,2016,1,0,0,neither
1739,2017,1,0,0,neither
1739,2018,1,0,1,external_only
1740,2016,1,0,0,neither
1741,2016,1,1,0,self_only
1742,2016,1,0,0,neither
1742,2018,1,0,0,neither
1744,2016,1,0,0,neither
1745,2016,1,1,0,self_only
1746,2016,1,1,0,self_only
1746,2017,1,0,0,neither
1747,2016,1,0,0,neither
1748,2016,1,1,1,both
1748,2017,1,1,0,self_only
1749,2016,1,0,0,neither
1749,2017,1,0,0,neither
1750,2016,1,1,0,self_only
1750,2017,1,0,0,neither
1751,2016,1,0,0,neither
1752,2016,1,0,1,external_only
1752,2017,1,0,1,external_only
1753,2016,1,1,0,self_only
1753,2017,1,0,0,neither
1754,2016,1,0,0,neither
1755,2016,1,0,0,neither
1755,2017,1,0,0,neither
1755,2018,1,0,0,neither
1756,2016,1,0,0,neither
1757,2016,1,1,1,both
1757,2017,1,0,0,neither
1757,2018,1,0,0,neither
1758,2016,1,0,0,neither
1758,2017,1,0,0,neither
1759,2016,1,0,0,neither
1759,2017,1,0,0,neither
1760,2016,1,0,1,external_only
1761,2016,1,0,0,neither
1762,2016,1,0,0,neither
1763,2016,1,0,0,neither
1764,2016,1,1,1,both
1766,2017,1,0,0,neither
1766,2018,1,0,0,neither
1767,2016,1,1,0,self_only
1768,2016,1,1,1,both
1770,2016,1,0,0,neither
1770,2017,1,0,0,neither
1771,2017,1,0,0,neither
1773,2016,1,0,0,neither
1773,2017,1,0,0,neither
1774,2016,1,0,1,external_only
1776,2017,1,0,0,neither
1777,2016,1,0,0,neither
1777,2017,1,1,1,both
1778,2016,1,1,1,both
1779,2017,1,0,0,neither
1780,2016,1,1,0,self_only
1781,2016,1,0,0,neither
1782,2016,1,0,0,neither
1783,2017,1,0,0,neither
1783,2018,1,0,0,neither
1784,2016,1,0,0,neither
1784,2017,1,1,0,self_only
1784,2018,1,0,0,neither
1785,2016,1,0,1,external_only
1786,2017,1,0,0,neither
1786,2018,1,0,0,neither
1787,2016,1,1,0,self_only
1787,2017,1,1,0,self_only
1788,2016,1,1,0,self_only
1789,2016,1,0,1,external_only
1790,2016,1,1,1,both
1791,2016,1,1,0,self_only
1792,2016,1,0,1,external_only
1792,2017,1,0,0,neither
1793,2016,1,1,1,both
1794,2017,1,0,0,neither
1795,2018,1,0,0,neither
1796,2016,1,0,0,neither
1797,2016,1,1,0,self_only
1798,2016,1,0,1,external_only
1799,2016,1,1,0,self_only
1799,2017,1,1,0,self_only
1799,2018,1,0,0,neither
1800,2018,1,0,0,neither
1801,2016,1,0,0,neither
1801,2017,1,0,0,neither
1803,2016,1,0,1,external_only
1803,2018,1,0,0,neither
1805,2016,1,0,0,neither
1806,2017,1,0,0,neither
1807,2016,1,0,0,neither
1808,2016,1,1,1,both
1808,2018,1,0,0,neither
1809,2016,1,0,0,neither
1810,2016,1,0,0,neither
1811,2016,1,0,1,external_only
1811,2017,1,0,0,neither
1811,2018,1,0,0,neither
1812,2016,1,0,0,neither
1812,2018,1,0,0,neither
1813,2016,1,0,0,neither
1814,2016,1,1,0,self_only
1815,2016,1,1,0,self_only
1816,2016,1,0,0,neither
1816,2017,1,0,0,neither
1817,2016,1,0,0,neither
1817,2018,1,0,0,neither
1818,2016,1,0,0,neither
1819,2016,1,0,1,external_only
1820,2016,1,0,0,neither
1821,2016,1,1,0,self_only
1823,2016,1,0,0,neither
1823,2017,1,0,0,neither
1825,2016,1,0,0,neither
1826,2016,1,0,0,neither
1826,2017,1,0,0,neither
1827,2016,1,0,0,neither
1827,2017,1,0,0,neither
1828,2016,1,0,1,external_only
1828,2017,1,0,1,external_only
1829,2016,1,1,0,self_only
1829,2018,1,0,0,neither
1830,2016,1,0,0,neither
1830,2018,1,0,0,neither
1832,2016,1,0,1,external_only
1833,2016,1,1,1,both
1834,2016,1,1,1,both
1834,2018,1,0,0,neither
1835,2016,1,0,0,neither
1836,2016,1,0,0,neither
1839,2016,1,1,0,self_only
1839,2017,1,0,0,neither
1839,2018,1,0,0,neither
1840,2016,1,1,0,self_only
1841,2016,1,1,0,self_only
1841,2018,1,0,0,neither
1842,2016,1,0,0,neither
1842,2017,1,0,0,neither
1843,2016,1,0,0,neither
1845,2016,1,1,1,both
1846,2016,1,1,0,self_only
1846,2018,1,1,1,both
1847,2016,1,1,1,both
1847,2017,1,1,1,both
1848,2017,1,0,0,neither
1849,2016,1,0,0,neither
1850,2016,1,1,0,self_only
1851,2016,1,0,0,neither
1851,2017,1,0,0,neither
1851,2018,1,0,0,neither
1852,2016,1,1,0,self_only
1853,2016,1,0,0,neither
1855,2016,1,0,0,neither
1856,2016,1,1,0,self_only
1856,2017,1,0,0,neither
1856,2018,1,0,0,neither
1857,2016,1,0,1,external_only
1858,2016,1,0,0,neither
1858,2018,1,0,0,neither
1859,2016,1,0,0,neither
1860,2016,1,1,1,both
1862,2016,1,0,0,neither
1862,2018,1,0,0,neither
1863,2016,1,1,0,self_only
1864,2016,1,1,0,self_only
1865,2017,1,0,0,neither
1869,2016,1,1,0,self_only
1869,2018,1,0,0,neither
1870,2016,1,1,0,self_only
1871,2016,1,0,0,neither
1871,2017,1,0,0,neither
1871,2018,1,0,0,neither
1872,2016,1,1,0,self_only
1873,2018,1,0,0,neither
1874,2016,1,0,0,neither
1875,2016,1,1,0,self_only
1876,2016,1,1,1,both
1877,2018,1,0,0,neither
1878,2016,1,0,0,neither
1878,2017,1,0,0,neither
1878,2018,1,0,0,neither
1879,2016,1,1,0,self_only
1879,2017,1,0,0,neither
1880,2016,1,1,0,self_only
1881,2016,1,0,0,neither
1881,2018,1,0,0,neither
1882,2016,1,1,1,both
1882,2017,1,0,0,neither
1883,2016,1,0,0,neither
1884,2016,1,1,0,self_only
1885,2016,1,1,0,self_only
1885,2017,1,0,0,neither
1885,2018,1,0,0,neither
1886,2016,1,0,0,neither
1886,2017,1,0,0,neither
1887,2016,1,0,0,neither
1887,2017,1,0,0,neither
1887,2018,1,0,0,neither
1888,2016,1,0,0,neither
1888,2017,1,0,0,neither
1888,2018,1,0,0,neither
1890,2016,1,0,0,neither
1891,2016,1,0,0,neither
1892,2016,1,1,0,self_only
1892,2017,1,0,0,neither
1892,2018,1,1,1,both
1893,2016,1,0,0,neither
1894,2016,1,1,1,both
1894,2017,1,0,0,neither
1895,2016,1,1,0,self_only
1895,2018,1,0,0,neither
1896,2016,1,0,0,neither
1897,2016,1,1,0,self_only
1899,2016,1,0,1,external_only
1899,2018,1,0,0,neither
1900,2016,1,1,0,self_only
1900,2017,1,0,0,neither
1900,2018,1,0,0,neither
1901,2016,1,1,1,both
1901,2017,1,1,0,self_only
1902,2016,1,0,0,neither
1904,2016,1,1,0,self_only
1904,2017,1,0,0,neither
1904,2018,1,0,0,neither
1905,2016,1,0,0,neither
1905,2017,1,0,0,neither
1905,2018,1,0,1,external_only
1906,2016,1,1,0,self_only
1909,2016,1,1,0,self_only
1910,2016,1,0,0,neither
1911,2016,1,0,0,neither
1912,2016,1,1,0,self_only
1913,2016,1,1,0,self_only
1914,2016,1,0,0,neither
1915,2016,1,1,0,self_only
1916,2016,1,1,1,both
1917,2017,1,0,0,neither
1917,2018,1,0,0,neither
1918,2016,1,1,0,self_only
1920,2016,1,0,1,external_only
1921,2016,1,0,0,neither
1922,2016,1,0,0,neither
1923,2016,1,0,1,external_only
1923,2017,1,0,0,neither
1924,2016,1,0,0,neither
1925,2017,1,0,0,neither
1925,2018,1,0,0,neither
1926,2016,1,0,0,neither
1927,2018,1,1,0,self_only
1928,2016,1,0,0,neither
1928,2017,1,0,0,neither
1929,2016,1,1,1,both
1929,2017,1,0,0,neither
1930,2016,1,0,0,neither
1930,2018,1,0,0,neither
1931,2017,1,0,0,neither
1931,2018,1,0,0,neither
1932,2016,1,0,0,neither
1933,2016,1,0,0,neither
1934,2016,1,0,1,external_only
1935,2016,1,0,0,neither
1935,2017,1,1,0,self_only
1936,2016,1,1,0,self_only
1936,2017,1,0,0,neither
1937,2016,1,0,0,neither
1937,2017,1,0,0,neither
1937,2018,1,0,0,neither
1938,2016,1,0,1,external_only
1939,2016,1,0,0,neither
1941,2016,1,0,0,neither
1941,2017,1,0,0,neither
1943,2016,1,0,1,external_only
1944,2016,1,0,1,external_only
1945,2016,1,0,1,external_only
1946,2016,1,1,0,self_only
1948,2016,1,0,1,external_only
1948,2017,1,1,0,self_only
1949,2017,1,0,0,neither
1950,2016,1,0,0,neither
1952,2017,1,0,0,neither
1952,2018,1,1,0,self_only
1954,2016,1,1,0,self_only
1955,2016,1,0,1,external_only
1956,2016,1,1,0,self_only
1957,2016,1,1,1,both
1958,2016,1,0,0,neither
1959,2016,1,1,0,self_only
1959,2017,1,0,0,neither
1960,2017,1,0,0,neither
1961,2016,1,0,0,neither
1962,2016,1,1,0,self_only
1965,2016,1,1,1,both
1966,2017,1,0,0,neither
1967,2016,1,0,0,neither
1968,2016,1,1,0,self_only
1969,2016,1,1,0,self_only
1970,2016,1,0,0,neither
1970,2017,1,0,0,neither
1970,2018,1,0,0,neither
1971,2016,1,0,1,external_only
1971,2017,1,0,0,neither
1971,2018,1,0,0,neither
1972,2016,1,0,0,neither
1973,2016,1,0,1,external_only
1975,2016,1,1,1,both
1975,2018,1,0,0,neither
1976,2016,1,0,1,external_only
1977,2016,1,0,0,neither
1977,2017,1,0,0,neither
1978,2016,1,0,0,neither
1979,2016,1,0,1,external_only
1980,2016,1,1,1,both
1981,2016,1,1,1,both
1981,2017,1,0,0,neither
1981,2018,1,0,0,neither
1982,2018,1,0,0,neither
1983,2016,1,0,0,neither
1984,2016,1,0,0,neither
1985,2016,1,1,0,self_only
1985,2017,1,0,0,neither
1986,2016,1,0,0,neither
1987,2016,1,0,1,external_only
1987,2017,1,0,0,neither
1988,2016,1,0,0,neither
1988,2018,1,0,0,neither
1989,2016,1,0,0,neither
1989,2017,1,1,0,self_only
1990,2016,1,0,0,neither
1990,2017,1,0,0,neither
1991,2016,1,0,0,neither
1991,2017,1,1,1,both
1992,2016,1,1,0,self_only
1993,2016,1,0,0,neither
1993,2017,1,0,0,neither
1993,2018,1,0,0,neither
1994,2016,1,1,0,self_only
1995,2018,1,0,0,neither
1996,2016,1,1,0,self_only
1997,2016,1,0,0,neither
1997,2017,1,0,0,neither
1997,2018,1,0,0,neither
1998,2016,1,0,1,external_only
1998,2017,1,0,0,neither
1998,2018,1,0,0,neither
1999,2016,1,0,1,external_only
1999,2017,1,0,0,neither
2000,2016,1,1,1,both
2000,2018,1,0,0,neither
2001,2016,1,0,1,external_only
2002,2016,1,1,1,both
2002,2017,1,0,0,neither
2003,2016,1,0,1,external_only
2004,2016,1,0,0,neither
2004,2017,1,1,1,both
2004,2018,1,0,0,neither
2005,2016,1,1,0,self_only
2006,2016,1,1,1,both
2006,2017,1,0,0,neither
2007,2016,1,1,1,both
2008,2016,1,0,0,neither
2008,2017,1,0,0,neither
2009,2016,1,0,0,neither
2009,2017,1,0,0,neither
2010,2016,1,0,0,neither
2011,2016,1,1,0,self_only
2013,2016,1,1,1,both
2014,2016,1,1,1,both
2015,2016,1,0,1,external_only
2016,2016,1,0,0,neither
2017,2016,1,1,1,both
2017,2017,1,0,0,neither
2018,2016,1,0,0,neither
2019,2016,1,1,0,self_only
2019,2018,1,0,0,neither
2020,2016,1,1,0,self_only
2021,2016,1,0,0,neither
2021,2017,1,0,0,neither
2022,2016,1,0,0,neither
2022,2017,1,0,1,external_only
2022,2018,1,0,0,neither
2023,2016,1,1,1,both
2024,2016,1,1,0,self_only
2025,2016,1,1,0,self_only
2026,2016,1,0,0,neither
2027,2016,1,0,1,external_only
2029,2016,1,1,0,self_only
2030,2016,1,1,0,self_only
2030,2018,1,1,0,self_only
2031,2016,1,1,1,both
2031,2017,1,0,1,external_only
2033,2016,1,0,0,neither
2034,2016,1,0,1,external_only
2034,2017,1,0,0,neither
2035,2016,1,0,0,neither
2035,2017,1,0,0,neither
2035,2018,1,0,0,neither
2036,2016,1,0,1,external_only
2036,2017,1,0,0,neither
2036,2018,1,0,0,neither
2037,2016,1,0,0,neither
2037,2017,1,0,0,neither
2038,2016,1,0,1,external_only
2039,2016,1,0,0,neither
2040,2016,1,1,1,both
2040,2017,1,0,0,neither
2041,2016,1,1,1,both
2041,2017,1,1,0,self_only
2042,2016,1,0,0,neither
2043,2016,1,1,1,both
2043,2017,1,0,0,neither
2043,2018,1,0,0,neither
2044,2016,1,0,1,external_only
2045,2016,1,1,1,both
2046,2016,1,0,1,external_only
2047,2016,1,1,1,both
2047,2017,1,0,0,neither
2047,2018,1,0,0,neither
2048,2016,1,0,0,neither
2049,2016,1,0,0,neither
2050,2016,1,1,0,self_only
2050,2018,1,0,0,neither
2051,2016,1,0,0,neither
2052,2016,1,0,0,neither
2052,2017,1,0,0,neither
2053,2016,1,0,1,external_only
2054,2016,1,0,0,neither
2056,2017,1,0,0,neither
2057,2016,1,1,1,both
2059,2017,1,0,1,external_only
2059,2018,1,1,0,self_only
2060,2016,1,0,1,external_only
2060,2017,1,0,1,external_only
2060,2018,1,0,0,neither
2061,2016,1,1,0,self_only
2062,2016,1,1,0,self_only
2063,2016,1,0,0,neither
2064,2017,1,0,1,external_only
2065,2016,1,0,1,external_only
2066,2016,1,1,1,both
2068,2016,1,0,0,neither
2069,2016,1,1,0,self_only
2070,2016,1,1,0,self_only
2070,2017,1,0,0,neither
2070,2018,1,0,0,neither
2071,2016,1,1,0,self_only
2072,2016,1,1,1,both
2072,2018,1,0,0,neither
2073,2017,1,0,0,neither
2074,2016,1,1,0,self_only
2075,2016,1,0,0,neither
2079,2016,1,0,0,neither
2079,2017,1,0,0,neither
2080,2016,1,1,0,self_only
2081,2016,1,0,0,neither
2083,2016,1,1,1,both
2085,2016,1,0,0,neither
2085,2018,1,0,0,neither
2086,2016,1,0,0,neither
2087,2016,1,0,0,neither
2088,2017,1,0,0,neither
2089,2016,1,1,0,self_only
2090,2016,1,0,0,neither
2091,2017,1,0,1,external_only
2094,2016,1,1,0,self_only
2095,2017,1,0,1,external_only
2096,2016,1,0,0,neither
2096,2018,1,1,0,self_only
2097,2016,1,0,0,neither
2098,2017,1,0,0,neither
2100,2016,1,0,1,external_only
2100,2017,1,0,0,neither
2101,2016,1,0,1,external_only
2101,2018,1,0,0,neither
2103,2016,1,1,0,self_only
2104,2016,1,0,0,neither
2105,2016,1,1,0,self_only
2105,2017,1,1,1,both
2105,2018,1,0,0,neither
2106,2016,1,1,1,both
2108,2018,1,0,0,neither
2109,2016,1,1,1,both
2110,2016,1,1,0,self_only
2110,2017,1,1,0,self_only
2110,2018,1,0,0,neither
2111,2016,1,0,1,external_only
2111,2017,1,0,0,neither
2113,2016,1,0,0,neither
2113,2017,1,0,0,neither
2114,2016,1,1,0,self_only
2114,2017,1,0,0,neither
2115,2016,1,0,1,external_only
2116,2016,1,1,0,self_only
2116,2017,1,0,0,neither
2116,2018,1,1,0,self_only
2117,2016,1,1,0,self_only
2118,2016,1,1,0,self_only
2119,2018,1,0,0,neither
2120,2017,1,0,0,neither
2121,2016,1,1,0,self_only
2121,2017,1,0,0,neither
2122,2016,1,1,0,self_only
2124,2016,1,0,0,neither
2125,2016,1,1,1,both
2125,2017,1,0,0,neither
2125,2018,1,0,0,neither
2126,2016,1,1,0,self_only
2127,2016,1,0,0,neither
2128,2016,1,0,0,neither
2128,2017,1,0,0,neither
2128,2018,1,0,0,neither
2129,2016,1,0,1,external_only
2130,2016,1,0,0,neither
2131,2016,1,0,1,external_only
2132,2016,1,0,0,neither
2132,2018,1,1,1,both
2133,2016,1,0,0,neither
2133,2017,1,0,0,neither
2134,2016,1,0,0,neither
2134,2017,1,0,0,neither
2134,2018,1,0,1,external_only
2135,2016,1,0,0,neither
2135,2017,1,0,0,neither
2135,2018,1,0,0,neither
2136,2016,1,1,0,self_only
2137,2016,1,0,1,external_only
2138,2016,1,0,0,neither
2139,2016,1,0,0,neither
2140,2016,1,0,1,external_only
2140,2018,1,0,0,neither
2141,2016,1,0,0,neither
2141,2017,1,0,0,neither
2141,2018,1,0,0,neither
2142,2016,1,0,0,neither
2143,2016,1,0,1,external_only
2144,2016,1,1,0,self_only
2144,2018,1,0,0,neither
2145,2016,1,1,0,self_only
2145,2017,1,0,0,neither
2146,2016,1,1,0,self_only
2146,2017,1,0,0,neither
2147,2017,1,0,0,neither
2148,2016,1,1,1,both
2148,2017,1,0,0,neither
2149,2017,1,1,0,self_only
2149,2018,1,0,0,neither
2150,2016,1,0,0,neither
2151,2016,1,0,0,neither
2151,2017,1,0,0,neither
2152,2016,1,0,0,neither
2153,2016,1,0,1,external_only
2153,2017,1,1,1,both
2155,2016,1,0,0,neither
2155,2017,1,1,0,self_only
2155,2018,1,0,0,neither
2156,2016,1,0,1,external_only
2157,2016,1,1,0,self_only
2158,2016,1,1,1,both
2158,2017,1,0,0,neither
2159,2016,1,0,0,neither
2159,2017,1,0,0,neither
2160,2016,1,0,0,neither
2160,2017,1,0,0,neither
2161,2016,1,1,0,self_only
2162,2016,1,0,0,neither
2163,2016,1,1,0,self_only
2164,2016,1,1,1,both
2165,2016,1,0,1,external_only
2165,2017,1,0,0,neither
2166,2016,1,1,1,both
2167,2016,1,0,0,neither
2168,2016,1,1,0,self_only
2168,2017,1,0,0,neither
2169,2016,1,0,0,neither
2169,2017,1,0,1,external_only
2170,2016,1,0,0,neither
2170,2018,1,0,1,external_only
2171,2016,1,0,0,neither
2172,2016,1,0,0,neither
2172,2017,1,0,0,neither
2173,2016,1,1,1,both
2174,2016,1,1,0,self_only
2175,2016,1,1,0,self_only
2177,2016,1,0,0,neither
2177,2017,1,0,0,neither
2178,2016,1,1,1,both
2178,2017,1,0,0,neither
2179,2016,1,0,1,external_only
2179,2017,1,0,0,neither
2180,2016,1,1,0,self_only
2181,2016,1,0,1,external_only
2181,2017,1,1,0,self_only
2182,2016,1,0,0,neither
2183,2016,1,1,0,self_only
2184,2016,1,0,0,neither
2184,2017,1,0,0,neither
2184,2018,1,0,0,neither
2185,2016,1,0,0,neither
2185,2017,1,0,0,neither
2186,2016,1,0,0,neither
2187,2016,1,1,0,self_only
2187,2017,1,1,0,self_only
2187,2018,1,0,0,neither
2189,2018,1,0,1,external_only
2190,2016,1,1,0,self_only
2190,2017,1,0,0,neither
2191,2016,1,0,0,neither
2192,2016,1,1,0,self_only
2192,2017,1,0,0,neither
2193,2016,1,0,0,neither
2194,2016,1,0,0,neither
2194,2017,1,0,0,neither
2195,2016,1,0,0,neither
2195,2017,1,0,0,neither
2195,2018,1,0,0,neither
2196,2016,1,0,0,neither
2196,2017,1,1,0,self_only
2197,2016,1,0,0,neither
2198,2016,1,0,0,neither
2199,2016,1,1,0,self_only
2199,2018,1,0,0,neither
2200,2016,1,0,0,neither
2201,2016,1,0,0,neither
2201,2017,1,0,0,neither
2202,2016,1,0,1,external_only
2202,2017,1,1,0,self_only
2203,2016,1,0,1,external_only
2204,2016,1,0,0,neither
2204,2017,1,0,0,neither
2204,2018,1,0,0,neither
2205,2016,1,1,1,both
2205,2017,1,0,0,neither
2206,2016,1,0,1,external_only
2207,2016,1,0,0,neither
2208,2016,1,0,1,external_only
2208,2017,1,0,0,neither
2208,2018,1,0,0,neither
2209,2016,1,0,0,neither
2209,2017,1,1,0,self_only
2210,2016,1,0,0,neither
2212,2016,1,1,0,self_only
2213,2016,1,0,1,external_only
2214,2016,1,0,0,neither
2214,2017,1,1,1,both
2214,2018,1,0,0,neither
2215,2016,1,0,0,neither
2216,2016,1,1,0,self_only
2216,2018,1,0,0,neither
2217,2016,1,1,0,self_only
2218,2016,1,0,0,neither
2219,2016,1,1,1,both
2219,2017,1,0,0,neither
2219,2018,1,0,0,neither
2221,2016,1,0,0,neither
2222,2016,1,0,0,neither
2223,2016,1,1,0,self_only
2224,2016,1,1,0,self_only
2224,2018,1,1,0,self_only
2225,2016,1,0,0,neither
2225,2017,1,0,0,neither
2226,2016,1,1,0,self_only
2227,2016,1,0,0,neither
2227,2017,1,0,0,neither
2227,2018,1,1,0,self_only
2229,2016,1,0,1,external_only
2229,2018,1,0,0,neither
2230,2016,1,0,0,neither
2231,2016,1,1,0,self_only
2233,2016,1,0,0,neither
2234,2016,1,1,1,both
2235,2016,1,0,0,neither
2235,2017,1,0,0,neither
2236,2016,1,0,1,external_only
2237,2016,1,1,0,self_only
2239,2016,1,0,0,neither
2239,2017,1,0,0,neither
2240,2016,1,0,1,external_only
2241,2017,1,0,0,neither
2242,2016,1,0,1,external_only
2242,2018,1,0,0,neither
2243,2016,1,0,1,external_only
2243,2017,1,0,1,external_only
2244,2016,1,0,0,neither
2245,2016,1,0,0,neither
2246,2017,1,0,0,neither
2247,2016,1,1,1,both
2248,2016,1,0,0,neither
2248,2017,1,0,0,neither
2249,2016,1,0,0,neither
2250,2016,1,1,0,self_only
2251,2016,1,1,0,self_only
2251,2017,1,0,0,neither
2252,2016,1,1,1,both
2252,2017,1,0,0,neither
2254,2016,1,0,0,neither
2254,2017,1,0,0,neither
2255,2016,1,0,0,neither
2255,2017,1,0,0,neither
2256,2016,1,1,0,self_only
2256,2018,1,1,0,self_only
2257,2016,1,1,1,both
2257,2018,1,0,0,neither
2258,2016,1,0,0,neither
2258,2017,1,0,0,neither
2258,2018,1,0,0,neither
2260,2016,1,1,0,self_only
2261,2016,1,0,0,neither
2262,2016,1,1,0,self_only
2262,2017,1,0,0,neither
2263,2016,1,1,0,self_only
2264,2016,1,0,0,neither
2264,2017,1,0,0,neither
2266,2016,1,0,0,neither
2266,2017,1,0,0,neither
2266,2018,1,0,0,neither
2267,2016,1,1,0,self_only
2267,2017,1,0,0,neither
2268,2016,1,1,1,both
2268,2017,1,1,0,self_only
2268,2018,1,0,0,neither
2269,2018,1,0,0,neither
2271,2016,1,1,0,self_only
2273,2016,1,0,0,neither
2273,2017,1,0,0,neither
2273,2018,1,0,0,neither
2274,2017,1,0,0,neither
2275,2016,1,0,0,neither
2276,2016,1,0,0,neither
2276,2017,1,0,0,neither
