hhid,year,n_enrolled,n_school_age,any_enrolled,n_private_school,n_scholarship,scholarship_amt_12m,edu_spend_tuition_12m,edu_spend_books_12m,edu_spend_uniforms_12m,edu_spend_transport_12m,edu_spend_food_lodging_12m,edu_spend_other_12m,edu_spend_total_12m,edu_spend_per_enrolled
1766,2017,2,2,1,0,0,0,700,2950,3700,0,2100,600,10050,5025
1766,2018,2,2,1,0,0,0,2700,3660,5365,0,1800,2200,15725,7862.5
1767,2016,2,2,1,0,1,400,700,3500,7000,0,3800,8000,23000,11500
1767,2017,1,1,1,0,0,0,200,1500,3500,0,1600,2500,9300,9300
1767,2018,1,1,1,0,0,0,13000,1200,4000,0,0,0,18200,18200
1768,2016,1,1,1,0,0,0,8000,2000,2500,0,2500,0,15000,15000
1768,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1768,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1769,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1769,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1769,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1770,2016,4,4,1,0,0,0,1300,3600,3000,0,0,0,7900,1975
1770,2017,4,4,1,0,2,800,2400,2800,4200,0,0,0,9400,2350
1770,2018,2,2,1,0,2,800,400,1800,650,0,200,0,3050,1525
1771,2016,2,2,1,0,0,0,4800,1850,800,0,0,0,7450,3725
1771,2017,2,2,1,0,0,0,2600,4000,2200,0,2400,0,11200,5600
1771,2018,2,2,1,0,0,0,2100,2000,2200,0,3000,0,9300,4650
1772,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1772,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1772,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1773,2016,3,3,1,0,2,1000,500,0,7000,0,0,0,7500,2500
1773,2017,3,3,1,0,0,0,450,800,2200,0,0,4000,7450,2483.3333333333335
1773,2018,2,2,1,0,1,400,0,1800,1600,0,0,0,3400,1700
1774,2016,1,1,1,0,0,0,400,1100,2000,0,0,1500,5000,5000
1774,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1774,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1776,2016,1,1,1,1,0,0,15000,3000,5000,0,3000,0,26000,26000
1776,2017,1,1,1,1,0,0,15000,3000,2500,0,1500,0,22000,22000
1776,2018,1,1,1,1,0,0,21000,2500,4500,0,600,0,28600,28600
1777,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1777,2017,1,1,1,0,0,0,0,2000,500,0,200,0,2700,2700
1777,2018,1,1,1,0,0,0,450,1800,4500,0,1200,0,7950,7950
1779,2016,5,5,1,0,0,0,0,1900,3600,0,0,0,5500,1100
1779,2017,5,5,1,0,3,1200,525,4400,3550,0,0,0,8475,1695
1779,2018,5,5,1,0,5,2000,3100,3500,8200,0,0,2000,16800,3360
1780,2016,3,3,1,0,0,0,460,1800,1400,0,0,0,3660,1220
1780,2017,3,3,1,0,3,1200,800,3500,3050,0,0,10800,18150,6050
1780,2018,3,3,1,0,0,0,810,3700,11000,0,2800,12000,30310,10103.333333333334
1781,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1781,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1781,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1782,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1782,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1782,2018,1,1,1,0,0,0,100,1500,600,0,0,0,2200,2200
1783,2016,2,2,1,0,0,0,2400,1800,3500,0,7200,0,14900,7450
1783,2017,2,2,1,0,0,0,1790,2500,2000,0,0,0,6290,3145
1783,2018,3,3,1,0,0,0,1200,600,1100,0,0,0,2900,966.6666666666666
1784,2016,1,1,1,0,0,0,22000,2000,10000,11000,0,2000,47000,47000
1784,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1784,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1785,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1785,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1785,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1786,2016,3,3,1,0,2,800,450,0,600,0,0,0,1050,350
1786,2017,4,4,1,0,1,400,1600,3800,8700,0,0,0,14100,3525
1786,2018,4,4,1,0,3,1400,1500,3800,2100,0,0,0,7400,1850
1787,2016,1,1,1,1,0,0,7200,1200,1500,0,1000,0,10900,10900
1787,2017,1,1,1,1,0,0,1800,900,400,0,300,0,3400,3400
1787,2018,1,1,1,1,0,0,8500,1500,2000,3000,0,0,15000,15000
1788,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1788,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1788,2018,1,1,1,0,0,0,60,1300,2000,0,300,0,3660,3660
1789,2016,2,2,1,0,2,600,400,2200,1800,0,0,0,4400,2200
1789,2017,2,2,1,0,2,1000,2000,4000,3000,0,1200,300,10500,5250
1789,2018,2,2,1,0,0,0,1700,5400,2400,0,4400,0,13900,6950
1790,2016,2,2,1,2,0,0,19600,4000,11000,0,6500,0,41100,20550
1790,2017,2,2,1,2,0,0,27000,3500,5500,0,1200,0,37200,18600
1790,2018,2,2,1,2,0,0,29000,3000,10500,0,3000,3000,48500,24250
1791,2016,4,4,1,0,3,1000,0,1700,4100,0,0,0,5800,1450
1791,2017,4,4,1,1,3,1200,6270,5300,5400,0,0,0,16970,4242.5
1791,2018,4,4,1,1,2,800,10510,6200,11000,0,7800,2400,37910,9477.5
1792,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1792,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1792,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1793,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1793,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1793,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1794,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1794,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1794,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1795,2016,4,4,1,0,1,0,4500,3500,2600,0,0,0,10600,2650
1795,2017,4,4,1,0,2,1900,7600,9000,12500,0,10000,0,39100,9775
1795,2018,3,3,1,0,1,400,1300,5500,5000,0,0,0,11800,3933.3333333333335
1796,2016,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1796,2017,1,1,1,1,0,0,4000,800,1050,0,1200,0,7050,7050
1796,2018,1,1,1,1,0,0,4800,1200,2000,0,0,0,8000,8000
1797,2017,2,2,1,1,1,400,9650,3600,11500,0,11000,3500,39250,19625
1798,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1798,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1798,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1799,2016,2,2,1,0,2,800,500,2500,1800,0,800,0,5600,2800
1799,2017,2,2,1,0,1,400,300,1300,4000,0,2500,6000,14100,7050
1799,2018,2,2,1,0,1,400,1140,1200,400,0,3500,3000,9240,4620
1800,2016,3,3,1,3,0,0,8500,3000,4900,0,0,0,16400,5466.666666666667
1800,2017,3,3,1,0,0,0,850,1900,2000,0,2100,0,6850,2283.3333333333335
1800,2018,3,3,1,3,0,0,16000,3900,13000,0,11800,10500,55200,18400
1801,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1801,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1801,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1802,2016,2,2,1,1,1,600,8300,300,1500,0,150,1000,11250,5625
1802,2017,3,3,1,2,1,400,11250,5400,4000,0,700,0,21350,7116.666666666667
1802,2018,3,3,1,1,0,0,15500,4000,10000,0,800,0,30300,10100
1803,2016,2,2,1,2,0,0,27000,4000,7500,0,2500,2000,43000,21500
1803,2017,2,2,1,2,0,0,19000,5000,6900,16800,9600,0,57300,28650
1803,2018,2,2,1,0,0,0,8300,3500,8500,0,2400,0,22700,11350
1804,2016,3,3,1,0,1,0,13500,2400,2500,0,0,0,18400,6133.333333333333
1804,2017,3,3,1,0,1,400,600,1700,1000,0,0,0,3300,1100
1804,2018,3,3,1,0,1,0,10800,4500,8500,0,4500,0,28300,9433.333333333334
1805,2016,1,1,1,0,0,0,6000,2000,5000,0,1500,0,14500,14500
1805,2017,1,1,1,0,1,400,1500,2000,1500,0,0,0,5000,5000
1805,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1806,2016,1,1,1,0,1,400,2000,1000,1500,0,0,0,4500,4500
1806,2017,2,2,1,1,0,0,17000,1000,6000,0,12500,3500,40000,20000
1806,2018,1,1,1,1,0,0,4000,3600,5000,0,0,0,12600,12600
1807,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1807,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1807,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1808,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1808,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1808,2018,1,1,1,0,0,0,0,0,100,0,0,0,100,100
1809,2016,2,2,1,0,2,800,0,0,2000,0,0,0,2000,1000
1809,2017,3,3,1,0,0,0,0,0,1050,0,0,0,1050,350
1809,2018,3,3,1,0,2,800,0,2200,2800,0,0,0,5000,1666.6666666666667
1810,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1810,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1810,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1811,2016,1,1,1,0,0,0,1800,1500,3500,0,6000,3000,15800,15800
1811,2017,1,1,1,0,0,0,12800,3000,5600,0,9000,0,30400,30400
1811,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1812,2016,1,1,1,0,0,0,250,600,2000,0,1500,0,4350,4350
1812,2017,1,1,1,1,0,0,0,1000,1500,0,1200,0,3700,3700
1812,2018,1,1,1,1,0,0,25600,3500,4560,0,350,0,34010,34010
1813,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1813,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1813,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1814,2016,2,2,1,0,0,0,0,2350,650,0,0,0,3000,1500
1814,2017,1,1,1,0,0,0,2000,1500,800,0,0,0,4300,4300
1814,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1815,2016,1,1,1,1,0,0,4000,1000,1300,0,1500,0,7800,7800
1815,2017,1,1,1,0,0,0,0,1000,500,0,0,0,1500,1500
1815,2018,1,1,1,0,1,400,0,0,2500,0,500,0,3000,3000
1816,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1816,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1816,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1817,2016,3,3,1,3,0,0,90000,7500,18000,0,0,0,115500,38500
1817,2017,3,3,1,0,0,0,870,6500,4200,0,7500,5500,24570,8190
1817,2018,1,1,1,1,0,0,13000,2500,5000,0,1000,0,21500,21500
1818,2016,2,2,1,2,0,0,30000,3000,10000,0,0,0,43000,21500
1818,2017,2,2,1,1,0,0,32000,3500,5500,0,1500,0,42500,21250
1818,2018,1,1,1,1,0,0,32000,2000,3000,0,0,5000,42000,42000
1819,2016,1,1,1,0,0,0,1500,1400,2500,0,0,3000,8400,8400
1819,2017,1,1,1,0,0,0,50000,3500,8000,0,5000,0,66500,66500
1819,2018,1,1,1,0,0,0,11500,2600,4500,0,6000,0,24600,24600
1820,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1820,2017,1,1,1,0,0,0,2400,500,800,0,0,0,3700,3700
1820,2018,1,1,1,0,0,0,4000,2800,4500,0,300,0,11600,11600
1821,2016,2,2,1,0,0,0,1200,1950,1300,0,600,0,5050,2525
1821,2017,2,2,1,0,1,400,240,4500,4000,0,7000,0,15740,7870
1821,2018,2,2,1,0,0,0,380,4000,2000,0,5500,0,11880,5940
1822,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1822,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1822,2018,2,2,1,2,0,0,9000,2000,6500,0,0,0,17500,8750
1823,2016,2,2,1,0,1,300,2500,3500,4500,0,0,900,11400,5700
1823,2017,1,1,1,0,0,0,800,2400,2000,600,1000,0,6800,6800
1823,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1825,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1825,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1825,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1826,2016,1,1,1,0,0,0,0,0,5000,0,0,0,5000,5000
1826,2017,1,1,1,0,0,0,2000,1500,5000,0,0,500,9000,9000
1826,2018,1,1,1,0,0,0,8000,2000,6500,0,0,0,16500,16500
1827,2016,1,1,1,0,1,400,1000,0,2500,0,0,5000,8500,8500
1827,2017,1,1,1,0,0,0,800,1200,1200,0,0,7000,10200,10200
1827,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1828,2016,4,4,1,0,0,0,7000,20000,8500,0,33000,24000,92500,23125
1828,2017,4,4,1,0,0,0,34500,9000,16500,0,8500,24000,92500,23125
1828,2018,2,2,1,0,0,0,9500,5000,4500,0,5000,4000,28000,14000
1829,2016,1,1,1,0,1,400,0,0,0,0,0,0,0,0
1829,2017,1,1,1,0,0,0,375,1200,2500,0,1500,0,5575,5575
1829,2018,1,1,1,0,1,400,600,1200,1200,0,500,1000,4500,4500
1830,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1830,2017,1,1,1,0,0,0,1500,1200,500,0,1500,0,4700,4700
1830,2018,1,1,1,1,0,0,8000,2400,1500,0,3000,0,14900,14900
1831,2016,4,4,1,0,0,0,2000,4900,5200,0,4500,3600,20200,5050
1831,2017,4,4,1,0,0,0,3200,7000,4700,0,0,0,14900,3725
1831,2018,3,3,1,0,0,0,2300,4500,2950,0,6000,6000,21750,7250
1832,2017,2,2,1,0,0,0,2700,2200,4500,0,2500,0,11900,5950
1833,2016,2,2,1,0,0,0,5500,3500,4000,0,2000,3000,18000,9000
1833,2017,2,2,1,0,0,0,7500,2400,9500,0,11000,3600,34000,17000
1833,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1834,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1834,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1834,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1835,2016,2,2,1,0,2,2350,33000,4200,7000,0,1000,3000,48200,24100
1835,2017,2,2,1,1,0,0,30400,10500,15000,0,12000,0,67900,33950
1835,2018,2,2,1,0,0,0,20000,4500,7000,0,0,0,31500,15750
1836,2016,2,2,1,1,1,500,14000,1800,2800,4000,2000,0,24600,12300
1836,2017,2,2,1,1,0,0,1500,4500,5000,3600,7500,0,22100,11050
1836,2018,2,2,1,1,1,500,25400,3700,6850,400,1700,5000,43050,21525
1837,2016,3,3,1,0,1,300,0,0,0,0,0,0,0,0
1837,2017,3,3,1,0,0,0,0,0,1800,0,0,0,1800,600
1837,2018,3,3,1,0,2,600,550,1750,1400,0,0,2400,6100,2033.3333333333333
1838,2016,2,2,1,2,0,0,33000,5000,8000,0,0,0,46000,23000
1838,2017,2,2,1,2,0,0,35000,6000,5500,0,6000,0,52500,26250
1838,2018,2,2,1,2,0,0,27600,5800,10500,0,0,0,43900,21950
1839,2016,1,1,1,0,1,400,3300,800,2700,0,2500,0,9300,9300
1839,2017,1,1,1,0,0,0,0,1200,850,0,1500,0,3550,3550
1839,2018,1,1,1,1,0,0,6500,2800,1500,0,3000,0,13800,13800
1840,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1840,2017,1,1,1,1,0,0,2500,2000,1500,0,0,0,6000,6000
1840,2018,1,1,1,0,1,0,500,0,0,0,4500,0,5000,5000
1841,2016,5,5,1,0,4,1900,0,5000,5000,0,0,0,10000,2000
1841,2017,5,5,1,0,4,1600,7000,14500,11500,0,3000,0,36000,7200
1841,2018,5,5,1,0,2,800,3450,9500,4480,0,0,2000,19430,3886
1842,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1842,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1842,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1843,2016,2,2,1,2,0,0,18400,3600,4000,0,3500,0,29500,14750
1843,2017,2,2,1,2,0,0,18900,3900,4400,0,13000,0,40200,20100
1843,2018,2,2,1,2,0,0,29000,7000,12500,0,3500,2000,54000,27000
1844,2016,2,2,1,0,0,0,10000,6000,13000,0,0,9000,38000,19000
1844,2017,1,1,1,0,0,0,10000,2000,5000,0,2500,0,19500,19500
1844,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1845,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1845,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1845,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1846,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1846,2017,1,1,1,0,0,0,6000,700,3500,0,0,0,10200,10200
1846,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1847,2016,2,2,1,0,0,0,1500,2400,3000,0,900,0,7800,3900
1847,2017,2,2,1,0,1,500,2320,750,6300,0,0,0,9370,4685
1847,2018,1,1,1,0,1,500,500,1500,2000,0,0,0,4000,4000
1848,2016,2,2,1,2,0,0,25000,8500,10000,0,20000,90000,153500,76750
1848,2017,2,2,1,0,0,0,2750,3000,7000,0,7200,0,19950,9975
1848,2018,2,2,1,2,0,0,34800,5400,12400,0,7000,3000,62600,31300
1849,2016,2,2,1,2,0,0,12000,4000,10000,0,0,0,26000,13000
1849,2017,3,3,1,3,0,0,74000,3500,2500,0,21600,0,101600,33866.666666666664
1849,2018,3,3,1,3,0,0,20000,8000,13000,0,8000,6000,55000,18333.333333333332
1850,2016,1,1,1,1,0,0,7200,1000,16000,0,0,0,24200,24200
1850,2017,1,1,1,1,0,0,10800,2000,4500,0,0,2800,20100,20100
1850,2018,1,1,1,1,0,0,14400,2700,5500,0,3500,0,26100,26100
1851,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1851,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1851,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1852,2016,2,2,1,0,1,400,200,2300,3000,0,900,0,6400,3200
1852,2017,2,2,1,0,1,450,620,4000,5500,0,0,0,10120,5060
1852,2018,2,2,1,0,1,400,1500,0,2500,0,0,1000,5000,2500
1853,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1853,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1853,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1854,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1854,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1854,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1855,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1855,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1855,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1856,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1856,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1856,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1857,2017,1,1,1,1,0,0,20000,2500,3500,0,0,0,26000,26000
1858,2016,1,1,1,0,0,0,0,2500,800,0,0,0,3300,3300
1858,2017,1,1,1,0,0,0,1100,1200,2000,0,3000,0,7300,7300
1858,2018,1,1,1,0,0,0,1200,1200,2500,0,1500,600,7000,7000
1859,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1859,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1859,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1860,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1860,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1860,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1861,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1861,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1861,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1862,2016,3,3,1,0,3,1200,660,3400,8000,0,5000,0,17060,5686.666666666667
1862,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1862,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1863,2016,1,1,1,1,0,0,5000,1500,5000,0,0,0,11500,11500
1863,2017,2,2,1,2,0,0,13200,3500,4500,0,0,0,21200,10600
1863,2018,2,2,1,2,0,0,12000,2500,4000,0,900,0,19400,9700
1864,2016,1,1,1,1,0,0,10000,1500,2500,0,2500,0,16500,16500
1864,2017,1,1,1,0,0,0,200,1000,1500,0,0,0,2700,2700
1864,2018,1,1,1,1,0,0,12000,3000,6000,0,3000,6000,30000,30000
1865,2016,2,2,1,0,1,325,800,4500,9000,0,1300,0,15600,7800
1865,2017,2,2,1,0,1,400,1450,4000,4300,0,0,0,9750,4875
1865,2018,2,2,1,0,0,0,800,3200,6000,0,0,0,10000,5000
1866,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1866,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1866,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1867,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1867,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1867,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1868,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1868,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1868,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1869,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1869,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1869,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1870,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1870,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1870,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1871,2016,3,3,1,0,0,0,550,2700,2300,0,2900,0,8450,2816.6666666666665
1871,2017,3,3,1,0,0,0,700,800,1600,0,0,0,3100,1033.3333333333333
1871,2018,3,3,1,0,2,800,400,1000,1300,0,2100,0,4800,1600
1872,2016,1,1,1,0,0,0,360,1200,1000,0,500,0,3060,3060
1872,2017,1,1,1,0,1,400,100,0,1000,0,0,0,1100,1100
1872,2018,1,1,1,0,1,400,280,2000,2500,0,500,0,5280,5280
1873,2016,2,2,1,0,0,0,0,2500,3200,0,0,0,5700,2850
1873,2017,1,1,1,0,0,0,2500,1000,0,0,0,0,3500,3500
1873,2018,2,2,1,1,0,0,1900,1000,1200,0,0,0,4100,2050
1874,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1874,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1874,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1875,2016,1,1,1,1,0,0,5000,1000,1000,0,500,0,7500,7500
1875,2017,1,1,1,1,0,0,6000,500,1000,0,500,0,8000,8000
1875,2018,1,1,1,0,0,0,80,1500,800,0,600,0,2980,2980
1876,2016,1,1,1,0,0,0,4000,2800,3500,0,1300,500,12100,12100
1876,2017,2,2,1,0,1,400,800,4000,3500,0,0,0,8300,4150
1876,2018,1,1,1,0,1,250,200,1500,600,0,0,0,2300,2300
1877,2016,3,3,1,0,0,0,5700,12500,9500,0,4600,5000,37300,12433.333333333334
1877,2017,2,2,1,0,1,450,0,4500,9500,0,23000,12400,49400,24700
1877,2018,2,2,1,0,0,0,900,2700,9500,0,12500,5000,30600,15300
1878,2016,6,6,1,0,2,700,7650,3200,9700,0,0,0,20550,3425
1878,2017,4,4,1,0,0,0,14750,6450,13050,0,9350,34300,77900,19475
1878,2018,3,3,1,0,0,0,1700,1600,9850,0,0,0,13150,4383.333333333333
1879,2016,1,1,1,0,0,0,5000,2000,1500,4000,3000,0,15500,15500
1879,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1879,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1880,2016,2,2,1,0,0,0,1300,1800,850,0,0,0,3950,1975
1880,2017,2,2,1,0,0,0,2400,2300,3500,0,0,0,8200,4100
1880,2018,2,2,1,0,0,0,900,3000,4000,0,0,300,8200,4100
1881,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1881,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1881,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1882,2016,1,1,1,0,0,0,2350,800,3500,0,3600,0,10250,10250
1882,2017,1,1,1,0,0,0,1500,0,5000,0,7200,4000,17700,17700
1882,2018,1,1,1,0,0,0,1500,1200,4000,0,1500,2500,10700,10700
1883,2016,2,2,1,1,0,0,650,3500,4200,0,1900,3500,13750,6875
1883,2017,1,1,1,1,0,0,9000,2000,6000,0,4000,5500,26500,26500
1883,2018,1,1,1,1,0,0,7200,1500,4000,0,0,6000,18700,18700
1884,2016,2,2,1,0,2,800,200,700,1000,0,0,0,1900,950
1884,2017,2,2,1,0,2,800,390,3500,4700,0,0,0,8590,4295
1884,2018,2,2,1,0,2,800,450,3000,4500,0,3500,0,11450,5725
1885,2016,1,1,1,0,1,400,50,800,800,0,0,0,1650,1650
1885,2017,1,1,1,0,0,0,160,2000,1600,0,0,0,3760,3760
1885,2018,1,1,1,0,1,400,0,800,350,0,1000,0,2150,2150
1886,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1886,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1886,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1887,2016,1,1,1,0,0,0,200,700,600,0,0,0,1500,1500
1887,2017,1,1,1,0,0,0,200,700,1000,0,0,0,1900,1900
1887,2018,1,1,1,0,1,400,150,800,300,0,0,0,1250,1250
1888,2016,2,2,1,0,0,0,400,1200,650,0,0,0,2250,1125
1888,2017,2,2,1,0,0,0,0,1700,1100,0,0,0,2800,1400
1888,2018,1,1,1,0,0,0,0,950,350,0,260,0,1560,1560
1889,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1889,2017,1,1,1,1,0,0,4000,1200,3000,2400,2000,0,12600,12600
1889,2018,2,2,1,1,0,0,9000,4000,5000,0,7600,3500,29100,14550
1890,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1890,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1890,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1891,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1891,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1891,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1892,2016,2,2,1,0,0,0,7200,2800,5250,8000,0,0,23250,11625
1892,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1892,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1893,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
