hhid,year,n_enrolled,n_school_age,any_enrolled,n_private_school,n_scholarship,scholarship_amt_12m,edu_spend_tuition_12m,edu_spend_books_12m,edu_spend_uniforms_12m,edu_spend_transport_12m,edu_spend_food_lodging_12m,edu_spend_other_12m,edu_spend_total_12m,edu_spend_per_enrolled
4630,2018,4,4,1,1,1,6000,53000,8800,7000,4000,1700,1000,75500,18875
4631,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4631,2017,1,1,1,0,0,0,350,1500,1000,0,0,0,2850,2850
4631,2018,2,2,1,0,1,400,1950,3500,2800,0,0,0,8250,4125
4632,2016,2,2,1,0,0,0,700,1500,500,0,0,0,2700,1350
4632,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4632,2018,3,3,1,0,0,0,150,3000,1800,0,7500,7200,19650,6550
4633,2016,2,2,1,0,0,0,11000,0,10500,0,0,0,21500,10750
4633,2017,2,2,1,1,0,0,7400,1940,3575,450,2405,850,16620,8310
4633,2018,1,1,1,1,0,0,7000,1050,3500,0,300,0,11850,11850
4634,2017,2,2,1,2,0,0,16500,5000,9500,0,6900,0,37900,18950
4635,2016,3,3,1,0,0,0,85000,2000,5000,0,3500,0,95500,31833.333333333332
4635,2017,1,1,1,0,0,0,1200,1500,3000,0,0,0,5700,5700
4635,2018,1,1,1,0,0,0,1500,2500,5000,0,1200,2000,12200,12200
4636,2016,4,4,1,0,2,800,1050,2000,2500,800,0,0,6350,1587.5
4636,2017,4,4,1,0,4,1400,4040,3000,2650,0,0,0,9690,2422.5
4636,2018,4,4,1,0,2,800,330,2950,7500,0,0,0,10780,2695
4637,2016,4,4,1,2,0,0,14200,1200,5000,0,0,0,20400,5100
4637,2017,5,5,1,3,0,0,13150,6400,12000,0,700,10500,42750,8550
4637,2018,5,5,1,3,0,0,59750,10000,17000,0,4700,0,91450,18290
4638,2016,1,1,1,1,0,0,14400,2500,3800,0,0,3500,24200,24200
4638,2017,1,1,1,1,0,0,19600,2300,7000,0,4800,6000,39700,39700
4638,2018,2,2,1,2,0,0,35100,3400,5000,0,2500,4000,50000,25000
4639,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4639,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4639,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4640,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4641,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4641,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4641,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4642,2016,5,5,1,1,3,1000,6000,5500,7500,0,0,0,19000,3800
4642,2017,5,5,1,0,0,0,2900,3100,3500,0,0,0,9500,1900
4642,2018,5,5,1,1,3,750,1160,4800,3300,0,700,0,9960,1992
4643,2016,1,1,1,0,0,0,500,800,2000,0,0,0,3300,3300
4643,2017,1,1,1,0,1,1700,1000,2500,2500,0,18000,8000,32000,32000
4643,2018,1,1,1,0,0,0,0,1500,5000,0,0,0,6500,6500
4644,2016,2,2,1,0,0,0,70000,7500,20000,10000,17000,0,124500,62250
4644,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4644,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4645,2016,2,2,1,2,0,0,33000,4500,8000,8400,0,0,53900,26950
4645,2017,2,2,1,2,0,0,34000,9000,10000,7200,0,0,60200,30100
4645,2018,2,2,1,2,0,0,23400,5800,8000,7200,0,0,44400,22200
4646,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4646,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4646,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4647,2016,1,1,1,0,1,200,250,1200,350,0,500,0,2300,2300
4647,2017,2,2,1,0,0,0,500,1600,2500,0,0,0,4600,2300
4647,2018,2,2,1,2,0,0,4500,4000,7000,0,5000,4800,25300,12650
4648,2016,2,2,1,0,0,0,0,2300,2200,0,0,0,4500,2250
4648,2017,2,2,1,0,0,0,6500,2700,5000,0,0,0,14200,7100
4648,2018,2,2,1,0,1,400,1200,2000,1800,0,0,500,5500,2750
4649,2016,1,1,1,0,0,0,700,700,400,0,0,0,1800,1800
4649,2017,1,1,1,0,0,0,0,500,1150,0,1200,0,2850,2850
4649,2018,1,1,1,0,0,0,0,1000,1000,0,0,0,2000,2000
4650,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4650,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4650,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4651,2016,5,5,1,0,5,1720,4200,5200,8800,0,0,0,18200,3640
4651,2017,5,5,1,0,2,275,2600,7500,4500,0,0,0,14600,2920
4651,2018,5,5,1,0,2,800,2450,4900,6500,0,0,4000,17850,3570
4652,2016,1,1,1,1,0,0,7500,2000,1100,0,2500,0,13100,13100
4652,2017,1,1,1,1,0,0,7500,1500,2000,0,0,0,11000,11000
4652,2018,1,1,1,1,0,0,16000,2000,4000,2400,1500,900,26800,26800
4653,2016,2,2,1,1,0,0,4000,500,1000,0,500,0,6000,3000
4653,2017,2,2,1,0,0,0,700,2000,1350,0,2400,0,6450,3225
4653,2018,3,3,1,3,0,0,14400,3700,10500,0,6000,0,34600,11533.333333333334
4654,2016,2,2,1,0,2,800,0,1700,5000,0,12000,0,18700,9350
4654,2017,2,2,1,0,2,800,445,1600,2400,0,5600,0,10045,5022.5
4654,2018,2,2,1,0,2,800,0,0,0,0,0,0,0,0
4655,2016,3,3,1,0,2,600,500,3300,2500,0,0,0,6300,2100
4655,2017,3,3,1,0,2,600,2000,2100,1800,0,0,0,5900,1966.6666666666667
4655,2018,3,3,1,0,2,500,4375,1841,6180,0,1760,2000,16156,5385.333333333333
4656,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4656,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4656,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4657,2016,2,2,1,0,0,0,250,1200,1250,0,600,0,3300,1650
4657,2017,2,2,1,0,2,900,2500,1400,4000,0,5000,0,12900,6450
4657,2018,2,2,1,0,2,750,2500,3000,4600,0,8000,500,18600,9300
4658,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4658,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4658,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4659,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4659,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4659,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4660,2016,2,2,1,0,0,0,300,2000,1100,0,0,0,3400,1700
4660,2017,3,3,1,0,0,0,300,3000,1800,0,0,0,5100,1700
4660,2018,3,3,1,0,0,0,1000,4400,2800,0,2100,0,10300,3433.3333333333335
4661,2016,1,1,1,1,0,0,9000,2000,2500,0,0,0,13500,13500
4661,2017,1,1,1,1,0,0,17000,3000,4000,0,12000,0,36000,36000
4661,2018,2,2,1,2,0,0,28800,4200,12000,0,0,0,45000,22500
4662,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4662,2017,1,1,1,1,0,0,1200,1600,1200,0,500,0,4500,4500
4662,2018,1,1,1,1,0,0,5000,1200,1800,1800,0,0,9800,9800
4663,2016,1,1,1,1,0,0,800,2600,3500,1800,500,0,9200,9200
4663,2017,1,1,1,1,0,0,16200,1500,2000,2400,4000,0,26100,26100
4663,2018,2,2,1,2,0,0,9000,2200,3300,6000,10000,0,30500,15250
4665,2016,1,1,1,1,0,0,9000,1000,3500,0,3500,0,17000,17000
4665,2017,1,1,1,1,0,0,10800,1800,2500,0,3500,0,18600,18600
4665,2018,1,1,1,1,0,0,13500,3050,1500,3600,0,0,21650,21650
4666,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4666,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4666,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4667,2016,1,1,1,1,0,0,10000,2500,5000,0,0,0,17500,17500
4667,2017,1,1,1,1,0,0,14000,1000,1000,0,3600,0,19600,19600
4667,2018,2,2,1,2,0,0,10700,4400,8400,0,540,0,24040,12020
4668,2016,4,4,1,0,0,0,6000,5000,11000,16000,12000,0,50000,12500
4668,2017,2,2,1,1,0,0,3000,2500,2800,0,1500,0,9800,4900
4668,2018,4,4,1,2,1,400,13580,3250,16850,1500,1550,0,36730,9182.5
4669,2016,2,2,1,2,0,0,32400,6000,16000,0,3000,0,57400,28700
4669,2017,2,2,1,2,0,0,14000,1850,2050,0,3700,0,21600,10800
4669,2018,2,2,1,2,0,0,46800,10000,16000,4000,11000,12000,99800,49900
4670,2016,4,4,1,2,1,400,51500,11200,22000,0,4400,5500,94600,23650
4670,2017,4,4,1,1,1,400,16300,9500,12500,0,0,9000,47300,11825
4670,2018,5,5,1,3,1,400,47600,5400,8900,0,900,3000,65800,13160
4671,2016,1,1,1,1,0,0,800,1500,5000,0,700,0,8000,8000
4671,2017,1,1,1,1,0,0,18000,2500,6000,0,5000,0,31500,31500
4671,2018,1,1,1,1,0,0,18000,2000,6000,0,1000,0,27000,27000
4672,2016,1,1,1,0,1,300,250,800,1500,0,0,0,2550,2550
4672,2017,1,1,1,1,0,0,18000,2500,10000,0,0,0,30500,30500
4672,2018,1,1,1,1,0,0,14000,2000,5000,0,2000,0,23000,23000
4673,2016,1,1,1,0,0,0,1800,1200,1500,0,450,2500,7450,7450
4673,2017,1,1,1,1,0,0,12000,1500,6500,0,0,1000,21000,21000
4673,2018,1,1,1,1,0,0,12000,2000,4000,0,1000,0,19000,19000
4674,2016,2,2,1,0,0,0,550,2700,5000,0,0,0,8250,4125
4674,2017,3,3,1,0,0,0,375,3150,1005,0,1330,0,5860,1953.3333333333333
4674,2018,3,3,1,0,0,0,350,4200,10500,0,6500,0,21550,7183.333333333333
4675,2017,1,1,1,0,0,0,250,1000,200,0,0,0,1450,1450
4676,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4676,2017,1,1,1,0,0,0,100,1200,2000,0,0,0,3300,3300
4676,2018,1,1,1,0,0,0,0,500,700,0,1500,0,2700,2700
4677,2016,2,2,1,0,1,400,75000,27000,37000,12000,11000,10000,172000,86000
4677,2017,1,1,1,0,0,0,2000,2000,3000,0,0,0,7000,7000
4677,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4678,2016,3,3,1,0,2,800,2340,3000,2900,0,1200,3500,12940,4313.333333333333
4678,2017,3,3,1,0,1,500,2000,5000,6200,0,0,0,13200,4400
4678,2018,5,5,1,0,3,500,7100,2400,6500,0,2700,0,18700,3740
4679,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4679,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4679,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4680,2017,3,3,1,0,3,2000,3450,7000,9500,0,6000,6000,31950,10650
4681,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4681,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4681,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4682,2016,2,2,1,2,0,0,24000,3000,15000,0,6100,6000,54100,27050
4682,2017,1,1,1,1,0,0,12000,2000,3000,3000,0,0,20000,20000
4682,2018,1,1,1,0,0,0,12000,2000,2500,0,6000,0,22500,22500
4684,2016,2,2,1,0,0,0,1500,1500,1000,0,1500,2400,7900,3950
4684,2017,2,2,1,0,0,0,500,1200,1200,0,1000,0,3900,1950
4684,2018,2,2,1,0,2,800,400,2000,800,0,0,0,3200,1600
4685,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4685,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4685,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4686,2017,3,3,1,0,0,0,1000,2250,2300,0,1600,0,7150,2383.3333333333335
4687,2016,1,1,1,1,0,0,500,3000,5000,0,3000,2500,14000,14000
4687,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4687,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4688,2016,3,3,1,0,1,350,0,2600,2600,0,0,0,5200,1733.3333333333333
4688,2017,2,2,1,0,1,400,1000,3000,3800,0,500,0,8300,4150
4688,2018,2,2,1,0,1,450,0,3000,6500,0,0,0,9500,4750
4689,2016,2,2,1,2,0,0,16800,2000,4500,6000,6000,0,35300,17650
4689,2017,2,2,1,2,0,0,10500,3500,5000,0,0,0,19000,9500
4689,2018,2,2,1,2,0,0,15500,2300,3500,0,0,0,21300,10650
4690,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4690,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4690,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4691,2017,3,3,1,0,1,400,1500,4600,5500,3600,0,1500,16700,5566.666666666667
4692,2016,2,2,1,1,0,0,12000,7500,12000,0,23600,0,55100,27550
4692,2017,2,2,1,0,0,0,4900,5000,5500,0,0,0,15400,7700
4692,2018,1,1,1,0,0,0,700,2500,3000,0,0,0,6200,6200
4693,2016,2,2,1,2,0,0,58000,4500,12000,0,0,12000,86500,43250
4693,2017,1,1,1,1,0,0,30000,5000,6000,0,2500,3000,46500,46500
4693,2018,1,1,1,1,0,0,20000,5000,12000,7500,6500,0,51000,51000
4694,2016,2,2,1,0,0,0,0,1600,4500,0,0,0,6100,3050
4694,2017,2,2,1,0,0,0,310,2700,16000,0,12000,0,31010,15505
4694,2018,2,2,1,0,0,0,250,3000,5000,0,0,0,8250,4125
4695,2016,2,2,1,0,0,0,250,500,300,0,0,0,1050,525
4695,2017,2,2,1,0,0,0,500,1000,1100,0,1000,0,3600,1800
4695,2018,2,2,1,0,1,400,250,2400,6000,0,3200,0,11850,5925
4696,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4696,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4696,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4697,2016,1,1,1,0,0,0,800,900,850,0,0,0,2550,2550
4697,2017,1,1,1,0,0,0,3000,1200,2500,0,0,0,6700,6700
4697,2018,1,1,1,0,0,0,1500,1000,800,0,0,0,3300,3300
4698,2016,2,2,1,1,0,0,18650,0,4250,0,1700,0,24600,12300
4698,2017,2,2,1,1,1,400,18800,1900,3200,0,2650,0,26550,13275
4698,2018,3,3,1,1,1,400,23400,6000,7600,450,3000,4000,44450,14816.666666666666
4699,2016,2,2,1,0,2,600,0,1800,800,0,0,0,2600,1300
4699,2017,2,2,1,1,1,400,11600,2600,4400,1200,8400,0,28200,14100
4699,2018,2,2,1,0,2,800,200,2200,5500,0,0,0,7900,3950
4700,2016,2,2,1,0,2,600,0,700,4000,0,0,0,4700,2350
4700,2017,2,2,1,0,2,500,0,1690,1190,0,385,0,3265,1632.5
4700,2018,4,4,1,0,2,800,11360,5100,6000,0,2300,0,24760,6190
4701,2016,2,2,1,2,0,0,30000,3000,5500,0,5000,0,43500,21750
4701,2017,1,1,1,1,0,0,20000,2000,1500,0,0,2000,25500,25500
4701,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4702,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4702,2017,1,1,1,0,0,0,1140,1275,1560,0,0,0,3975,3975
4702,2018,1,1,1,0,0,0,1000,0,2000,0,0,0,3000,3000
4703,2016,2,2,1,0,0,0,800,2400,3800,0,3500,0,10500,5250
4703,2017,1,1,1,0,0,0,500,2500,5000,0,1000,0,9000,9000
4703,2018,1,1,1,0,1,5500,2000,1600,10000,0,1600,4000,19200,19200
4704,2016,2,2,1,0,0,0,1000,4500,4000,0,0,0,9500,4750
4704,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4704,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4705,2016,2,2,1,1,0,0,46000,7000,23000,0,0,0,76000,38000
4705,2017,2,2,1,1,0,0,34400,3000,17000,7200,31000,0,92600,46300
4705,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4706,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4706,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4706,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4707,2016,1,1,1,1,0,0,1650,2500,3000,0,0,0,7150,7150
4707,2017,1,1,1,0,0,0,1500,1300,5000,0,2000,0,9800,9800
4707,2018,1,1,1,0,0,0,1450,1300,1800,0,1200,2000,7750,7750
4708,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4708,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4708,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4710,2016,3,3,1,0,0,0,10000,7800,11000,0,3750,3000,35550,11850
4710,2017,2,2,1,0,0,0,1200,4000,10000,0,4000,1800,21000,10500
4710,2018,2,2,1,0,1,500,2400,0,2700,0,0,6000,11100,5550
4711,2016,1,1,1,0,0,0,50000,1500,5000,8000,0,0,64500,64500
4711,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4711,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4712,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4712,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4712,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4714,2016,2,2,1,2,0,0,10500,2500,5500,0,0,0,18500,9250
4714,2017,2,2,1,0,0,0,600,1400,1350,0,1850,0,5200,2600
4714,2018,2,2,1,2,0,0,8400,2000,2250,0,1000,0,13650,6825
4715,2016,1,1,1,0,0,0,900,1600,3500,0,0,0,6000,6000
4715,2017,1,1,1,0,0,0,0,1000,2000,0,0,0,3000,3000
4715,2018,1,1,1,0,0,0,1500,0,3500,0,0,0,5000,5000
4716,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4716,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4716,2018,1,1,1,1,0,0,2000,800,800,0,0,0,3600,3600
4717,2016,3,3,1,0,1,0,10300,8700,11700,0,4200,500,35400,11800
4717,2017,3,3,1,0,1,400,1800,4300,11000,0,4400,5500,27000,9000
4717,2018,3,3,1,2,1,1000,33900,4600,7000,0,3000,8000,56500,18833.333333333332
4718,2016,2,2,1,0,0,0,850,2750,3000,0,1000,0,7600,3800
4718,2017,2,2,1,0,0,0,950,3400,1700,0,0,0,6050,3025
4718,2018,2,2,1,0,2,0,1000,0,2600,0,3000,0,6600,3300
4719,2016,2,2,1,2,0,0,30000,2700,6700,0,0,0,39400,19700
4719,2017,2,2,1,2,0,0,55000,5500,4500,300,1100,5000,71400,35700
4719,2018,2,2,1,2,0,0,45000,5300,4500,0,0,15000,69800,34900
4720,2016,5,5,1,0,2,420,7160,1500,7700,5000,0,5000,26360,5272
4720,2017,1,1,1,0,1,350,0,700,500,0,0,0,1200,1200
4720,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4721,2016,2,2,1,1,0,0,9000,8000,4400,0,1800,11000,34200,17100
4721,2017,2,2,1,1,0,0,80000,5000,19000,0,1350,7800,113150,56575
4721,2018,2,2,1,2,0,0,17600,4000,9000,0,3500,0,34100,17050
4722,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4722,2017,1,1,1,0,0,0,0,800,700,0,0,0,1500,1500
4722,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4723,2016,3,3,1,0,3,900,0,0,3000,0,0,0,3000,1000
4723,2017,3,3,1,3,0,0,32000,3600,13300,12000,9000,9600,79500,26500
4723,2018,3,3,1,3,0,0,28600,5000,13500,0,1900,0,49000,16333.333333333334
4724,2016,3,3,1,0,3,1200,500,3500,4600,0,1300,0,9900,3300
4724,2017,3,3,1,0,3,1000,450,3200,12500,0,4700,0,20850,6950
4724,2018,3,3,1,0,3,1200,600,1000,1400,0,200,0,3200,1066.6666666666667
4725,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4725,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4725,2018,1,1,1,0,0,0,0,600,300,0,0,0,900,900
4726,2016,1,1,1,0,1,400,200,2000,2000,0,0,0,4200,4200
4726,2017,1,1,1,0,0,0,1000,2500,1500,0,2000,0,7000,7000
4726,2018,1,1,1,0,0,0,0,1700,4000,0,0,0,5700,5700
4727,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4727,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4727,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4728,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4728,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4728,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4729,2016,3,3,1,0,1,400,2000,0,3900,0,0,0,5900,1966.6666666666667
4729,2017,3,3,1,0,1,400,930,3950,14500,0,6500,4500,30380,10126.666666666666
4729,2018,3,3,1,0,1,400,1300,4000,3250,0,1900,0,10450,3483.3333333333335
4730,2016,3,3,1,2,0,0,70400,10500,27000,6000,8600,13600,136100,45366.666666666664
4730,2017,1,1,1,1,0,0,16000,3500,5100,0,0,0,24600,24600
4730,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4731,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4731,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4731,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4732,2016,3,3,1,0,2,800,600,1500,2200,0,2900,0,7200,2400
4732,2017,4,4,1,0,3,1200,250,2830,2150,0,1330,500,7060,1765
4732,2018,4,4,1,0,3,1200,2100,2350,5010,0,1200,0,10660,2665
4733,2017,1,1,1,0,0,0,2500,2000,2500,0,1000,2000,10000,10000
4734,2018,2,2,1,1,1,400,26850,3150,2800,0,0,0,32800,16400
4735,2016,3,3,1,3,0,0,13800,5500,7500,0,0,0,26800,8933.333333333334
4735,2017,3,3,1,3,0,0,24000,6500,5500,0,0,0,36000,12000
4735,2018,3,3,1,0,0,0,0,3650,7300,0,0,0,10950,3650
4736,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4736,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4736,2018,1,1,1,0,0,0,0,1300,2000,0,0,0,3300,3300
4737,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4737,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4737,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4738,2016,3,3,1,3,0,0,70800,2100,8000,0,0,0,80900,26966.666666666668
4738,2017,3,3,1,3,0,0,24900,5600,8500,0,700,0,39700,13233.333333333334
4738,2018,4,4,1,4,0,0,36600,6000,8500,0,0,0,51100,12775
4739,2016,4,4,1,4,0,0,24500,3450,5700,0,2500,0,36150,9037.5
4739,2017,4,4,1,4,0,0,17600,3600,7500,0,4400,0,33100,8275
4739,2018,4,4,1,4,0,0,30000,5200,11200,0,1075,0,47475,11868.75
4740,2016,1,1,1,0,0,0,0,2000,500,0,0,1800,4300,4300
4740,2017,1,1,1,0,0,0,150,2000,1000,0,0,0,3150,3150
4740,2018,1,1,1,0,0,0,200,1500,1200,0,500,0,3400,3400
4741,2016,1,1,1,1,0,0,5000,1000,500,0,1000,0,7500,7500
4741,2017,1,1,1,1,0,0,600,1500,2000,0,0,0,4100,4100
4741,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4742,2016,1,1,1,0,0,0,1000,1000,1200,0,0,0,3200,3200
4742,2017,1,1,1,0,0,0,10800,2800,1500,0,500,0,15600,15600
4742,2018,1,1,1,0,0,0,2500,2400,1200,0,600,0,6700,6700
4743,2016,1,1,1,1,0,0,9000,1500,2500,0,6000,0,19000,19000
4743,2017,1,1,1,1,0,0,5000,1100,1450,0,1200,0,8750,8750
4743,2018,1,1,1,1,0,0,11500,1850,1200,0,3000,0,17550,17550
4744,2016,3,3,1,1,0,0,32000,7700,9500,0,15000,0,64200,21400
4744,2017,2,2,1,0,1,400,5650,3000,5000,0,0,0,13650,6825
4744,2018,2,2,1,0,0,0,17625,1000,9500,0,1500,4000,33625,16812.5
4745,2016,1,1,1,1,0,0,40000,3000,5500,8000,6000,0,62500,62500
4745,2017,1,1,1,0,0,0,18000,8000,9000,4000,4000,0,43000,43000
4745,2018,1,1,1,0,0,0,25000,3000,3000,0,0,0,31000,31000
4747,2016,2,2,1,0,0,0,1000,5500,10000,0,1000,0,17500,8750
4747,2017,2,2,1,0,0,0,2000,5000,2500,0,6000,0,15500,7750
4747,2018,2,2,1,0,0,0,0,3800,9000,0,0,3000,15800,7900
4748,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4748,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4748,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4749,2016,2,2,1,0,0,0,600,2000,900,0,0,0,3500,1750
4749,2017,2,2,1,0,2,800,700,4000,4000,0,0,0,8700,4350
4749,2018,2,2,1,0,2,800,0,3000,3000,0,0,0,6000,3000
4750,2016,1,1,1,0,0,0,750,800,2300,0,4500,2500,10850,10850
4750,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4750,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4751,2016,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4751,2017,1,1,1,0,0,0,1550,500,750,0,0,0,2800,2800
4751,2018,1,1,1,0,0,0,150,1500,2000,0,2000,0,5650,5650
4752,2016,2,2,1,0,0,0,17400,7500,8000,10000,6000,0,48900,24450
4752,2017,3,3,1,0,0,0,30000,0,5800,13000,300,0,49100,16366.666666666666
4752,2018,1,1,1,0,0,0,0,800,1000,0,0,0,1800,1800
4753,2016,2,2,1,1,0,0,35000,8000,22000,0,10000,10000,85000,42500
4753,2017,1,1,1,0,0,0,16000,2500,15000,0,1500,1000,36000,36000
