dcode,year,edu_literate_female,edu_literate_male,edu_school_attend_6_16_female,edu_school_attend_6_16_male,edu_attain_secondary_plus,mar_female_married_by_18,mar_female_age_first_mean,fert_birth_mean,fert_birth_son_mean,fert_birth_dau_mean,flfp_all,mlfp_all,fem_employment_rate,flfp_wage,fem_wage_share_of_employment,fem_share_of_ag_workers,fem_ag_specialization_ratio,work_share_agriculture,work_share_household_chores,fem_ownership_house,fem_ownership_land,fem_ownership_both,head_female_share,head_female_elderly,left_not_with_both,left_father_only,absent_hh_share
1,2001,0.428,0.6319,0.7469,0.7941,0.2549,0.3372,18.4709,3.2536,1.68,1.5736,0.7473,0.8028,0.7458,0.0191,0.0257,0.5156,0.9483,0.6437,0.0549,0.0838,0.1828,0.0793,0.152,0.0465,0.0997,0.0134,0.1425
1,2011,0.6469,0.8027,0.9007,0.892,0.2818,0.4028,18.109,2.5194,1.2633,1.2561,0.6346,0.7314,0.6305,0.0458,0.0726,0.5509,1.0015,0.5261,0.0784,0.0946,0.1969,0.0946,0.2753,0.0522,0.1363,0.016,0.2926
1,2021,0.7564,0.877,0.9398,0.9304,0.3952,0.3623,18.4022,2.1203,1.0846,1.0358,0.8119,0.8761,0.7959,0.0801,0.1006,0.5007,0.9896,0.6421,0.1861,0.0831,0.1517,0.0749,0.2281,0.0557,0.1508,0.0161,0.1675
2,2001,0.4533,0.6582,0.7976,0.8442,0.2465,0.331,18.5145,3.3229,1.7078,1.6151,0.713,0.7831,0.711,0.0172,0.0242,0.5089,0.9283,0.6081,0.0684,0.0495,0.1286,0.0434,0.1477,0.0354,0.106,0.0138,0.1418
2,2011,0.6632,0.8138,0.9208,0.9099,0.2967,0.3489,18.3773,2.5278,1.2988,1.2291,0.6166,0.7194,0.613,0.0379,0.0618,0.5677,1.0304,0.5127,0.0721,0.0696,0.1588,0.0696,0.2753,0.0427,0.1556,0.0081,0.341
2,2021,0.7122,0.8562,0.9463,0.9264,0.3459,0.4303,18.1461,2.1434,1.1145,1.0289,0.9591,0.9716,0.954,0.073,0.0765,0.5292,1.1176,0.7699,0.1041,0.1112,0.2016,0.0932,0.2714,0.0657,0.2051,0.0182,0.16
3,2001,0.5842,0.7446,0.8676,0.8805,0.326,0.3323,18.4708,2.9059,1.5021,1.4038,0.5994,0.769,0.5978,0.0573,0.0958,0.4731,0.9063,0.4735,0.1032,0.0373,0.0965,0.0338,0.0976,0.0218,0.1147,0.0144,0.0717
3,2011,0.723,0.8469,0.9209,0.9102,0.2804,0.3491,18.4867,1.9638,1.0206,0.9433,0.5744,0.7616,0.5696,0.0696,0.1222,0.5237,0.958,0.4244,0.1066,0.0813,0.1748,0.0813,0.1973,0.0327,0.1426,0.0115,0.2613
3,2021,0.6899,0.8432,0.9503,0.9428,0.3561,0.2707,19.0022,2.1874,1.1304,1.057,0.8555,0.8633,0.8385,0.0961,0.1146,0.552,1.258,0.5778,0.1394,0.1001,0.1852,0.0918,0.2677,0.0733,0.1821,0.0174,0.1386
4,2001,0.5907,0.7564,0.8256,0.8549,0.3979,0.3898,18.2298,2.647,1.3703,1.2767,0.4349,0.7623,0.4301,0.1234,0.287,0.4081,0.6729,0.2056,0.191,0.0915,0.1738,0.083,0.1639,0.0316,0.1317,0.0124,0.1199
4,2011,0.687,0.8277,0.9074,0.9101,0.4086,0.3207,18.5778,2.0823,1.0886,0.9937,0.4493,0.7596,0.4424,0.1229,0.2778,0.5091,0.8552,0.2362,0.199,0.177,0.3073,0.177,0.2693,0.0459,0.1317,0.0105,0.3229
4,2021,0.6604,0.8095,0.9379,0.942,0.3714,0.3167,18.6479,2.1045,1.0871,1.0174,0.8122,0.829,0.7849,0.0707,0.0901,0.5463,1.0972,0.6144,0.2769,0.1287,0.222,0.116,0.2635,0.0906,0.1489,0.0115,0.1515
5,2001,0.4665,0.6688,0.7329,0.7942,0.3784,0.4636,17.7724,2.7551,1.4347,1.3205,0.4741,0.7866,0.4684,0.1098,0.2344,0.4325,0.7469,0.2633,0.1921,0.0817,0.1688,0.0738,0.1367,0.0273,0.1149,0.0116,0.0954
5,2011,0.6322,0.7924,0.871,0.8759,0.4088,0.3912,18.1577,2.0867,1.0965,0.9903,0.4019,0.7489,0.3954,0.1056,0.2671,0.4892,0.8253,0.2146,0.2279,0.1689,0.2991,0.1689,0.2538,0.0379,0.1179,0.0078,0.2535
5,2021,0.6814,0.8323,0.9396,0.9261,0.4411,0.3724,18.1911,2.3169,1.2121,1.1048,0.9195,0.9346,0.91,0.0558,0.0613,0.5241,1.0516,0.7895,0.0733,0.0793,0.1671,0.0721,0.2709,0.0733,0.1617,0.0128,0.2131
6,2001,0.4999,0.7072,0.7538,0.8149,0.4275,0.4545,17.795,2.3941,1.2525,1.1417,0.3824,0.7719,0.3767,0.1111,0.295,0.3733,0.5939,0.1664,0.2302,0.083,0.1604,0.0725,0.1554,0.0265,0.1122,0.0086,0.0774
6,2011,0.6068,0.7762,0.8357,0.8539,0.4203,0.3866,18.1528,2.0589,1.0938,0.9651,0.3463,0.735,0.3376,0.1132,0.3354,0.452,0.7263,0.1544,0.2489,0.1704,0.3077,0.1704,0.2602,0.0389,0.1005,0.0063,0.2341
6,2021,0.7068,0.8561,0.9487,0.939,0.3623,0.3802,18.0537,2.1404,1.106,1.0344,0.8732,0.8945,0.8623,0.0629,0.0729,0.5195,1.0388,0.7306,0.1371,0.0912,0.1714,0.0822,0.2588,0.0811,0.2,0.0187,0.1932
7,2001,0.5512,0.7518,0.8706,0.8918,0.363,0.3279,18.601,2.5978,1.3117,1.2862,0.64,0.7466,0.6368,0.0524,0.0822,0.5261,1.0731,0.4553,0.088,0.053900000000000003,0.125,0.0488,0.1546,0.0344,0.1314,0.0118,0.102
7,2011,0.6763,0.8304,0.9246,0.9184,0.3044,0.3338,18.5264,2.0315,1.0391,0.9924,0.5784,0.7435,0.5752,0.0758,0.1318,0.6073,1.2221,0.3721,0.1163,0.1058,0.2327,0.1058,0.2927,0.0449,0.2643,0.0135,0.3138
7,2021,0.7426,0.8779,0.9652,0.9542,0.395,0.4095,18.2349,1.9069,0.9703,0.9366,0.8965,0.9344,0.8838,0.0777,0.0879,0.5404,1.0649,0.7078,0.0997,0.11,0.2256,0.0985,0.2974,0.0619,0.2525,0.0193,0.214
8,2001,0.4792,0.7156,0.842,0.8782,0.2967,0.3075,18.54,3.2946,1.7077,1.587,0.6817,0.7666,0.6788,0.0234,0.0345,0.4958,0.9105,0.5602,0.0827,0.0618,0.1754,0.0542,0.1549,0.0478,0.0986,0.0089,0.1359
8,2011,0.6738,0.8442,0.8995,0.8934,0.3265,0.3635,18.3393,2.3829,1.2271,1.1559,0.652,0.7471,0.6461,0.0371,0.0575,0.5762,1.0407,0.5341,0.0908,0.094,0.2254,0.094,0.2833,0.0515,0.1731,0.0084,0.3546
8,2021,0.7445,0.8913,0.9549,0.9453,0.4434,0.3925,18.1846,1.9835,1.0047,0.9788,0.9289,0.9481,0.917,0.0674,0.0735,0.5281,1.0442,0.7518,0.1075,0.1093,0.2228,0.0965,0.2716,0.0641,0.2407,0.0182,0.2159
9,2001,0.445,0.6351,0.7842,0.834,0.3606,0.3394,18.3855,2.76,1.44,1.32,0.6658,0.7932,0.6628,0.0471,0.0711,0.5092,0.9358,0.5183,0.0943,0.0725,0.1632,0.0635,0.1571,0.0471,0.1008,0.0082,0.1375
9,2011,0.6269,0.7853,0.884,0.8842,0.2712,0.3917,18.1849,2.3001,1.1908,1.1093,0.5941,0.7278,0.5911,0.0537,0.0908,0.5749,1.1112,0.4328,0.1216,0.1014,0.2305,0.1014,0.2744,0.057,0.1657,0.009,0.277
9,2021,0.7462,0.8832,0.957,0.9464,0.3972,0.3645,18.5665,1.9731,1.022,0.9511,0.8344,0.8814,0.8185,0.0782,0.0955,0.5134,1.007,0.655,0.167,0.0673,0.1539,0.0602,0.26,0.0506,0.2292,0.0177,0.2284
10,2001,0.4431,0.6616,0.7787,0.845,0.2112,0.338,18.4116,3.0989,1.5883,1.5105,0.753,0.8043,0.7499,0.0185,0.0247,0.5406,0.9936,0.6544,0.0579,0.0693,0.1382,0.0609,0.1879,0.0506,0.118,0.0124,0.133
10,2011,0.6184,0.794,0.9069,0.9085,0.2551,0.3651,18.2825,2.5775,1.3238,1.2537,0.7028,0.7479,0.7003,0.0338,0.0482,0.5793,1.084,0.6055,0.0591,0.0999,0.2112,0.0999,0.2739,0.067,0.1024,0.0103,0.2934
10,2021,0.7721,0.8812,0.9548,0.9462,0.3946,0.3506,18.452,1.6637,0.8612,0.8025,0.8193,0.8831,0.7948,0.0877,0.1104,0.5101,0.9968,0.622,0.1223,0.0767,0.1616,0.067,0.2246,0.0464,0.1998,0.0235,0.2082
11,2001,0.3577,0.5665,0.6812,0.7699,0.2207,0.3536,18.3958,3.2584,1.6532,1.6052,0.8497,0.8524,0.8468,0.0268,0.0317,0.5525,1.1285,0.7171,0.0221,0.0854,0.214,0.0787,0.1962,0.0556,0.1231,0.0173,0.0767
11,2011,0.5623,0.7455,0.8722,0.8771,0.2556,0.3269,18.4785,2.82,1.4572,1.3627,0.7138,0.7541,0.712,0.0551,0.0773,0.5753,1.2063,0.5391,0.0418,0.1047,0.2204,0.1047,0.2287,0.0583,0.1151,0.0121,0.1784
11,2021,0.7667,0.8804,0.9484,0.942,0.4958,0.3185,18.5254,1.8287,0.9535,0.8753,0.7609,0.8683,0.7313,0.2005,0.2741,0.5801,1.2214,0.3581,0.1788,0.1876,0.3091,0.1733,0.3574,0.0598,0.2803,0.0177,0.2885
12,2001,0.3642,0.6344,0.6831,0.8045,0.2137,0.3988,18.0604,3.0444,1.5689,1.4755,0.8524,0.8423,0.8505,0.0264,0.031,0.5579,1.085,0.7061,0.0269,0.0932,0.2613,0.0881,0.183,0.0513,0.1237,0.0119,0.1089
12,2011,0.5644,0.7527,0.8874,0.893,0.2634,0.393,18.118,2.61,1.3356,1.2745,0.7063,0.7486,0.7023,0.0473,0.0674,0.6209,1.2015,0.5815,0.0599,0.1248,0.2902,0.1248,0.284,0.0695,0.1321,0.0075,0.2375
12,2021,0.7106,0.8361,0.9255,0.9148,0.4818,0.3259,18.4395,1.8961,0.9808,0.9153,0.681,0.8329,0.6481,0.2062,0.3182,0.5647,1.1634,0.2977,0.2173,0.19,0.3149,0.173,0.2947,0.0534,0.2142,0.0119,0.2256
13,2001,0.3904,0.6254,0.7293,0.8207,0.2606,0.3705,18.298,3.2825,1.6828,1.5997,0.8292,0.824,0.828,0.0148,0.0179,0.5559,1.0822,0.7441,0.0249,0.0631,0.1716,0.0576,0.1725,0.0457,0.1514,0.0138,0.1478
13,2011,0.6164,0.7877,0.9011,0.9028,0.3012,0.4001,18.0481,2.7078,1.3785,1.3293,0.6358,0.6962,0.6316,0.0353,0.0558,0.5778,1.0619,0.5601,0.0777,0.0785,0.207,0.0785,0.2665,0.0589,0.1339,0.01,0.3199
13,2021,0.693,0.8287,0.8911,0.8921,0.4933,0.3312,18.3818,2.0325,1.0548,0.9777,0.6116,0.8028,0.5672,0.2179,0.3843,0.5504,1.1279,0.2029,0.2332,0.1683,0.2795,0.1491,0.3081,0.0427,0.1989,0.0081,0.2193
14,2001,0.4232,0.6475,0.7058,0.7736,0.3452,0.452,17.8063,2.9192,1.5024,1.4168,0.5283,0.8077,0.5212,0.0518,0.0993,0.4497,0.793,0.4028,0.1727,0.0692,0.1637,0.063,0.1206,0.0258,0.1196,0.0137,0.0632
14,2011,0.6187,0.7811,0.9084,0.9054,0.3134,0.4231,17.9646,2.535,1.3081,1.2269,0.556,0.743,0.5523,0.0465,0.0842,0.555,0.9594,0.4319,0.127,0.1,0.231,0.1,0.2896,0.0415,0.1298,0.0075,0.267
14,2021,0.7031,0.8318,0.9358,0.9256,0.4256,0.3709,18.3175,2.1274,1.0931,1.0343,0.7641,0.8346,0.7405,0.0978,0.1321,0.5593,1.0962,0.5224,0.1847,0.1012,0.1887,0.0902,0.3304,0.0541,0.2121,0.0155,0.2036
15,2001,0.3528,0.6311,0.6337,0.7632,0.5421,0.5787,16.958,2.3452,1.2718,1.0734,0.3618,0.7834,0.3577,0.0918,0.2567,0.365,0.6095,0.2445,0.2492,0.0366,0.1022,0.0265,0.0574,0.014,0.0916,0.0121,0.0238
15,2011,0.4252,0.6772,0.7209,0.8016,0.4761,0.5265,17.2059,1.9089,1.0155,0.8934,0.3602,0.7016,0.3513,0.074,0.2107,0.4793,0.8626,0.2474,0.2509,0.0757,0.2025,0.0757,0.1533,0.0266,0.091,0.0047,0.1793
15,2021,0.5657,0.784,0.8597,0.8829,0.5371,0.3356,18.2839,2.1544,1.1658,0.9887,0.6126,0.7714,0.5714,0.1615,0.2826,0.5239,1.031,0.3118,0.2916,0.1222,0.2304,0.0989,0.2239,0.038,0.1734,0.0035,0.1923
16,2001,0.2726,0.535,0.5588,0.697,0.4895,0.6074,16.7156,2.6285,1.3957,1.2328,0.3258,0.804,0.3218,0.081,0.2516,0.3034,0.4567,0.2298,0.2863,0.0342,0.1002,0.0307,0.0849,0.0168,0.1567,0.0198,0.075
16,2011,0.3929,0.6275,0.6959,0.7712,0.4825,0.5717,16.9744,2.1003,1.1313,0.969,0.2927,0.7227,0.2863,0.0697,0.2433,0.3913,0.5729,0.2324,0.3076,0.0757,0.2095,0.0757,0.2077,0.0313,0.0865,0.004,0.3119
16,2021,0.5525,0.7459,0.8422,0.8504,0.5282,0.4326,17.9018,2.2898,1.2445,1.0453,0.6379,0.7662,0.5942,0.1647,0.2772,0.5333,0.9805,0.3357,0.2628,0.1258,0.2226,0.1056,0.30620000000000003,0.0377,0.2637,0.0042,0.3208
17,2001,0.3666,0.6029,0.595,0.7111,0.5416,0.5925,16.7799,2.921,1.556,1.365,0.2792,0.7521,0.2744,0.0576,0.2099,0.3144,0.5205,0.1576,0.2718,0.0481,0.1146,0.0386,0.085,0.0199,0.1402,0.0177,0.0911
17,2011,0.4021,0.6125,0.6521,0.7206,0.4883,0.5754,16.9082,1.9314,1.0463,0.885,0.2896,0.725,0.277,0.048,0.1732,0.3578,0.5246,0.2807,0.3103,0.0993,0.212,0.0993,0.1978,0.0282,0.1043,0.0043,0.3446
17,2021,0.5425,0.7334,0.843,0.858,0.503,0.4824,17.5047,2.3714,1.2911,1.0804,0.5766,0.7641,0.5356,0.1477,0.2758,0.5148,0.891,0.2903,0.3075,0.1695,0.2658,0.141,0.3314,0.0369,0.3077,0.0033,0.3652
18,2001,0.2239,0.4554,0.4773,0.6058,0.4413,0.6248,16.5626,2.5789,1.4026,1.1763,0.2602,0.8296,0.2553,0.0576,0.2255,0.2845,0.4359,0.2463,0.3276,0.0382,0.0914,0.0317,0.0747,0.0189,0.1238,0.0129,0.0622
18,2011,0.3661,0.5729,0.6256,0.7052,0.4262,0.5773,16.9346,2.3167,1.2284,1.0882,0.2377,0.7654,0.2305,0.0545,0.2364,0.2831,0.3661,0.2047,0.3458,0.0852,0.2027,0.0852,0.1942,0.0327,0.0817,0.0033,0.283
18,2021,0.505,0.6765,0.7887,0.7985,0.4803,0.4238,17.7345,2.4746,1.3098,1.1649,0.4691,0.7393,0.4101,0.1463,0.3568,0.3878,0.5638,0.197,0.3332,0.1426,0.2299,0.121,0.266,0.0352,0.2478,0.0043,0.3126
19,2001,0.2522,0.4667,0.5308,0.6486,0.4313,0.5945,16.7923,2.5486,1.3671,1.1815,0.3,0.8324,0.2942,0.0675,0.2294,0.255,0.3711,0.2539,0.2983,0.0475,0.1096,0.0425,0.0573,0.0162,0.0939,0.0134,0.0315
19,2011,0.368,0.5654,0.6028,0.6895,0.4007,0.5634,17.0956,2.394,1.2681,1.1259,0.2203,0.7871,0.2067,0.0546,0.2643,0.2584,0.3502,0.2152,0.3298,0.1002,0.2016,0.1002,0.1109,0.0231,0.0423,0.0032,0.1279
19,2021,0.5073,0.6758,0.7713,0.7997,0.4657,0.414,17.8217,2.5162,1.3386,1.1776,0.4719,0.7545,0.4192,0.1492,0.3559,0.3543,0.5368,0.2159,0.3071,0.1454,0.2211,0.1237,0.1876,0.0297,0.1393,0.0055,0.1759
20,2001,0.3779,0.6222,0.68,0.7787,0.3443,0.5069,17.626,3.001,1.545,1.456,0.5741,0.8271,0.5689,0.0434,0.0763,0.4333,0.7611,0.4449,0.161,0.0517,0.1238,0.0473,0.0973,0.0284,0.0975,0.0103,0.0487
20,2011,0.5254,0.7082,0.8389,0.8654,0.3073,0.4522,17.7966,2.9363,1.5076,1.4287,0.6053,0.7612,0.6007,0.0431,0.0718,0.5423,0.957,0.51,0.1159,0.081,0.1952,0.081,0.2457,0.0419,0.1133,0.0078,0.2147
20,2021,0.4834,0.6541,0.7352,0.7599,0.4429,0.4622,17.5261,2.6696,1.4212,1.2484,0.535,0.798,0.4889,0.1506,0.3081,0.424,0.7303,0.2614,0.2768,0.139,0.2042,0.1129,0.1457,0.0251,0.1106,0.0037,0.1391
21,2001,0.2684,0.5353,0.6211,0.7718,0.1974,0.4023,18.1015,3.3253,1.6997,1.6256,0.7449,0.8235,0.7415,0.0165,0.0222,0.5528,1.0224,0.6465,0.0881,0.0651,0.152,0.0613,0.2014,0.0551,0.1149,0.0105,0.0941
21,2011,0.5367,0.7332,0.8919,0.8994,0.248,0.3806,18.1876,2.4337,1.2452,1.1885,0.6644,0.73,0.6627,0.0417,0.0629,0.6174,1.1959,0.5473,0.0627,0.0774,0.1856,0.0774,0.2806,0.0801,0.1014,0.0069,0.1901
21,2021,0.5374,0.7241,0.8174,0.8253,0.4152,0.4234,17.7815,2.4739,1.3404,1.1335,0.508,0.7883,0.4509,0.1474,0.3269,0.4098,0.7172,0.2388,0.2786,0.129,0.1786,0.0991,0.1171,0.0239,0.0682,0.0043,0.1074
22,2001,0.3876,0.6382,0.7461,0.8254,0.3401,0.3691,18.2639,2.5572,1.3251,1.2321,0.7643,0.791,0.758,0.0289,0.0381,0.5864,1.3147,0.4783,0.052,0.0498,0.1085,0.0452,0.1839,0.0599,0.1176,0.0138,0.0431
22,2011,0.5392,0.7413,0.9113,0.9173,0.2428,0.3317,18.367,2.4286,1.2577,1.1708,0.6658,0.7301,0.6628,0.0603,0.091,0.6584,1.5048,0.4595,0.074,0.0885,0.1804,0.0885,0.344,0.0828,0.1306,0.0087,0.1662
22,2021,0.5678,0.7532,0.8333,0.8442,0.3725,0.3785,18.0783,2.4817,1.3168,1.1649,0.475,0.7978,0.4287,0.1466,0.3419,0.4048,0.7148,0.208,0.2807,0.1458,0.1968,0.1122,0.0936,0.0196,0.0713,0.0052,0.0881
23,2001,0.2961,0.5183,0.6186,0.7655,0.2092,0.5027,17.5213,2.9349,1.5112,1.4237,0.783,0.8691,0.7792,0.0242,0.0311,0.5171,1.0307,0.6547,0.0652,0.0441,0.0883,0.0401,0.1249,0.0389,0.0931,0.014,0.0635
23,2011,0.5194,0.6844,0.8635,0.8684,0.2265,0.3865,18.0996,2.486,1.2907,1.1953,0.6872,0.7927,0.6855,0.0465,0.0679,0.5805,1.1836,0.5503,0.0822,0.0542,0.1129,0.0542,0.2405,0.0573,0.0997,0.0127,0.2068
23,2021,0.6314,0.8116,0.9531,0.951,0.3764,0.2673,19.176,2.1299,1.0997,1.0302,0.8566,0.8756,0.8357,0.0978,0.1171,0.5727,1.2598,0.5877,0.1321,0.1171,0.185,0.1028,0.3777,0.1058,0.1844,0.0094,0.1349
24,2001,0.5184,0.7568,0.826,0.8759,0.3554,0.4488,17.8248,2.5946,1.3462,1.2484,0.6082,0.8001,0.6038,0.0825,0.1367,0.5645,1.1949,0.3988,0.136,0.0636,0.1316,0.0585,0.1463,0.0374,0.1055,0.0107,0.0288
24,2011,0.6098,0.8013,0.8996,0.8974,0.3373,0.3411,18.4247,2.0374,1.0559,0.9815,0.5544,0.73,0.5481,0.1077,0.1964,0.6206,1.4489,0.2971,0.1148,0.1046,0.1957,0.1046,0.2127,0.056,0.0753,0.0051,0.1461
24,2021,0.601,0.7458,0.9448,0.9269,0.3278,0.3082,18.5577,2.1573,1.1155,1.0418,0.8215,0.8603,0.7906,0.0863,0.1092,0.5523,1.164,0.5737,0.1685,0.0741,0.1149,0.0619,0.2789,0.082,0.1808,0.0256,0.1737
25,2001,0.598,0.8064,0.8702,0.8963,0.5441,0.3603,18.3718,2.1968,1.1458,1.051,0.422,0.7491,0.4119,0.1265,0.3071,0.5274,1.1603,0.1605,0.1966,0.0747,0.0875,0.0411,0.1417,0.04,0.0868,0.0092,0.0541
25,2011,0.7468,0.9031,0.9133,0.9078,0.585,0.2921,18.816,1.6875,0.8793,0.8083,0.4462,0.7165,0.4387,0.1944,0.4431,0.5989,1.5,0.112,0.1685,0.1323,0.2148,0.1323,0.2393,0.0458,0.0973,0.007,0.1513
25,2021,0.6242,0.749,0.9582,0.9416,0.3981,0.3125,18.8292,2.3675,1.1821,1.1855,0.798,0.8425,0.7646,0.0993,0.1298,0.5481,1.2394,0.4908,0.2281,0.1074,0.144,0.0855,0.2051,0.0581,0.1092,0.0214,0.1697
26,2001,0.5936,0.8093,0.9117,0.9155,0.4807,0.3094,18.5957,2.5101,1.3025,1.2077,0.4446,0.7662,0.4362,0.1233,0.2827,0.5107,1.0881,0.2037,0.1776,0.0507,0.081,0.036,0.1234,0.0453,0.0963,0.0117,0.0209
26,2011,0.7252,0.9062,0.9281,0.9181,0.5408,0.249,19.0929,1.7789,0.9408,0.8381,0.4747,0.7154,0.4681,0.16,0.3419,0.6191,1.592,0.1577,0.1525,0.1303,0.2242,0.1303,0.2219,0.0433,0.0866,0.0057,0.1165
26,2021,0.6487,0.782,0.9511,0.9313,0.3453,0.3722,18.3341,2.1524,1.1208,1.0316,0.7955,0.8427,0.7706,0.0878,0.114,0.5629,1.1717,0.5441,0.1543,0.0961,0.1502,0.0821,0.278,0.0689,0.2032,0.0155,0.1844
27,2001,0.6557,0.8595,0.9007,0.9128,0.6089,0.3285,18.5688,2.1022,1.0901,1.0121,0.3624,0.7054,0.3549,0.1562,0.44,0.6,1.7154,0.0787,0.2006,0.0796,0.0837,0.0443,0.1631,0.0322,0.1084,0.0106,0.0564
27,2011,0.7972,0.9234,0.9223,0.909,0.639,0.264,18.9676,1.6278,0.8587,0.769,0.3482,0.6782,0.3399,0.1779,0.5234,0.5564,1.3378,0.0453,0.1991,0.1357,0.2236,0.1357,0.278,0.0355,0.1199,0.0096,0.1596
27,2021,0.6042,0.7504,0.9488,0.9307,0.3761,0.3356,18.3545,2.1881,1.1168,1.0713,0.8067,0.8541,0.7806,0.0918,0.1176,0.5579,1.1436,0.5675,0.1577,0.0995,0.1577,0.0878,0.281,0.0682,0.1921,0.0164,0.1746
28,2001,0.4092,0.6253,0.7302,0.8186,0.3056,0.4834,17.6942,3.0321,1.5567,1.4754,0.6339,0.8119,0.6289,0.0354,0.0562,0.5062,0.9593,0.4656,0.1196,0.0427,0.0976,0.0378,0.1122,0.0316,0.1137,0.0182,0.0626
28,2011,0.5251,0.6842,0.8455,0.8539,0.277,0.4165,17.9715,2.1815,1.1383,1.0433,0.5266,0.751,0.5231,0.0597,0.1141,0.5735,1.1333,0.3766,0.146,0.069,0.1428,0.069,0.213,0.0496,0.1059,0.007,0.1874
28,2021,0.8314,0.9384,0.9715,0.9619,0.6873,0.231,19.3218,1.5485,0.8224,0.726,0.5448,0.7347,0.4971,0.2712,0.5457,0.5598,1.239,0.0385,0.1828,0.1884,0.2504,0.1467,0.338,0.0427,0.1763,0.0123,0.1799
29,2001,0.2472,0.4261,0.5696,0.6917,0.3169,0.5016,17.4837,2.8432,1.4637,1.3795,0.84,0.8959,0.8377,0.0327,0.039,0.5148,1.1394,0.6972,0.0407,0.0245,0.0547,0.02,0.0929,0.0282,0.0794,0.0137,0.0329
29,2011,0.4654,0.6132,0.8793,0.8994,0.3965,0.4373,17.8616,2.5373,1.2854,1.2519,0.7176,0.7895,0.7146,0.0391,0.0547,0.575,1.2388,0.5607,0.0616,0.0472,0.0803,0.0472,0.2249,0.0407,0.1297,0.0143,0.2487
29,2021,0.8149,0.9395,0.9644,0.9613,0.6429,0.2333,19.5167,1.6224,0.8734,0.7489,0.6409,0.7816,0.5913,0.2801,0.4737,0.5914,1.4578,0.0999,0.1582,0.1731,0.2163,0.1184,0.2655,0.0402,0.1372,0.0121,0.1599
30,2001,0.3381,0.5387,0.7089,0.7928,0.2311,0.4716,17.6007,3.3164,1.7082,1.6082,0.7995,0.858,0.7956,0.0189,0.0238,0.5394,1.053,0.6618,0.0565,0.0383,0.0849,0.0343,0.178,0.0352,0.0909,0.0096,0.1196
30,2011,0.5589,0.7175,0.8944,0.8926,0.2487,0.4257,17.8994,2.5865,1.3389,1.2476,0.6476,0.7728,0.6446,0.041,0.0637,0.6054,1.1929,0.5149,0.0933,0.0721,0.1432,0.0721,0.2782,0.053,0.123,0.0065,0.231
30,2021,0.799,0.9175,0.9576,0.9446,0.6292,0.2853,18.9801,1.6014,0.8402,0.7612,0.6343,0.7879,0.5931,0.2589,0.4366,0.554,1.2127,0.1463,0.1533,0.1691,0.2071,0.129,0.2711,0.0519,0.1406,0.0114,0.165
31,2001,0.5351,0.7276,0.772,0.8214,0.4272,0.4903,17.6037,2.6877,1.3997,1.288,0.4399,0.7917,0.4343,0.069,0.1589,0.5066,1.0609,0.2725,0.1941,0.0607,0.1168,0.0551,0.1072,0.025,0.0887,0.0091,0.0272
31,2011,0.6104,0.763,0.859,0.8596,0.2956,0.4153,18.0463,2.6523,1.3705,1.2818,0.5957,0.7968,0.5902,0.0563,0.0954,0.5648,1.1521,0.4315,0.1198,0.1195,0.194,0.1195,0.2255,0.0358,0.0999,0.0084,0.1577
31,2021,0.6578,0.8289,0.9488,0.935,0.4654,0.2989,18.6447,2.0474,1.0693,0.9781,0.8023,0.8547,0.7821,0.1203,0.1538,0.5674,1.2999,0.4983,0.1318,0.1178,0.1751,0.1,0.2452,0.0701,0.1618,0.0107,0.1676
32,2001,0.2166,0.4263,0.4508,0.5797,0.413,0.6235,16.5943,2.4894,1.3409,1.1485,0.3269,0.8351,0.3187,0.0615,0.1931,0.2829,0.4292,0.3102,0.2916,0.0478,0.1051,0.0456,0.0389,0.0143,0.1027,0.0132,0.0294
