dataset,outcome,label,group,scaling,lag,model,variant,beta,se,p,sig,mean_y,sd_y,n,n_unit
census,flfp_agri,Flfp agri,lfp,log,0,M5,baseline,-0.05126176684648857,0.04964473321764424,0.3051671005351885,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,log,1,M2,baseline,0.05257403956493967,0.05751310072025824,0.3636212423232169,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,log,1,M3,baseline,0.03912676949855413,0.05666401161087688,0.4920370016885842,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,log,1,M4,baseline,0.01530281449286264,0.07163022210382179,0.8314182238371992,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,log,1,M5,baseline,0.05140319803496614,0.07269082592143429,0.481695300112442,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,log,2,M2,baseline,0.06350386126544816,0.07867915356518969,0.4221815165155285,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,log,2,M3,baseline,0.04526838642804722,0.07728732264712207,0.5598488155188341,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,log,2,M4,baseline,0.01005323359822872,0.10003761515136864,0.9202234969210408,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,log,2,M5,baseline,0.06140063403902322,0.10206737669694692,0.5492992176745443,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,log,3,M2,baseline,0.0678988941481311,0.0811338620550716,0.405357393285935,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,log,3,M3,baseline,0.04854263084365539,0.0795491573536205,0.5435843881493181,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,log,3,M4,baseline,0.01384503286496813,0.102029242515895,0.8924295037769792,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,log,3,M5,baseline,0.06483560056484318,0.10369885396621556,0.5337437073126469,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,log,5,M2,baseline,0.10428848556992598,0.11848700136222452,0.3816177561053249,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,log,5,M3,baseline,0.0742756442345794,0.116193723418076,0.524640882247705,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,log,5,M4,baseline,0.02502840304803206,0.14819893597554498,0.866348804565181,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,log,5,M5,baseline,0.10017445619971424,0.15039203948219312,0.5074255421473701,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,0,M2,baseline,-0.00974333678432479,0.00733570485013706,0.18819163771510644,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,0,M3,baseline,-0.00202395261082444,0.01237665690557079,0.8705470869794705,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,0,M4,baseline,-0.01098916096819825,0.0106833151125318,0.30700484998507527,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,0,M5,baseline,-0.00618775205960252,0.0106846701629877,0.5642640767028655,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,1,M2,baseline,-0.01300544603684933,0.00919578955777057,0.16147265635811525,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,1,M3,baseline,0.01239174617553961,0.01513906840137522,0.4156840655855675,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,1,M4,baseline,-4.662705642350247e-4,0.01366968068843203,0.9728814054621748,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,1,M5,baseline,0.00570395696419336,0.01396907912930895,0.6842125186981634,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,2,M2,baseline,-0.01834173850717346,0.01297294096042185,0.16160047321789092,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,2,M3,baseline,0.01587893893545369,0.02108272046456255,0.4537354479895228,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,2,M4,baseline,-0.00213146561797112,0.01921367384789657,0.9119683598656604,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,2,M5,baseline,0.00652162985934942,0.01960803151074874,0.7403766779011001,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,3,M2,baseline,-0.0189739308394633,0.01318000386884086,0.15419768010513926,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,3,M3,baseline,0.01658755757695464,0.02149250346603816,0.4427004246071591,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,3,M4,baseline,-0.00192804220577187,0.0195333710983876,0.9216393553015396,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,3,M5,baseline,0.00672498172011979,0.01989472346760738,0.7362988908545648,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,5,M2,baseline,-0.02778602201786828,0.01913110269935419,0.15061739913791408,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,5,M3,baseline,0.02485598754985848,0.03128413329194978,0.42943135254015175,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,5,M4,baseline,-0.00174752113000017,0.02836621135253922,0.951042903954497,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_agri,Flfp agri,lfp,raw,5,M5,baseline,0.01112689259746442,0.02891915999633196,0.7015199397354428,NA,0.48982941722199613,0.18622825475008903,150,75
census,flfp_all,Flfp all,lfp,lin,0,M2,baseline,-0.01799933995457237,0.04983199094622458,0.7189787644915464,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,0,M3,baseline,-0.02625670961391255,0.04909387666425657,0.5943732348716191,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,0,M4,baseline,-0.04277711878969958,0.04749160462958465,0.37065394172919375,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,0,M5,baseline,-0.00881757590280762,0.03956041709795263,0.8242361044472498,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,1,M2,baseline,0.04510785209982115,0.06311275009035086,0.47703169828374,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,1,M3,baseline,0.02989933519389981,0.061722724795549,0.62952298145869,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,1,M4,baseline,-0.00134661294351043,0.05830528880690372,0.9816359444351608,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,1,M5,baseline,0.04045074669739702,0.05042876897623381,0.4250426327471851,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,2,M2,baseline,0.05637300567309733,0.08715749172416912,0.5197660208636705,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,2,M3,baseline,0.03574197174996933,0.08569788577449841,0.677835060844926,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,2,M4,baseline,-0.00722493587290177,0.0822773717823896,0.9302633445277956,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,2,M5,baseline,0.05138416102454791,0.07068893223021723,0.4695772977386977,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,3,M2,baseline,0.06123952526409582,0.08963706316072652,0.4966176161296938,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,3,M3,baseline,0.04014621016659532,0.08800075501893435,0.6495800944185899,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,3,M4,baseline,-0.00543124812879554,0.08388558080832562,0.948550899550757,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,3,M5,baseline,0.05290085869208124,0.07183052725932369,0.46377452793830287,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,5,M2,baseline,0.09253102367030765,0.13054287251838667,0.4806650857723711,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,5,M3,baseline,0.06010049163458413,0.12772200511402004,0.6393411193063723,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,5,M4,baseline,-0.00501211576452546,0.12154758140794152,0.9672189439650428,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,lin,5,M5,baseline,0.082304921433317,0.10471006428817184,0.43436152743824064,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,0,M2,baseline,-0.06064264781444573,0.04823187156203042,0.21259336656152517,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,0,M3,baseline,-0.07056419479138168,0.0487935092059034,0.1523490827243799,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,0,M4,baseline,-0.08291131763637052,0.04741264553048898,0.08448668409830366,*,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,0,M5,baseline,-0.03235536260958374,0.04042182232116544,0.4260165581458649,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,1,M2,baseline,0.00652048145404648,0.05728871668173873,0.9096903838871138,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,1,M3,baseline,-0.00480282122840033,0.06181278142026136,0.9382768149100448,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,1,M4,baseline,-0.00371658864982318,0.06888885097209571,0.9571199811758084,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,1,M5,baseline,0.05619970605651787,0.0574918476221834,0.3314943400800555,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,2,M2,baseline,-7.84523273127391e-4,0.07794360747178229,0.9919963001770792,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,2,M3,baseline,-0.01606077013551423,0.08481078438812922,0.8503198890699109,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,2,M4,baseline,-0.01535472405308904,0.0961275481308438,0.8735267439983793,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,2,M5,baseline,0.06996878776194898,0.08016661965087715,0.3855997563146282,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,3,M2,baseline,0.00426899003157732,0.08074950370527627,0.957980277735419,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,3,M3,baseline,-0.0119534260872422,0.08741200351669581,0.8916012657103531,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,3,M4,baseline,-0.010900896975621851,0.09833274286696728,0.9120296706505712,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,3,M5,baseline,0.07370593585402821,0.08180656708563475,0.3705228789601084,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,5,M2,baseline,0.01062750740451612,0.11808791975627288,0.9285330894163036,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,5,M3,baseline,-0.01444246974615381,0.12731469371825682,0.909989605386632,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,5,M4,baseline,-0.01193353051125458,0.14286188231516475,0.9336541364642268,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,log,5,M5,baseline,0.11310791122200664,0.1189788067495004,0.34487371227137564,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,0,M2,baseline,-0.00734685350368799,0.00559185918294856,0.1929559212645251,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,0,M3,baseline,-0.0058157752556626,0.0108741330237845,0.5943732348716595,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,0,M4,baseline,-0.00947499182585557,0.01051923501146258,0.3706539417292176,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,0,M5,baseline,-0.00195306420737871,0.00876250292763546,0.8242361044472846,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,1,M2,baseline,-0.0108425717494727,0.00683003750508661,0.11666719741828968,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,1,M3,baseline,0.00662260490131553,0.01367138155757002,0.6295229814586345,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,1,M4,baseline,-2.9827036026198485e-4,0.01291443066947988,0.9816359444351348,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,1,M5,baseline,0.00895970802035304,0.01116980730251809,0.4250426327471871,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,2,M2,baseline,-0.01518599817953975,0.00965253972803239,0.1199236677356522,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,2,M3,baseline,0.00791672977873846,0.01898180125685262,0.6778350608449526,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,2,M4,baseline,-0.00160029965259431,0.01822416860106863,0.9302633445277636,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,2,M5,baseline,0.01138142351474724,0.01565736716287236,0.4695772977387715,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,3,M2,baseline,-0.01560848776719742,0.00982545697010681,0.1164198863601754,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,3,M3,baseline,0.00889225417536084,0.01949187925846094,0.6495800944186099,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,3,M4,baseline,-0.00120300368703334,0.01858038163752001,0.9485508995506235,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,3,M5,baseline,0.01171736708478076,0.01591022672599799,0.4637745279383805,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,5,M2,baseline,-0.02278487051221101,0.01425296424448985,0.11416966240056284,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,5,M3,baseline,0.01331206222108976,0.02829000616863172,0.6393411193063729,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,5,M4,baseline,-0.00111016723994005,0.02692239152323855,0.9672189439648748,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_all,Flfp all,lfp,raw,5,M5,baseline,0.01823027075857612,0.02319293658117383,0.43436152743827217,NA,0.6607336878074528,0.16955114259488935,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,0,M2,baseline,-0.00903985308979538,0.04157718523249067,0.8284767752376874,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,0,M3,baseline,8.328057447781643e-4,0.04108617762753097,0.9838827579663898,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,0,M4,baseline,0.00688636138709012,0.04582023584057729,0.8809440667402075,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,0,M5,baseline,-0.02162135090558859,0.03029177378573645,0.47761482729220306,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,1,M2,baseline,-0.054817647474664,0.05308338244010884,0.30512130785426694,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,1,M3,baseline,-0.03871496707686175,0.0494184012296031,0.4358854452463454,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,1,M4,baseline,-0.02311979451082023,0.05367060861915401,0.6678863299160895,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,1,M5,baseline,-0.0621337729793608,0.03643306178311105,0.09231023895447676,*,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,2,M2,baseline,-0.07331561153501864,0.07379057852084492,0.32367332042236274,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,2,M3,baseline,-0.05141600079746793,0.06932630516319249,0.4606455073619551,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,2,M4,baseline,-0.03022877266286964,0.07629686513652607,0.6930980574097365,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,2,M5,baseline,-0.08437381650515498,0.05119672193104193,0.10358603122649722,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,3,M2,baseline,-0.0778954811860717,0.07581247205440586,0.3075433400997919,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,3,M3,baseline,-0.05580497809794477,0.07130846673990113,0.4363677067300064,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,3,M4,baseline,-0.03221176075262833,0.07778789076792589,0.6800006227705946,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,3,M5,baseline,-0.08616849593164662,0.05203113406572109,0.1019373858143958,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,5,M2,baseline,-0.11325990118579554,0.10987523901487796,0.3059898237196035,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,5,M3,baseline,-0.07904292900539989,0.10256656700194618,0.4433679501626032,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,5,M4,baseline,-0.04672963515954577,0.11193943184416708,0.6775546127557524,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,lin,5,M5,baseline,-0.12791086179014824,0.07563848407241,0.09502909793605044,*,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,0,M2,baseline,0.03595789272031147,0.03626467144367582,0.32465287782025687,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,0,M3,baseline,0.04572094482496396,0.0375041569042046,0.22668181925105169,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,0,M4,baseline,0.04764845855554948,0.0457450161068931,0.30098373947486123,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,0,M5,baseline,0.00276820887590649,0.03398482900151358,0.935300613620443,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,1,M2,baseline,-0.0154553043520409,0.04195002777874845,0.7136106314720689,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,1,M3,baseline,-0.00432375688828697,0.04728288946730925,0.9273865496289468,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,1,M4,baseline,-0.01142498965196766,0.06050988434079216,0.8507570740564372,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,1,M5,baseline,-0.06882677363568335,0.04418758181715863,0.12359380197020764,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,2,M2,baseline,-0.01515054414188554,0.0568286743541459,0.7905183870645497,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,2,M3,baseline,-1.609410684866447e-4,0.06497140883527822,0.9980302230953596,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,2,M4,baseline,-0.01014083345235425,0.08516762664753694,0.9055432518996402,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,2,M5,baseline,-0.0910989971264431,0.06164764492692028,0.14372193076598638,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,3,M2,baseline,-0.02022556585871626,0.05929536747165477,0.7339959678492767,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,3,M3,baseline,-0.00440732529708723,0.0673043263147406,0.947965601405578,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,3,M4,baseline,-0.01350090348793303,0.08697900614911672,0.877070296577146,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,3,M5,baseline,-0.09435658431176767,0.06296574961975814,0.13824745233993924,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,5,M2,baseline,-0.03007481452081961,0.08636824740654281,0.7286665658430181,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,5,M3,baseline,-0.00550825430046427,0.09736619915113154,0.9550381754007572,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,5,M4,baseline,-0.02102995954758216,0.1258490792550191,0.8677435486011849,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,log,5,M5,baseline,-0.14044871052558244,0.09145617307911992,0.12887826020937151,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,0,M2,baseline,0.00686544039507781,0.004650475361252,0.14410950452535132,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,0,M3,baseline,1.844637471514199e-4,0.00910045389195939,0.9838827579664098,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,0,M4,baseline,0.00152530651195428,0.01014903229417127,0.880944066740204,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,0,M5,baseline,-0.0047890584707575,0.0067095287651687,0.4776148272922084,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,1,M2,baseline,0.01103840958863089,0.00496375538432922,0.02921322881328066,**,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,1,M3,baseline,-0.00857523851466023,0.01094601415301931,0.43588544524632433,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,1,M4,baseline,-0.00512095882573196,0.01188786417466084,0.6678863299161322,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,1,M5,baseline,-0.01376242738514871,0.00806980395951922,0.09231023895448424,*,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,2,M2,baseline,0.01527576177041531,0.00711652847616594,0.03510947114245032,**,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,2,M3,baseline,-0.01138847592025491,0.0153555497266562,0.4606455073619848,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,2,M4,baseline,-0.00669557422262423,0.01689950594992914,0.6930980574097705,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,2,M5,baseline,-0.01868852424664582,0.0113399063689229,0.103586031226525,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,3,M2,baseline,0.01547792917829488,0.0072851397474333,0.03696105415738796,**,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,3,M3,baseline,-0.01236062002959011,0.01579459202936438,0.4363677067300429,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,3,M4,baseline,-0.00713479959526761,0.01722976324796828,0.68000062277073825,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,3,M5,baseline,-0.01908603986660378,0.0115247259261762,0.10193738581442896,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,5,M2,baseline,0.02306104748089776,0.0104338805297019,0.03018265353691131,**,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,5,M3,baseline,-0.01750775011050802,0.02271815894676974,0.44336795016264374,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,5,M4,baseline,-0.01035046126734673,0.02479421783706976,0.6775546127559415,NA,0.19474048085566417,0.14663853560092088,150,75
census,flfp_chores_only,Flfp chores only,lfp,raw,5,M5,baseline,-0.02833183730436493,0.01675367669873271,0.09502909793606697,*,0.19474048085566417,0.14663853560092088,150,75
census,flfp_nonagri,Flfp nonagri,lfp,lin,0,M2,baseline,-0.0203698865875874,0.02464141334875838,0.41109159443907417,NA,0.1534189987984578,0.07157587284464446,150,75
census,flfp_nonagri,Flfp nonagri,lfp,lin,0,M3,baseline,-0.01533241689996788,0.02127688009344357,0.4734173589019349,NA,0.1534189987984578,0.07157587284464446,150,75
census,flfp_nonagri,Flfp nonagri,lfp,lin,0,M4,baseline,0.00307467462054103,0.02212335800378599,0.8898445458270141,NA,0.1534189987984578,0.07157587284464446,150,75
census,flfp_nonagri,Flfp nonagri,lfp,lin,0,M5,baseline,0.00600275013397314,0.02181854225006935,0.7839896093022751,NA,0.1534189987984578,0.07157587284464446,150,75
census,flfp_nonagri,Flfp nonagri,lfp,lin,1,M2,baseline,-0.02630570362817802,0.03010080058970454,0.38498894054320054,NA,0.1534189987984578,0.07157587284464446,150,75
census,flfp_nonagri,Flfp nonagri,lfp,lin,1,M3,baseline,-0.02161429971975061,0.02684787036009439,0.4233609490668247,NA,0.1534189987984578,0.07157587284464446,150,75
census,flfp_nonagri,Flfp nonagri,lfp,lin,1,M4,baseline,7.839720912221995e-4,0.02833116165850434,0.9779984668889652,NA,0.1534189987984578,0.07157587284464446,150,75
