"district_rename","country","year","Gender","total_migrants"
"MAKAWANPUR","Malaysia",2020,"Female",14
"MAKAWANPUR","Malaysia",2020,"Male",321
"MAKAWANPUR","Malaysia",2021,"Female",1
"MAKAWANPUR","Malaysia",2021,"Male",21
"MAKAWANPUR","Malaysia",2022,"Female",398
"MAKAWANPUR","Malaysia",2022,"Male",2559
"MAKAWANPUR","Malaysia",2023,"Female",242
"MAKAWANPUR","Malaysia",2023,"Male",2235
"MAKAWANPUR","Malaysia",2024,"Female",118
"MAKAWANPUR","Malaysia",2024,"Male",969
"MAKAWANPUR","Maldives",2010,"Male",1
"MAKAWANPUR","Maldives",2011,"Female",6
"MAKAWANPUR","Maldives",2011,"Male",6
"MAKAWANPUR","Maldives",2012,"Female",17
"MAKAWANPUR","Maldives",2012,"Male",7
"MAKAWANPUR","Maldives",2013,"Female",13
"MAKAWANPUR","Maldives",2013,"Male",10
"MAKAWANPUR","Maldives",2014,"Female",30
"MAKAWANPUR","Maldives",2014,"Male",19
"MAKAWANPUR","Maldives",2015,"Female",24
"MAKAWANPUR","Maldives",2015,"Male",14
"MAKAWANPUR","Maldives",2016,"Female",31
"MAKAWANPUR","Maldives",2016,"Male",21
"MAKAWANPUR","Maldives",2017,"Female",56
"MAKAWANPUR","Maldives",2017,"Male",28
"MAKAWANPUR","Maldives",2018,"Female",35
"MAKAWANPUR","Maldives",2018,"Male",48
"MAKAWANPUR","Maldives",2019,"Female",42
"MAKAWANPUR","Maldives",2019,"Male",32
"MAKAWANPUR","Maldives",2020,"Female",8
"MAKAWANPUR","Maldives",2020,"Male",4
"MAKAWANPUR","Maldives",2021,"Female",60
"MAKAWANPUR","Maldives",2021,"Male",29
"MAKAWANPUR","Maldives",2022,"Female",60
"MAKAWANPUR","Maldives",2022,"Male",55
"MAKAWANPUR","Maldives",2023,"Female",72
"MAKAWANPUR","Maldives",2023,"Male",83
"MAKAWANPUR","Maldives",2024,"Female",52
"MAKAWANPUR","Maldives",2024,"Male",28
"MAKAWANPUR","Mali",2018,"Male",1
"MAKAWANPUR","Malta",2017,"Female",1
"MAKAWANPUR","Malta",2018,"Female",7
"MAKAWANPUR","Malta",2018,"Male",15
"MAKAWANPUR","Malta",2019,"Female",19
"MAKAWANPUR","Malta",2019,"Male",11
"MAKAWANPUR","Malta",2020,"Female",6
"MAKAWANPUR","Malta",2020,"Male",10
"MAKAWANPUR","Malta",2021,"Female",7
"MAKAWANPUR","Malta",2021,"Male",6
"MAKAWANPUR","Malta",2022,"Female",41
"MAKAWANPUR","Malta",2022,"Male",61
"MAKAWANPUR","Malta",2023,"Female",42
"MAKAWANPUR","Malta",2023,"Male",80
"MAKAWANPUR","Malta",2024,"Female",11
"MAKAWANPUR","Malta",2024,"Male",21
"MAKAWANPUR","Mauritius",2009,"Female",3
"MAKAWANPUR","Mauritius",2010,"Female",1
"MAKAWANPUR","Mauritius",2012,"Male",11
"MAKAWANPUR","Mauritius",2013,"Male",7
"MAKAWANPUR","Mauritius",2014,"Male",9
"MAKAWANPUR","Mauritius",2015,"Male",9
"MAKAWANPUR","Mauritius",2016,"Male",1
"MAKAWANPUR","Mauritius",2017,"Male",4
"MAKAWANPUR","Mauritius",2018,"Male",1
"MAKAWANPUR","Mauritius",2019,"Male",4
"MAKAWANPUR","Mauritius",2021,"Male",1
"MAKAWANPUR","Mauritius",2022,"Male",3
"MAKAWANPUR","Mauritius",2023,"Male",18
"MAKAWANPUR","Mauritius",2024,"Male",37
"MAKAWANPUR","Mongolia",2024,"Female",1
"MAKAWANPUR","Morocco",2021,"Male",1
"MAKAWANPUR","Mozambique",2013,"Male",1
"MAKAWANPUR","Mozambique",2014,"Male",1
"MAKAWANPUR","Mozambique",2015,"Male",1
"MAKAWANPUR","Mozambique",2016,"Male",1
"MAKAWANPUR","Mozambique",2017,"Male",1
"MAKAWANPUR","Mozambique",2019,"Male",1
"MAKAWANPUR","Mozambique",2022,"Male",2
"MAKAWANPUR","Mozambique",2024,"Male",1
"MAKAWANPUR","Netherlands",2022,"Male",1
"MAKAWANPUR","Netherlands",2023,"Male",1
"MAKAWANPUR","New Zealand",2013,"Male",1
"MAKAWANPUR","New Zealand",2014,"Male",3
"MAKAWANPUR","New Zealand",2015,"Male",1
"MAKAWANPUR","New Zealand",2016,"Male",2
"MAKAWANPUR","New Zealand",2017,"Male",1
"MAKAWANPUR","New Zealand",2018,"Female",2
"MAKAWANPUR","New Zealand",2018,"Male",1
"MAKAWANPUR","New Zealand",2019,"Female",1
"MAKAWANPUR","New Zealand",2019,"Male",2
"MAKAWANPUR","New Zealand",2020,"Male",1
"MAKAWANPUR","New Zealand",2022,"Male",4
"MAKAWANPUR","New Zealand",2023,"Female",1
"MAKAWANPUR","New Zealand",2023,"Male",9
"MAKAWANPUR","New Zealand",2024,"Female",2
"MAKAWANPUR","New Zealand",2024,"Male",2
"MAKAWANPUR","Nigeria",2012,"Male",2
"MAKAWANPUR","Nigeria",2013,"Male",1
"MAKAWANPUR","Nigeria",2014,"Male",1
"MAKAWANPUR","Nigeria",2016,"Male",1
"MAKAWANPUR","Nigeria",2017,"Male",1
"MAKAWANPUR","Nigeria",2018,"Male",1
"MAKAWANPUR","Nigeria",2019,"Male",1
"MAKAWANPUR","Nigeria",2020,"Male",1
"MAKAWANPUR","Nigeria",2021,"Male",1
"MAKAWANPUR","Nigeria",2022,"Male",1
"MAKAWANPUR","Nigeria",2023,"Male",1
"MAKAWANPUR","Nigeria",2024,"Male",1
"MAKAWANPUR","North Macedonia",2022,"Male",1
"MAKAWANPUR","North Macedonia",2024,"Female",1
"MAKAWANPUR","North Macedonia",2024,"Male",4
"MAKAWANPUR","Northern Mariana Islands",2012,"Male",2
"MAKAWANPUR","Norway",2016,"Female",1
"MAKAWANPUR","Norway",2016,"Male",1
"MAKAWANPUR","Norway",2019,"Male",2
"MAKAWANPUR","Norway",2022,"Male",2
"MAKAWANPUR","Oman",2009,"Male",9
"MAKAWANPUR","Oman",2010,"Male",25
"MAKAWANPUR","Oman",2011,"Female",5
"MAKAWANPUR","Oman",2011,"Male",31
"MAKAWANPUR","Oman",2012,"Female",16
"MAKAWANPUR","Oman",2012,"Male",117
"MAKAWANPUR","Oman",2013,"Female",30
"MAKAWANPUR","Oman",2013,"Male",115
"MAKAWANPUR","Oman",2014,"Female",36
"MAKAWANPUR","Oman",2014,"Male",106
"MAKAWANPUR","Oman",2015,"Female",63
"MAKAWANPUR","Oman",2015,"Male",90
"MAKAWANPUR","Oman",2016,"Female",40
"MAKAWANPUR","Oman",2016,"Male",78
"MAKAWANPUR","Oman",2017,"Female",21
"MAKAWANPUR","Oman",2017,"Male",70
"MAKAWANPUR","Oman",2018,"Female",15
"MAKAWANPUR","Oman",2018,"Male",80
"MAKAWANPUR","Oman",2019,"Female",34
"MAKAWANPUR","Oman",2019,"Male",60
"MAKAWANPUR","Oman",2020,"Female",7
"MAKAWANPUR","Oman",2020,"Male",20
"MAKAWANPUR","Oman",2021,"Female",18
"MAKAWANPUR","Oman",2021,"Male",65
"MAKAWANPUR","Oman",2022,"Female",50
"MAKAWANPUR","Oman",2022,"Male",63
"MAKAWANPUR","Oman",2023,"Female",51
"MAKAWANPUR","Oman",2023,"Male",27
"MAKAWANPUR","Oman",2024,"Female",28
"MAKAWANPUR","Oman",2024,"Male",27
"MAKAWANPUR","Pakistan",2012,"Female",1
"MAKAWANPUR","Pakistan",2013,"Female",1
"MAKAWANPUR","Pakistan",2015,"Female",1
"MAKAWANPUR","Pakistan",2017,"Female",1
"MAKAWANPUR","Pakistan",2019,"Female",1
"MAKAWANPUR","Pakistan",2021,"Female",1
"MAKAWANPUR","Palau",2013,"Male",1
"MAKAWANPUR","Panama",2018,"Male",3
"MAKAWANPUR","Panama",2019,"Male",3
"MAKAWANPUR","Papua New Guinea",2011,"Male",1
"MAKAWANPUR","Papua New Guinea",2012,"Male",2
"MAKAWANPUR","Papua New Guinea",2013,"Male",1
"MAKAWANPUR","Papua New Guinea",2014,"Male",2
"MAKAWANPUR","Papua New Guinea",2016,"Male",2
"MAKAWANPUR","Papua New Guinea",2018,"Male",1
"MAKAWANPUR","Papua New Guinea",2019,"Male",2
"MAKAWANPUR","Papua New Guinea",2020,"Male",1
"MAKAWANPUR","Papua New Guinea",2021,"Male",1
"MAKAWANPUR","Papua New Guinea",2022,"Male",2
"MAKAWANPUR","Papua New Guinea",2023,"Female",1
"MAKAWANPUR","Peru",2021,"Male",1
"MAKAWANPUR","Philippines",2019,"Male",2
"MAKAWANPUR","Philippines",2021,"Male",1
"MAKAWANPUR","Philippines",2022,"Male",1
"MAKAWANPUR","Poland",2010,"Male",2
"MAKAWANPUR","Poland",2012,"Female",1
"MAKAWANPUR","Poland",2012,"Male",1
"MAKAWANPUR","Poland",2014,"Male",1
"MAKAWANPUR","Poland",2016,"Male",4
"MAKAWANPUR","Poland",2017,"Female",4
"MAKAWANPUR","Poland",2017,"Male",23
"MAKAWANPUR","Poland",2018,"Female",15
"MAKAWANPUR","Poland",2018,"Male",47
"MAKAWANPUR","Poland",2019,"Female",2
"MAKAWANPUR","Poland",2019,"Male",5
"MAKAWANPUR","Poland",2020,"Female",2
"MAKAWANPUR","Poland",2020,"Male",2
"MAKAWANPUR","Poland",2021,"Female",5
"MAKAWANPUR","Poland",2021,"Male",12
"MAKAWANPUR","Poland",2022,"Female",9
"MAKAWANPUR","Poland",2022,"Male",13
"MAKAWANPUR","Poland",2023,"Female",16
"MAKAWANPUR","Poland",2023,"Male",59
"MAKAWANPUR","Poland",2024,"Female",1
"MAKAWANPUR","Poland",2024,"Male",13
"MAKAWANPUR","Portugal",2015,"Male",1
"MAKAWANPUR","Portugal",2016,"Male",1
"MAKAWANPUR","Portugal",2018,"Male",1
"MAKAWANPUR","Portugal",2019,"Male",3
"MAKAWANPUR","Portugal",2020,"Male",2
"MAKAWANPUR","Portugal",2022,"Male",2
"MAKAWANPUR","Portugal",2023,"Female",2
"MAKAWANPUR","Portugal",2023,"Male",2
"MAKAWANPUR","Portugal",2024,"Male",8
"MAKAWANPUR","Qatar",2009,"Male",177
"MAKAWANPUR","Qatar",2010,"Female",2
"MAKAWANPUR","Qatar",2010,"Male",368
"MAKAWANPUR","Qatar",2011,"Female",9
"MAKAWANPUR","Qatar",2011,"Male",1036
"MAKAWANPUR","Qatar",2012,"-",1
"MAKAWANPUR","Qatar",2012,"Female",43
"MAKAWANPUR","Qatar",2012,"Male",1928
"MAKAWANPUR","Qatar",2013,"Female",65
"MAKAWANPUR","Qatar",2013,"Male",2282
"MAKAWANPUR","Qatar",2014,"Female",133
"MAKAWANPUR","Qatar",2014,"Male",2625
"MAKAWANPUR","Qatar",2015,"Female",118
"MAKAWANPUR","Qatar",2015,"Male",2397
"MAKAWANPUR","Qatar",2016,"Female",95
"MAKAWANPUR","Qatar",2016,"Male",2189
"MAKAWANPUR","Qatar",2017,"Female",212
"MAKAWANPUR","Qatar",2017,"Male",2124
"MAKAWANPUR","Qatar",2018,"Female",220
"MAKAWANPUR","Qatar",2018,"Male",1816
"MAKAWANPUR","Qatar",2019,"Female",226
"MAKAWANPUR","Qatar",2019,"Male",1409
"MAKAWANPUR","Qatar",2020,"Female",68
"MAKAWANPUR","Qatar",2020,"Male",328
"MAKAWANPUR","Qatar",2021,"Female",197
"MAKAWANPUR","Qatar",2021,"Male",1111
"MAKAWANPUR","Qatar",2022,"Female",387
"MAKAWANPUR","Qatar",2022,"Male",1244
"MAKAWANPUR","Qatar",2023,"Female",407
"MAKAWANPUR","Qatar",2023,"Male",1124
"MAKAWANPUR","Qatar",2024,"Female",179
"MAKAWANPUR","Qatar",2024,"Male",476
"MAKAWANPUR","Romania",2011,"Male",2
"MAKAWANPUR","Romania",2012,"Female",1
"MAKAWANPUR","Romania",2013,"Female",1
"MAKAWANPUR","Romania",2013,"Male",1
"MAKAWANPUR","Romania",2017,"Male",2
"MAKAWANPUR","Romania",2018,"Male",8
"MAKAWANPUR","Romania",2019,"Female",7
"MAKAWANPUR","Romania",2019,"Male",32
"MAKAWANPUR","Romania",2020,"Female",3
"MAKAWANPUR","Romania",2020,"Male",15
"MAKAWANPUR","Romania",2021,"Female",19
"MAKAWANPUR","Romania",2021,"Male",64
"MAKAWANPUR","Romania",2022,"Female",66
"MAKAWANPUR","Romania",2022,"Male",153
"MAKAWANPUR","Romania",2023,"Female",53
"MAKAWANPUR","Romania",2023,"Male",148
"MAKAWANPUR","Romania",2024,"Female",52
"MAKAWANPUR","Romania",2024,"Male",105
"MAKAWANPUR","Russia",2012,"Female",1
"MAKAWANPUR","Russia",2012,"Male",3
"MAKAWANPUR","Russia",2014,"Male",2
"MAKAWANPUR","Russia",2015,"Male",3
"MAKAWANPUR","Russia",2017,"Male",2
"MAKAWANPUR","Russia",2019,"Male",3
"MAKAWANPUR","Russia",2023,"Male",4
"MAKAWANPUR","Rwanda",2012,"Male",1
"MAKAWANPUR","Rwanda",2022,"Male",1
"MAKAWANPUR","Saudi Arabia",2009,"Female",3
"MAKAWANPUR","Saudi Arabia",2009,"Male",372
"MAKAWANPUR","Saudi Arabia",2010,"Female",2
"MAKAWANPUR","Saudi Arabia",2010,"Male",807
"MAKAWANPUR","Saudi Arabia",2011,"Female",7
"MAKAWANPUR","Saudi Arabia",2011,"Male",1075
"MAKAWANPUR","Saudi Arabia",2012,"Female",17
"MAKAWANPUR","Saudi Arabia",2012,"Male",2255
"MAKAWANPUR","Saudi Arabia",2013,"Female",35
"MAKAWANPUR","Saudi Arabia",2013,"Male",2150
"MAKAWANPUR","Saudi Arabia",2014,"Female",25
"MAKAWANPUR","Saudi Arabia",2014,"Male",2213
"MAKAWANPUR","Saudi Arabia",2015,"Female",91
"MAKAWANPUR","Saudi Arabia",2015,"Male",2679
"MAKAWANPUR","Saudi Arabia",2016,"Female",121
"MAKAWANPUR","Saudi Arabia",2016,"Male",2915
"MAKAWANPUR","Saudi Arabia",2017,"Female",101
"MAKAWANPUR","Saudi Arabia",2017,"Male",1668
"MAKAWANPUR","Saudi Arabia",2018,"Female",156
"MAKAWANPUR","Saudi Arabia",2018,"Male",1594
"MAKAWANPUR","Saudi Arabia",2019,"Female",151
"MAKAWANPUR","Saudi Arabia",2019,"Male",1842
"MAKAWANPUR","Saudi Arabia",2020,"Female",20
"MAKAWANPUR","Saudi Arabia",2020,"Male",615
"MAKAWANPUR","Saudi Arabia",2021,"Female",29
"MAKAWANPUR","Saudi Arabia",2021,"Male",2134
"MAKAWANPUR","Saudi Arabia",2022,"Female",73
"MAKAWANPUR","Saudi Arabia",2022,"Male",2370
"MAKAWANPUR","Saudi Arabia",2023,"Female",66
"MAKAWANPUR","Saudi Arabia",2023,"Male",2052
"MAKAWANPUR","Saudi Arabia",2024,"Female",17
"MAKAWANPUR","Saudi Arabia",2024,"Male",1016
"MAKAWANPUR","Serbia",2022,"Female",5
"MAKAWANPUR","Serbia",2022,"Male",2
"MAKAWANPUR","Serbia",2023,"Female",9
"MAKAWANPUR","Serbia",2023,"Male",16
"MAKAWANPUR","Serbia",2024,"Female",21
"MAKAWANPUR","Serbia",2024,"Male",8
"MAKAWANPUR","Seychelles",2012,"Male",1
"MAKAWANPUR","Seychelles",2014,"Male",5
"MAKAWANPUR","Seychelles",2016,"Female",1
"MAKAWANPUR","Seychelles",2016,"Male",6
"MAKAWANPUR","Seychelles",2017,"Male",4
"MAKAWANPUR","Seychelles",2018,"Female",3
"MAKAWANPUR","Seychelles",2018,"Male",7
"MAKAWANPUR","Seychelles",2019,"Female",1
"MAKAWANPUR","Seychelles",2019,"Male",4
"MAKAWANPUR","Seychelles",2020,"Male",1
"MAKAWANPUR","Seychelles",2021,"Female",1
"MAKAWANPUR","Seychelles",2021,"Male",4
"MAKAWANPUR","Seychelles",2022,"Female",9
"MAKAWANPUR","Seychelles",2022,"Male",4
"MAKAWANPUR","Seychelles",2023,"Female",2
"MAKAWANPUR","Seychelles",2023,"Male",10
"MAKAWANPUR","Seychelles",2024,"Female",1
"MAKAWANPUR","Seychelles",2024,"Male",3
"MAKAWANPUR","Singapore",2012,"Male",1
"MAKAWANPUR","Singapore",2013,"Male",2
"MAKAWANPUR","Singapore",2014,"Male",2
"MAKAWANPUR","Singapore",2015,"Male",1
"MAKAWANPUR","Singapore",2016,"Male",2
"MAKAWANPUR","Singapore",2017,"Male",3
"MAKAWANPUR","Singapore",2018,"Male",4
"MAKAWANPUR","Singapore",2019,"Male",4
"MAKAWANPUR","Singapore",2021,"Male",1
"MAKAWANPUR","Singapore",2022,"Male",1
"MAKAWANPUR","Singapore",2023,"Female",1
"MAKAWANPUR","Singapore",2023,"Male",2
"MAKAWANPUR","Singapore",2024,"Female",1
"MAKAWANPUR","Singapore",2024,"Male",1
"MAKAWANPUR","Slovakia",2023,"Male",1
"MAKAWANPUR","Slovakia",2024,"Female",1
"MAKAWANPUR","Slovakia",2024,"Male",5
"MAKAWANPUR","Slovenia",2018,"Male",1
"MAKAWANPUR","Slovenia",2021,"Male",1
"MAKAWANPUR","Slovenia",2022,"Male",3
"MAKAWANPUR","Slovenia",2023,"Male",5
"MAKAWANPUR","Slovenia",2024,"Female",3
"MAKAWANPUR","Slovenia",2024,"Male",1
"MAKAWANPUR","Somalia",2015,"Male",1
"MAKAWANPUR","Somalia",2017,"Male",1
"MAKAWANPUR","Somalia",2019,"Male",1
"MAKAWANPUR","Somalia",2021,"Male",1
"MAKAWANPUR","Somalia",2023,"Male",1
"MAKAWANPUR","South Africa",2012,"Male",1
"MAKAWANPUR","South Africa",2015,"Male",1
"MAKAWANPUR","South Africa",2016,"Male",1
"MAKAWANPUR","South Korea",2011,"Male",8
"MAKAWANPUR","South Korea",2012,"Male",16
"MAKAWANPUR","South Korea",2013,"Female",2
"MAKAWANPUR","South Korea",2013,"Male",21
"MAKAWANPUR","South Korea",2014,"Male",3
"MAKAWANPUR","South Korea",2015,"Male",3
"MAKAWANPUR","South Korea",2016,"Male",2
"MAKAWANPUR","South Korea",2017,"Male",3
"MAKAWANPUR","South Korea",2019,"Male",3
"MAKAWANPUR","South Korea",2021,"Male",2
"MAKAWANPUR","South Korea",2022,"Female",63
"MAKAWANPUR","South Korea",2022,"Male",137
"MAKAWANPUR","South Korea",2023,"Female",59
"MAKAWANPUR","South Korea",2023,"Male",440
"MAKAWANPUR","South Korea",2024,"Female",35
"MAKAWANPUR","South Korea",2024,"Male",96
"MAKAWANPUR","Spain",2014,"Male",1
"MAKAWANPUR","Spain",2023,"Female",1
"MAKAWANPUR","Spain",2023,"Male",1
"MAKAWANPUR","Sri Lanka",2010,"Male",1
"MAKAWANPUR","Sri Lanka",2014,"Male",1
"MAKAWANPUR","Sri Lanka",2016,"Male",1
"MAKAWANPUR","Sri Lanka",2017,"Male",2
"MAKAWANPUR","Sri Lanka",2018,"Male",8
"MAKAWANPUR","Sri Lanka",2019,"Male",1
"MAKAWANPUR","Sri Lanka",2023,"Female",1
"MAKAWANPUR","St. Lucia",2023,"Male",1
"MAKAWANPUR","Sweden",2011,"Male",1
"MAKAWANPUR","Syria",2012,"Male",1
"MAKAWANPUR","Tanzania",2012,"Male",1
"MAKAWANPUR","Tanzania",2013,"Male",1
"MAKAWANPUR","Tanzania",2014,"Male",2
"MAKAWANPUR","Tanzania",2015,"Male",1
"MAKAWANPUR","Tanzania",2016,"Male",1
"MAKAWANPUR","Tanzania",2023,"Male",1
"MAKAWANPUR","Thailand",2013,"Male",2
"MAKAWANPUR","Thailand",2015,"Male",1
"MAKAWANPUR","Thailand",2016,"Male",1
"MAKAWANPUR","Thailand",2018,"Male",1
"MAKAWANPUR","Thailand",2019,"Male",2
"MAKAWANPUR","Thailand",2022,"Male",1
"MAKAWANPUR","Turkey",2011,"Female",1
"MAKAWANPUR","Turkey",2013,"Female",1
"MAKAWANPUR","Turkey",2015,"Female",1
"MAKAWANPUR","Turkey",2016,"Female",6
"MAKAWANPUR","Turkey",2016,"Male",7
"MAKAWANPUR","Turkey",2017,"Female",15
"MAKAWANPUR","Turkey",2017,"Male",31
"MAKAWANPUR","Turkey",2018,"Female",19
"MAKAWANPUR","Turkey",2018,"Male",24
"MAKAWANPUR","Turkey",2019,"Female",24
"MAKAWANPUR","Turkey",2019,"Male",19
"MAKAWANPUR","Turkey",2020,"Female",10
"MAKAWANPUR","Turkey",2020,"Male",6
"MAKAWANPUR","Turkey",2021,"Female",20
"MAKAWANPUR","Turkey",2021,"Male",15
"MAKAWANPUR","Turkey",2022,"Female",3
"MAKAWANPUR","Turkey",2022,"Male",9
"MAKAWANPUR","Turkey",2023,"Female",3
"MAKAWANPUR","Turkey",2023,"Male",2
"MAKAWANPUR","Turkey",2024,"Female",2
"MAKAWANPUR","Turkey",2024,"Male",2
"MAKAWANPUR","Turks & Caicos Islands",2014,"Male",1
"MAKAWANPUR","Uganda",2012,"Male",1
"MAKAWANPUR","Uganda",2014,"Male",1
"MAKAWANPUR","Uganda",2015,"Male",1
"MAKAWANPUR","Uganda",2016,"Male",1
"MAKAWANPUR","Uganda",2017,"Male",1
"MAKAWANPUR","Uganda",2018,"Male",2
"MAKAWANPUR","Ukraine",2021,"Female",1
"MAKAWANPUR","Ukraine",2021,"Male",1
"MAKAWANPUR","Ukraine",2022,"Male",1
"MAKAWANPUR","United Arab Emirates",2009,"Female",7
"MAKAWANPUR","United Arab Emirates",2009,"Male",102
"MAKAWANPUR","United Arab Emirates",2010,"Female",21
"MAKAWANPUR","United Arab Emirates",2010,"Male",258
"MAKAWANPUR","United Arab Emirates",2011,"Female",56
"MAKAWANPUR","United Arab Emirates",2011,"Male",488
"MAKAWANPUR","United Arab Emirates",2012,"Female",237
"MAKAWANPUR","United Arab Emirates",2012,"Male",1042
"MAKAWANPUR","United Arab Emirates",2013,"Female",283
"MAKAWANPUR","United Arab Emirates",2013,"Male",1124
"MAKAWANPUR","United Arab Emirates",2014,"Female",312
"MAKAWANPUR","United Arab Emirates",2014,"Male",1264
"MAKAWANPUR","United Arab Emirates",2015,"Female",463
"MAKAWANPUR","United Arab Emirates",2015,"Male",1260
"MAKAWANPUR","United Arab Emirates",2016,"Female",494
"MAKAWANPUR","United Arab Emirates",2016,"Male",1355
"MAKAWANPUR","United Arab Emirates",2017,"Female",572
"MAKAWANPUR","United Arab Emirates",2017,"Male",1489
"MAKAWANPUR","United Arab Emirates",2018,"Female",579
"MAKAWANPUR","United Arab Emirates",2018,"Male",1430
"MAKAWANPUR","United Arab Emirates",2019,"Female",734
"MAKAWANPUR","United Arab Emirates",2019,"Male",1564
"MAKAWANPUR","United Arab Emirates",2020,"Female",259
"MAKAWANPUR","United Arab Emirates",2020,"Male",440
"MAKAWANPUR","United Arab Emirates",2021,"Female",651
"MAKAWANPUR","United Arab Emirates",2021,"Male",950
"MAKAWANPUR","United Arab Emirates",2022,"Female",1197
"MAKAWANPUR","United Arab Emirates",2022,"Male",1371
"MAKAWANPUR","United Arab Emirates",2023,"Female",1192
"MAKAWANPUR","United Arab Emirates",2023,"Male",1889
"MAKAWANPUR","United Arab Emirates",2024,"Female",513
"MAKAWANPUR","United Arab Emirates",2024,"Male",1164
"MAKAWANPUR","United Kingdom",2011,"Male",1
"MAKAWANPUR","United Kingdom",2012,"Male",1
"MAKAWANPUR","United Kingdom",2013,"Male",1
"MAKAWANPUR","United Kingdom",2014,"Male",1
"MAKAWANPUR","United Kingdom",2015,"Male",2
"MAKAWANPUR","United Kingdom",2020,"Female",1
"MAKAWANPUR","United Kingdom",2022,"Female",7
"MAKAWANPUR","United Kingdom",2022,"Male",21
"MAKAWANPUR","United Kingdom",2023,"Female",19
"MAKAWANPUR","United Kingdom",2023,"Male",12
"MAKAWANPUR","United Kingdom",2024,"Female",6
"MAKAWANPUR","United Kingdom",2024,"Male",9
"MAKAWANPUR","United States",2011,"Male",1
"MAKAWANPUR","United States",2012,"Male",4
"MAKAWANPUR","United States",2013,"Male",5
"MAKAWANPUR","United States",2014,"Male",5
"MAKAWANPUR","United States",2015,"Male",4
"MAKAWANPUR","United States",2016,"Male",6
"MAKAWANPUR","United States",2017,"Female",1
"MAKAWANPUR","United States",2018,"Male",1
"MAKAWANPUR","United States",2019,"Male",1
"MAKAWANPUR","United States",2020,"Male",1
"MAKAWANPUR","United States",2021,"Female",1
"MAKAWANPUR","United States",2021,"Male",2
"MAKAWANPUR","United States",2022,"Male",2
"MAKAWANPUR","United States",2023,"Female",1
"MAKAWANPUR","United States",2023,"Male",5
"MAKAWANPUR","United States",2024,"Female",2
"MAKAWANPUR","United States",2024,"Male",2
"MAKAWANPUR","Uzbekistan",2014,"Male",1
"MAKAWANPUR","Uzbekistan",2015,"Male",1
"MAKAWANPUR","Uzbekistan",2023,"Male",4
"MAKAWANPUR","Uzbekistan",2024,"Male",1
"MAKAWANPUR","Zambia",2016,"Male",1
"MAKAWANPUR","Zambia",2018,"Male",1
"MAKAWANPUR","Zambia",2023,"Male",1
"MANANG","Afghanistan",2010,"Male",1
"MANANG","Afghanistan",2012,"Male",2
"MANANG","Afghanistan",2015,"Male",1
"MANANG","Afghanistan",2017,"Male",1
"MANANG","Afghanistan",2019,"Male",1
"MANANG","Austria",2022,"Female",2
"MANANG","Austria",2023,"Female",1
"MANANG","Austria",2023,"Male",1
"MANANG","Austria",2024,"Male",2
"MANANG","Bahrain",2011,"Female",1
"MANANG","Bahrain",2011,"Male",1
"MANANG","Bahrain",2013,"Male",1
"MANANG","Bahrain",2014,"Female",2
"MANANG","Bahrain",2015,"Female",1
"MANANG","Bahrain",2016,"Female",1
"MANANG","Bahrain",2017,"Female",1
"MANANG","Bahrain",2017,"Male",1
"MANANG","Bahrain",2019,"Male",1
"MANANG","Bahrain",2020,"Female",1
"MANANG","Bahrain",2022,"Female",1
"MANANG","Bahrain",2023,"Female",2
"MANANG","Bahrain",2023,"Male",1
"MANANG","Bahrain",2024,"Male",1
"MANANG","Bosnia & Herzegovina",2023,"Male",1
"MANANG","Brunei",2013,"Male",1
"MANANG","Brunei",2023,"Male",2
"MANANG","Canada",2014,"Female",1
"MANANG","Canada",2018,"Female",1
"MANANG","Canada",2024,"Male",1
"MANANG","Croatia",2020,"Male",1
"MANANG","Croatia",2021,"Female",1
"MANANG","Croatia",2022,"Female",1
"MANANG","Croatia",2022,"Male",2
"MANANG","Croatia",2023,"Male",5
"MANANG","Croatia",2024,"Female",1
"MANANG","Croatia",2024,"Male",2
"MANANG","Cyprus",2012,"Female",1
"MANANG","Cyprus",2013,"Female",1
"MANANG","Cyprus",2014,"Female",7
"MANANG","Cyprus",2015,"Female",7
"MANANG","Cyprus",2016,"Female",1
"MANANG","Cyprus",2017,"Female",3
"MANANG","Cyprus",2017,"Male",1
"MANANG","Cyprus",2018,"Female",2
"MANANG","Cyprus",2019,"Female",1
"MANANG","Cyprus",2020,"Female",2
"MANANG","Cyprus",2022,"Female",1
"MANANG","Cyprus",2023,"Female",3
"MANANG","Cyprus",2023,"Male",1
"MANANG","Cyprus",2024,"Female",3
"MANANG","France",2022,"Female",2
"MANANG","France",2023,"Male",1
"MANANG","Germany",2013,"Female",1
"MANANG","Ghana",2021,"Male",1
"MANANG","Hong Kong SAR China",2015,"Female",1
"MANANG","Israel",2012,"Female",1
"MANANG","Israel",2013,"Female",1
"MANANG","Israel",2013,"Male",1
"MANANG","Israel",2014,"Male",1
"MANANG","Israel",2015,"Female",2
"MANANG","Israel",2018,"Female",1
"MANANG","Israel",2022,"Female",1
"MANANG","Israel",2024,"Female",1
"MANANG","Italy",2012,"Male",1
"MANANG","Japan",2010,"Male",3
"MANANG","Japan",2011,"Male",1
"MANANG","Japan",2012,"Female",1
"MANANG","Japan",2013,"Male",1
"MANANG","Japan",2014,"Male",1
"MANANG","Japan",2015,"Male",1
"MANANG","Japan",2016,"Male",2
