"district_rename","country","year","Gender","total_migrants"
"ARGHAKHANCHI","Greece",2023,"Male",2
"ARGHAKHANCHI","Greece",2024,"Male",3
"ARGHAKHANCHI","Hong Kong SAR China",2012,"Male",1
"ARGHAKHANCHI","Hong Kong SAR China",2014,"Male",2
"ARGHAKHANCHI","Hong Kong SAR China",2015,"Male",1
"ARGHAKHANCHI","Hong Kong SAR China",2016,"Male",1
"ARGHAKHANCHI","Hong Kong SAR China",2017,"Male",2
"ARGHAKHANCHI","Hungary",2022,"Male",1
"ARGHAKHANCHI","Iran",2015,"Male",1
"ARGHAKHANCHI","Ireland",2013,"Male",1
"ARGHAKHANCHI","Ireland",2022,"Male",1
"ARGHAKHANCHI","Israel",2011,"Male",1
"ARGHAKHANCHI","Israel",2012,"Female",8
"ARGHAKHANCHI","Israel",2012,"Male",5
"ARGHAKHANCHI","Israel",2013,"Female",5
"ARGHAKHANCHI","Israel",2013,"Male",3
"ARGHAKHANCHI","Israel",2014,"Female",1
"ARGHAKHANCHI","Israel",2015,"Female",3
"ARGHAKHANCHI","Israel",2016,"Female",3
"ARGHAKHANCHI","Israel",2016,"Male",1
"ARGHAKHANCHI","Israel",2017,"Female",1
"ARGHAKHANCHI","Israel",2018,"Female",2
"ARGHAKHANCHI","Israel",2019,"Female",1
"ARGHAKHANCHI","Israel",2022,"Female",5
"ARGHAKHANCHI","Israel",2022,"Male",1
"ARGHAKHANCHI","Israel",2023,"Female",1
"ARGHAKHANCHI","Israel",2024,"Male",1
"ARGHAKHANCHI","Italy",2012,"Male",1
"ARGHAKHANCHI","Italy",2013,"Male",1
"ARGHAKHANCHI","Italy",2014,"Male",1
"ARGHAKHANCHI","Italy",2023,"Male",1
"ARGHAKHANCHI","Jamaica",2012,"Male",2
"ARGHAKHANCHI","Japan",2011,"Male",4
"ARGHAKHANCHI","Japan",2012,"Male",28
"ARGHAKHANCHI","Japan",2013,"Female",3
"ARGHAKHANCHI","Japan",2013,"Male",23
"ARGHAKHANCHI","Japan",2014,"Male",36
"ARGHAKHANCHI","Japan",2015,"Female",2
"ARGHAKHANCHI","Japan",2015,"Male",63
"ARGHAKHANCHI","Japan",2016,"Male",55
"ARGHAKHANCHI","Japan",2017,"Male",31
"ARGHAKHANCHI","Japan",2018,"Female",3
"ARGHAKHANCHI","Japan",2018,"Male",49
"ARGHAKHANCHI","Japan",2019,"Female",2
"ARGHAKHANCHI","Japan",2019,"Male",52
"ARGHAKHANCHI","Japan",2020,"Male",18
"ARGHAKHANCHI","Japan",2021,"Male",27
"ARGHAKHANCHI","Japan",2022,"Female",12
"ARGHAKHANCHI","Japan",2022,"Male",102
"ARGHAKHANCHI","Japan",2023,"Female",14
"ARGHAKHANCHI","Japan",2023,"Male",114
"ARGHAKHANCHI","Japan",2024,"Female",16
"ARGHAKHANCHI","Japan",2024,"Male",80
"ARGHAKHANCHI","Jordan",2011,"Male",1
"ARGHAKHANCHI","Jordan",2012,"Female",2
"ARGHAKHANCHI","Jordan",2012,"Male",4
"ARGHAKHANCHI","Jordan",2013,"Female",1
"ARGHAKHANCHI","Jordan",2013,"Male",4
"ARGHAKHANCHI","Jordan",2014,"Female",1
"ARGHAKHANCHI","Jordan",2014,"Male",3
"ARGHAKHANCHI","Jordan",2015,"Male",6
"ARGHAKHANCHI","Jordan",2016,"Female",3
"ARGHAKHANCHI","Jordan",2017,"Female",6
"ARGHAKHANCHI","Jordan",2017,"Male",6
"ARGHAKHANCHI","Jordan",2018,"Female",1
"ARGHAKHANCHI","Jordan",2018,"Male",1
"ARGHAKHANCHI","Jordan",2019,"Female",6
"ARGHAKHANCHI","Jordan",2019,"Male",3
"ARGHAKHANCHI","Jordan",2020,"Female",4
"ARGHAKHANCHI","Jordan",2021,"Female",3
"ARGHAKHANCHI","Jordan",2021,"Male",4
"ARGHAKHANCHI","Jordan",2022,"Female",1
"ARGHAKHANCHI","Jordan",2022,"Male",1
"ARGHAKHANCHI","Jordan",2023,"Female",1
"ARGHAKHANCHI","Jordan",2023,"Male",4
"ARGHAKHANCHI","Jordan",2024,"Female",2
"ARGHAKHANCHI","Jordan",2024,"Male",1
"ARGHAKHANCHI","Kazakhstan",2018,"Male",1
"ARGHAKHANCHI","Kenya",2011,"Female",1
"ARGHAKHANCHI","Kenya",2016,"Male",1
"ARGHAKHANCHI","Kenya",2019,"Male",2
"ARGHAKHANCHI","Kenya",2021,"Male",2
"ARGHAKHANCHI","Kenya",2023,"Male",2
"ARGHAKHANCHI","Kuwait",2009,"Male",1
"ARGHAKHANCHI","Kuwait",2010,"Male",28
"ARGHAKHANCHI","Kuwait",2011,"Female",11
"ARGHAKHANCHI","Kuwait",2011,"Male",91
"ARGHAKHANCHI","Kuwait",2012,"Female",47
"ARGHAKHANCHI","Kuwait",2012,"Male",176
"ARGHAKHANCHI","Kuwait",2013,"Female",68
"ARGHAKHANCHI","Kuwait",2013,"Male",167
"ARGHAKHANCHI","Kuwait",2014,"Female",31
"ARGHAKHANCHI","Kuwait",2014,"Male",212
"ARGHAKHANCHI","Kuwait",2015,"Female",32
"ARGHAKHANCHI","Kuwait",2015,"Male",223
"ARGHAKHANCHI","Kuwait",2016,"Female",28
"ARGHAKHANCHI","Kuwait",2016,"Male",216
"ARGHAKHANCHI","Kuwait",2017,"Female",17
"ARGHAKHANCHI","Kuwait",2017,"Male",329
"ARGHAKHANCHI","Kuwait",2018,"Female",7
"ARGHAKHANCHI","Kuwait",2018,"Male",302
"ARGHAKHANCHI","Kuwait",2019,"Female",8
"ARGHAKHANCHI","Kuwait",2019,"Male",243
"ARGHAKHANCHI","Kuwait",2020,"Female",1
"ARGHAKHANCHI","Kuwait",2020,"Male",75
"ARGHAKHANCHI","Kuwait",2021,"Male",76
"ARGHAKHANCHI","Kuwait",2022,"Female",43
"ARGHAKHANCHI","Kuwait",2022,"Male",590
"ARGHAKHANCHI","Kuwait",2023,"Female",76
"ARGHAKHANCHI","Kuwait",2023,"Male",346
"ARGHAKHANCHI","Kuwait",2024,"Female",27
"ARGHAKHANCHI","Kuwait",2024,"Male",184
"ARGHAKHANCHI","Laos",2013,"Male",1
"ARGHAKHANCHI","Latvia",2022,"Male",1
"ARGHAKHANCHI","Lebanon",2009,"Female",7
"ARGHAKHANCHI","Lebanon",2009,"Male",3
"ARGHAKHANCHI","Lebanon",2010,"Female",4
"ARGHAKHANCHI","Lebanon",2012,"Female",3
"ARGHAKHANCHI","Lebanon",2013,"Female",6
"ARGHAKHANCHI","Lebanon",2014,"Female",1
"ARGHAKHANCHI","Lebanon",2014,"Male",3
"ARGHAKHANCHI","Lebanon",2015,"Female",3
"ARGHAKHANCHI","Lebanon",2016,"Female",2
"ARGHAKHANCHI","Lebanon",2017,"Female",1
"ARGHAKHANCHI","Libya",2009,"Male",4
"ARGHAKHANCHI","Libya",2010,"Male",5
"ARGHAKHANCHI","Lithuania",2015,"Male",2
"ARGHAKHANCHI","Lithuania",2017,"Male",3
"ARGHAKHANCHI","Lithuania",2019,"Male",2
"ARGHAKHANCHI","Lithuania",2021,"Male",2
"ARGHAKHANCHI","Lithuania",2022,"Male",3
"ARGHAKHANCHI","Lithuania",2023,"Male",2
"ARGHAKHANCHI","Luxembourg",2015,"Male",1
"ARGHAKHANCHI","Luxembourg",2016,"Male",1
"ARGHAKHANCHI","Macao SAR China",2009,"Male",1
"ARGHAKHANCHI","Macao SAR China",2011,"Male",6
"ARGHAKHANCHI","Macao SAR China",2012,"Male",7
"ARGHAKHANCHI","Macao SAR China",2013,"Male",8
"ARGHAKHANCHI","Macao SAR China",2014,"Female",1
"ARGHAKHANCHI","Macao SAR China",2014,"Male",8
"ARGHAKHANCHI","Macao SAR China",2015,"Male",11
"ARGHAKHANCHI","Macao SAR China",2016,"Male",11
"ARGHAKHANCHI","Macao SAR China",2017,"Male",10
"ARGHAKHANCHI","Macao SAR China",2018,"Male",12
"ARGHAKHANCHI","Macao SAR China",2019,"Male",12
"ARGHAKHANCHI","Macao SAR China",2020,"Male",3
"ARGHAKHANCHI","Macao SAR China",2023,"Female",2
"ARGHAKHANCHI","Macao SAR China",2023,"Male",31
"ARGHAKHANCHI","Macao SAR China",2024,"Female",1
"ARGHAKHANCHI","Macao SAR China",2024,"Male",16
"ARGHAKHANCHI","Malaysia",2009,"Male",215
"ARGHAKHANCHI","Malaysia",2010,"Female",11
"ARGHAKHANCHI","Malaysia",2010,"Male",1077
"ARGHAKHANCHI","Malaysia",2011,"Female",6
"ARGHAKHANCHI","Malaysia",2011,"Male",833
"ARGHAKHANCHI","Malaysia",2012,"Female",19
"ARGHAKHANCHI","Malaysia",2012,"Male",1289
"ARGHAKHANCHI","Malaysia",2013,"Female",24
"ARGHAKHANCHI","Malaysia",2013,"Male",1657
"ARGHAKHANCHI","Malaysia",2014,"Female",17
"ARGHAKHANCHI","Malaysia",2014,"Male",2378
"ARGHAKHANCHI","Malaysia",2015,"Female",17
"ARGHAKHANCHI","Malaysia",2015,"Male",1157
"ARGHAKHANCHI","Malaysia",2016,"Female",5
"ARGHAKHANCHI","Malaysia",2016,"Male",558
"ARGHAKHANCHI","Malaysia",2017,"Female",16
"ARGHAKHANCHI","Malaysia",2017,"Male",836
"ARGHAKHANCHI","Malaysia",2018,"Female",8
"ARGHAKHANCHI","Malaysia",2018,"Male",586
"ARGHAKHANCHI","Malaysia",2019,"Female",3
"ARGHAKHANCHI","Malaysia",2019,"Male",473
"ARGHAKHANCHI","Malaysia",2020,"Female",2
"ARGHAKHANCHI","Malaysia",2020,"Male",213
"ARGHAKHANCHI","Malaysia",2021,"Female",1
"ARGHAKHANCHI","Malaysia",2021,"Male",13
"ARGHAKHANCHI","Malaysia",2022,"Female",35
"ARGHAKHANCHI","Malaysia",2022,"Male",1793
"ARGHAKHANCHI","Malaysia",2023,"Female",31
"ARGHAKHANCHI","Malaysia",2023,"Male",1845
"ARGHAKHANCHI","Malaysia",2024,"Female",10
"ARGHAKHANCHI","Malaysia",2024,"Male",442
"ARGHAKHANCHI","Maldives",2010,"Male",1
"ARGHAKHANCHI","Maldives",2012,"Male",4
"ARGHAKHANCHI","Maldives",2013,"Male",13
"ARGHAKHANCHI","Maldives",2014,"Female",1
"ARGHAKHANCHI","Maldives",2014,"Male",2
"ARGHAKHANCHI","Maldives",2015,"Male",11
"ARGHAKHANCHI","Maldives",2016,"Female",3
"ARGHAKHANCHI","Maldives",2016,"Male",5
"ARGHAKHANCHI","Maldives",2017,"Female",2
"ARGHAKHANCHI","Maldives",2017,"Male",18
"ARGHAKHANCHI","Maldives",2018,"Female",5
"ARGHAKHANCHI","Maldives",2018,"Male",19
"ARGHAKHANCHI","Maldives",2019,"Female",4
"ARGHAKHANCHI","Maldives",2019,"Male",19
"ARGHAKHANCHI","Maldives",2020,"Female",1
"ARGHAKHANCHI","Maldives",2020,"Male",6
"ARGHAKHANCHI","Maldives",2021,"Female",6
"ARGHAKHANCHI","Maldives",2021,"Male",19
"ARGHAKHANCHI","Maldives",2022,"Female",5
"ARGHAKHANCHI","Maldives",2022,"Male",29
"ARGHAKHANCHI","Maldives",2023,"Female",19
"ARGHAKHANCHI","Maldives",2023,"Male",37
"ARGHAKHANCHI","Maldives",2024,"Female",11
"ARGHAKHANCHI","Maldives",2024,"Male",17
"ARGHAKHANCHI","Mali",2012,"Male",1
"ARGHAKHANCHI","Mali",2022,"Male",1
"ARGHAKHANCHI","Mali",2023,"Male",1
"ARGHAKHANCHI","Mali",2024,"Male",1
"ARGHAKHANCHI","Malta",2017,"Male",1
"ARGHAKHANCHI","Malta",2018,"Female",4
"ARGHAKHANCHI","Malta",2018,"Male",17
"ARGHAKHANCHI","Malta",2019,"Female",1
"ARGHAKHANCHI","Malta",2019,"Male",20
"ARGHAKHANCHI","Malta",2020,"Male",8
"ARGHAKHANCHI","Malta",2021,"Female",2
"ARGHAKHANCHI","Malta",2021,"Male",12
"ARGHAKHANCHI","Malta",2022,"Female",12
"ARGHAKHANCHI","Malta",2022,"Male",84
"ARGHAKHANCHI","Malta",2023,"Female",7
"ARGHAKHANCHI","Malta",2023,"Male",64
"ARGHAKHANCHI","Malta",2024,"Female",2
"ARGHAKHANCHI","Malta",2024,"Male",20
"ARGHAKHANCHI","Mauritius",2010,"Female",2
"ARGHAKHANCHI","Mauritius",2012,"Male",1
"ARGHAKHANCHI","Mauritius",2013,"Male",1
"ARGHAKHANCHI","Mauritius",2015,"Male",11
"ARGHAKHANCHI","Mauritius",2017,"Male",6
"ARGHAKHANCHI","Mauritius",2018,"Male",4
"ARGHAKHANCHI","Mauritius",2019,"Male",2
"ARGHAKHANCHI","Mauritius",2020,"Male",3
"ARGHAKHANCHI","Mauritius",2021,"Male",2
"ARGHAKHANCHI","Mauritius",2022,"Female",1
"ARGHAKHANCHI","Mauritius",2022,"Male",11
"ARGHAKHANCHI","Mauritius",2023,"Female",1
"ARGHAKHANCHI","Mauritius",2023,"Male",44
"ARGHAKHANCHI","Mauritius",2024,"Male",31
"ARGHAKHANCHI","Mongolia",2011,"Male",1
"ARGHAKHANCHI","Netherlands",2012,"Male",1
"ARGHAKHANCHI","Netherlands",2015,"Male",1
"ARGHAKHANCHI","Netherlands",2017,"Male",1
"ARGHAKHANCHI","Netherlands",2019,"Male",1
"ARGHAKHANCHI","New Zealand",2013,"Male",1
"ARGHAKHANCHI","New Zealand",2014,"Female",1
"ARGHAKHANCHI","New Zealand",2014,"Male",2
"ARGHAKHANCHI","New Zealand",2015,"Female",1
"ARGHAKHANCHI","New Zealand",2015,"Male",2
"ARGHAKHANCHI","New Zealand",2016,"Male",1
"ARGHAKHANCHI","New Zealand",2017,"Female",1
"ARGHAKHANCHI","New Zealand",2017,"Male",1
"ARGHAKHANCHI","New Zealand",2018,"Female",1
"ARGHAKHANCHI","New Zealand",2018,"Male",5
"ARGHAKHANCHI","New Zealand",2019,"Female",1
"ARGHAKHANCHI","New Zealand",2019,"Male",1
"ARGHAKHANCHI","New Zealand",2022,"Male",1
"ARGHAKHANCHI","New Zealand",2023,"Female",1
"ARGHAKHANCHI","New Zealand",2023,"Male",9
"ARGHAKHANCHI","New Zealand",2024,"Male",2
"ARGHAKHANCHI","Nigeria",2013,"Male",1
"ARGHAKHANCHI","Nigeria",2014,"Male",1
"ARGHAKHANCHI","Nigeria",2015,"Male",1
"ARGHAKHANCHI","Nigeria",2016,"Male",1
"ARGHAKHANCHI","Nigeria",2018,"Male",1
"ARGHAKHANCHI","Nigeria",2019,"Male",1
"ARGHAKHANCHI","Nigeria",2020,"Male",1
"ARGHAKHANCHI","Nigeria",2021,"Male",4
"ARGHAKHANCHI","Nigeria",2023,"Male",1
"ARGHAKHANCHI","Nigeria",2024,"Male",1
"ARGHAKHANCHI","North Macedonia",2024,"Male",2
"ARGHAKHANCHI","Norway",2022,"Male",2
"ARGHAKHANCHI","Norway",2023,"Male",1
"ARGHAKHANCHI","Oman",2009,"Male",6
"ARGHAKHANCHI","Oman",2010,"Male",11
"ARGHAKHANCHI","Oman",2011,"Female",2
"ARGHAKHANCHI","Oman",2011,"Male",41
"ARGHAKHANCHI","Oman",2012,"Female",2
"ARGHAKHANCHI","Oman",2012,"Male",109
"ARGHAKHANCHI","Oman",2013,"Female",10
"ARGHAKHANCHI","Oman",2013,"Male",117
"ARGHAKHANCHI","Oman",2014,"Female",11
"ARGHAKHANCHI","Oman",2014,"Male",102
"ARGHAKHANCHI","Oman",2015,"Female",4
"ARGHAKHANCHI","Oman",2015,"Male",105
"ARGHAKHANCHI","Oman",2016,"Female",12
"ARGHAKHANCHI","Oman",2016,"Male",129
"ARGHAKHANCHI","Oman",2017,"Female",5
"ARGHAKHANCHI","Oman",2017,"Male",122
"ARGHAKHANCHI","Oman",2018,"Female",2
"ARGHAKHANCHI","Oman",2018,"Male",100
"ARGHAKHANCHI","Oman",2019,"Female",4
"ARGHAKHANCHI","Oman",2019,"Male",139
"ARGHAKHANCHI","Oman",2020,"Female",3
"ARGHAKHANCHI","Oman",2020,"Male",32
"ARGHAKHANCHI","Oman",2021,"Female",3
"ARGHAKHANCHI","Oman",2021,"Male",124
"ARGHAKHANCHI","Oman",2022,"Female",4
"ARGHAKHANCHI","Oman",2022,"Male",134
"ARGHAKHANCHI","Oman",2023,"Female",9
"ARGHAKHANCHI","Oman",2023,"Male",136
"ARGHAKHANCHI","Oman",2024,"Female",2
"ARGHAKHANCHI","Oman",2024,"Male",54
"ARGHAKHANCHI","Palau",2022,"Male",2
"ARGHAKHANCHI","Palau",2024,"Female",1
"ARGHAKHANCHI","Palau",2024,"Male",1
"ARGHAKHANCHI","Panama",2017,"Male",1
"ARGHAKHANCHI","Panama",2019,"Male",1
"ARGHAKHANCHI","Panama",2020,"Male",1
"ARGHAKHANCHI","Panama",2024,"Male",1
"ARGHAKHANCHI","Papua New Guinea",2021,"Male",1
"ARGHAKHANCHI","Papua New Guinea",2022,"Male",1
"ARGHAKHANCHI","Papua New Guinea",2024,"Male",1
"ARGHAKHANCHI","Philippines",2018,"Male",1
"ARGHAKHANCHI","Philippines",2022,"Male",1
"ARGHAKHANCHI","Poland",2014,"Male",1
"ARGHAKHANCHI","Poland",2016,"Male",1
"ARGHAKHANCHI","Poland",2017,"Male",13
"ARGHAKHANCHI","Poland",2018,"Male",31
"ARGHAKHANCHI","Poland",2019,"Male",14
"ARGHAKHANCHI","Poland",2021,"Male",18
"ARGHAKHANCHI","Poland",2022,"Female",1
"ARGHAKHANCHI","Poland",2022,"Male",40
"ARGHAKHANCHI","Poland",2023,"Female",3
"ARGHAKHANCHI","Poland",2023,"Male",82
"ARGHAKHANCHI","Poland",2024,"Female",3
"ARGHAKHANCHI","Poland",2024,"Male",18
"ARGHAKHANCHI","Portugal",2012,"Male",1
"ARGHAKHANCHI","Portugal",2015,"Male",4
"ARGHAKHANCHI","Portugal",2016,"Male",1
"ARGHAKHANCHI","Portugal",2019,"Male",1
"ARGHAKHANCHI","Portugal",2020,"Female",1
"ARGHAKHANCHI","Portugal",2020,"Male",1
"ARGHAKHANCHI","Portugal",2022,"Male",1
"ARGHAKHANCHI","Portugal",2023,"Male",11
"ARGHAKHANCHI","Portugal",2024,"Male",1
"ARGHAKHANCHI","Qatar",2009,"Male",80
"ARGHAKHANCHI","Qatar",2010,"Female",1
"ARGHAKHANCHI","Qatar",2010,"Male",150
"ARGHAKHANCHI","Qatar",2011,"Female",1
"ARGHAKHANCHI","Qatar",2011,"Male",721
"ARGHAKHANCHI","Qatar",2012,"Female",1
"ARGHAKHANCHI","Qatar",2012,"Male",1358
"ARGHAKHANCHI","Qatar",2013,"Female",5
"ARGHAKHANCHI","Qatar",2013,"Male",1606
"ARGHAKHANCHI","Qatar",2014,"Female",9
"ARGHAKHANCHI","Qatar",2014,"Male",1657
"ARGHAKHANCHI","Qatar",2015,"Female",15
"ARGHAKHANCHI","Qatar",2015,"Male",1628
"ARGHAKHANCHI","Qatar",2016,"Female",9
"ARGHAKHANCHI","Qatar",2016,"Male",1731
"ARGHAKHANCHI","Qatar",2017,"Female",15
"ARGHAKHANCHI","Qatar",2017,"Male",1783
"ARGHAKHANCHI","Qatar",2018,"Female",11
"ARGHAKHANCHI","Qatar",2018,"Male",1587
"ARGHAKHANCHI","Qatar",2019,"Female",16
"ARGHAKHANCHI","Qatar",2019,"Male",1345
"ARGHAKHANCHI","Qatar",2020,"Female",5
"ARGHAKHANCHI","Qatar",2020,"Male",319
"ARGHAKHANCHI","Qatar",2021,"Female",8
"ARGHAKHANCHI","Qatar",2021,"Male",1151
"ARGHAKHANCHI","Qatar",2022,"Female",32
"ARGHAKHANCHI","Qatar",2022,"Male",1342
"ARGHAKHANCHI","Qatar",2023,"Female",70
"ARGHAKHANCHI","Qatar",2023,"Male",1087
"ARGHAKHANCHI","Qatar",2024,"Female",26
"ARGHAKHANCHI","Qatar",2024,"Male",451
"ARGHAKHANCHI","Romania",2013,"Male",3
"ARGHAKHANCHI","Romania",2016,"Male",1
"ARGHAKHANCHI","Romania",2017,"Male",1
"ARGHAKHANCHI","Romania",2018,"Female",1
"ARGHAKHANCHI","Romania",2018,"Male",4
"ARGHAKHANCHI","Romania",2019,"Female",1
"ARGHAKHANCHI","Romania",2019,"Male",7
"ARGHAKHANCHI","Romania",2020,"Male",11
"ARGHAKHANCHI","Romania",2021,"Female",1
"ARGHAKHANCHI","Romania",2021,"Male",27
"ARGHAKHANCHI","Romania",2022,"Female",5
"ARGHAKHANCHI","Romania",2022,"Male",131
"ARGHAKHANCHI","Romania",2023,"Female",7
"ARGHAKHANCHI","Romania",2023,"Male",146
"ARGHAKHANCHI","Romania",2024,"Female",9
"ARGHAKHANCHI","Romania",2024,"Male",98
"ARGHAKHANCHI","Russia",2011,"Male",1
"ARGHAKHANCHI","Russia",2012,"Male",2
"ARGHAKHANCHI","Russia",2013,"Male",6
"ARGHAKHANCHI","Russia",2014,"Male",5
"ARGHAKHANCHI","Russia",2015,"Male",4
"ARGHAKHANCHI","Russia",2016,"Male",2
"ARGHAKHANCHI","Russia",2017,"Male",4
"ARGHAKHANCHI","Russia",2018,"Male",3
"ARGHAKHANCHI","Russia",2019,"Female",1
"ARGHAKHANCHI","Russia",2019,"Male",9
"ARGHAKHANCHI","Russia",2021,"Male",1
"ARGHAKHANCHI","Russia",2022,"Male",5
"ARGHAKHANCHI","Russia",2023,"Male",10
"ARGHAKHANCHI","Rwanda",2018,"Male",1
"ARGHAKHANCHI","Rwanda",2021,"Male",1
"ARGHAKHANCHI","Rwanda",2023,"Male",1
"ARGHAKHANCHI","Saudi Arabia",2009,"Male",123
"ARGHAKHANCHI","Saudi Arabia",2010,"Male",439
"ARGHAKHANCHI","Saudi Arabia",2011,"Female",3
"ARGHAKHANCHI","Saudi Arabia",2011,"Male",549
"ARGHAKHANCHI","Saudi Arabia",2012,"Female",4
"ARGHAKHANCHI","Saudi Arabia",2012,"Male",1012
"ARGHAKHANCHI","Saudi Arabia",2013,"Female",5
"ARGHAKHANCHI","Saudi Arabia",2013,"Male",1079
"ARGHAKHANCHI","Saudi Arabia",2014,"Female",4
"ARGHAKHANCHI","Saudi Arabia",2014,"Male",1303
"ARGHAKHANCHI","Saudi Arabia",2015,"Female",13
"ARGHAKHANCHI","Saudi Arabia",2015,"Male",1812
"ARGHAKHANCHI","Saudi Arabia",2016,"Female",9
"ARGHAKHANCHI","Saudi Arabia",2016,"Male",1890
"ARGHAKHANCHI","Saudi Arabia",2017,"Female",8
"ARGHAKHANCHI","Saudi Arabia",2017,"Male",1375
"ARGHAKHANCHI","Saudi Arabia",2018,"Female",6
"ARGHAKHANCHI","Saudi Arabia",2018,"Male",1103
"ARGHAKHANCHI","Saudi Arabia",2019,"Female",6
"ARGHAKHANCHI","Saudi Arabia",2019,"Male",1299
"ARGHAKHANCHI","Saudi Arabia",2020,"Male",407
"ARGHAKHANCHI","Saudi Arabia",2021,"Female",2
"ARGHAKHANCHI","Saudi Arabia",2021,"Male",1374
"ARGHAKHANCHI","Saudi Arabia",2022,"Female",5
"ARGHAKHANCHI","Saudi Arabia",2022,"Male",1705
"ARGHAKHANCHI","Saudi Arabia",2023,"Female",3
"ARGHAKHANCHI","Saudi Arabia",2023,"Male",1461
"ARGHAKHANCHI","Saudi Arabia",2024,"Male",697
"ARGHAKHANCHI","Senegal",2016,"Male",1
"ARGHAKHANCHI","Senegal",2018,"Male",1
"ARGHAKHANCHI","Serbia",2022,"Male",3
"ARGHAKHANCHI","Serbia",2023,"Male",18
"ARGHAKHANCHI","Serbia",2024,"Female",3
"ARGHAKHANCHI","Serbia",2024,"Male",7
"ARGHAKHANCHI","Seychelles",2012,"Male",4
"ARGHAKHANCHI","Seychelles",2013,"Male",2
"ARGHAKHANCHI","Seychelles",2014,"Male",5
"ARGHAKHANCHI","Seychelles",2015,"Male",4
"ARGHAKHANCHI","Seychelles",2016,"Male",5
"ARGHAKHANCHI","Seychelles",2017,"Male",9
"ARGHAKHANCHI","Seychelles",2018,"Male",8
"ARGHAKHANCHI","Seychelles",2019,"Male",6
"ARGHAKHANCHI","Seychelles",2020,"Male",2
"ARGHAKHANCHI","Seychelles",2022,"Male",7
"ARGHAKHANCHI","Seychelles",2023,"Male",6
"ARGHAKHANCHI","Singapore",2012,"Male",1
"ARGHAKHANCHI","Singapore",2013,"Male",1
"ARGHAKHANCHI","Singapore",2017,"Male",1
"ARGHAKHANCHI","Singapore",2018,"Male",1
"ARGHAKHANCHI","Singapore",2019,"Male",2
"ARGHAKHANCHI","Singapore",2023,"Male",2
"ARGHAKHANCHI","Slovakia",2023,"Male",1
"ARGHAKHANCHI","Slovakia",2024,"Male",2
"ARGHAKHANCHI","Slovenia",2022,"Male",2
"ARGHAKHANCHI","Slovenia",2023,"Male",2
"ARGHAKHANCHI","Slovenia",2024,"Male",2
"ARGHAKHANCHI","South Africa",2011,"Male",1
"ARGHAKHANCHI","South Africa",2014,"Male",1
"ARGHAKHANCHI","South Africa",2016,"Male",1
"ARGHAKHANCHI","South Africa",2017,"Male",2
"ARGHAKHANCHI","South Africa",2020,"Male",1
"ARGHAKHANCHI","South Korea",2011,"Male",1
"ARGHAKHANCHI","South Korea",2012,"Female",1
"ARGHAKHANCHI","South Korea",2012,"Male",29
"ARGHAKHANCHI","South Korea",2013,"Female",3
"ARGHAKHANCHI","South Korea",2013,"Male",38
"ARGHAKHANCHI","South Korea",2014,"Male",1
"ARGHAKHANCHI","South Korea",2015,"Female",1
"ARGHAKHANCHI","South Korea",2015,"Male",1
"ARGHAKHANCHI","South Korea",2016,"Male",2
"ARGHAKHANCHI","South Korea",2018,"Male",3
"ARGHAKHANCHI","South Korea",2019,"Male",1
"ARGHAKHANCHI","South Korea",2020,"Male",1
"ARGHAKHANCHI","South Korea",2021,"Male",2
"ARGHAKHANCHI","South Korea",2022,"Female",5
"ARGHAKHANCHI","South Korea",2022,"Male",101
"ARGHAKHANCHI","South Korea",2023,"Female",6
"ARGHAKHANCHI","South Korea",2023,"Male",342
"ARGHAKHANCHI","South Korea",2024,"Female",1
"ARGHAKHANCHI","South Korea",2024,"Male",64
"ARGHAKHANCHI","Spain",2013,"Male",1
"ARGHAKHANCHI","Spain",2015,"Male",1
"ARGHAKHANCHI","Spain",2018,"Male",1
"ARGHAKHANCHI","Spain",2019,"Male",1
"ARGHAKHANCHI","Spain",2022,"Male",1
"ARGHAKHANCHI","Spain",2023,"Male",1
"ARGHAKHANCHI","Sri Lanka",2015,"Male",2
"ARGHAKHANCHI","Sri Lanka",2018,"Male",4
"ARGHAKHANCHI","Sri Lanka",2023,"Male",2
"ARGHAKHANCHI","Sri Lanka",2024,"Male",2
"ARGHAKHANCHI","Sudan",2013,"Male",1
"ARGHAKHANCHI","Sweden",2013,"Female",1
"ARGHAKHANCHI","Sweden",2013,"Male",1
"ARGHAKHANCHI","Sweden",2016,"Male",1
"ARGHAKHANCHI","Sweden",2018,"Male",1
"ARGHAKHANCHI","Sweden",2023,"Male",1
"ARGHAKHANCHI","Sweden",2024,"Male",1
"ARGHAKHANCHI","Tajikistan",2017,"Male",1
"ARGHAKHANCHI","Tajikistan",2020,"Male",1
"ARGHAKHANCHI","Tajikistan",2023,"Male",1
"ARGHAKHANCHI","Tanzania",2012,"Male",1
"ARGHAKHANCHI","Tanzania",2014,"Male",1
"ARGHAKHANCHI","Tanzania",2015,"Male",2
"ARGHAKHANCHI","Tanzania",2016,"Male",4
"ARGHAKHANCHI","Tanzania",2017,"Male",1
"ARGHAKHANCHI","Tanzania",2018,"Male",3
"ARGHAKHANCHI","Tanzania",2019,"Male",2
"ARGHAKHANCHI","Tanzania",2021,"Male",1
"ARGHAKHANCHI","Tanzania",2022,"Male",3
"ARGHAKHANCHI","Tanzania",2023,"Male",2
"ARGHAKHANCHI","Tanzania",2024,"Male",1
