hhid,year,member_id,wt_hh,vmun_code,lgname,district77,district_name,is_internal,is_international,dest_india,dest_gulf,dest_malaysia,dest_other_country,s11q02b_raw,s11q02d_raw,s11q02a_raw,migrant_male,migrant_female,migrant_third_gender,migrant_age,months_away,long_term_migrant,reason_work,reason_education,reason_family,reason_disaster,earning_primary_rs,earning_secondary_rs,earning_total_rs,has_secondary_job,remit_sent_flag,remit_amount_rs,remit_freq_per_year,remit_via_formal,remit_via_informal,remit_via_bank_ime,remit_via_friends,remit_via_hundi,remit_via_other,remit_use_consumption,remit_use_human_capital,remit_use_business_investment,remit_use_land_housing,remit_use_investment_any,remit_use_debt,mig_cost_any,mig_cost_rs,mig_cost_loan_flag,cost_to_monthly_earning_ratio
2462,2018,13364,618.27056884765625,61006,Birendranagar Municipality,Surkhet,Surkhet,1,0,0,0,0,0,,,Surkhet,0,1,0,27,17,0,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,300,0,0.30060120240480964
2462,2018,36180,618.27056884765625,61006,Birendranagar Municipality,Surkhet,Surkhet,1,0,0,0,0,0,,,Surkhet,0,1,0,0,5,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
2462,2018,13363,618.27056884765625,61006,Birendranagar Municipality,Surkhet,Surkhet,1,0,0,0,0,0,,,Dailekh,1,0,0,27,17,0,1,0,0,0,998,0,998,,1,5000,2,0,1,0,1,0,0,1,0,0,0,0,0,1,1500,0,1.503006012024048
2464,2016,13377,990.53192138671875,20410,Manara Shisawa Municipality,Mahottari,Mahottari,1,0,0,0,0,0,,,Kathmandu,1,0,0,25,4,0,1,0,0,0,23800,0,23800,,1,55000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,700,0,0.029411764705882353
2464,2017,13377,990.53192138671875,20410,Manara Shisawa Municipality,Mahottari,Mahottari,0,1,0,1,0,0,Qatar,,,1,0,0,26,8,0,1,0,0,0,45000,0,45000,,1,120000,3,1,0,1,0,0,0,1,1,1,0,1,1,0,0,,0
2464,2018,13377,990.53192138671875,20410,Manara Shisawa Municipality,Mahottari,Mahottari,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
2464,2018,13379,990.53192138671875,20410,Manara Shisawa Municipality,Mahottari,Mahottari,0,1,0,1,0,0,Qatar,,,1,0,0,19,2,0,1,0,0,0,36000,0,36000,,1,51000,2,1,0,1,0,0,0,1,1,0,0,0,0,1,58000,0,1.6111111111111112
2465,2018,13387,990.53192138671875,20513,Basbariya Gaunpalika,Sarlahi,Sarlahi,0,1,0,0,1,0,Malayasia,,,1,0,0,26,7,0,1,0,0,0,30000,0,30000,,1,80000,2,1,0,1,0,0,0,0,1,0,0,0,1,1,200000,1,6.666666666666667
2466,2016,30616,618.27056884765625,,,Rukum West,Rukum,1,0,0,0,0,0,,,Rukum,0,1,0,18,7,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,1,
2466,2017,30616,618.27056884765625,,,Rukum West,Rukum,1,0,0,0,0,0,,,Rukum,0,1,0,19,20,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2000,0,
2466,2018,30616,618.27056884765625,,,Rukum West,Rukum,1,0,0,0,0,0,,,Rukum,0,1,0,20,32,1,0,1,0,0,0,12000,12000,,0,0,,,,,,,,,,,,,,1,500,0,0.041666666666666664
2468,2017,13399,898.64581298828125,11113,Haldibari Gaunpalika,Jhapa,Jhapa,1,0,0,0,0,0,,,Kathmandu,1,0,0,21,8,0,1,0,0,0,5000,0,5000,,1,10000,2,1,0,1,0,0,0,1,0,0,0,0,0,1,5000,0,1
2468,2018,13399,898.64581298828125,11113,Haldibari Gaunpalika,Jhapa,Jhapa,1,0,0,0,0,0,,,Kathmandu,1,0,0,22,20,0,1,0,0,0,998,0,998,,1,70000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,2000,0,2.004008016032064
2469,2017,13400,634.085205078125,70811,Bhajani Municipality,Kailali,Kailali,0,1,1,0,0,0,India,,,1,0,0,41,12,0,1,0,0,0,25000,0,25000,,1,25000,2,0,1,0,1,0,0,1,1,0,0,0,0,1,3500,1,0.14
2469,2018,13400,634.085205078125,70811,Bhajani Municipality,Kailali,Kailali,0,1,1,0,0,0,India,,,1,0,0,42,24,0,1,0,0,0,12600,0,12600,,1,80000,4,1,1,1,1,0,0,1,1,0,0,0,0,1,5000,0,0.3968253968253968
2471,2016,30618,631.615234375,50701,Bardaghat Nagarpalika,Nawalparasi West,Nawalparasi,1,0,0,0,0,0,,,Rupandehi,0,1,0,24,12,0,1,0,0,0,8000,0,8000,,0,0,,,,,,,,,,,,,,1,500,0,0.0625
2471,2016,30619,631.615234375,50701,Bardaghat Nagarpalika,Nawalparasi West,Nawalparasi,1,0,0,0,0,0,,,Rupandehi,1,0,0,24,48,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2000,0,
2471,2016,30620,631.615234375,50701,Bardaghat Nagarpalika,Nawalparasi West,Nawalparasi,1,0,0,0,0,0,,,Kathmandu,1,0,0,22,24,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,0,
2471,2016,30617,631.615234375,50701,Bardaghat Nagarpalika,Nawalparasi West,Nawalparasi,1,0,0,0,0,0,,,Rupandehi,1,0,0,28,12,0,1,0,0,0,12000,0,12000,,0,0,,,,,,,,,,,,,,1,1000,0,0.08333333333333333
2471,2017,30619,631.615234375,50701,Bardaghat Nagarpalika,Nawalparasi West,Nawalparasi,1,0,0,0,0,0,,,Rupandehi,1,0,0,25,61,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
2471,2017,30618,631.615234375,50701,Bardaghat Nagarpalika,Nawalparasi West,Nawalparasi,1,0,0,0,0,0,,,Rupandehi,0,1,0,25,25,1,1,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,150,0,
2471,2017,30620,631.615234375,50701,Bardaghat Nagarpalika,Nawalparasi West,Nawalparasi,1,0,0,0,0,0,,,Kathmandu,1,0,0,23,37,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
2471,2017,30617,631.615234375,50701,Bardaghat Nagarpalika,Nawalparasi West,Nawalparasi,1,0,0,0,0,0,,,Rupandehi,1,0,0,29,25,1,1,0,0,0,20000,0,20000,,0,0,,,,,,,,,,,,,,1,100,0,0.005
2471,2018,30617,631.615234375,50701,Bardaghat Nagarpalika,Nawalparasi West,Nawalparasi,0,1,0,0,0,1,United States,,,1,0,0,30,7,0,1,0,0,0,150000,0,150000,,1,200000,2,1,0,1,0,0,0,1,0,0,0,0,0,1,500000,0,3.3333333333333335
2471,2018,30618,631.615234375,50701,Bardaghat Nagarpalika,Nawalparasi West,Nawalparasi,0,1,0,0,0,1,United States,,,0,1,0,26,7,0,1,0,0,0,150000,0,150000,,1,200000,2,1,0,1,0,0,0,1,0,0,0,0,0,1,500000,0,3.3333333333333335
2471,2018,30619,631.615234375,50701,Bardaghat Nagarpalika,Nawalparasi West,Nawalparasi,1,0,0,0,0,0,,,Rupandehi,1,0,0,26,73,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,500,0,
2471,2018,30620,631.615234375,50701,Bardaghat Nagarpalika,Nawalparasi West,Nawalparasi,1,0,0,0,0,0,,,Kathmandu,1,0,0,24,49,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2000,0,
2472,2016,13408,618.27056884765625,60606,Chamunda Bindrasaini Municipality,Dailekh,Dailekh,0,1,1,0,0,0,India,,,1,0,0,39,192,1,1,0,0,0,22000,0,22000,,1,60000,2,1,1,1,1,0,0,1,0,0,0,0,0,1,5000,1,0.22727272727272727
2472,2017,13408,618.27056884765625,60606,Chamunda Bindrasaini Municipality,Dailekh,Dailekh,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
2473,2016,30622,618.27056884765625,61001,Simta Gaunpalika,Surkhet,Surkhet,0,1,0,1,0,0,Qatar,,,1,0,0,21,17,0,1,0,0,0,12000,0,12000,,1,114000,2,1,0,1,0,0,0,1,0,0,0,0,1,1,107000,1,8.916666666666666
2473,2016,30623,618.27056884765625,61001,Simta Gaunpalika,Surkhet,Surkhet,0,1,1,0,0,0,India,,,1,0,0,18,1,0,1,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,6400,1,
2473,2017,30622,618.27056884765625,61001,Simta Gaunpalika,Surkhet,Surkhet,0,1,0,1,0,0,Qatar,,,1,0,0,22,30,1,1,0,0,0,30000,0,30000,,1,100000,6,1,0,1,0,0,0,1,0,0,0,0,0,1,100000,1,3.3333333333333335
2473,2017,30623,618.27056884765625,61001,Simta Gaunpalika,Surkhet,Surkhet,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
2473,2018,30622,618.27056884765625,61001,Simta Gaunpalika,Surkhet,Surkhet,0,1,0,1,0,0,Qatar,,,1,0,0,23,42,1,1,0,0,0,30000,0,30000,,1,55000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,90000,1,3
2474,2016,30625,754.5958251953125,40910,Galyang Municipality,Syangja,Syangja,0,1,1,0,0,0,India,,,0,1,0,27,15,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,4000,0,
2474,2016,30626,754.5958251953125,40910,Galyang Municipality,Syangja,Syangja,0,1,1,0,0,0,India,,,1,0,0,1,12,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
2474,2016,30624,754.5958251953125,40910,Galyang Municipality,Syangja,Syangja,0,1,1,0,0,0,India,,,1,0,0,32,15,0,1,0,0,0,998,0,998,,1,80000,4,0,1,0,1,0,0,1,1,0,0,0,0,1,5000,0,5.01002004008016
2474,2017,30624,754.5958251953125,40910,Galyang Municipality,Syangja,Syangja,0,1,1,0,0,0,India,,,1,0,0,33,28,1,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,998,0,1
2474,2017,30626,754.5958251953125,40910,Galyang Municipality,Syangja,Syangja,0,1,1,0,0,0,India,,,1,0,0,4,15,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,998,0,
2474,2017,30625,754.5958251953125,40910,Galyang Municipality,Syangja,Syangja,0,1,1,0,0,0,India,,,0,1,0,28,15,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,998,0,
2474,2018,30625,754.5958251953125,40910,Galyang Municipality,Syangja,Syangja,0,1,1,0,0,0,India,,,0,1,0,29,27,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1500,0,
2474,2018,30624,754.5958251953125,40910,Galyang Municipality,Syangja,Syangja,0,1,1,0,0,0,India,,,1,0,0,34,40,1,1,0,0,0,15000,0,15000,,1,50000,2,1,0,1,0,0,0,1,0,0,1,1,0,1,2000,0,0.13333333333333333
2474,2018,30626,754.5958251953125,40910,Galyang Municipality,Syangja,Syangja,0,1,1,0,0,0,India,,,1,0,0,5,27,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
2475,2016,13421,754.5958251953125,,,Baglung,Baglung,0,1,1,0,0,0,India,,,1,0,0,54,5,0,1,0,0,0,15000,0,15000,,1,35000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,2000,0,0.13333333333333333
2475,2017,13423,754.5958251953125,,,Baglung,Baglung,1,0,0,0,0,0,,,Kaski,1,0,0,19,1,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
2475,2017,13421,754.5958251953125,,,Baglung,Baglung,0,1,1,0,0,0,India,,,1,0,0,55,18,0,1,0,0,0,15000,0,15000,,1,100000,3,1,1,1,1,0,0,1,0,0,0,0,0,1,6000,0,0.4
2475,2018,13421,754.5958251953125,,,Baglung,Baglung,0,1,1,0,0,0,India,,,1,0,0,56,30,1,1,0,0,0,20000,0,20000,,1,20000,2,1,0,1,0,0,0,1,1,0,0,0,0,1,5000,1,0.25
2475,2018,13423,754.5958251953125,,,Baglung,Baglung,1,0,0,0,0,0,,,Kaski,1,0,0,20,13,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,500,0,
2476,2016,30628,631.615234375,50812,Mayadevi Gaunpalika,Rupandehi,Rupandehi,0,1,0,0,0,1,Other,,,1,0,0,38,24,0,1,0,0,0,30000,0,30000,,1,300000,3,1,0,1,0,0,0,1,1,0,0,0,1,1,120000,1,4
2476,2017,30628,631.615234375,50812,Mayadevi Gaunpalika,Rupandehi,Rupandehi,0,1,0,0,0,1,Other,,,1,0,0,39,37,1,1,0,0,0,40000,0,40000,,1,450000,5,1,0,1,0,0,0,1,0,0,0,0,1,1,100000,1,2.5
2476,2018,30628,631.615234375,50812,Mayadevi Gaunpalika,Rupandehi,Rupandehi,0,1,0,0,1,0,Malayasia,,,1,0,0,40,20,0,1,0,0,0,25000,0,25000,,1,200000,4,1,0,1,0,0,0,1,1,0,0,0,0,1,120000,0,4.8
2478,2018,13436,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,0,1,1,0,0,0,India,,,1,0,0,40,1,0,1,0,0,0,8000,0,8000,,0,0,,,,,,,,,,,,,,1,2000,0,0.25
2481,2016,30631,631.615234375,50808,Tilottama Municipality,Rupandehi,Rupandehi,0,1,0,1,0,0,United Arab Emirates,,,1,0,0,47,72,1,1,0,0,0,70000,0,70000,,1,600000,12,1,0,1,0,0,0,1,1,0,0,0,0,1,130000,1,1.8571428571428572
2481,2017,30631,631.615234375,50808,Tilottama Municipality,Rupandehi,Rupandehi,0,1,0,1,0,0,United Arab Emirates,,,1,0,0,48,85,1,1,0,0,0,40000,0,40000,,1,300000,4,1,0,1,0,0,0,1,1,0,0,0,1,1,200000,1,5
2481,2018,30631,631.615234375,50808,Tilottama Municipality,Rupandehi,Rupandehi,0,1,0,1,0,0,United Arab Emirates,,,1,0,0,49,97,1,1,0,0,0,60000,0,60000,,1,300000,2,1,0,1,0,0,0,1,1,0,0,0,0,1,300000,0,5
2482,2016,30632,618.27056884765625,60801,Aathbiskot Nagarpalika,Rukum West,Rukum,0,1,0,1,0,0,Qatar,,,1,0,0,25,7,0,1,0,0,0,20000,0,20000,,1,85000,2,1,0,1,0,0,0,0,0,0,0,0,0,1,100000,1,5
2482,2017,30632,618.27056884765625,60801,Aathbiskot Nagarpalika,Rukum West,Rukum,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
2483,2016,30633,618.27056884765625,60706,Bheri Malika Municipality,Jajarkot,Jajarkot,0,1,1,0,0,0,India,,,1,0,0,18,8,0,1,0,0,0,12000,0,12000,,0,0,,,,,,,,,,,,,,1,5000,0,0.4166666666666667
2483,2017,30633,618.27056884765625,60706,Bheri Malika Municipality,Jajarkot,Jajarkot,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
2483,2017,13449,618.27056884765625,60706,Bheri Malika Municipality,Jajarkot,Jajarkot,0,1,1,0,0,0,India,,,1,0,0,16,1,0,1,0,0,0,5000,0,5000,,0,0,,,,,,,,,,,,,,1,6000,0,1.2
2483,2018,13449,618.27056884765625,60706,Bheri Malika Municipality,Jajarkot,Jajarkot,1,0,0,0,0,0,,,Kathmandu,1,0,0,17,1,0,1,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,0,
2483,2018,30633,618.27056884765625,60706,Bheri Malika Municipality,Jajarkot,Jajarkot,0,1,1,0,0,0,India,,,1,0,0,20,2,0,1,0,0,0,12000,0,12000,,0,0,,,,,,,,,,,,,,1,5000,0,0.4166666666666667
2485,2016,13455,487.4611206054687,30505,Kispang Gaunpalika,Nuwakot,Nuwakot,0,1,0,1,0,0,Qatar,,,1,0,0,35,5,0,1,0,0,0,30000,0,30000,,1,30000,2,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,0,3.3333333333333335
2485,2017,13455,487.4611206054687,30505,Kispang Gaunpalika,Nuwakot,Nuwakot,0,1,0,1,0,0,Qatar,,,1,0,0,36,18,0,1,0,0,0,35000,0,35000,,1,210000,7,0,1,0,0,0,1,1,1,0,0,0,1,1,100000,1,2.857142857142857
2485,2018,13455,487.4611206054687,30505,Kispang Gaunpalika,Nuwakot,Nuwakot,0,1,0,1,0,0,Qatar,,,1,0,0,42,30,1,1,0,0,0,55000,0,55000,,1,175000,3,1,0,1,0,0,0,1,1,0,0,0,1,1,100000,1,1.8181818181818181
2486,2018,13460,618.27056884765625,61004,Gurbhakot Municipality,Surkhet,Surkhet,1,0,0,0,0,0,,,Chitwan,1,0,0,21,4,0,1,0,0,0,23000,0,23000,,0,0,,,,,,,,,,,,,,1,5000,0,0.21739130434782608
2488,2017,30635,754.5958251953125,,,,,0,1,0,1,0,0,Qatar,,,1,0,0,27,24,0,1,0,0,0,50000,0,50000,,1,300000,3,1,0,1,0,0,0,1,0,0,0,0,0,1,80000,0,1.6
2491,2016,30636,544.4632568359375,10704,Dhankuta Municipality,Dhankuta,Dhankuta,0,1,0,0,1,0,Malayasia,,,1,0,0,22,24,0,1,0,0,0,30000,0,30000,,1,350000,4,1,0,1,0,0,0,1,1,1,0,1,0,1,170000,1,5.666666666666667
2491,2017,30636,544.4632568359375,10704,Dhankuta Municipality,Dhankuta,Dhankuta,0,1,0,0,1,0,Malayasia,,,1,0,0,23,37,1,1,0,0,0,37000,0,37000,,1,140000,3,1,0,1,0,0,0,1,0,0,0,0,1,1,100000,1,2.7027027027027026
2491,2018,30636,544.4632568359375,10704,Dhankuta Municipality,Dhankuta,Dhankuta,0,1,0,0,1,0,Malayasia,,,1,0,0,25,49,1,1,0,0,0,25000,0,25000,,1,80000,2,1,0,1,0,0,0,1,1,1,0,1,1,1,100000,1,4
2492,2017,13494,585.5533447265625,30206,Indrawoti Gaunpalika,Sindhupalchok,Sindhupalchok,1,0,0,0,0,0,,,Kathmandu,0,1,0,25,12,0,1,0,0,0,15000,0,15000,,0,0,,,,,,,,,,,,,,1,2000,0,0.13333333333333333
2492,2018,13494,585.5533447265625,30206,Indrawoti Gaunpalika,Sindhupalchok,Sindhupalchok,1,0,0,0,0,0,,,Kathmandu,0,1,0,26,24,0,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,3000,0,3.006012024048096
2496,2016,30638,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,0,1,0,22,24,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,0,
2496,2016,30640,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,1,0,0,6,24,0,0,1,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
2496,2016,30639,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,0,1,0,8,24,0,0,1,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
2496,2016,30637,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,0,1,0,0,0,1,Other,,,1,0,0,24,36,1,1,0,0,0,998,0,998,,1,50000,2,0,1,0,1,0,0,1,0,0,1,1,0,1,200000,1,200.40080160320642
2496,2017,30637,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,0,1,0,0,0,1,Other,,,1,0,0,25,49,1,1,0,0,0,40000,0,40000,,1,40000,4,1,0,1,0,0,0,1,0,0,0,0,0,1,250000,1,6.25
2496,2017,30639,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,0,1,0,9,37,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
2496,2017,30640,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,1,0,0,7,37,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
2496,2017,30638,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,0,1,0,23,37,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,0,
2496,2018,30637,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,0,1,0,0,0,1,Other,Baharain,,1,0,0,27,61,1,1,0,0,0,45000,0,45000,,1,400000,6,1,0,1,0,0,0,1,1,0,1,1,1,1,200000,1,4.444444444444445
2496,2018,30638,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,0,1,0,25,49,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,500,0,
2496,2018,30640,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,1,0,0,7,49,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
2496,2018,30639,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,0,1,0,9,49,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
2497,2017,34143,898.64581298828125,20116,Hanumannagar Kankalini Municipality,Saptari,Saptari,0,1,0,0,1,0,Malayasia,,,1,0,0,30,36,1,1,0,0,0,23000,0,23000,,1,80000,4,1,0,1,0,0,0,1,0,0,1,1,1,1,100000,1,4.3478260869565215
2497,2018,34143,898.64581298828125,20116,Hanumannagar Kankalini Municipality,Saptari,Saptari,0,1,0,0,1,0,Malayasia,,,1,0,0,31,48,1,1,0,0,0,30000,0,30000,,1,210000,1,1,0,1,0,0,0,1,0,0,0,0,1,1,150000,1,5
2498,2016,13521,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,0,1,0,0,0,1,Other,,,1,0,0,29,4,0,1,0,0,0,998,0,998,,1,150000,1,1,0,1,0,0,0,1,0,0,1,1,0,1,100000,0,100.20040080160321
2498,2016,13522,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Palpa,0,1,0,25,1,0,1,0,0,0,22000,0,22000,,1,50000,1,0,1,0,1,0,0,1,0,0,0,0,1,1,200,0,0.00909090909090909
2498,2016,1136,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Palpa,0,1,0,2,1,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
2498,2017,13521,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
2498,2017,13522,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Palpa,0,1,0,26,14,0,1,0,0,0,22000,0,22000,,1,60000,5,0,1,0,1,0,0,1,1,0,0,0,0,1,3000,0,0.13636363636363635
2498,2017,1136,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Palpa,0,1,0,3,14,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
2498,2018,1136,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Palpa,0,1,0,4,26,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
2498,2018,13522,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Palpa,0,1,0,27,26,1,0,1,0,0,0,23000,23000,,0,0,,,,,,,,,,,,,,1,200,0,0.008695652173913044
2498,2018,13521,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Palpa,1,0,0,30,9,0,1,0,0,0,10000,0,10000,,0,0,,,,,,,,,,,,,,1,200,0,0.02
2499,2016,30644,990.53192138671875,20703,Jitpur Simara Sub-Metropolitian City,Bara,Bara,0,1,0,1,0,0,United Arab Emirates,,,1,0,0,45,12,0,1,0,0,0,30000,0,30000,,1,350000,4,1,0,1,0,0,0,1,0,0,0,0,0,1,100000,1,3.3333333333333335
2499,2016,30645,990.53192138671875,20703,Jitpur Simara Sub-Metropolitian City,Bara,Bara,1,0,0,0,0,0,,,Kathmandu,1,0,0,23,8,0,1,0,0,0,14000,0,14000,,1,70000,4,1,0,1,0,0,0,1,0,0,0,0,0,1,700,0,0.05
2499,2017,30645,990.53192138671875,20703,Jitpur Simara Sub-Metropolitian City,Bara,Bara,1,0,0,0,0,0,,,Kathmandu,1,0,0,24,21,0,1,0,0,0,15000,0,15000,,1,100000,2,1,0,1,0,0,0,1,1,1,0,1,0,1,2000,0,0.13333333333333333
2499,2017,30644,990.53192138671875,20703,Jitpur Simara Sub-Metropolitian City,Bara,Bara,0,1,0,1,0,0,United Arab Emirates,,,1,0,0,46,25,1,1,0,0,0,25000,0,25000,,1,200000,2,1,0,1,0,0,0,1,1,1,0,1,0,1,100000,1,4
2499,2018,30645,990.53192138671875,20703,Jitpur Simara Sub-Metropolitian City,Bara,Bara,1,0,0,0,0,0,,,Kathmandu,1,0,0,25,33,1,1,0,0,0,20000,0,20000,,1,100000,4,1,0,1,0,0,0,1,0,0,0,0,0,1,1500,0,0.075
2499,2018,30644,990.53192138671875,20703,Jitpur Simara Sub-Metropolitian City,Bara,Bara,0,1,0,1,0,0,United Arab Emirates,,,1,0,0,47,37,1,1,0,0,0,45000,0,45000,,1,400000,6,1,0,1,0,0,0,1,1,0,0,0,0,1,30000,0,0.6666666666666666
2500,2017,13530,585.5533447265625,70106,Badimalika Municipality,Bajura,Bajura,1,0,0,0,0,0,,,Doti,1,0,0,20,10,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
2500,2018,13530,585.5533447265625,70106,Badimalika Municipality,Bajura,Bajura,1,0,0,0,0,0,,,Doti,1,0,0,21,22,0,0,0,0,0,22000,0,22000,,1,50000,2,1,0,1,0,0,0,1,1,0,0,0,1,1,2000,0,0.09090909090909091
2501,2018,13535,487.4611206054687,31204,Raksirang Gaunpalika,Makwanpur,Makwanpur,0,1,0,0,1,0,Malayasia,,,1,0,0,28,13,0,1,0,0,0,45000,0,45000,,1,150000,2,1,0,1,0,0,0,0,0,0,0,0,1,1,120000,1,2.6666666666666665
2502,2016,13541,990.53192138671875,20401,Bardibas Municipality,Mahottari,Mahottari,1,0,0,0,0,0,,,Kathmandu,1,0,0,16,3,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
2502,2017,13541,990.53192138671875,20401,Bardibas Municipality,Mahottari,Mahottari,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
2504,2016,30648,585.5533447265625,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,0,1,1,0,0,0,India,,,1,0,0,10,36,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,6000,0,
2504,2016,30647,585.5533447265625,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,0,1,1,0,0,0,India,,,1,0,0,13,36,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,6000,0,
2504,2017,30648,585.5533447265625,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,0,1,1,0,0,0,India,,,1,0,0,13,49,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1500,0,
2504,2017,30647,585.5533447265625,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,0,1,1,0,0,0,India,,,1,0,0,15,49,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
