hhid,year,member_id,wt_hh,vmun_code,lgname,district77,district_name,is_internal,is_international,dest_india,dest_gulf,dest_malaysia,dest_other_country,s11q02b_raw,s11q02d_raw,s11q02a_raw,migrant_male,migrant_female,migrant_third_gender,migrant_age,months_away,long_term_migrant,reason_work,reason_education,reason_family,reason_disaster,earning_primary_rs,earning_secondary_rs,earning_total_rs,has_secondary_job,remit_sent_flag,remit_amount_rs,remit_freq_per_year,remit_via_formal,remit_via_informal,remit_via_bank_ime,remit_via_friends,remit_via_hundi,remit_via_other,remit_use_consumption,remit_use_human_capital,remit_use_business_investment,remit_use_land_housing,remit_use_investment_any,remit_use_debt,mig_cost_any,mig_cost_rs,mig_cost_loan_flag,cost_to_monthly_earning_ratio
301,2018,29144,754.5958251953125,41108,Galkot Municipality,Baglung,Baglung,0,1,0,0,0,1,Japan,,,1,0,0,35,85,1,1,0,0,0,998,0,998,,1,1800000,5,1,0,1,0,0,0,0,0,0,1,1,1,1,1200000,1,1202.4048096192384
301,2018,3832,754.5958251953125,41108,Galkot Municipality,Baglung,Baglung,0,1,0,0,0,1,Japan,,,0,1,0,30,12,0,1,1,0,0,0,998,998,,0,0,,,,,,,,,,,,,,1,1200000,0,1202.4048096192384
301,2018,29145,754.5958251953125,41108,Galkot Municipality,Baglung,Baglung,0,1,0,0,0,1,Japan,,,0,1,0,31,49,1,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,200000,1,200.40080160320642
302,2016,29147,544.4632568359375,11001,Mai Municipality,Ilam,Ilam,1,0,0,0,0,0,,,Dhankuta,1,0,0,19,8,0,1,0,0,0,12000,0,12000,,0,0,,,,,,,,,,,,,,1,75000,1,6.25
302,2017,29147,544.4632568359375,11001,Mai Municipality,Ilam,Ilam,1,0,0,0,0,0,,,Dhankuta,1,0,0,20,21,0,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,10000,1,10.02004008016032
302,2018,29147,544.4632568359375,11001,Mai Municipality,Ilam,Ilam,1,0,0,0,0,0,,,Dhankuta,1,0,0,21,33,1,1,0,0,0,998,0,998,,1,70000,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1500,0,1.503006012024048
305,2016,3853,487.4611206054687,30901,Chauri Deurali Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,1,0,0,0,0,0,,,Kathmandu,1,0,0,29,3,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
305,2016,29149,487.4611206054687,30901,Chauri Deurali Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,0,1,0,0,1,0,Malayasia,,,1,0,0,26,24,0,1,0,0,0,19000,0,19000,,1,50000,3,1,0,1,0,0,0,0,0,0,0,0,1,1,150000,1,7.894736842105263
305,2017,3853,487.4611206054687,30901,Chauri Deurali Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,1,0,0,0,0,0,,,Kathmandu,1,0,0,32,16,0,1,0,0,0,15000,0,15000,,1,50000,2,1,0,1,0,0,0,1,1,0,0,0,0,1,1000,0,0.06666666666666667
305,2017,29149,487.4611206054687,30901,Chauri Deurali Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
305,2018,3853,487.4611206054687,30901,Chauri Deurali Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,0,1,0,0,0,1,Japan,,,1,0,0,33,24,0,1,1,0,0,0,0,0,,1,25000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,150000,1,
306,2016,29150,544.4632568359375,10702,Pakhribas Municipality,Dhankuta,Dhankuta,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,29,23,0,1,0,0,0,33000,0,33000,,1,90000,3,1,0,1,0,0,0,1,1,0,1,1,0,1,170000,1,5.151515151515151
306,2017,29150,544.4632568359375,10702,Pakhribas Municipality,Dhankuta,Dhankuta,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,30,36,1,1,0,0,0,80000,0,80000,,1,500000,6,1,0,1,0,0,0,1,0,0,0,0,0,1,90000,0,1.125
306,2018,29150,544.4632568359375,10702,Pakhribas Municipality,Dhankuta,Dhankuta,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,42,48,1,1,0,0,0,30000,0,30000,,1,50000,2,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,1,3.3333333333333335
307,2016,29151,754.5958251953125,40710,Aanbu Khaireni Gaunpalika,Tanahun,Tanahun,1,0,0,0,0,0,,,Kathmandu,1,0,0,51,152,1,1,0,0,0,998,0,998,,1,75000,2,0,1,0,1,0,0,1,1,0,0,0,0,1,3000,0,3.006012024048096
307,2017,29151,754.5958251953125,40710,Aanbu Khaireni Gaunpalika,Tanahun,Tanahun,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
308,2016,3862,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Palpa,1,0,0,32,3,0,1,0,0,0,18500,0,18500,,1,50000,1,0,1,0,1,0,0,1,1,0,0,0,1,1,400,0,0.021621621621621623
308,2017,3862,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
309,2017,3864,487.4611206054687,30406,Nilkhantha Municipality,Dhading,Dhading,0,1,1,0,0,0,India,,,1,0,0,38,2,0,1,0,0,0,28000,0,28000,,0,0,,,,,,,,,,,,,,1,20000,1,0.7142857142857143
309,2018,3864,487.4611206054687,30406,Nilkhantha Municipality,Dhading,Dhading,0,1,1,0,0,0,India,,,1,0,0,39,8,0,1,0,0,0,20000,0,20000,,1,35000,1,1,0,1,0,0,0,1,1,0,0,0,1,1,4000,0,0.2
313,2016,3881,544.4632568359375,11402,Chaudandigadhi Municipality,Udayapur,Udayapur,1,0,0,0,0,0,,,Udayapur,1,0,0,15,4,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
313,2016,3882,544.4632568359375,11402,Chaudandigadhi Municipality,Udayapur,Udayapur,1,0,0,0,0,0,,,Udayapur,0,1,0,14,4,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
313,2016,3883,544.4632568359375,11402,Chaudandigadhi Municipality,Udayapur,Udayapur,1,0,0,0,0,0,,,Udayapur,1,0,0,11,4,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
313,2017,3881,544.4632568359375,11402,Chaudandigadhi Municipality,Udayapur,Udayapur,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
313,2017,3882,544.4632568359375,11402,Chaudandigadhi Municipality,Udayapur,Udayapur,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
313,2017,3883,544.4632568359375,11402,Chaudandigadhi Municipality,Udayapur,Udayapur,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
314,2016,29156,487.4611206054687,30412,Thakre Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Kathmandu,1,0,0,24,38,1,1,0,0,0,15000,0,15000,,1,50000,3,0,1,0,1,0,0,1,1,0,1,1,0,1,500,0,0.03333333333333333
314,2017,29156,487.4611206054687,30412,Thakre Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Kathmandu,1,0,0,25,51,1,1,0,0,0,15000,0,15000,,1,60000,4,1,0,1,0,0,0,1,0,0,0,0,0,1,2000,0,0.13333333333333333
314,2017,3889,487.4611206054687,30412,Thakre Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Kathmandu,1,0,0,19,2,0,1,0,0,0,15000,0,15000,,0,0,,,,,,,,,,,,,,1,3000,0,0.2
314,2018,3889,487.4611206054687,30412,Thakre Gaunpalika,Dhading,Dhading,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
314,2018,29156,487.4611206054687,30412,Thakre Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Kathmandu,1,0,0,26,63,1,1,0,0,0,20000,0,20000,,1,80000,3,0,1,0,1,0,0,1,1,0,1,1,1,1,1000,0,0.05
315,2017,3892,618.27056884765625,61004,Gurbhakot Municipality,Surkhet,Surkhet,0,1,0,0,1,0,Malayasia,,,1,0,0,26,10,0,1,0,0,0,30000,0,30000,,1,150000,4,1,0,1,0,0,0,0,0,1,0,1,1,1,150000,1,5
315,2018,3892,618.27056884765625,61004,Gurbhakot Municipality,Surkhet,Surkhet,0,1,0,0,1,0,Malayasia,,,1,0,0,27,22,0,1,0,0,0,998,0,998,,1,280000,5,1,0,1,0,0,0,1,0,0,0,0,1,1,150000,1,150.3006012024048
316,2016,29157,666.9111328125,51003,Tulsipur Sub-Metropolitian City,Dang,Dang,0,1,0,0,1,0,Malayasia,,,1,0,0,23,36,1,1,0,0,0,998,0,998,,1,100000,2,1,0,1,0,0,0,1,1,1,0,1,0,1,150000,1,150.3006012024048
316,2017,29157,666.9111328125,51003,Tulsipur Sub-Metropolitian City,Dang,Dang,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
316,2017,3902,666.9111328125,51003,Tulsipur Sub-Metropolitian City,Dang,Dang,1,0,0,0,0,0,,,Kathmandu,0,1,0,28,19,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2500,0,
316,2018,3902,666.9111328125,51003,Tulsipur Sub-Metropolitian City,Dang,Dang,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
317,2016,29158,487.4611206054687,31101,Dudhouli Municipality,Sindhuli,Sindhuli,0,1,0,0,1,0,Malayasia,,,1,0,0,22,10,0,1,0,0,0,998,0,998,,1,120000,3,1,0,1,0,0,0,1,1,0,0,0,1,1,150000,1,150.3006012024048
317,2016,3905,487.4611206054687,31101,Dudhouli Municipality,Sindhuli,Sindhuli,0,1,0,1,0,0,Qatar,,,1,0,0,24,27,1,1,0,0,0,998,0,998,,1,100000,2,1,0,1,0,0,0,1,0,0,0,0,1,1,150000,1,150.3006012024048
317,2017,3905,487.4611206054687,31101,Dudhouli Municipality,Sindhuli,Sindhuli,0,1,0,1,0,0,Qatar,,,1,0,0,26,40,1,1,0,0,0,35000,0,35000,,1,150000,3,1,0,1,0,0,0,1,1,0,0,0,0,1,110000,1,3.142857142857143
317,2017,29158,487.4611206054687,31101,Dudhouli Municipality,Sindhuli,Sindhuli,1,0,0,0,0,0,,,Kathmandu,1,0,0,23,6,0,1,0,0,0,20000,0,20000,,1,50000,2,0,1,0,1,0,0,1,1,0,0,0,0,1,10000,1,0.5
317,2018,29158,487.4611206054687,31101,Dudhouli Municipality,Sindhuli,Sindhuli,0,1,0,1,0,0,United Arab Emirates,,,1,0,0,24,5,0,1,0,0,0,24000,0,24000,,1,50000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,90000,1,3.75
317,2018,3905,487.4611206054687,31101,Dudhouli Municipality,Sindhuli,Sindhuli,0,1,0,1,0,0,Qatar,,,1,0,0,27,52,1,1,0,0,0,25000,0,25000,,1,120000,2,1,0,1,0,0,0,1,0,0,0,0,1,1,150000,1,6
318,2016,3911,544.4632568359375,10502,Aiselukharka Gaunpalika,Khotang,Khotang,1,0,0,0,0,0,,,Kathmandu,0,1,0,21,5,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,12000,1,
318,2016,3912,544.4632568359375,10502,Aiselukharka Gaunpalika,Khotang,Khotang,1,0,0,0,0,0,,,Kathmandu,0,1,0,16,5,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
318,2016,3910,544.4632568359375,10502,Aiselukharka Gaunpalika,Khotang,Khotang,1,0,0,0,0,0,,,Kathmandu,1,0,0,23,5,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,15000,0,
318,2017,3910,544.4632568359375,10502,Aiselukharka Gaunpalika,Khotang,Khotang,1,0,0,0,0,0,,,Kathmandu,1,0,0,24,18,0,1,0,0,0,20000,0,20000,,0,0,,,,,,,,,,,,,,1,3000,0,0.15
318,2017,3912,544.4632568359375,10502,Aiselukharka Gaunpalika,Khotang,Khotang,1,0,0,0,0,0,,,Kathmandu,0,1,0,17,18,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,3000,0,
318,2017,3911,544.4632568359375,10502,Aiselukharka Gaunpalika,Khotang,Khotang,1,0,0,0,0,0,,,Kathmandu,0,1,0,20,18,0,1,1,0,0,12000,0,12000,,0,0,,,,,,,,,,,,,,1,3000,0,0.25
318,2018,3912,544.4632568359375,10502,Aiselukharka Gaunpalika,Khotang,Khotang,1,0,0,0,0,0,,,Kathmandu,0,1,0,18,30,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,10000,0,
318,2018,3911,544.4632568359375,10502,Aiselukharka Gaunpalika,Khotang,Khotang,1,0,0,0,0,0,,,Kathmandu,0,1,0,24,30,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,10000,0,
318,2018,3910,544.4632568359375,10502,Aiselukharka Gaunpalika,Khotang,Khotang,1,0,0,0,0,0,,,Kathmandu,1,0,0,25,30,1,0,1,0,0,15000,0,15000,,0,0,,,,,,,,,,,,,,1,3000,0,0.2
319,2016,29163,544.4632568359375,10502,Aiselukharka Gaunpalika,Khotang,Khotang,0,1,0,0,1,0,Malayasia,,,1,0,0,27,36,1,1,0,0,0,30000,0,30000,,1,150000,3,1,0,1,0,0,0,1,0,0,0,0,0,1,180000,0,6
319,2016,29164,544.4632568359375,10502,Aiselukharka Gaunpalika,Khotang,Khotang,1,0,0,0,0,0,,,Solukhumbu,0,1,0,32,1,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2000,0,
319,2017,29163,544.4632568359375,10502,Aiselukharka Gaunpalika,Khotang,Khotang,0,1,0,0,1,0,Malayasia,,,1,0,0,28,49,1,1,0,0,0,40000,0,40000,,1,200000,3,1,0,1,0,0,0,0,1,0,0,0,1,1,135000,1,3.375
319,2017,3917,544.4632568359375,10502,Aiselukharka Gaunpalika,Khotang,Khotang,1,0,0,0,0,0,,,Solukhumbu,0,1,0,32,14,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,3500,0,
319,2018,29164,544.4632568359375,10502,Aiselukharka Gaunpalika,Khotang,Khotang,1,0,0,0,0,0,,,Solukhumbu,0,1,0,33,26,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
319,2018,29163,544.4632568359375,10502,Aiselukharka Gaunpalika,Khotang,Khotang,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
321,2016,29165,754.5958251953125,40601,Dordi Gaunpalika,Lamjung,Lamjung,1,0,0,0,0,0,,,Baglung,1,0,0,22,10,0,1,0,0,0,13000,0,13000,,1,40000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,4000,0,0.3076923076923077
321,2017,29165,754.5958251953125,40601,Dordi Gaunpalika,Lamjung,Lamjung,0,1,1,0,0,0,India,,,1,0,0,23,23,0,1,0,0,0,35000,0,35000,,1,200000,2,1,0,1,0,0,0,1,1,0,0,0,0,1,90000,1,2.5714285714285716
321,2017,3923,754.5958251953125,40601,Dordi Gaunpalika,Lamjung,Lamjung,1,0,0,0,0,0,,,Humla,1,0,0,20,10,0,1,0,0,0,15000,0,15000,,1,45000,2,1,0,1,0,0,0,1,1,0,0,0,0,1,10000,1,0.6666666666666666
321,2017,3924,754.5958251953125,40601,Dordi Gaunpalika,Lamjung,Lamjung,1,0,0,0,0,0,,,Lamjung,1,0,0,15,60,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,10000,1,
321,2018,3924,754.5958251953125,40601,Dordi Gaunpalika,Lamjung,Lamjung,1,0,0,0,0,0,,,Lamjung,1,0,0,16,72,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,500,0,
321,2018,29165,754.5958251953125,40601,Dordi Gaunpalika,Lamjung,Lamjung,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
321,2018,3923,754.5958251953125,40601,Dordi Gaunpalika,Lamjung,Lamjung,1,0,0,0,0,0,,,Humla,1,0,0,21,22,0,0,0,0,0,16000,0,16000,,1,130000,4,1,1,1,1,0,0,1,0,0,0,0,1,1,3000,0,0.1875
322,2016,29166,585.5533447265625,30207,Choutara Sangachowkgadhi Municipality,Sindhupalchok,Sindhupalchok,0,1,1,0,0,0,India,,,1,0,0,19,11,0,1,0,0,0,998,0,998,,1,8000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,6000,1,6.012024048096192
322,2017,29166,585.5533447265625,30207,Choutara Sangachowkgadhi Municipality,Sindhupalchok,Sindhupalchok,0,1,1,0,0,0,India,,,1,0,0,20,24,0,1,0,0,0,20000,0,20000,,1,10000,2,0,1,0,1,0,0,1,0,0,0,0,0,1,5000,1,0.25
322,2018,29166,585.5533447265625,30207,Choutara Sangachowkgadhi Municipality,Sindhupalchok,Sindhupalchok,0,1,1,0,0,0,India,,,1,0,0,21,36,1,1,0,0,0,15000,0,15000,,1,15000,1,0,1,0,1,0,0,1,0,0,0,0,0,1,6000,1,0.4
323,2016,29167,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,32,120,1,1,0,0,0,998,0,998,,1,275000,5,1,1,1,1,0,0,1,1,0,1,1,0,1,150000,1,150.3006012024048
323,2016,3933,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,1,0,0,6,4,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,0,
323,2016,3930,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,1,0,0,14,4,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,0,
323,2017,3930,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,1,0,0,12,17,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,0,
323,2017,3933,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,1,0,0,12,17,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,0,
323,2017,29167,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,33,133,1,1,0,0,0,35000,0,35000,,1,50000,4,1,0,1,0,0,0,1,0,0,0,0,0,1,60000,1,1.7142857142857142
323,2018,3933,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,1,0,0,8,5,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,300,0,
323,2018,29167,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,45,145,1,1,0,0,0,40000,0,40000,,1,300000,5,1,0,1,0,0,0,1,1,0,0,0,0,1,180000,1,4.5
323,2018,3930,487.4611206054687,30402,Khaniyabas Gaunpalika,Dhading,Dhading,1,0,0,0,0,0,,,Dhading,1,0,0,16,5,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,500,0,
324,2016,36242,990.53192138671875,20312,Janak Nandini Gaunpalika,Dhanusha,Dhanusha,0,1,0,1,0,0,Qatar,,,0,0,1,36,20,0,1,0,0,0,29000,0,29000,,1,55000,2,1,0,1,0,0,0,1,0,0,0,0,0,1,90000,1,3.103448275862069
324,2017,36242,990.53192138671875,20312,Janak Nandini Gaunpalika,Dhanusha,Dhanusha,0,1,0,1,0,0,Qatar,,,1,0,0,37,33,1,1,0,0,0,30000,0,30000,,1,250000,4,1,0,1,0,0,0,1,1,0,0,0,0,1,150000,1,5
324,2018,36242,990.53192138671875,20312,Janak Nandini Gaunpalika,Dhanusha,Dhanusha,0,1,0,1,0,0,Qatar,,,1,0,0,38,45,1,1,0,0,0,30000,0,30000,,1,250000,3,1,0,1,0,0,0,0,1,0,0,0,1,1,120000,1,4
325,2017,3936,990.53192138671875,20513,Basbariya Gaunpalika,Sarlahi,Sarlahi,0,1,0,0,1,0,Malayasia,,,1,0,0,34,10,0,1,0,0,0,25000,0,25000,,1,135000,2,1,0,1,0,0,0,1,0,0,0,0,1,1,125000,1,5
325,2018,3936,990.53192138671875,20513,Basbariya Gaunpalika,Sarlahi,Sarlahi,0,1,0,0,1,0,Malayasia,,,1,0,0,35,22,0,1,0,0,0,30000,0,30000,,1,200000,5,1,0,1,0,0,0,1,1,0,0,0,1,1,150000,1,5
326,2018,3943,754.5958251953125,40602,Marshyangdi Gaunpalika,Lamjung,Lamjung,1,0,0,0,0,0,,,Kathmandu,1,0,0,24,18,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1500,0,
326,2018,3944,754.5958251953125,40602,Marshyangdi Gaunpalika,Lamjung,Lamjung,1,0,0,0,0,0,,,Kathmandu,0,1,0,18,15,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1500,0,
326,2018,3945,754.5958251953125,40602,Marshyangdi Gaunpalika,Lamjung,Lamjung,1,0,0,0,0,0,,,Kathmandu,1,0,0,16,13,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1500,0,
327,2017,29171,990.53192138671875,,,,,1,0,0,0,0,0,,,Kathmandu,1,0,0,30,25,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
327,2017,29172,990.53192138671875,,,,,0,1,0,0,0,1,Japan,,,1,0,0,28,28,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,100000,1,
329,2016,29173,634.085205078125,70810,Tikapur Municipality,Kailali,Kailali,1,0,0,0,0,0,,,Kailali,1,0,0,18,12,0,1,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1500,0,
329,2017,29173,634.085205078125,70810,Tikapur Municipality,Kailali,Kailali,1,0,0,0,0,0,,,Kailali,1,0,0,19,25,1,1,1,0,0,0,10000,10000,,0,0,,,,,,,,,,,,,,1,350,0,0.035
329,2018,29173,634.085205078125,70810,Tikapur Municipality,Kailali,Kailali,1,0,0,0,0,0,,,Kailali,1,0,0,20,37,1,1,0,0,0,6000,0,6000,,1,8000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,2500,0,0.4166666666666667
331,2016,3964,547.52593994140625,70402,Dogada Kedar Gaunpalika,Baitadi,Baitadi,1,0,0,0,0,0,,,Darchula,0,1,0,24,1,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
331,2016,29176,547.52593994140625,70402,Dogada Kedar Gaunpalika,Baitadi,Baitadi,1,0,0,0,0,0,,,Kathmandu,1,0,0,28,3,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,4000,0,
331,2016,3963,547.52593994140625,70402,Dogada Kedar Gaunpalika,Baitadi,Baitadi,1,0,0,0,0,0,,,Darchula,1,0,0,30,1,0,1,0,0,0,16000,0,16000,,1,50000,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1500,1,0.09375
331,2017,3964,547.52593994140625,70402,Dogada Kedar Gaunpalika,Baitadi,Baitadi,1,0,0,0,0,0,,,Darchula,0,1,0,25,14,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,500,0,
331,2017,3963,547.52593994140625,70402,Dogada Kedar Gaunpalika,Baitadi,Baitadi,1,0,0,0,0,0,,,Darchula,1,0,0,31,14,0,0,0,0,0,17000,0,17000,,1,30000,3,0,1,0,1,0,0,1,0,0,0,0,0,1,500,0,0.029411764705882353
331,2017,29176,547.52593994140625,70402,Dogada Kedar Gaunpalika,Baitadi,Baitadi,1,0,0,0,0,0,,,Kathmandu,1,0,0,29,16,0,1,0,0,0,998,0,998,,1,30000,3,1,0,1,0,0,0,1,0,0,0,0,0,1,5000,0,5.01002004008016
331,2018,3964,547.52593994140625,70402,Dogada Kedar Gaunpalika,Baitadi,Baitadi,1,0,0,0,0,0,,,Darchula,0,1,0,26,26,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1500,0,
331,2018,3963,547.52593994140625,70402,Dogada Kedar Gaunpalika,Baitadi,Baitadi,1,0,0,0,0,0,,,Darchula,1,0,0,32,26,1,0,0,0,0,20000,0,20000,,1,7000,3,1,0,1,0,0,0,1,1,0,0,0,1,1,2500,0,0.125
331,2018,29176,547.52593994140625,70402,Dogada Kedar Gaunpalika,Baitadi,Baitadi,1,0,0,0,0,0,,,Kathmandu,1,0,0,30,28,1,1,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,4000,1,
332,2016,3968,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,31,4,0,1,0,0,0,23000,0,23000,,1,15000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,110000,1,4.782608695652174
332,2017,3968,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
332,2018,3970,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,1,0,0,0,0,0,,,Sunsari,0,1,0,12,12,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,100000,1,
332,2018,3971,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,1,0,0,0,0,0,,,Sunsari,0,1,0,8,9,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,50000,1,
335,2016,3987,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,1,0,0,0,0,0,,,Jhapa,0,1,0,20,5,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,25000,0,
335,2017,3987,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
339,2016,4008,754.5958251953125,40606,Sundarbazar Municipality,Lamjung,Lamjung,1,0,0,0,0,0,,,Lamjung,0,1,0,32,4,0,0,0,0,0,14500,0,14500,,1,35000,2,0,1,0,1,0,0,1,1,1,1,1,0,1,1000,0,0.06896551724137931
339,2016,4007,754.5958251953125,40606,Sundarbazar Municipality,Lamjung,Lamjung,1,0,0,0,0,0,,,Lamjung,1,0,0,36,4,0,0,0,0,0,14500,0,14500,,1,30000,2,0,1,0,1,0,0,1,1,0,1,1,0,1,500,0,0.034482758620689655
339,2017,4009,754.5958251953125,40606,Sundarbazar Municipality,Lamjung,Lamjung,1,0,0,0,0,0,,,Kabhrepalanchok,0,1,0,11,8,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,600,0,
339,2017,4008,754.5958251953125,40606,Sundarbazar Municipality,Lamjung,Lamjung,1,0,0,0,0,0,,,Kathmandu,0,1,0,33,8,0,0,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,500,0,0.501002004008016
